代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
300182.SZ,捷成股份,2015-01-05,145.5809,149.6249,134.0962,148.4926,10537437,
300182.SZ,捷成股份,2015-01-06,145.5809,159.9773,143.4781,151.8894,6101352,
300182.SZ,捷成股份,2015-01-07,151.8894,158.0362,149.6249,152.1321,5191750,
300182.SZ,捷成股份,2015-01-08,152.213,167.2563,149.7866,161.7566,10544653,
300182.SZ,捷成股份,2015-01-09,161.3522,176.9617,159.3303,170.3297,11890074,
300182.SZ,捷成股份,2015-01-12,169.0356,173.8075,165.6388,171.7855,7368760,
300182.SZ,捷成股份,2015-01-13,169.8444,176.8,166.6902,174.8589,7294899,
300182.SZ,捷成股份,2015-01-14,174.778,176.3147,168.6313,171.3811,4769871,
300182.SZ,捷成股份,2015-01-15,171.3811,173.0796,161.9184,164.9109,4979947,
300182.SZ,捷成股份,2015-01-16,165.8005,169.5209,163.2124,165.7196,6322678,
300182.SZ,捷成股份,2015-01-19,163.3742,175.1015,158.6023,168.8739,7872050,
300182.SZ,捷成股份,2015-01-20,168.6313,178.9028,168.6313,178.4984,8846651,
300182.SZ,捷成股份,2015-01-21,177.1235,181.5718,176.7191,181.3291,8201544,
300182.SZ,捷成股份,2015-01-22,180.3586,181.8144,175.7485,178.4984,6206480,
300182.SZ,捷成股份,2015-01-23,178.3367,180.6821,176.1529,176.3956,4658614,
300182.SZ,捷成股份,2015-01-26,174.8589,178.0131,173.8883,175.5059,5609614,
300182.SZ,捷成股份,2015-01-27,176.2338,176.4765,169.8444,173.7266,4632416,
300182.SZ,捷成股份,2015-01-28,172.756,177.7705,172.3517,176.9617,5961914,
300182.SZ,捷成股份,2015-01-29,176.2338,176.2338,169.8444,173.8883,5822580,
300182.SZ,捷成股份,2015-01-30,173.0796,181.9762,169.8444,169.8444,3010084,
300182.SZ,捷成股份,2015-02-02,166.2858,169.7636,164.9917,165.477,3653552,
300182.SZ,捷成股份,2015-02-03,166.5284,174.6971,164.2638,172.5134,6235094,
300182.SZ,捷成股份,2015-02-04,172.5134,177.8514,171.6238,174.2119,6470952,
300182.SZ,捷成股份,2015-02-05,173.8883,183.7555,171.5429,182.7041,10104974,
300182.SZ,捷成股份,2015-02-06,182.7041,185.0496,173.1604,174.3736,6515462,
