ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
002788.SZ,№ибрвНвЉ,2024-03-01,24.245,24.4651,24.1506,24.3708,4355119,
002788.SZ,№ибрвНвЉ,2024-03-04,24.4022,24.811,24.3079,24.7481,5603077,
002788.SZ,№ибрвНвЉ,2024-03-05,24.6538,24.6538,24.1821,24.3393,4258181,
002788.SZ,№ибрвНвЉ,2024-03-06,24.2135,24.5909,24.1506,24.4651,2966975,
002788.SZ,№ибрвНвЉ,2024-03-07,24.528,24.6538,24.245,24.245,3469121,
002788.SZ,№ибрвНвЉ,2024-03-08,24.1821,24.4965,24.1192,24.4965,2666340,
002788.SZ,№ибрвНвЉ,2024-03-11,24.4337,25.1255,24.4337,25.094,4145874,
002788.SZ,№ибрвНвЉ,2024-03-12,25.1569,25.4399,24.9682,25.1884,3856420,
002788.SZ,№ибрвНвЉ,2024-03-13,25.377,25.377,24.8425,25.094,3263265,
002788.SZ,№ибрвНвЉ,2024-03-14,25.1569,25.4085,24.8425,25.1569,3464875,
002788.SZ,№ибрвНвЉ,2024-03-15,25.1255,25.4714,24.9682,25.4085,3273508,
002788.SZ,№ибрвНвЉ,2024-03-18,25.4714,25.8173,25.4085,25.7858,4137090,
002788.SZ,№ибрвНвЉ,2024-03-19,25.7858,25.9745,25.5972,25.6915,3191838,
002788.SZ,№ибрвНвЉ,2024-03-20,25.5657,26.006,25.5028,25.9745,3515362,
002788.SZ,№ибрвНвЉ,2024-03-21,25.9431,26.1003,25.5972,25.8487,3012691,
002788.SZ,№ибрвНвЉ,2024-03-22,25.8802,25.8802,25.2513,25.5343,4023125,
002788.SZ,№ибрвНвЉ,2024-03-25,25.4714,25.5972,24.9997,24.9997,3936939,
002788.SZ,№ибрвНвЉ,2024-03-26,24.9682,25.2513,24.5909,25.1884,3741431,
002788.SZ,№ибрвНвЉ,2024-03-27,25.1569,25.4085,24.7796,24.9368,3031175,
002788.SZ,№ибрвНвЉ,2024-03-28,24.9997,25.3456,24.4965,25.0311,4461441,
002788.SZ,№ибрвНвЉ,2024-03-29,24.9053,25.7544,24.9053,25.7544,4739028,
002788.SZ,№ибрвНвЉ,2024-04-01,25.7544,26.0374,25.6915,26.006,5013389,
002788.SZ,№ибрвНвЉ,2024-04-02,26.006,26.1632,25.9116,26.0689,3200700,
002788.SZ,№ибрвНвЉ,2024-04-03,25.9431,26.2575,25.8487,26.1946,3254757,
002788.SZ,№ибрвНвЉ,2024-04-08,26.2575,26.2575,25.4399,25.4399,4626550,
002788.SZ,№ибрвНвЉ,2024-04-09,25.5343,25.9431,25.4085,25.9431,3706241,
002788.SZ,№ибрвНвЉ,2024-04-10,25.7858,25.9431,25.3141,25.4399,3424555,
002788.SZ,№ибрвНвЉ,2024-04-11,25.2513,26.006,25.1884,25.6601,2846255,
002788.SZ,№ибрвНвЉ,2024-04-12,25.6915,26.0374,25.6286,25.7229,3062324,
002788.SZ,№ибрвНвЉ,2024-04-15,25.9745,26.006,24.8425,25.2198,5879854,
002788.SZ,№ибрвНвЉ,2024-04-16,25.9431,27.2009,25.3456,25.377,16954216,
002788.SZ,№ибрвНвЉ,2024-04-17,25.5972,26.4776,25.5343,26.4148,10413744,
002788.SZ,№ибрвНвЉ,2024-04-18,26.1946,26.5091,26.006,26.0374,7858182,
002788.SZ,№ибрвНвЉ,2024-04-19,25.7858,26.4776,25.7544,26.4148,7290370,
002788.SZ,№ибрвНвЉ,2024-04-22,26.2575,27.3581,26.2575,26.9808,9581714,
002788.SZ,№ибрвНвЉ,2024-04-23,26.8236,27.1695,26.4462,26.6663,6545224,
002788.SZ,№ибрвНвЉ,2024-04-24,26.9808,26.9808,26.4148,26.7292,5227236,
002788.SZ,№ибрвНвЉ,2024-04-25,26.572,26.9493,26.572,26.7921,4561356,
002788.SZ,№ибрвНвЉ,2024-04-26,26.9179,27.1066,26.6663,26.8864,5502699,
002788.SZ,№ибрвНвЉ,2024-04-29,26.8864,27.4525,26.855,27.3896,5782221,
002788.SZ,№ибрвНвЉ,2024-04-30,27.4839,28.1443,27.3267,27.8298,6354276,
002788.SZ,№ибрвНвЉ,2024-05-06,27.9242,28.5845,27.8298,28.5216,6857588,
002788.SZ,№ибрвНвЉ,2024-05-07,28.616,28.6789,28.1757,28.4273,5009548,
002788.SZ,№ибрвНвЉ,2024-05-08,28.2386,28.5845,28.1757,28.3644,4974951,
002788.SZ,№ибрвНвЉ,2024-05-09,28.3644,29.4965,28.3015,28.8047,5789135,
002788.SZ,№ибрвНвЉ,2024-05-10,28.8047,28.9933,28.5216,28.8676,4186174,
002788.SZ,№ибрвНвЉ,2024-05-13,28.6789,28.7103,28.2701,28.4273,4892740,
002788.SZ,№ибрвНвЉ,2024-05-14,28.4588,28.899,28.3959,28.8047,3780613,
002788.SZ,№ибрвНвЉ,2024-05-15,28.8047,28.8361,28.4588,28.4902,2784733,
002788.SZ,№ибрвНвЉ,2024-05-16,28.5531,28.5531,28.1128,28.3015,4317691,
002788.SZ,№ибрвНвЉ,2024-05-17,28.2386,28.4273,27.9871,28.2072,3461330,
002788.SZ,№ибрвНвЉ,2024-05-20,28.2072,28.5216,28.2072,28.3644,3786996,
002788.SZ,№ибрвНвЉ,2024-05-21,28.2386,28.2701,27.8613,28.05,3367031,
002788.SZ,№ибрвНвЉ,2024-05-22,27.9871,28.2072,27.9242,28.0185,2888308,
002788.SZ,№ибрвНвЉ,2024-05-23,27.9556,28.05,27.421,27.5154,3799724,
002788.SZ,№ибрвНвЉ,2024-05-24,27.4839,27.9242,27.3896,27.6097,2954406,
002788.SZ,№ибрвНвЉ,2024-05-27,27.6097,27.9242,27.421,27.9242,2832133,
002788.SZ,№ибрвНвЉ,2024-05-28,27.8927,27.8927,27.2324,27.3267,3057603,
002788.SZ,№ибрвНвЉ,2024-05-29,27.2324,27.6097,27.138,27.3267,2309089,
002788.SZ,№ибрвНвЉ,2024-05-30,27.3896,27.3896,27.0751,27.1695,2405923,
002788.SZ,№ибрвНвЉ,2024-05-31,27.2638,27.5468,27.1695,27.5154,2250629,
002788.SZ,№ибрвНвЉ,2024-06-03,27.4839,27.4839,26.4776,26.7607,4568432,
002788.SZ,№ибрвНвЉ,2024-06-04,26.6978,26.8236,26.3519,26.6663,3595905,
002788.SZ,№ибрвНвЉ,2024-06-05,26.6349,26.6663,25.7229,25.7858,4952248,
002788.SZ,№ибрвНвЉ,2024-06-06,25.9116,25.9116,24.3708,24.6852,8544376,
002788.SZ,№ибрвНвЉ,2024-06-07,24.9682,25.6286,24.9368,25.5657,4972979,
002788.SZ,№ибрвНвЉ,2024-06-11,25.5657,25.9431,25.2513,25.8173,3445387,
002788.SZ,№ибрвНвЉ,2024-06-12,25.7229,26.0374,25.6286,25.7229,3093755,
002788.SZ,№ибрвНвЉ,2024-06-13,25.7858,25.8173,25.0311,25.1569,3373798,
002788.SZ,№ибрвНвЉ,2024-06-14,25.0626,25.2827,24.7167,25.094,4332990,
002788.SZ,№ибрвНвЉ,2024-06-17,24.9682,25.2827,24.7481,25.0311,3375478,
002788.SZ,№ибрвНвЉ,2024-06-18,25.1255,25.4085,24.9053,25.2198,3350069,
002788.SZ,№ибрвНвЉ,2024-06-19,25.2198,25.3141,24.9053,25.1255,1872500,
002788.SZ,№ибрвНвЉ,2024-06-20,25.0626,25.1569,24.6538,24.7167,2548566,
002788.SZ,№ибрвНвЉ,2024-06-21,24.6538,25.2198,24.528,24.9368,2374300,
002788.SZ,№ибрвНвЉ,2024-06-24,24.9053,24.9053,23.9934,24.1821,3602886,
002788.SZ,№ибрвНвЉ,2024-06-25,24.1506,24.6223,24.0877,24.4022,2493111,
002788.SZ,№ибрвНвЉ,2024-06-26,24.245,25.094,24.245,25.094,2848326,
002788.SZ,№ибрвНвЉ,2024-06-27,25.1569,25.4085,24.811,24.8425,2678200,
002788.SZ,№ибрвНвЉ,2024-06-28,24.9997,25.1255,24.6852,24.7796,2796328,
002788.SZ,№ибрвНвЉ,2024-07-01,24.8739,25.2513,24.7167,25.2198,3879489,
002788.SZ,№ибрвНвЉ,2024-07-02,25.2198,25.4399,25.1569,25.2827,2860528,
002788.SZ,№ибрвНвЉ,2024-07-03,25.2198,25.4399,25.094,25.1884,4008656,
002788.SZ,№ибрвНвЉ,2024-07-04,25.2864,25.5151,24.6003,24.7637,4245406,
002788.SZ,№ибрвНвЉ,2024-07-05,24.633,25.3517,24.535,25.319,3016101,
002788.SZ,№ибрвНвЉ,2024-07-08,25.319,25.5151,24.4043,24.437,3475320,
002788.SZ,№ибрвНвЉ,2024-07-09,24.5023,24.7637,23.9796,24.6983,2569900,
002788.SZ,№ибрвНвЉ,2024-07-10,24.633,24.8617,24.2083,24.3063,2517315,
002788.SZ,№ибрвНвЉ,2024-07-11,24.6983,25.1557,24.6656,25.1557,3255200,
002788.SZ,№ибрвНвЉ,2024-07-12,25.1884,25.417,25.025,25.2537,2370228,
002788.SZ,№ибрвНвЉ,2024-07-15,25.319,25.3517,24.8943,25.1557,2409842,
002788.SZ,№ибрвНвЉ,2024-07-16,25.025,25.2537,24.8617,25.0577,2185259,
002788.SZ,№ибрвНвЉ,2024-07-17,25.025,25.123,24.6983,24.8943,2123798,
002788.SZ,№ибрвНвЉ,2024-07-18,24.731,24.8943,24.3389,24.8617,2745832,
002788.SZ,№ибрвНвЉ,2024-07-19,24.7637,24.927,24.535,24.6003,1898800,
002788.SZ,№ибрвНвЉ,2024-07-22,24.535,24.6656,24.3063,24.4043,2345554,
002788.SZ,№ибрвНвЉ,2024-07-23,24.437,24.535,23.9469,23.9796,3009426,
002788.SZ,№ибрвНвЉ,2024-07-24,23.8162,24.0776,23.6202,23.6529,2744662,
002788.SZ,№ибрвНвЉ,2024-07-25,23.5222,23.8489,23.3915,23.5875,2211030,
002788.SZ,№ибрвНвЉ,2024-07-26,23.6202,24.0776,23.6202,24.0449,2163826,
002788.SZ,№ибрвНвЉ,2024-07-29,24.1103,24.1103,23.6856,23.6856,2279057,
002788.SZ,№ибрвНвЉ,2024-07-30,23.6856,23.8162,23.5222,23.7182,1822719,
002788.SZ,№ибрвНвЉ,2024-07-31,23.7182,24.437,23.6202,24.3389,4470706,
002788.SZ,№ибрвНвЉ,2024-08-01,24.2083,24.633,24.2083,24.5023,3947790,
002788.SZ,№ибрвНвЉ,2024-08-02,24.3716,24.9923,24.3716,24.6003,4215254,
002788.SZ,№ибрвНвЉ,2024-08-05,24.633,25.0904,24.5023,24.535,3671532,
002788.SZ,№ибрвНвЉ,2024-08-06,24.6983,25.123,24.6656,25.123,3012986,
002788.SZ,№ибрвНвЉ,2024-08-07,25.123,25.221,24.829,25.025,3277868,
002788.SZ,№ибрвНвЉ,2024-08-08,25.025,25.4497,24.8943,25.3517,2955971,
002788.SZ,№ибрвНвЉ,2024-08-09,25.3517,25.4824,25.1884,25.2864,2452000,
002788.SZ,№ибрвНвЉ,2024-08-12,25.2537,25.5804,25.0904,25.417,2933719,
002788.SZ,№ибрвНвЉ,2024-08-13,25.221,25.4824,25.0577,25.319,2592883,
002788.SZ,№ибрвНвЉ,2024-08-14,25.4497,25.4497,24.9923,25.0904,2261900,
002788.SZ,№ибрвНвЉ,2024-08-15,24.9597,25.3844,24.9597,25.123,2210704,
002788.SZ,№ибрвНвЉ,2024-08-16,24.9597,25.0577,24.6656,24.8617,3533617,
002788.SZ,№ибрвНвЉ,2024-08-19,24.9597,25.0577,24.535,24.5676,3208441,
002788.SZ,№ибрвНвЉ,2024-08-20,24.5676,24.6656,23.8816,23.9469,2776025,
002788.SZ,№ибрвНвЉ,2024-08-21,23.9142,24.1103,23.3589,23.4242,4028839,
002788.SZ,№ибрвНвЉ,2024-08-22,24.3389,25.0904,23.8816,23.8816,9223417,
002788.SZ,№ибрвНвЉ,2024-08-23,24.0449,24.0449,23.3589,23.5875,5675158,
002788.SZ,№ибрвНвЉ,2024-08-26,23.7509,23.9142,23.3915,23.7836,3880391,
002788.SZ,№ибрвНвЉ,2024-08-27,23.5222,23.9469,23.5222,23.7182,3256422,
002788.SZ,№ибрвНвЉ,2024-08-28,23.6529,24.1429,23.5875,23.9142,4017276,
002788.SZ,№ибрвНвЉ,2024-08-29,23.6529,24.2409,23.6529,24.2083,3373555,
002788.SZ,№ибрвНвЉ,2024-08-30,24.1103,24.6983,23.9142,24.3716,4581773,
002788.SZ,№ибрвНвЉ,2024-09-02,24.437,24.437,23.7509,23.7836,4343100,
002788.SZ,№ибрвНвЉ,2024-09-03,23.7836,24.1756,23.6529,24.0123,2979700,
002788.SZ,№ибрвНвЉ,2024-09-04,23.8162,24.3389,23.7182,24.0123,3441690,
002788.SZ,№ибрвНвЉ,2024-09-05,24.1103,24.6656,24.1103,24.633,4508833,
002788.SZ,№ибрвНвЉ,2024-09-06,24.633,24.6983,23.9796,24.0449,3692610,
002788.SZ,№ибрвНвЉ,2024-09-09,23.8489,24.1103,23.5875,23.7509,3528000,
002788.SZ,№ибрвНвЉ,2024-09-10,23.8162,23.9142,23.2608,23.4569,3947100,
002788.SZ,№ибрвНвЉ,2024-09-11,23.3262,23.4895,23.1302,23.2608,3581471,
002788.SZ,№ибрвНвЉ,2024-09-12,23.2935,23.5549,23.2282,23.2935,2153275,
002788.SZ,№ибрвНвЉ,2024-09-13,23.1955,23.3589,22.9342,22.9668,2615200,
002788.SZ,№ибрвНвЉ,2024-09-18,22.9342,22.9995,22.4768,22.8361,3261889,
002788.SZ,№ибрвНвЉ,2024-09-19,22.9015,23.4569,22.6401,23.3915,3453755,
002788.SZ,№ибрвНвЉ,2024-09-20,23.4242,23.4242,23.1302,23.2935,2717300,
002788.SZ,№ибрвНвЉ,2024-09-23,23.2935,23.4569,23.0975,23.3262,2475700,
002788.SZ,№ибрвНвЉ,2024-09-24,23.3915,24.1756,23.2608,24.1756,4592825,
002788.SZ,№ибрвНвЉ,2024-09-25,24.4043,25.0904,24.3716,24.6983,5867364,
002788.SZ,№ибрвНвЉ,2024-09-26,24.731,25.5477,24.535,25.5151,4656928,
002788.SZ,№ибрвНвЉ,2024-09-27,25.8091,26.5278,25.6131,26.2338,7035609,
002788.SZ,№ибрвНвЉ,2024-09-30,27.0179,28.4553,26.5605,28.39,13179715,
002788.SZ,№ибрвНвЉ,2024-10-08,31.1996,31.2323,28.9454,30.4809,22156304,
002788.SZ,№ибрвНвЉ,2024-10-09,29.9581,30.0888,28.2593,28.2593,12674792,
002788.SZ,№ибрвНвЉ,2024-10-10,28.5207,29.6641,27.998,28.586,8158509,
002788.SZ,№ибрвНвЉ,2024-10-11,28.6514,28.8147,27.5406,27.8346,8453361,
002788.SZ,№ибрвНвЉ,2024-10-14,27.8999,28.3573,27.1159,28.1286,6776709,
002788.SZ,№ибрвНвЉ,2024-10-15,27.8346,28.3573,27.8346,27.8346,6172525,
002788.SZ,№ибрвНвЉ,2024-10-16,27.6059,27.998,27.1812,27.4426,7127636,
002788.SZ,№ибрвНвЉ,2024-10-17,27.7039,27.9326,27.0832,27.0832,4927900,
002788.SZ,№ибрвНвЉ,2024-10-18,26.9525,28.096,26.9525,27.7039,6810054,
002788.SZ,№ибрвНвЉ,2024-10-21,27.8346,27.998,27.6059,27.7693,6238071,
002788.SZ,№ибрвНвЉ,2024-10-22,27.5079,27.7366,27.2139,27.7039,7157922,
002788.SZ,№ибрвНвЉ,2024-10-23,27.7039,27.8346,27.4426,27.6713,5796682,
002788.SZ,№ибрвНвЉ,2024-10-24,27.5406,27.8346,27.3446,27.4426,4639421,
002788.SZ,№ибрвНвЉ,2024-10-25,27.5079,27.8999,27.3772,27.8346,5845770,
002788.SZ,№ибрвНвЉ,2024-10-28,27.8346,28.3573,27.7366,28.3247,7306752,
002788.SZ,№ибрвНвЉ,2024-10-29,28.488,28.5533,27.4426,27.8346,8010635,
002788.SZ,№ибрвНвЉ,2024-10-30,27.7039,27.8999,27.2466,27.8019,5662504,
002788.SZ,№ибрвНвЉ,2024-10-31,27.6386,27.8999,27.5733,27.7039,4902696,
002788.SZ,№ибрвНвЉ,2024-11-01,27.5406,27.9653,27.0832,27.3772,7733808,
002788.SZ,№ибрвНвЉ,2024-11-04,27.5079,27.7693,27.3119,27.7039,6627192,
002788.SZ,№ибрвНвЉ,2024-11-05,27.6386,28.0633,27.5733,28.0306,7629374,
002788.SZ,№ибрвНвЉ,2024-11-06,28.0306,28.3573,27.8019,28.1613,8525480,
002788.SZ,№ибрвНвЉ,2024-11-07,28.0633,29.0434,27.8999,29.0107,9668797,
002788.SZ,№ибрвНвЉ,2024-11-08,29.1741,29.3701,28.4553,28.7494,7977686,
002788.SZ,№ибрвНвЉ,2024-11-11,28.4227,29.3047,28.39,29.3047,7710643,
002788.SZ,№ибрвНвЉ,2024-11-12,29.2067,30.3828,29.0761,29.7295,19367580,
002788.SZ,№ибрвНвЉ,2024-11-13,29.5334,29.8928,28.782,29.3374,10559645,
002788.SZ,№ибрвНвЉ,2024-11-14,29.5988,29.6641,28.5207,28.6514,5810899,
002788.SZ,№ибрвНвЉ,2024-11-15,28.5207,28.9781,28.292,28.6514,6478000,
002788.SZ,№ибрвНвЉ,2024-11-18,28.684,28.9127,28.1286,28.292,7031476,
002788.SZ,№ибрвНвЉ,2024-11-19,28.194,28.488,27.7693,28.3247,5533638,
002788.SZ,№ибрвНвЉ,2024-11-20,28.2266,28.782,28.2266,28.7494,5701469,
002788.SZ,№ибрвНвЉ,2024-11-21,28.7494,28.88,28.4227,28.782,5416738,
002788.SZ,№ибрвНвЉ,2024-11-22,28.8474,29.0107,27.8019,27.8999,7312421,
002788.SZ,№ибрвНвЉ,2024-11-25,27.8673,28.488,27.8673,28.39,5227294,
002788.SZ,№ибрвНвЉ,2024-11-26,28.3573,28.7167,28.1613,28.292,3668943,
002788.SZ,№ибрвНвЉ,2024-11-27,28.194,28.6514,27.8019,28.6187,4807392,
002788.SZ,№ибрвНвЉ,2024-11-28,28.5207,28.9781,28.5207,28.8147,5944838,
002788.SZ,№ибрвНвЉ,2024-11-29,28.7494,29.1741,28.684,28.9454,6186305,
002788.SZ,№ибрвНвЉ,2024-12-02,28.9127,29.3374,28.9127,29.3374,5566211,
002788.SZ,№ибрвНвЉ,2024-12-03,29.3047,29.3374,28.9454,29.1741,4461089,
002788.SZ,№ибрвНвЉ,2024-12-04,28.9781,29.0434,28.4553,28.5207,4459920,
002788.SZ,№ибрвНвЉ,2024-12-05,28.4227,28.7167,28.39,28.6187,3135229,
002788.SZ,№ибрвНвЉ,2024-12-06,28.6187,29.0761,28.488,29.0107,5496448,
002788.SZ,№ибрвНвЉ,2024-12-09,29.0107,29.5008,28.9781,29.2394,6308986,
002788.SZ,№ибрвНвЉ,2024-12-10,29.6968,29.8928,29.0761,29.0761,6283228,
002788.SZ,№ибрвНвЉ,2024-12-11,29.1741,29.4681,29.0434,29.3374,5511822,
002788.SZ,№ибрвНвЉ,2024-12-12,29.3374,30.0888,29.3047,29.8928,10671323,
002788.SZ,№ибрвНвЉ,2024-12-13,29.7948,30.3828,29.4681,29.5334,10948091,
002788.SZ,№ибрвНвЉ,2024-12-16,29.5988,30.4155,29.4681,29.6641,8404342,
002788.SZ,№ибрвНвЉ,2024-12-17,29.7295,29.8275,28.5207,28.684,7430399,
002788.SZ,№ибрвНвЉ,2024-12-18,28.9127,29.1087,28.488,28.6187,4957228,
002788.SZ,№ибрвНвЉ,2024-12-19,28.4553,28.684,27.9653,28.586,5810763,
002788.SZ,№ибрвНвЉ,2024-12-20,28.586,28.9127,28.488,28.7494,4220579,
002788.SZ,№ибрвНвЉ,2024-12-23,28.7167,28.8147,27.6059,27.6713,7183943,
002788.SZ,№ибрвНвЉ,2024-12-24,27.8999,28.1286,27.5406,27.8346,3938606,
002788.SZ,№ибрвНвЉ,2024-12-25,27.8999,28.0633,27.0832,27.1812,6557604,
002788.SZ,№ибрвНвЉ,2024-12-26,27.1485,27.3772,27.0832,27.2139,3628584,
002788.SZ,№ибрвНвЉ,2024-12-27,27.2139,27.7366,27.0179,27.7039,5032717,
002788.SZ,№ибрвНвЉ,2024-12-30,27.5079,27.7366,27.3446,27.3772,3057078,
002788.SZ,№ибрвНвЉ,2024-12-31,27.3772,27.6059,26.7892,26.8218,4803415,
