ґъВл,јтіЖ,ИХЖЪ,їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),
300945.SZ,ВьїЁБъ,2021-02-10,23,29.8,20,21.92,32765924,
300945.SZ,ВьїЁБъ,2021-02-18,27,43,26.99,34.35,34589942,
300945.SZ,ВьїЁБъ,2021-02-19,32,34.13,27.91,32,28492005,
300945.SZ,ВьїЁБъ,2021-02-22,31,39.98,30.11,33.76,30595634,
300945.SZ,ВьїЁБъ,2021-02-23,30,33.3,27.72,27.85,24982802,
300945.SZ,ВьїЁБъ,2021-02-24,26.25,29.5,25.84,26.94,20106582,
300945.SZ,ВьїЁБъ,2021-02-25,27.14,28.76,25.78,26.15,19786256,
300945.SZ,ВьїЁБъ,2021-02-26,24,24.81,23.16,23.18,17957339,
300945.SZ,ВьїЁБъ,2021-03-01,22.93,23.37,22.31,22.83,13730416,
300945.SZ,ВьїЁБъ,2021-03-02,22.84,24.13,22.22,24.04,16054279,
300945.SZ,ВьїЁБъ,2021-03-03,23.27,23.47,22.75,22.79,12407378,
300945.SZ,ВьїЁБъ,2021-03-04,22.33,23.1,20.95,21.19,12767214,
300945.SZ,ВьїЁБъ,2021-03-05,20.8,21.96,20.11,21.4,11197974,
300945.SZ,ВьїЁБъ,2021-03-08,21.68,25.68,21.5,25.68,17550886,
300945.SZ,ВьїЁБъ,2021-03-09,26.5,26.89,23.21,23.63,23316002,
300945.SZ,ВьїЁБъ,2021-03-10,22.86,24.26,21.88,22.28,15326922,
300945.SZ,ВьїЁБъ,2021-03-11,21.78,22.8,20.94,22.4,12134630,
300945.SZ,ВьїЁБъ,2021-03-12,22.01,22.95,21.5,21.67,11853371,
300945.SZ,ВьїЁБъ,2021-03-15,21.52,23,21.21,22.36,11653081,
300945.SZ,ВьїЁБъ,2021-03-16,22,22.14,21.42,21.76,9061496,
300945.SZ,ВьїЁБъ,2021-03-17,21.5,22.88,21.27,22.65,12565711,
300945.SZ,ВьїЁБъ,2021-03-18,22.37,24.76,22.36,23.98,19569350,
300945.SZ,ВьїЁБъ,2021-03-19,23.07,25.75,22.6,25.01,21015880,
300945.SZ,ВьїЁБъ,2021-03-22,24.39,26.26,24.1,24.92,18572770,
300945.SZ,ВьїЁБъ,2021-03-23,24.71,28.26,24.5,25.74,22748493,
300945.SZ,ВьїЁБъ,2021-03-24,24,27.5,23.42,25.66,19183064,
300945.SZ,ВьїЁБъ,2021-03-25,25.6,26.49,23.4,23.51,14486723,
300945.SZ,ВьїЁБъ,2021-03-26,23,23.76,22.68,23.17,10413845,
300945.SZ,ВьїЁБъ,2021-03-29,23.05,23.97,23.05,23.67,8941166,
300945.SZ,ВьїЁБъ,2021-03-30,23.22,23.77,22.21,22.52,10161382,
300945.SZ,ВьїЁБъ,2021-03-31,22.4,23.26,22.05,22.81,8342837,
300945.SZ,ВьїЁБъ,2021-04-01,23,23.21,21.76,21.95,8381736,
300945.SZ,ВьїЁБъ,2021-04-02,22.3,23.63,22.01,23.46,11664760,
300945.SZ,ВьїЁБъ,2021-04-06,23.28,24.68,23.28,24.4,13728501,
300945.SZ,ВьїЁБъ,2021-04-07,24.02,25.82,23.91,25.33,17682595,
300945.SZ,ВьїЁБъ,2021-04-08,24.94,25.35,23.9,24.15,14650478,
300945.SZ,ВьїЁБъ,2021-04-09,23.82,24.8,23.65,23.9,8984183,
300945.SZ,ВьїЁБъ,2021-04-12,23.69,23.9,22.56,22.71,8335537,
300945.SZ,ВьїЁБъ,2021-04-13,22.98,23.22,22.35,22.6,6371980,
300945.SZ,ВьїЁБъ,2021-04-14,22.69,23.12,22.29,22.99,5915946,
300945.SZ,ВьїЁБъ,2021-04-15,22.7,23.2,22.02,22.29,6458545,
300945.SZ,ВьїЁБъ,2021-04-16,22.18,23.87,22.17,23.59,10943549,
300945.SZ,ВьїЁБъ,2021-04-19,23.5,23.79,23.19,23.54,7788618,
300945.SZ,ВьїЁБъ,2021-04-20,23.28,23.6,22.68,22.74,8274031,
300945.SZ,ВьїЁБъ,2021-04-21,22.48,22.99,22.18,22.6,5961442,
300945.SZ,ВьїЁБъ,2021-04-22,22.9,22.98,22.21,22.29,4823662,
300945.SZ,ВьїЁБъ,2021-04-23,22.32,22.34,21.2,21.37,7015762,
300945.SZ,ВьїЁБъ,2021-04-26,21.15,21.54,20.8,21.28,3672125,
300945.SZ,ВьїЁБъ,2021-04-27,21.08,21.47,20.04,20.11,5357028,
300945.SZ,ВьїЁБъ,2021-04-28,20,20.49,19.49,20.48,4106837,
300945.SZ,ВьїЁБъ,2021-04-29,20.39,20.85,20.08,20.1,4039510,
300945.SZ,ВьїЁБъ,2021-04-30,20.06,20.3,18.68,18.99,5730733,
300945.SZ,ВьїЁБъ,2021-05-06,19.19,20.38,19.16,19.88,5714040,
300945.SZ,ВьїЁБъ,2021-05-07,20,21.74,19.93,20.73,9052522,
300945.SZ,ВьїЁБъ,2021-05-10,20.48,20.9,19.93,20.03,6489777,
300945.SZ,ВьїЁБъ,2021-05-11,19.64,20.2,19.22,19.8,4826670,
300945.SZ,ВьїЁБъ,2021-05-12,19.68,19.78,19.18,19.52,4089785,
300945.SZ,ВьїЁБъ,2021-05-13,19.34,19.99,19.2,19.25,3920758,
300945.SZ,ВьїЁБъ,2021-05-14,19.08,19.4,18.89,19.35,3760013,
300945.SZ,ВьїЁБъ,2021-05-17,19.4,19.79,19.03,19.77,5126499,
300945.SZ,ВьїЁБъ,2021-05-18,20.59,23.72,20.58,23.72,16005067,
300945.SZ,ВьїЁБъ,2021-05-19,22.72,24.43,22.24,23.21,21119896,
300945.SZ,ВьїЁБъ,2021-05-20,22.2,24.39,21.81,23.74,20017573,
300945.SZ,ВьїЁБъ,2021-05-21,23.6,23.67,22.8,22.94,12740317,
300945.SZ,ВьїЁБъ,2021-05-24,22.76,24.98,22.76,23.49,15589670,
300945.SZ,ВьїЁБъ,2021-05-25,23.21,24.93,23.04,23.29,15439977,
300945.SZ,ВьїЁБъ,2021-05-26,24.16,26.28,23.9,25.33,23354125,
300945.SZ,ВьїЁБъ,2021-05-27,24.2,24.49,23.33,23.83,16709042,
300945.SZ,ВьїЁБъ,2021-05-28,23.76,23.8,23.04,23.2,11228192,
300945.SZ,ВьїЁБъ,2021-05-31,23.5,23.75,22.82,23.35,9204891,
300945.SZ,ВьїЁБъ,2021-06-01,23.55,24.74,22.9,24.67,14548889,
300945.SZ,ВьїЁБъ,2021-06-02,24.02,24.25,22.97,23.04,10650754,
300945.SZ,ВьїЁБъ,2021-06-03,23.1,23.58,22.91,22.91,6432691,
300945.SZ,ВьїЁБъ,2021-06-04,22.4,22.4,21,21.17,10154502,
300945.SZ,ВьїЁБъ,2021-06-07,21.31,21.51,20.92,21.44,5518666,
300945.SZ,ВьїЁБъ,2021-06-08,21.39,21.88,21.22,21.22,4703938,
300945.SZ,ВьїЁБъ,2021-06-09,21.1296,21.4811,20.7078,21.3104,4465670,
300945.SZ,ВьїЁБъ,2021-06-10,21.0392,21.1196,20.748,20.8685,4548594,
300945.SZ,ВьїЁБъ,2021-06-11,21.3003,22.3347,21.3003,21.702,8909174,
300945.SZ,ВьїЁБъ,2021-06-15,21.0894,21.1196,20.3362,20.5371,6743705,
300945.SZ,ВьїЁБъ,2021-06-16,20.4568,20.4568,19.9948,20.0751,3706548,
300945.SZ,ВьїЁБъ,2021-06-17,19.814,20.2258,19.814,20.1655,3653417,
300945.SZ,ВьїЁБъ,2021-06-18,19.8642,20.9288,19.7638,20.8283,4800092,
300945.SZ,ВьїЁБъ,2021-06-21,20.4467,20.7379,20.3262,20.5873,3820230,
300945.SZ,ВьїЁБъ,2021-06-22,20.5873,21.0191,20.3865,20.9689,4851372,
300945.SZ,ВьїЁБъ,2021-06-23,20.5873,20.7982,20.2358,20.4166,4316385,
300945.SZ,ВьїЁБъ,2021-06-24,20.286,20.4166,20.0048,20.1053,2926009,
300945.SZ,ВьїЁБъ,2021-06-25,20.1454,21.0694,20.035,20.6677,4885313,
300945.SZ,ВьїЁБъ,2021-06-28,20.5873,20.5873,20.1454,20.4969,3164439,
300945.SZ,ВьїЁБъ,2021-06-29,20.507,20.6476,20.0852,20.2157,2722948,
300945.SZ,ВьїЁБъ,2021-06-30,20.286,20.286,19.6835,19.814,3265118,
300945.SZ,ВьїЁБъ,2021-07-01,19.8642,20.8585,19.5831,20.4869,5592686,
300945.SZ,ВьїЁБъ,2021-07-02,20.4065,21.0392,19.9044,19.9848,4139143,
300945.SZ,ВьїЁБъ,2021-07-05,19.5831,19.8642,19.5831,19.804,2948648,
300945.SZ,ВьїЁБъ,2021-07-06,19.804,20.7882,19.5831,20.5873,5665112,
300945.SZ,ВьїЁБъ,2021-07-07,20.286,20.8384,20.2057,20.5672,5053257,
300945.SZ,ВьїЁБъ,2021-07-08,20.4768,20.4768,19.8843,20.0149,4354395,
300945.SZ,ВьїЁБъ,2021-07-09,20.0952,20.8183,19.8944,20.758,6721816,
300945.SZ,ВьїЁБъ,2021-07-12,20.8384,20.9991,20.5271,20.7379,5396088,
300945.SZ,ВьїЁБъ,2021-07-13,20.5271,20.6074,20.1856,20.5471,3494960,
300945.SZ,ВьїЁБъ,2021-07-14,20.3463,20.6375,20.1555,20.2258,2916995,
300945.SZ,ВьїЁБъ,2021-07-15,20.4367,21.4409,20.4266,20.7279,7894607,
300945.SZ,ВьїЁБъ,2021-07-16,20.0852,20.2659,19.6835,19.8341,5891313,
300945.SZ,ВьїЁБъ,2021-07-19,19.7036,19.7136,19.1211,19.1914,3366180,
300945.SZ,ВьїЁБъ,2021-07-20,18.9202,19.8743,18.8901,19.563,3395618,
300945.SZ,ВьїЁБъ,2021-07-21,19.7638,20.4367,19.1813,20.035,4067261,
300945.SZ,ВьїЁБъ,2021-07-22,19.8944,20.035,19.3621,19.4826,3715213,
300945.SZ,ВьїЁБъ,2021-07-23,19.6734,19.6734,18.9905,19.101,3275836,
300945.SZ,ВьїЁБъ,2021-07-26,18.9604,19.3119,18.4784,18.629,2480551,
300945.SZ,ВьїЁБъ,2021-07-27,18.6792,19.0608,17.9562,18.0064,2637957,
300945.SZ,ВьїЁБъ,2021-07-28,17.9762,18.1269,15.5258,16.6004,3937216,
300945.SZ,ВьїЁБъ,2021-07-29,16.751,17.2933,16.5703,16.9318,2903605,
300945.SZ,ВьїЁБъ,2021-07-30,16.8515,17.203,16.6908,16.8816,2266498,
300945.SZ,ВьїЁБъ,2021-08-02,16.7711,17.3938,16.3995,17.3737,3679961,
300945.SZ,ВьїЁБъ,2021-08-03,17.223,17.5645,17.223,17.3335,2224321,
300945.SZ,ВьїЁБъ,2021-08-04,17.2733,17.5544,17.2733,17.4741,1953341,
300945.SZ,ВьїЁБъ,2021-08-05,17.4741,17.4741,16.4799,16.8113,3907337,
300945.SZ,ВьїЁБъ,2021-08-06,16.7611,17.4239,16.5301,16.8314,3121195,
300945.SZ,ВьїЁБъ,2021-08-09,16.0681,16.8213,16.028,16.7812,2971130,
300945.SZ,ВьїЁБъ,2021-08-10,16.3895,17.3034,16.3594,17.3034,4710267,
300945.SZ,ВьїЁБъ,2021-08-11,17.1126,17.5846,17.0824,17.4139,3892189,
300945.SZ,ВьїЁБъ,2021-08-12,17.4741,18.5788,17.3737,17.5444,6434820,
300945.SZ,ВьїЁБъ,2021-08-13,17.3938,17.6247,17.1628,17.3034,4042691,
300945.SZ,ВьїЁБъ,2021-08-16,17.223,18.2273,17.213,17.5645,4381735,
300945.SZ,ВьїЁБъ,2021-08-17,17.2833,19.5529,17.2733,18.5788,11395159,
300945.SZ,ВьїЁБъ,2021-08-18,18.5286,18.5587,17.685,18.1771,7853410,
300945.SZ,ВьїЁБъ,2021-08-19,17.8457,18.6491,17.5846,18.1771,6435661,
300945.SZ,ВьїЁБъ,2021-08-20,18.6089,19.0608,17.9963,18.147,6264436,
300945.SZ,ВьїЁБъ,2021-08-23,17.2632,17.8758,16.7711,17.6247,6425085,
300945.SZ,ВьїЁБъ,2021-08-24,17.926,18.3579,17.5344,17.695,4547247,
300945.SZ,ВьїЁБъ,2021-08-25,17.4641,17.8758,17.3335,17.454,3495693,
300945.SZ,ВьїЁБъ,2021-08-26,17.3837,17.695,17.0021,17.3737,3172061,
300945.SZ,ВьїЁБъ,2021-08-27,17.3938,17.6047,16.7711,16.9519,3706548,
300945.SZ,ВьїЁБъ,2021-08-30,17.1829,17.5042,17.0423,17.2331,2619176,
300945.SZ,ВьїЁБъ,2021-08-31,17.5645,17.6549,16.7109,16.7611,3709003,
300945.SZ,ВьїЁБъ,2021-09-01,16.6807,17.1628,16.6406,17.0824,3178888,
300945.SZ,ВьїЁБъ,2021-09-02,16.8716,17.1628,16.7812,16.9418,2549552,
300945.SZ,ВьїЁБъ,2021-09-03,16.8515,17.8959,16.8515,17.8959,6946579,
300945.SZ,ВьїЁБъ,2021-09-06,18.0064,18.0064,17.4139,17.7051,4114930,
300945.SZ,ВьїЁБъ,2021-09-07,17.5846,17.8557,17.4841,17.6047,3374302,
300945.SZ,ВьїЁБъ,2021-09-08,17.3134,17.8859,17.2833,17.8055,3903487,
300945.SZ,ВьїЁБъ,2021-09-09,17.675,18.6591,17.5846,18.0767,7104786,
300945.SZ,ВьїЁБъ,2021-09-10,17.8758,19.4525,17.8758,18.3277,9798959,
300945.SZ,ВьїЁБъ,2021-09-13,18.0967,19.7337,17.675,19.111,10044756,
300945.SZ,ВьїЁБъ,2021-09-14,18.9403,19.0608,17.9762,18.0666,7337691,
300945.SZ,ВьїЁБъ,2021-09-15,17.9662,18.2273,17.675,17.7754,3816606,
300945.SZ,ВьїЁБъ,2021-09-16,17.675,17.9562,17.2933,17.3536,3823209,
300945.SZ,ВьїЁБъ,2021-09-17,17.1829,17.2331,16.8213,16.9117,3138875,
300945.SZ,ВьїЁБъ,2021-09-22,16.9519,17.3938,16.9117,17.1126,1910260,
300945.SZ,ВьїЁБъ,2021-09-23,17.1025,17.3034,16.982,17.1226,2268518,
300945.SZ,ВьїЁБъ,2021-09-24,17.0624,17.0624,16.6807,16.7209,2087608,
300945.SZ,ВьїЁБъ,2021-09-27,16.731,16.8113,16.1284,16.1384,2143764,
300945.SZ,ВьїЁБъ,2021-09-28,16.0782,16.4096,16.0481,16.2288,1241725,
300945.SZ,ВьїЁБъ,2021-09-29,16.0782,16.9619,16.0782,16.4498,3234122,
300945.SZ,ВьїЁБъ,2021-09-30,16.4899,16.5502,16.2188,16.3795,2168090,
300945.SZ,ВьїЁБъ,2021-10-08,16.3995,16.9218,16.3995,16.6908,2200607,
300945.SZ,ВьїЁБъ,2021-10-11,16.6506,16.9318,16.6506,16.8314,1702400,
300945.SZ,ВьїЁБъ,2021-10-12,16.751,17.0724,16.5301,16.8113,2138606,
300945.SZ,ВьїЁБъ,2021-10-13,16.7008,17.0724,16.6607,17.0724,2679367,
300945.SZ,ВьїЁБъ,2021-10-14,17.7754,20.4869,17.7754,20.0551,26901796,
300945.SZ,ВьїЁБъ,2021-10-15,18.5788,18.7596,17.7754,18.157,20911110,
300945.SZ,ВьїЁБъ,2021-10-18,17.8758,18.1068,17.3737,17.8356,9529142,
300945.SZ,ВьїЁБъ,2021-10-19,17.9863,18.0867,17.4641,18.0767,8621599,
300945.SZ,ВьїЁБъ,2021-10-20,17.8256,17.8256,17.3837,17.444,7232936,
300945.SZ,ВьїЁБъ,2021-10-21,17.5544,18.2373,17.3034,18.147,10519788,
300945.SZ,ВьїЁБъ,2021-10-22,17.7754,17.8356,17.2733,17.5243,7375585,
300945.SZ,ВьїЁБъ,2021-10-25,17.3235,17.4741,16.731,16.982,5724690,
300945.SZ,ВьїЁБъ,2021-10-26,16.9921,17.213,16.6205,16.751,3907040,
300945.SZ,ВьїЁБъ,2021-10-27,16.7109,16.7109,15.9677,16.1987,4556230,
300945.SZ,ВьїЁБъ,2021-10-28,16.1686,16.4096,15.8974,16.3192,2893846,
300945.SZ,ВьїЁБъ,2021-10-29,16.3192,16.5502,16.1686,16.3594,3212388,
300945.SZ,ВьїЁБъ,2021-11-01,16.2489,16.6607,16.0179,16.5803,3162538,
300945.SZ,ВьїЁБъ,2021-11-02,16.6205,18.1269,16.1384,17.2532,8140773,
300945.SZ,ВьїЁБъ,2021-11-03,16.7711,17.0523,16.6305,16.9318,4781017,
300945.SZ,ВьїЁБъ,2021-11-04,16.7812,16.8515,16.5301,16.6305,3979689,
300945.SZ,ВьїЁБъ,2021-11-05,16.6908,17.223,16.6004,17.0021,5147965,
300945.SZ,ВьїЁБъ,2021-11-08,17.203,17.7854,17.1728,17.2733,5228663,
300945.SZ,ВьїЁБъ,2021-11-09,17.2733,17.926,17.1527,17.6649,6631125,
300945.SZ,ВьїЁБъ,2021-11-10,17.5544,19.4324,17.4339,18.6993,16251072,
300945.SZ,ВьїЁБъ,2021-11-11,19.1914,20.3664,18.6993,19.9747,14140957,
300945.SZ,ВьїЁБъ,2021-11-12,20.0952,20.3764,18.7796,19.4927,15932851,
300945.SZ,ВьїЁБъ,2021-11-15,19.091,22.3046,19.091,21.0493,17267043,
300945.SZ,ВьїЁБъ,2021-11-16,20.3764,22.5958,20.1053,20.6677,15976873,
300945.SZ,ВьїЁБъ,2021-11-17,19.9747,20.6576,19.5831,20.1053,10606711,
300945.SZ,ВьїЁБъ,2021-11-18,20.4166,21.5614,19.9145,21.22,14728343,
300945.SZ,ВьїЁБъ,2021-11-19,21.1698,21.8627,20.4768,20.7882,11367853,
300945.SZ,ВьїЁБъ,2021-11-22,20.3262,21.4108,20.1756,21.1296,8488411,
300945.SZ,ВьїЁБъ,2021-11-23,20.7882,22.9774,20.6877,22.3146,15894309,
300945.SZ,ВьїЁБъ,2021-11-24,21.9732,26.7735,21.7723,26.7735,27507230,
300945.SZ,ВьїЁБъ,2021-11-25,25.6086,26.1107,24.2026,24.3031,17920618,
300945.SZ,ВьїЁБъ,2021-11-26,24.8956,29.1135,24.1022,27.9987,20791100,
300945.SZ,ВьїЁБъ,2021-11-29,27.7376,29.1235,27.2757,28.8021,13997918,
300945.SZ,ВьїЁБъ,2021-11-30,28.9528,33.1405,28.3301,29.6558,15739299,
300945.SZ,ВьїЁБъ,2021-12-01,30.5295,30.6399,27.9284,28.9729,12652850,
300945.SZ,ВьїЁБъ,2021-12-02,27.9084,30.0876,26.9644,27.7979,12543117,
300945.SZ,ВьїЁБъ,2021-12-03,28.1092,28.3101,26.8238,27.0949,7979255,
300945.SZ,ВьїЁБъ,2021-12-06,27.3861,27.6171,24.524,24.7851,11324135,
300945.SZ,ВьїЁБъ,2021-12-07,25.1466,25.8898,24.2729,24.4738,6819100,
300945.SZ,ВьїЁБъ,2021-12-08,24.5742,25.3073,24.1424,24.8855,5581532,
300945.SZ,ВьїЁБъ,2021-12-09,25.0763,25.3575,23.7708,24.6445,6769449,
300945.SZ,ВьїЁБъ,2021-12-10,25.6889,26.0906,23.8913,24.052,10504337,
300945.SZ,ВьїЁБъ,2021-12-13,23.098,24.3031,22.6963,23.3189,11470234,
300945.SZ,ВьїЁБъ,2021-12-14,23.2888,23.5599,22.9774,23.5599,7154244,
300945.SZ,ВьїЁБъ,2021-12-15,23.3591,25.1065,23.1281,24.2227,12189445,
300945.SZ,ВьїЁБъ,2021-12-16,23.821,24.1022,23.2386,23.4997,8265842,
300945.SZ,ВьїЁБъ,2021-12-17,24.3834,24.7048,21.8627,22.1238,13270629,
300945.SZ,ВьїЁБъ,2021-12-20,21.21,22.0736,21.1397,21.6418,8286196,
300945.SZ,ВьїЁБъ,2021-12-21,21.2501,22.3849,21.2501,22.0837,6078774,
300945.SZ,ВьїЁБъ,2021-12-22,21.9933,22.3548,21.8025,22.1138,5180143,
300945.SZ,ВьїЁБъ,2021-12-23,22.154,22.2845,21.5916,21.9631,4817188,
300945.SZ,ВьїЁБъ,2021-12-24,21.9631,23.3289,21.1397,22.3749,12462079,
300945.SZ,ВьїЁБъ,2021-12-27,22.0736,23.4695,21.3003,23.3591,13109843,
300945.SZ,ВьїЁБъ,2021-12-28,23.2386,23.3992,22.0937,22.3849,9895638,
300945.SZ,ВьїЁБъ,2021-12-29,22.3247,22.5958,21.5815,21.8025,6408623,
300945.SZ,ВьїЁБъ,2021-12-30,21.7623,22.7465,21.6619,21.923,7349819,
300945.SZ,ВьїЁБъ,2021-12-31,21.8627,22.1037,21.1095,21.1196,7186098,
300945.SZ,ВьїЁБъ,2022-01-04,21.1296,21.5313,20.6476,20.6877,7315126,
300945.SZ,ВьїЁБъ,2022-01-05,20.6978,20.7882,20.0249,20.6375,6636962,
300945.SZ,ВьїЁБъ,2022-01-06,20.3162,20.7781,20.2358,20.6777,4340244,
300945.SZ,ВьїЁБъ,2022-01-07,20.7882,20.8886,19.0809,19.2115,7532004,
300945.SZ,ВьїЁБъ,2022-01-10,19.2014,19.7337,19.0608,19.5529,4705627,
300945.SZ,ВьїЁБъ,2022-01-11,19.4525,19.9747,19.4425,19.7136,3677495,
300945.SZ,ВьїЁБъ,2022-01-12,19.7236,20.1254,19.5831,20.0149,3238580,
300945.SZ,ВьїЁБъ,2022-01-13,19.9245,20.1555,19.6734,19.6734,2942136,
300945.SZ,ВьїЁБъ,2022-01-14,19.6132,19.8843,19.2818,19.3219,2774423,
300945.SZ,ВьїЁБъ,2022-01-17,19.3722,19.8743,19.0809,19.7638,3008544,
300945.SZ,ВьїЁБъ,2022-01-18,19.8241,20.5471,18.5989,18.6993,9192417,
300945.SZ,ВьїЁБъ,2022-01-19,18.0767,18.87,17.8156,18.5487,4829150,
300945.SZ,ВьїЁБъ,2022-01-20,18.8499,19.2516,17.9562,18.1068,4356444,
300945.SZ,ВьїЁБъ,2022-01-21,17.7252,18.3378,17.3938,17.6147,4600514,
300945.SZ,ВьїЁБъ,2022-01-24,17.6147,18.619,17.5544,18.0967,4511918,
300945.SZ,ВьїЁБъ,2022-01-25,17.9762,19.5831,17.926,18.87,10536976,
300945.SZ,ВьїЁБъ,2022-01-26,18.3579,18.4583,17.4139,17.6247,7812218,
300945.SZ,ВьїЁБъ,2022-01-27,17.0824,17.3636,15.9476,15.9778,7866574,
300945.SZ,ВьїЁБъ,2022-01-28,16.0179,17.1829,16.0179,16.8515,6638320,
300945.SZ,ВьїЁБъ,2022-02-07,17.2431,17.4139,16.5201,17.0121,3879745,
300945.SZ,ВьїЁБъ,2022-02-08,17.1126,17.4038,16.8716,17.2733,3631261,
300945.SZ,ВьїЁБъ,2022-02-09,17.1728,17.5042,17.0724,17.3034,4537207,
300945.SZ,ВьїЁБъ,2022-02-10,17.0624,17.8457,16.7209,17.0021,9197596,
300945.SZ,ВьїЁБъ,2022-02-11,16.9418,17.0624,16.51,16.751,4964666,
300945.SZ,ВьїЁБъ,2022-02-14,17.1327,17.9361,17.0523,17.3636,9440228,
300945.SZ,ВьїЁБъ,2022-02-15,17.5745,20.8384,17.2833,19.6634,24898150,
300945.SZ,ВьїЁБъ,2022-02-16,18.5085,20.0852,18.2373,20.0751,21146262,
300945.SZ,ВьїЁБъ,2022-02-17,19.6333,22.9774,19.2115,21.8828,28548095,
300945.SZ,ВьїЁБъ,2022-02-18,20.9689,21.3807,20.3865,20.748,17639498,
300945.SZ,ВьїЁБъ,2022-02-21,20.3764,21.2903,20.1555,20.4166,14188022,
300945.SZ,ВьїЁБъ,2022-02-22,21.1999,24.4035,20.8986,23.3289,31464765,
300945.SZ,ВьїЁБъ,2022-02-23,21.8828,23.6001,21.7522,22.7766,23119024,
300945.SZ,ВьїЁБъ,2022-02-24,22.7766,27.1351,22.1138,23.8813,34851126,
300945.SZ,ВьїЁБъ,2022-02-25,22.1138,24.3031,22.1037,22.7264,22453190,
300945.SZ,ВьїЁБъ,2022-02-28,22.5958,23.7306,21.7522,21.9431,18205979,
300945.SZ,ВьїЁБъ,2022-03-01,21.2702,21.6016,20.5873,21.3505,18149269,
300945.SZ,ВьїЁБъ,2022-03-02,21.7121,22.2845,21.1899,21.5414,16758378,
300945.SZ,ВьїЁБъ,2022-03-03,21.3003,21.7924,20.8986,21.0894,13168066,
300945.SZ,ВьїЁБъ,2022-03-04,21.3204,21.5414,20.0852,20.1555,12317019,
300945.SZ,ВьїЁБъ,2022-03-07,20.748,22.2945,20.7078,21.5815,21115217,
300945.SZ,ВьїЁБъ,2022-03-08,21.1095,21.5916,19.4826,21.2903,17712521,
300945.SZ,ВьїЁБъ,2022-03-09,20.7379,21.5916,19.7136,20.8685,15772586,
300945.SZ,ВьїЁБъ,2022-03-10,19.9647,21.2602,19.7538,20.3162,13494607,
300945.SZ,ВьїЁБъ,2022-03-11,20.0852,20.0952,18.4382,18.9303,14773316,
300945.SZ,ВьїЁБъ,2022-03-14,18.4985,19.0006,18.1871,18.2876,9512246,
300945.SZ,ВьїЁБъ,2022-03-15,18.0767,18.2574,17.1728,17.2833,9997944,
300945.SZ,ВьїЁБъ,2022-03-16,17.7754,18.2373,17.0021,17.8859,9052470,
300945.SZ,ВьїЁБъ,2022-03-17,18.0867,18.9002,17.926,18.6692,10266711,
300945.SZ,ВьїЁБъ,2022-03-18,18.7294,19.2316,18.2173,18.7093,8059774,
300945.SZ,ВьїЁБъ,2022-03-21,18.7093,19.3822,18.629,18.9805,8604877,
300945.SZ,ВьїЁБъ,2022-03-22,19.0608,19.804,18.6893,18.87,11875716,
300945.SZ,ВьїЁБъ,2022-03-23,18.4583,19.1613,18.2273,18.3378,9609183,
300945.SZ,ВьїЁБъ,2022-03-24,18.5286,18.86,17.9863,18.3579,9615667,
300945.SZ,ВьїЁБъ,2022-03-25,18.2775,18.9604,17.926,17.9361,7918908,
300945.SZ,ВьїЁБъ,2022-03-28,17.9461,18.147,17.5243,17.6448,5347650,
300945.SZ,ВьїЁБъ,2022-03-29,17.6549,17.7955,17.0624,17.203,4962534,
300945.SZ,ВьїЁБъ,2022-03-30,17.1929,17.6348,16.9017,17.5745,5158263,
300945.SZ,ВьїЁБъ,2022-03-31,17.5645,17.6247,17.1929,17.213,4787627,
300945.SZ,ВьїЁБъ,2022-04-01,17.0222,17.5243,16.982,17.2733,6008655,
300945.SZ,ВьїЁБъ,2022-04-06,17.0121,17.675,17.0021,17.5143,5698632,
300945.SZ,ВьїЁБъ,2022-04-07,17.8256,18.9905,17.675,18.5286,14324773,
300945.SZ,ВьїЁБъ,2022-04-08,18.2072,19.3822,17.926,19.1914,15912644,
300945.SZ,ВьїЁБъ,2022-04-11,18.87,19.8843,18.4784,18.6893,12528267,
300945.SZ,ВьїЁБъ,2022-04-12,18.3277,18.4784,17.4741,18.3679,10624869,
300945.SZ,ВьїЁБъ,2022-04-13,18.1369,18.7495,17.8758,18.0666,10018251,
300945.SZ,ВьїЁБъ,2022-04-14,17.685,18.0767,17.1728,17.7553,8532237,
300945.SZ,ВьїЁБъ,2022-04-15,17.4942,17.5645,16.3493,16.51,9670913,
300945.SZ,ВьїЁБъ,2022-04-18,16.5201,17.3436,16.3192,17.0222,7547753,
300945.SZ,ВьїЁБъ,2022-04-19,16.9921,17.5143,16.751,17.2733,5954952,
300945.SZ,ВьїЁБъ,2022-04-20,17.1929,17.3436,16.6004,16.751,4942103,
300945.SZ,ВьїЁБъ,2022-04-21,16.8716,16.8716,15.8372,15.8874,5502570,
300945.SZ,ВьїЁБъ,2022-04-22,15.9376,16.8113,15.7468,16.5602,7628413,
300945.SZ,ВьїЁБъ,2022-04-25,16.259,16.5502,14.5115,14.622,7893300,
300945.SZ,ВьїЁБъ,2022-04-26,14.4814,15.1442,14.0195,14.0596,6505690,
300945.SZ,ВьїЁБъ,2022-04-27,13.7784,14.5919,13.2462,14.5115,5947392,
300945.SZ,ВьїЁБъ,2022-04-28,14.3107,14.5618,13.5675,13.6981,4952477,
