ґъВл,јтіЖ,ИХЖЪ,їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),
300945.SZ,ВьїЁБъ,2024-09-24,8.5326,8.6566,8.419,8.6566,8750540,
300945.SZ,ВьїЁБъ,2024-09-25,8.7599,8.9768,8.6979,8.7186,12219940,
300945.SZ,ВьїЁБъ,2024-09-26,8.6876,8.9665,8.6669,8.9665,8976100,
300945.SZ,ВьїЁБъ,2024-09-27,9.0905,9.5347,9.0078,9.39,13876700,
300945.SZ,ВьїЁБъ,2024-09-30,9.6586,10.8053,9.4933,10.6606,27400000,
300945.SZ,ВьїЁБъ,2024-10-08,12.0862,12.4994,10.7949,11.7246,32581927,
300945.SZ,ВьїЁБъ,2024-10-09,11.1255,11.2288,9.9892,10.0202,21180390,
300945.SZ,ВьїЁБъ,2024-10-10,10.1751,10.516,9.9479,10.2164,14973421,
300945.SZ,ВьїЁБъ,2024-10-11,10.4024,10.9499,10.0822,10.3507,22980300,
300945.SZ,ВьїЁБъ,2024-10-14,9.9169,10.3921,9.9169,10.3714,17767310,
300945.SZ,ВьїЁБъ,2024-10-15,10.2268,10.8156,10.0512,10.5573,22134882,
300945.SZ,ВьїЁБъ,2024-10-16,10.3301,11.4147,10.2681,10.9705,30772620,
300945.SZ,ВьїЁБъ,2024-10-17,10.8259,10.9189,10.578,10.8259,21354254,
300945.SZ,ВьїЁБъ,2024-10-18,10.9602,11.2598,10.7433,11.0015,23852981,
300945.SZ,ВьїЁБъ,2024-10-21,11.0945,11.3114,10.8776,11.0945,22835408,
300945.SZ,ВьїЁБъ,2024-10-22,10.9086,11.611,10.7433,11.2185,23413497,
300945.SZ,ВьїЁБъ,2024-10-23,11.2598,11.3424,10.8569,10.8569,17971389,
300945.SZ,ВьїЁБъ,2024-10-24,10.64,10.702,10.485,10.5883,13661537,
300945.SZ,ВьїЁБъ,2024-10-25,10.671,10.7536,10.5367,10.671,10387191,
300945.SZ,ВьїЁБъ,2024-10-28,10.671,10.8363,10.671,10.7949,8306917,
300945.SZ,ВьїЁБъ,2024-10-29,10.7949,10.9499,10.5057,10.5573,10537117,
300945.SZ,ВьїЁБъ,2024-10-30,10.7123,11.0015,10.5573,10.671,15492700,
300945.SZ,ВьїЁБъ,2024-10-31,10.609,10.671,10.3921,10.4644,12937600,
300945.SZ,ВьїЁБъ,2024-11-01,10.4334,10.6916,10.1751,10.2578,13445547,
300945.SZ,ВьїЁБъ,2024-11-04,10.2268,10.4747,10.0512,10.4747,7613994,
300945.SZ,ВьїЁБъ,2024-11-05,10.4644,10.671,10.3921,10.64,10883631,
300945.SZ,ВьїЁБъ,2024-11-06,10.6503,10.8776,10.5573,10.6193,11442500,
300945.SZ,ВьїЁБъ,2024-11-07,10.5367,10.9809,10.4231,10.9086,14120100,
300945.SZ,ВьїЁБъ,2024-11-08,10.9499,11.0532,10.7226,10.7639,10710000,
300945.SZ,ВьїЁБъ,2024-11-11,10.7536,10.8879,10.5883,10.8879,9303500,
300945.SZ,ВьїЁБъ,2024-11-12,10.8982,11.0842,10.7226,10.8466,12541900,
300945.SZ,ВьїЁБъ,2024-11-13,10.8156,11.0325,10.5883,10.8776,9235100,
300945.SZ,ВьїЁБъ,2024-11-14,10.8053,10.8672,10.4231,10.454,7001400,
300945.SZ,ВьїЁБъ,2024-11-15,10.4127,10.5987,10.2268,10.2578,7080991,
300945.SZ,ВьїЁБъ,2024-11-18,10.3301,10.4024,9.9272,10.0202,7811050,
300945.SZ,ВьїЁБъ,2024-11-19,10.0512,10.2991,9.9995,10.2991,6158138,
300945.SZ,ВьїЁБъ,2024-11-20,10.2991,10.4954,10.2371,10.4334,6159428,
300945.SZ,ВьїЁБъ,2024-11-21,10.4231,10.6916,10.3507,10.6297,9203600,
300945.SZ,ВьїЁБъ,2024-11-22,10.6916,10.8259,10.2681,10.2681,10380528,
300945.SZ,ВьїЁБъ,2024-11-25,10.3404,10.609,10.2991,10.516,7567772,
300945.SZ,ВьїЁБъ,2024-11-26,10.4644,10.7226,10.454,10.5367,7868300,
300945.SZ,ВьїЁБъ,2024-11-27,10.6813,11.2081,10.2061,11.2081,21297633,
300945.SZ,ВьїЁБъ,2024-11-28,11.3424,11.7763,11.2185,11.2391,29574828,
300945.SZ,ВьїЁБъ,2024-11-29,11.2391,11.6523,11.1771,11.4664,19226572,
300945.SZ,ВьїЁБъ,2024-12-02,11.673,13.7597,11.5594,13.7597,32761362,
300945.SZ,ВьїЁБъ,2024-12-03,14.4724,15.1026,13.2432,13.3361,70618794,
300945.SZ,ВьїЁБъ,2024-12-04,13.3465,14.2555,12.799,13.646,47743625,
300945.SZ,ВьїЁБъ,2024-12-05,13.0676,13.9869,12.706,13.3981,37984678,
300945.SZ,ВьїЁБъ,2024-12-06,13.2638,13.3258,12.5304,12.6853,31914482,
300945.SZ,ВьїЁБъ,2024-12-09,12.7576,13.1399,12.6647,12.8093,22977000,
300945.SZ,ВьїЁБъ,2024-12-10,13.3671,13.5427,12.8196,12.8609,23905425,
300945.SZ,ВьїЁБъ,2024-12-11,12.83,13.2122,12.7783,13.1709,18036656,
300945.SZ,ВьїЁБъ,2024-12-12,13.1192,13.5841,13.0056,13.3671,22464200,
300945.SZ,ВьїЁБъ,2024-12-13,13.2225,13.5221,13.0469,13.0779,20130818,
300945.SZ,ВьїЁБъ,2024-12-16,13.2948,13.6874,13.1192,13.5737,24588118,
300945.SZ,ВьїЁБъ,2024-12-17,13.4291,13.4498,12.2928,12.4271,21673752,
300945.SZ,ВьїЁБъ,2024-12-18,12.4271,12.5407,11.9932,12.2515,13331918,
300945.SZ,ВьїЁБъ,2024-12-19,12.0449,12.5201,11.9726,12.3548,10460274,
300945.SZ,ВьїЁБъ,2024-12-20,12.3548,12.768,12.1688,12.4271,9627400,
300945.SZ,ВьїЁБъ,2024-12-23,12.3961,13.4601,11.9829,12.6957,28313092,
300945.SZ,ВьїЁБъ,2024-12-24,12.2515,12.644,11.8796,12.4064,23681451,
300945.SZ,ВьїЁБъ,2024-12-25,12.0655,12.1895,11.5387,11.6007,16017300,
300945.SZ,ВьїЁБъ,2024-12-26,11.6007,11.9829,11.5697,11.8589,10643179,
300945.SZ,ВьїЁБъ,2024-12-27,11.8693,11.9312,11.6833,11.7453,8396370,
300945.SZ,ВьїЁБъ,2024-12-30,11.6317,11.673,11.2804,11.4147,8036074,
300945.SZ,ВьїЁБъ,2024-12-31,11.549,12.2205,11.4767,11.8693,23641321,
