¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-01,31.94,32.99,27.41,27.56,8600060,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-02,27,30.88,26.7,28.17,3328031,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-05,28.28,28.51,26.6,26.78,2456100,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-06,26.8,26.98,26.02,26.35,1465449,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-07,26.27,27.05,26.11,26.58,1013266,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-08,26.22,26.65,26.15,26.4,785597,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-09,26.25,26.48,25.14,26.2,1107160,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-12,25.6,26.2,25.46,26,724215,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-13,25.9,25.92,25.61,25.61,313883,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-14,25.49,25.67,24.8,24.86,493069,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-15,24.72,25.17,24.56,25.03,214669,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-16,25.27,25.27,24.91,25.01,199067,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-19,24.92,25.2,24.36,24.53,214985,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-20,24.7,26.56,24.56,25.79,743041,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-21,25.6,25.9,24.81,25.25,622468,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-26,25.38,25.45,24.77,24.77,165323,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-27,24.96,24.96,24.74,24.78,102411,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-28,24.7,25.88,24.7,25.43,395380,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-29,25.19,25.19,24.48,24.79,459716,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-06-30,24.8,24.89,24.49,24.57,246448,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-03,24.58,24.88,24.51,24.62,103142,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-04,24.7,24.75,24.54,24.59,101856,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-05,24.6,25.15,24.51,25.1,336712,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-06,25.15,26.8,25,26.05,677412,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-07,25.81,26.6,25.8,26.49,462663,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-10,26.5,26.66,26.05,26.2,215821,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-11,26.06,26.37,25.8,25.89,134658,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-12,25.82,25.98,25.77,25.84,137278,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-13,25.99,26.2,25.82,25.85,121570,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-14,25.83,26.87,25.81,26.78,314320,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-17,26.7,26.7,26.22,26.45,128066,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-18,26.26,26.42,26.05,26.2,116530,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-19,26.09,26.14,25.62,25.67,170841,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-20,26.12,27.99,26.12,26.9,685695,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-21,26.5,27.09,26.22,26.6,546968,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-24,26.2,26.59,26.02,26.17,143095,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-25,26.4,26.48,26.06,26.35,91193,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-26,26.4,26.48,26.1,26.2,225671,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-27,26.37,26.95,26.37,26.66,344316,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-28,26.89,26.89,26.39,26.65,214963,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-07-31,26.85,27.09,26.49,27.09,203545,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-01,27.22,27.72,26.9,27.1,278147,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-02,27.03,27.17,26.76,26.89,186739,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-03,26.67,27.39,26.66,27.15,96319,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-04,27.19,27.23,26.67,26.67,177404,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-07,27.2,27.4,26.67,26.97,375099,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-08,27.1,27.1,26.32,26.58,271006,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-09,26.38,26.47,26.1,26.43,143853,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-10,26.31,26.58,26.3,26.39,48690,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-11,26.39,26.46,26.31,26.39,40290,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-14,26.41,26.5,26.21,26.4,20000,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-15,26.32,26.55,26.22,26.3,18506,
920779.BJ,Œ‰∫∫¿∂µÁ,2023-08-16,26.36,26.41,25.35,25.4,410845,
