ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
603039.SH,ทบฮขอ๘ย็,2017-01-13,21.46,21.46,21.46,21.46,9247,
603039.SH,ทบฮขอ๘ย็,2017-01-16,23.61,23.61,23.61,23.61,3900,
603039.SH,ทบฮขอ๘ย็,2017-01-17,25.97,25.97,25.97,25.97,4500,
603039.SH,ทบฮขอ๘ย็,2017-01-18,28.57,28.57,28.57,28.57,2200,
603039.SH,ทบฮขอ๘ย็,2017-01-19,31.43,31.43,31.43,31.43,11200,
603039.SH,ทบฮขอ๘ย็,2017-01-20,34.57,34.57,34.57,34.57,41400,
603039.SH,ทบฮขอ๘ย็,2017-01-23,38.03,38.03,38.03,38.03,26000,
603039.SH,ทบฮขอ๘ย็,2017-01-24,41.83,41.83,41.83,41.83,15800,
603039.SH,ทบฮขอ๘ย็,2017-01-25,46.01,46.01,46.01,46.01,50000,
603039.SH,ทบฮขอ๘ย็,2017-01-26,50.61,50.61,50.61,50.61,90800,
603039.SH,ทบฮขอ๘ย็,2017-02-03,55.67,55.67,55.67,55.67,117500,
603039.SH,ทบฮขอ๘ย็,2017-02-06,61.24,61.24,61.24,61.24,355500,
603039.SH,ทบฮขอ๘ย็,2017-02-07,67.36,67.36,67.36,67.36,188431,
603039.SH,ทบฮขอ๘ย็,2017-02-08,74.1,74.1,74.1,74.1,80685,
603039.SH,ทบฮขอ๘ย็,2017-02-09,81.51,81.51,78.02,81.51,8559379,
603039.SH,ทบฮขอ๘ย็,2017-02-10,81.97,81.97,76.21,76.76,9643208,
603039.SH,ทบฮขอ๘ย็,2017-02-13,76.15,79.98,76.15,78.23,6408891,
603039.SH,ทบฮขอ๘ย็,2017-02-14,79.5,84.5,79.1,80.14,6058996,
603039.SH,ทบฮขอ๘ย็,2017-02-15,79.16,83.29,79.1,80.07,5571203,
603039.SH,ทบฮขอ๘ย็,2017-02-16,79.11,79.45,77.08,77.83,3816348,
603039.SH,ทบฮขอ๘ย็,2017-02-17,77.7,79.43,75.55,75.74,2664671,
603039.SH,ทบฮขอ๘ย็,2017-02-20,75,76.18,72,75.25,2993214,
603039.SH,ทบฮขอ๘ย็,2017-02-21,74.28,77.48,73.81,76.46,1533001,
603039.SH,ทบฮขอ๘ย็,2017-02-22,76,79.49,75.58,79.38,2213873,
603039.SH,ทบฮขอ๘ย็,2017-02-23,79.5,82.38,78.25,79.63,2712865,
603039.SH,ทบฮขอ๘ย็,2017-02-24,78.8,81.97,78.31,79.98,1903708,
603039.SH,ทบฮขอ๘ย็,2017-02-27,79.59,79.59,76.9,77.59,1527900,
603039.SH,ทบฮขอ๘ย็,2017-02-28,77.12,80.69,77.12,79.8,1400640,
603039.SH,ทบฮขอ๘ย็,2017-03-01,80.19,82.66,79.18,81.5,2183190,
603039.SH,ทบฮขอ๘ย็,2017-03-02,81.71,82.2,79.2,80.2,1595052,
603039.SH,ทบฮขอ๘ย็,2017-03-03,80.21,82.6,79.5,81.95,1732470,
603039.SH,ทบฮขอ๘ย็,2017-03-06,82.8,87.59,82.25,87.1,2993558,
603039.SH,ทบฮขอ๘ย็,2017-03-07,86.7,87.38,85.01,86.08,1929788,
603039.SH,ทบฮขอ๘ย็,2017-03-08,85.5,86.28,80.8,81.85,3110332,
603039.SH,ทบฮขอ๘ย็,2017-03-09,81.05,81.88,79.51,80.41,1824433,
603039.SH,ทบฮขอ๘ย็,2017-03-10,80.33,80.99,79.7,80.81,1190904,
603039.SH,ทบฮขอ๘ย็,2017-03-13,80.82,82.43,79.01,82.36,1537664,
603039.SH,ทบฮขอ๘ย็,2017-03-14,81.98,84.39,81.55,82.38,1748624,
603039.SH,ทบฮขอ๘ย็,2017-03-15,82.3,88.98,81.64,85.07,3090574,
603039.SH,ทบฮขอ๘ย็,2017-03-16,85.21,87.8,85.14,87.4,2482986,
603039.SH,ทบฮขอ๘ย็,2017-03-17,87.58,88.34,84.78,85.07,2375386,
603039.SH,ทบฮขอ๘ย็,2017-03-20,85.02,87.1,84.2,87.08,1734997,
603039.SH,ทบฮขอ๘ย็,2017-03-21,87.25,92.49,86.91,90.45,2474872,
603039.SH,ทบฮขอ๘ย็,2017-03-22,89.51,95.5,89.13,94.28,2653383,
603039.SH,ทบฮขอ๘ย็,2017-03-23,94.31,94.31,88.88,90.44,2369830,
603039.SH,ทบฮขอ๘ย็,2017-03-24,89.97,97.96,89.94,96.49,2782971,
603039.SH,ทบฮขอ๘ย็,2017-03-27,92.59,94.21,90.82,93.14,2415631,
603039.SH,ทบฮขอ๘ย็,2017-03-28,92.66,93.5,87.35,88.74,2250200,
603039.SH,ทบฮขอ๘ย็,2017-03-29,87.65,88.8,84.02,84.91,1531997,
603039.SH,ทบฮขอ๘ย็,2017-03-30,84.2,87.2,84.13,85.54,1672337,
603039.SH,ทบฮขอ๘ย็,2017-03-31,85.55,87.19,81,82.01,1548045,
603039.SH,ทบฮขอ๘ย็,2017-04-05,81.9,83.29,78.6,82.84,946000,
603039.SH,ทบฮขอ๘ย็,2017-04-06,82.82,85.68,81.81,83.58,864145,
603039.SH,ทบฮขอ๘ย็,2017-04-07,83.1,84.1,81.1,81.77,761800,
603039.SH,ทบฮขอ๘ย็,2017-04-10,80.9,80.9,73.71,73.79,1542600,
603039.SH,ทบฮขอ๘ย็,2017-04-11,74.5,77.3,74.18,77.12,1101101,
603039.SH,ทบฮขอ๘ย็,2017-04-12,76.89,76.89,74.83,75.46,518901,
603039.SH,ทบฮขอ๘ย็,2017-04-13,75.58,78.1,75.58,76.85,558113,
603039.SH,ทบฮขอ๘ย็,2017-04-14,76.66,76.9,75.01,75.5,410401,
603039.SH,ทบฮขอ๘ย็,2017-04-17,72,72,68.88,70.7,693600,
603039.SH,ทบฮขอ๘ย็,2017-04-18,70.1,71.67,68.98,69.26,342362,
603039.SH,ทบฮขอ๘ย็,2017-04-19,69.26,71.85,69.07,71.47,489400,
603039.SH,ทบฮขอ๘ย็,2017-04-20,71.32,72.75,70.21,71.02,352550,
603039.SH,ทบฮขอ๘ย็,2017-04-21,71.26,72.95,71.26,72.11,332800,
603039.SH,ทบฮขอ๘ย็,2017-04-24,72.98,72.98,68.58,70.03,619600,
603039.SH,ทบฮขอ๘ย็,2017-04-25,69.35,70.88,69.01,70.06,413300,
603039.SH,ทบฮขอ๘ย็,2017-04-26,69.31,71.88,69.21,70.21,467400,
603039.SH,ทบฮขอ๘ย็,2017-04-27,70.01,73.03,68.66,72.68,818948,
603039.SH,ทบฮขอ๘ย็,2017-04-28,72.15,72.95,72.02,72.46,455693,
603039.SH,ทบฮขอ๘ย็,2017-05-02,72.87,72.87,71.3,71.81,360145,
603039.SH,ทบฮขอ๘ย็,2017-05-03,71.26,72.36,70.07,71.49,379698,
603039.SH,ทบฮขอ๘ย็,2017-05-04,71.36,71.36,69.6,69.69,291700,
603039.SH,ทบฮขอ๘ย็,2017-05-05,69.08,69.75,68,68.99,319044,
603039.SH,ทบฮขอ๘ย็,2017-05-08,69.5,69.5,65.66,65.71,597544,
603039.SH,ทบฮขอ๘ย็,2017-05-09,65.25,65.96,63.68,65.49,677000,
603039.SH,ทบฮขอ๘ย็,2017-05-10,65.23,66.67,64.6,64.89,538943,
603039.SH,ทบฮขอ๘ย็,2017-05-11,64.37,67.72,64.37,67.69,647749,
603039.SH,ทบฮขอ๘ย็,2017-05-12,67.7,68.3,66.88,67.87,347449,
603039.SH,ทบฮขอ๘ย็,2017-05-15,68.05,71.49,68.01,68.47,753499,
603039.SH,ทบฮขอ๘ย็,2017-05-16,67.41,69.39,64.8,68.76,1330369,
603039.SH,ทบฮขอ๘ย็,2017-05-17,68.11,70.9,68.11,69.23,902996,
603039.SH,ทบฮขอ๘ย็,2017-05-18,67.85,69.74,67.85,68.12,374698,
603039.SH,ทบฮขอ๘ย็,2017-05-19,68.5,70.47,68.2,69.65,669699,
603039.SH,ทบฮขอ๘ย็,2017-05-22,69.0286,69.65,63.9277,63.9577,851665,
603039.SH,ทบฮขอ๘ย็,2017-05-23,63.2863,66.4431,63.2863,63.5869,740246,
603039.SH,ทบฮขอ๘ย็,2017-05-24,63.6871,64.3385,61.3421,63.2662,511350,
603039.SH,ทบฮขอ๘ย็,2017-05-25,63.4166,64.2383,60.2097,62.7952,806149,
603039.SH,ทบฮขอ๘ย็,2017-05-26,62.2941,63.7974,62.2941,63.2061,439728,
603039.SH,ทบฮขอ๘ย็,2017-05-31,64.7995,66.0121,63.2462,63.3063,644278,
603039.SH,ทบฮขอ๘ย็,2017-06-01,62.1338,62.9355,60.4101,60.4903,559250,
603039.SH,ทบฮขอ๘ย็,2017-06-02,60.4101,62.675,59.6484,62.1438,406398,
603039.SH,ทบฮขอ๘ย็,2017-06-05,63.136,64.6091,62.2641,63.4667,499300,
603039.SH,ทบฮขอ๘ย็,2017-06-06,63.4566,63.627,62.4044,63.2261,299998,
603039.SH,ทบฮขอ๘ย็,2017-06-07,63.2863,66.0623,63.2863,65.471,580673,
603039.SH,ทบฮขอ๘ย็,2017-06-08,65.5411,65.942,64.6592,65.1403,494186,
603039.SH,ทบฮขอ๘ย็,2017-06-09,65.3307,66.1725,64.7995,65.6514,514873,
603039.SH,ทบฮขอ๘ย็,2017-06-12,64.6592,64.9398,63.5068,63.5468,370663,
603039.SH,ทบฮขอ๘ย็,2017-06-13,63.637,65.8217,63.136,64.9799,301216,
603039.SH,ทบฮขอ๘ย็,2017-06-14,64.9799,68.1467,64.4488,66.7838,637599,
603039.SH,ทบฮขอ๘ย็,2017-06-15,66.3829,68.4474,66.3529,67.5655,651400,
603039.SH,ทบฮขอ๘ย็,2017-06-16,67.7459,67.8862,65.5311,65.8418,654698,
603039.SH,ทบฮขอ๘ย็,2017-06-19,65.9119,66.2326,64.8396,65.4008,354500,
603039.SH,ทบฮขอ๘ย็,2017-06-20,66.0522,66.0522,65.03,65.2004,318044,
603039.SH,ทบฮขอ๘ย็,2017-06-21,65.5211,65.6915,64.4287,64.9198,292411,
603039.SH,ทบฮขอ๘ย็,2017-06-22,64.9198,65.03,62.7451,62.9255,504900,
603039.SH,ทบฮขอ๘ย็,2017-06-23,62.9355,63.627,61.312,62.7551,430800,
603039.SH,ทบฮขอ๘ย็,2017-06-26,62.7952,63.4867,61.7029,63.2261,246300,
603039.SH,ทบฮขอ๘ย็,2017-06-27,63.3865,63.9677,63.0357,63.2763,196100,
603039.SH,ทบฮขอ๘ย็,2017-06-28,63.2763,63.2763,61.9935,62.3643,206600,
603039.SH,ทบฮขอ๘ย็,2017-06-29,62.6249,63.2061,62.3342,62.7952,169000,
603039.SH,ทบฮขอ๘ย็,2017-06-30,62.5647,64.0579,62.3342,63.6871,238299,
603039.SH,ทบฮขอ๘ย็,2017-07-03,63.7372,65.02,63.4366,64.7494,253763,
603039.SH,ทบฮขอ๘ย็,2017-07-04,64.6392,65.03,63.9778,64.6091,207100,
603039.SH,ทบฮขอ๘ย็,2017-07-05,64.6693,65.4109,64.2183,65.2104,325763,
603039.SH,ทบฮขอ๘ย็,2017-07-06,65.3708,65.3908,64.2985,65.2104,315025,
603039.SH,ทบฮขอ๘ย็,2017-07-07,65.3708,68.8282,65.2104,68.1067,870358,
603039.SH,ทบฮขอ๘ย็,2017-07-10,67.1546,68.6278,66.6535,66.884,682055,
603039.SH,ทบฮขอ๘ย็,2017-07-11,67.4051,67.4051,63.4466,63.5569,738200,
603039.SH,ทบฮขอ๘ย็,2017-07-12,64.0179,64.3385,62.3142,64.2383,437400,
603039.SH,ทบฮขอ๘ย็,2017-07-13,64.1381,64.6592,62.7952,63.0458,251144,
603039.SH,ทบฮขอ๘ย็,2017-07-14,63.0458,63.3665,61.8833,62.0737,278463,
603039.SH,ทบฮขอ๘ย็,2017-07-17,61.6027,61.6027,56.1208,56.7221,866734,
603039.SH,ทบฮขอ๘ย็,2017-07-18,56.7823,57.584,56.2612,57.2433,217958,
603039.SH,ทบฮขอ๘ย็,2017-07-19,57.0629,57.4838,56.2311,57.2332,313999,
603039.SH,ทบฮขอ๘ย็,2017-07-20,57.2232,58.2154,56.6219,56.8624,261300,
603039.SH,ทบฮขอ๘ย็,2017-07-21,56.8224,56.8224,53.7758,53.9963,499324,
603039.SH,ทบฮขอ๘ย็,2017-07-24,52.8538,55.3692,52.7736,55.0385,278650,
603039.SH,ทบฮขอ๘ย็,2017-07-25,56.1208,56.1208,54.7178,55.8302,224429,
603039.SH,ทบฮขอ๘ย็,2017-07-26,55.8302,57.6141,55.3291,57.5239,284235,
603039.SH,ทบฮขอ๘ย็,2017-07-27,57.3034,59.6284,56.1409,58.496,381910,
603039.SH,ทบฮขอ๘ย็,2017-07-28,58.1352,58.4058,57.1531,57.2733,197821,
603039.SH,ทบฮขอ๘ย็,2017-07-31,56.9526,57.6241,56.9226,57.2132,106721,
603039.SH,ทบฮขอ๘ย็,2017-08-01,57.2032,57.8045,56.652,57.2934,156455,
603039.SH,ทบฮขอ๘ย็,2017-08-02,57.3535,57.7143,55.8302,57.1831,190755,
603039.SH,ทบฮขอ๘ย็,2017-08-03,56.652,58.1252,56.2712,57.143,164698,
603039.SH,ทบฮขอ๘ย็,2017-08-04,57.1831,57.1831,56.2712,56.8023,115598,
