ДњТы,МђГЦ,ШеЦк,ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),
301172.SZ,О§внЪ§Ты,2024-09-23,23.3316,24.0888,23.3316,23.8364,2756328,
301172.SZ,О§внЪ§Ты,2024-09-24,23.6446,24.2504,22.9581,24.1191,3736409,
301172.SZ,О§внЪ§Ты,2024-09-25,24.2302,25.1085,24.1292,24.5129,4515036,
301172.SZ,О§внЪ§Ты,2024-09-26,24.1797,24.9672,24.0888,24.9167,4520900,
301172.SZ,О§внЪ§Ты,2024-09-27,25.1803,26.9137,24.9877,26.3359,6039536,
301172.SZ,О§внЪ§Ты,2024-09-30,27.7753,30.8874,27.1671,30.5731,8775704,
301172.SZ,О§внЪ§Ты,2024-10-08,36.4526,36.4526,32.2457,36.0876,9704020,
301172.SZ,О§внЪ§Ты,2024-10-09,34.4657,34.4657,30.2386,30.4109,7860165,
301172.SZ,О§внЪ§Ты,2024-10-10,30.9178,31.9315,30.2082,30.269,4377409,
301172.SZ,О§внЪ§Ты,2024-10-11,29.7824,30.5123,28.2619,28.7282,3686561,
301172.SZ,О§внЪ§Ты,2024-10-14,28.9918,30.3096,28.1808,30.2994,3968569,
301172.SZ,О§внЪ§Ты,2024-10-15,29.7926,31.4246,29.4581,29.8331,4864164,
301172.SZ,О§внЪ§Ты,2024-10-16,29.4682,35.8038,29.4682,35.8038,22043364,
301172.SZ,О§внЪ§Ты,2024-10-17,36.2701,40.2033,35.8038,37,25304783,
301172.SZ,О§внЪ§Ты,2024-10-18,34.5975,38.5205,34.1211,36.706,18861961,
301172.SZ,О§внЪ§Ты,2024-10-21,35.4896,37.7805,35.2767,37.7096,16223289,
301172.SZ,О§внЪ§Ты,2024-10-22,39.4633,40.4263,35.8038,36.0978,16786566,
301172.SZ,О§внЪ§Ты,2024-10-23,34.8611,35.7937,34.0805,34.4657,8837181,
301172.SZ,О§внЪ§Ты,2024-10-24,33.8372,34.3441,33.4622,33.8068,5381681,
301172.SZ,О§внЪ§Ты,2024-10-25,33.9183,34.4556,33.452,34.1413,5544706,
301172.SZ,О§внЪ§Ты,2024-10-28,33.7055,36.5033,33.4216,36.4627,9579172,
301172.SZ,О§внЪ§Ты,2024-10-29,36.9797,36.9797,34.3441,34.3441,7333549,
301172.SZ,О§внЪ§Ты,2024-10-30,34.1515,35.4592,33.452,35.1652,4977375,
301172.SZ,О§внЪ§Ты,2024-10-31,34.7698,35.2767,33.8575,34.8003,4878900,
301172.SZ,О§внЪ§Ты,2024-11-01,34.7394,34.7394,30.9178,31.5159,5100742,
301172.SZ,О§внЪ§Ты,2024-11-04,31.0901,32.337,31.0901,32.0633,2522053,
301172.SZ,О§внЪ§Ты,2024-11-05,32.3268,33.229,32.0329,33.1378,3518670,
301172.SZ,О§внЪ§Ты,2024-11-06,33.3405,34.0805,32.7323,33.1378,4191831,
301172.SZ,О§внЪ§Ты,2024-11-07,32.5498,33.4419,32.4586,33.4318,3580347,
301172.SZ,О§внЪ§Ты,2024-11-08,33.6649,34.2529,33.3709,33.6446,4407511,
301172.SZ,О§внЪ§Ты,2024-11-11,33.452,34.8509,33.452,34.7192,5019443,
301172.SZ,О§внЪ§Ты,2024-11-12,35.0233,35.0638,33.4115,33.9285,4116795,
301172.SZ,О§внЪ§Ты,2024-11-13,33.7561,34.8509,32.8945,34.4657,4297639,
301172.SZ,О§внЪ§Ты,2024-11-14,34.2529,34.415,32.7222,32.8134,3135700,
301172.SZ,О§внЪ§Ты,2024-11-15,32.5498,33.7055,31.749,31.749,2730983,
301172.SZ,О§внЪ§Ты,2024-11-18,31.4348,32.3066,29.2756,29.5087,3838600,
301172.SZ,О§внЪ§Ты,2024-11-19,29.6912,30.9077,29.5087,30.9077,2574500,
301172.SZ,О§внЪ§Ты,2024-11-20,30.7961,31.7592,30.4819,31.5868,2806416,
301172.SZ,О§внЪ§Ты,2024-11-21,31.3131,32.8337,31.1611,31.7389,2598238,
301172.SZ,О§внЪ§Ты,2024-11-22,31.5666,32.337,30.0561,30.0561,3000100,
301172.SZ,О§внЪ§Ты,2024-11-25,29.975,30.7556,29.9649,30.7556,2472438,
301172.SZ,О§внЪ§Ты,2024-11-26,30.715,31.009,30.0561,30.1677,1718295,
301172.SZ,О§внЪ§Ты,2024-11-27,30.0663,30.9077,29.0729,30.9077,2166100,
301172.SZ,О§внЪ§Ты,2024-11-28,30.8063,31.4246,30.563,30.6644,1883900,
301172.SZ,О§внЪ§Ты,2024-11-29,30.7961,31.5767,30.5123,31.3233,2573500,
301172.SZ,О§внЪ§Ты,2024-12-02,31.4246,31.749,31.2219,31.7186,2353800,
301172.SZ,О§внЪ§Ты,2024-12-03,31.6071,32.0227,31.1509,31.8707,2246108,
301172.SZ,О§внЪ§Ты,2024-12-04,31.6882,32.7424,31.232,31.374,3299100,
301172.SZ,О§внЪ§Ты,2024-12-05,31.374,31.9315,31.2624,31.7186,1979843,
301172.SZ,О§внЪ§Ты,2024-12-06,32.4383,32.7424,31.9518,31.9518,3204731,
301172.SZ,О§внЪ§Ты,2024-12-09,32.0531,32.2255,31.2219,31.7794,2453700,
301172.SZ,О§внЪ§Ты,2024-12-10,32.4586,32.8742,31.9619,32.2559,4107500,
301172.SZ,О§внЪ§Ты,2024-12-11,32.266,32.6208,31.8909,32.3877,2815100,
301172.SZ,О§внЪ§Ты,2024-12-12,32.3877,32.7019,32.0024,32.4586,2410933,
301172.SZ,О§внЪ§Ты,2024-12-13,32.3167,32.8337,32.1038,32.1241,3672825,
301172.SZ,О§внЪ§Ты,2024-12-16,31.8403,32.1342,30.8266,31.1915,2822363,
301172.SZ,О§внЪ§Ты,2024-12-17,30.9178,31.2929,29.6,29.7014,2756024,
301172.SZ,О§внЪ§Ты,2024-12-18,29.7014,30.4414,28.9918,29.9244,1923265,
301172.SZ,О§внЪ§Ты,2024-12-19,29.4175,30.4718,29.3972,30.4211,2039243,
301172.SZ,О§внЪ§Ты,2024-12-20,30.1068,31.1611,29.8534,30.7353,2147839,
301172.SZ,О§внЪ§Ты,2024-12-23,30.492,30.7961,28.7079,28.789,2643400,
301172.SZ,О§внЪ§Ты,2024-12-24,28.789,29.3161,28.272,28.9107,1665563,
301172.SZ,О§внЪ§Ты,2024-12-25,28.6471,28.9816,27.5523,28.0389,1883950,
301172.SZ,О§внЪ§Ты,2024-12-26,27.8767,28.6877,27.8767,28.3835,1181784,
301172.SZ,О§внЪ§Ты,2024-12-27,28.789,29.0526,28.4646,28.5153,1383240,
301172.SZ,О§внЪ§Ты,2024-12-30,28.2822,28.789,27.7753,28.566,1177800,
301172.SZ,О§внЪ§Ты,2024-12-31,28.5863,28.7181,27.2077,27.2077,1808818,
