測鎢,潠備,�梪�,羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),
301555.SZ,需啡陔第,2023-10-31,69,84,65.01,68.3,17200271,
301555.SZ,需啡陔第,2023-11-01,62.3,66.2,58.5,62.04,12462954,
301555.SZ,需啡陔第,2023-11-02,61.5,71.15,61.28,64.01,12970239,
301555.SZ,需啡陔第,2023-11-03,60.12,66.92,56.3,57.01,12303945,
301555.SZ,需啡陔第,2023-11-06,53.55,55.97,52.02,54.45,10596843,
301555.SZ,需啡陔第,2023-11-07,56,57.5,53.77,53.83,9907411,
301555.SZ,需啡陔第,2023-11-08,51.19,52.8,50.2,51.32,8118737,
301555.SZ,需啡陔第,2023-11-09,51.07,53.1,50.54,52.51,8170239,
301555.SZ,需啡陔第,2023-11-10,51.51,52.77,50.5,50.65,5758218,
301555.SZ,需啡陔第,2023-11-13,50.28,52.05,49.82,51.65,5002117,
301555.SZ,需啡陔第,2023-11-14,51.32,53.38,50.84,50.98,5604759,
301555.SZ,需啡陔第,2023-11-15,51.2,52.55,51.08,51.46,5001630,
301555.SZ,需啡陔第,2023-11-16,50.84,51.37,49.46,49.49,5559187,
301555.SZ,需啡陔第,2023-11-17,49.46,49.83,47.81,48.55,4635328,
301555.SZ,需啡陔第,2023-11-20,48.9,51.18,48.9,51.17,6505871,
301555.SZ,需啡陔第,2023-11-21,50.51,51.99,50.5,50.8,4450177,
301555.SZ,需啡陔第,2023-11-22,51,51.78,48.6,48.8,5281060,
301555.SZ,需啡陔第,2023-11-23,48.69,50,48.02,49.27,3229933,
301555.SZ,需啡陔第,2023-11-24,48.95,49,45.93,46.1,5208886,
301555.SZ,需啡陔第,2023-11-27,45.74,46.6,45.26,45.57,2453893,
301555.SZ,需啡陔第,2023-11-28,45.3,46.1,44.94,45.57,1942140,
301555.SZ,需啡陔第,2023-11-29,45.44,45.85,44.48,44.52,2285578,
301555.SZ,需啡陔第,2023-11-30,44.46,44.75,42.79,43.29,2834503,
301555.SZ,需啡陔第,2023-12-01,43.31,43.61,42.66,43.36,1826285,
301555.SZ,需啡陔第,2023-12-04,43,43.67,42.76,43.52,1872840,
301555.SZ,需啡陔第,2023-12-05,44.14,44.29,41.9,42.12,3411454,
301555.SZ,需啡陔第,2023-12-06,41.35,42.44,41.25,41.5,2160648,
301555.SZ,需啡陔第,2023-12-07,41.63,41.8,40.39,40.39,2463436,
301555.SZ,需啡陔第,2023-12-08,40.33,40.64,39.6,39.78,2451438,
301555.SZ,需啡陔第,2023-12-11,39.4,40.79,39.39,40.7,2038733,
301555.SZ,需啡陔第,2023-12-12,40.5,41.06,40.41,40.87,1594036,
301555.SZ,需啡陔第,2023-12-13,40.99,41,40.1,40.56,1403116,
301555.SZ,需啡陔第,2023-12-14,41.5,41.6,39.88,39.98,1816811,
301555.SZ,需啡陔第,2023-12-15,39.9,40.3,39.55,40.13,1416073,
301555.SZ,需啡陔第,2023-12-18,40.13,40.13,38.89,39.3,1458338,
301555.SZ,需啡陔第,2023-12-19,39.35,41.99,38.55,41.49,4433405,
301555.SZ,需啡陔第,2023-12-20,41.2,42.84,40.9,41.59,4591103,
301555.SZ,需啡陔第,2023-12-21,40.92,41.3,39.6,40.3,3146853,
301555.SZ,需啡陔第,2023-12-22,40,42.01,39.53,40.53,3178309,
301555.SZ,需啡陔第,2023-12-25,40.68,40.76,39.1,39.27,2564455,
301555.SZ,需啡陔第,2023-12-26,39.23,40.98,38.16,40.83,3529160,
301555.SZ,需啡陔第,2023-12-27,40.44,41.74,39.41,41.49,3805005,
301555.SZ,需啡陔第,2023-12-28,41.16,42.74,40.88,42.45,4487573,
301555.SZ,需啡陔第,2023-12-29,42,42.37,41.58,41.93,3554531,
301555.SZ,需啡陔第,2024-01-02,42.15,43.3,41.9,42.57,4296706,
