іъ¬л,Љт≥∆,»’∆Џ,њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),
603993.SH,¬е—фов“µ,2019-11-19,11.3554,11.6242,11.3218,11.6242,63700279,
603993.SH,¬е—фов“µ,2019-11-20,11.5906,11.7249,11.4898,11.557,45585415,
603993.SH,¬е—фов“µ,2019-11-21,11.5234,11.557,11.4226,11.4562,28093366,
603993.SH,¬е—фов“µ,2019-11-22,11.5234,11.7249,11.4562,11.5234,63789604,
603993.SH,¬е—фов“µ,2019-11-25,11.5234,11.9601,11.4898,11.9265,132952500,
603993.SH,¬е—фов“µ,2019-11-26,11.8929,11.8929,11.6913,11.6913,97438294,
603993.SH,¬е—фов“µ,2019-11-27,11.7585,12.3633,11.7585,12.1953,208253854,
603993.SH,¬е—фов“µ,2019-11-28,12.0945,12.2625,11.9937,12.0273,106140917,
603993.SH,¬е—фов“µ,2019-11-29,12.0273,12.1281,11.8593,11.9601,54359035,
603993.SH,¬е—фов“µ,2019-12-02,11.9265,11.9937,11.6913,11.7585,78678517,
603993.SH,¬е—фов“µ,2019-12-03,11.6913,11.8593,11.6577,11.7921,47304574,
603993.SH,¬е—фов“µ,2019-12-04,11.7249,12.2289,11.6913,12.1281,137661706,
603993.SH,¬е—фов“µ,2019-12-05,12.1953,12.2625,12.0609,12.1617,90908088,
603993.SH,¬е—фов“µ,2019-12-06,12.1953,12.8336,12.1617,12.5648,259087362,
603993.SH,¬е—фов“µ,2019-12-09,12.6656,12.7328,12.4976,12.5648,102410029,
603993.SH,¬е—фов“µ,2019-12-10,12.5648,12.7664,12.4976,12.632,99581540,
603993.SH,¬е—фов“µ,2019-12-11,12.7328,12.7328,12.3969,12.464,84323630,
603993.SH,¬е—фов“µ,2019-12-12,12.464,12.5648,12.3297,12.3633,54825613,
603993.SH,¬е—фов“µ,2019-12-13,12.4976,12.632,12.464,12.632,92943905,
603993.SH,¬е—фов“µ,2019-12-16,12.6992,12.7328,12.4976,12.632,71534777,
603993.SH,¬е—фов“µ,2019-12-17,12.6992,13.0352,12.632,12.8336,180677063,
603993.SH,¬е—фов“µ,2019-12-18,12.8,12.9008,12.6992,12.8,87573521,
603993.SH,¬е—фов“µ,2019-12-19,12.7664,12.9008,12.7328,12.7664,70151704,
603993.SH,¬е—фов“µ,2019-12-20,12.8336,12.8672,12.4976,12.5312,61505400,
603993.SH,¬е—фов“µ,2019-12-23,12.5312,12.8336,12.464,12.5312,91051901,
603993.SH,¬е—фов“µ,2019-12-24,12.5648,13.7743,12.5312,13.7743,472942878,
603993.SH,¬е—фов“µ,2019-12-25,13.6735,14.2782,13.5055,14.1102,372875144,
603993.SH,¬е—фов“µ,2019-12-26,14.1102,14.211,13.7071,13.9759,196875066,
603993.SH,¬е—фов“µ,2019-12-27,14.043,15.2189,13.9087,14.547,426153960,
603993.SH,¬е—фов“µ,2019-12-30,14.6142,15.1181,14.4462,14.715,285026198,
603993.SH,¬е—фов“µ,2019-12-31,14.5806,14.8829,14.3454,14.6478,204691223,
603993.SH,¬е—фов“µ,2020-01-02,14.7486,14.9501,14.4798,14.6814,244963122,
603993.SH,¬е—фов“µ,2020-01-03,14.8493,15.3533,14.5134,15.0509,311321305,
603993.SH,¬е—фов“µ,2020-01-06,14.9837,15.6221,14.9165,15.0845,330688303,
603993.SH,¬е—фов“µ,2020-01-07,14.9501,15.0845,14.6814,14.8493,183433059,
603993.SH,¬е—фов“µ,2020-01-08,14.8493,15.1517,14.715,14.9837,215318838,
603993.SH,¬е—фов“µ,2020-01-09,15.1181,15.3197,14.715,14.8493,193060575,
603993.SH,¬е—фов“µ,2020-01-10,14.8829,14.8829,14.2446,14.715,290615848,
603993.SH,¬е—фов“µ,2020-01-13,14.6478,14.9165,14.4798,14.7486,125401869,
603993.SH,¬е—фов“µ,2020-01-14,14.9501,16.2268,14.8493,15.8236,462290811,
603993.SH,¬е—фов“µ,2020-01-15,15.6892,15.9244,15.2189,15.3197,301923368,
603993.SH,¬е—фов“µ,2020-01-16,15.3869,15.5213,14.9837,15.0845,134602458,
603993.SH,¬е—фов“µ,2020-01-17,15.0845,15.1517,14.6142,14.8493,140555417,
603993.SH,¬е—фов“µ,2020-01-20,14.8158,14.8493,14.4798,14.715,141883754,
603993.SH,¬е—фов“µ,2020-01-21,14.6478,14.6478,14.1102,14.1102,135223682,
603993.SH,¬е—фов“µ,2020-01-22,14.0766,14.6814,13.9087,14.547,158685682,
603993.SH,¬е—фов“µ,2020-01-23,14.211,14.715,13.6399,13.8415,182479649,
603993.SH,¬е—фов“µ,2020-02-03,12.464,12.464,12.464,12.464,51791000,
603993.SH,¬е—фов“µ,2020-02-04,11.9601,12.968,11.9601,12.6992,237353075,
603993.SH,¬е—фов“µ,2020-02-05,12.968,13.9423,12.7664,13.3375,273335797,
603993.SH,¬е—фов“µ,2020-02-06,13.1024,13.4047,12.8672,13.3375,241527981,
603993.SH,¬е—фов“µ,2020-02-07,13.1696,13.2032,12.8336,13.0352,143642880,
603993.SH,¬е—фов“µ,2020-02-10,12.8672,13.8415,12.8,13.7071,258733234,
603993.SH,¬е—фов“µ,2020-02-11,13.7743,14.5806,13.5055,14.379,380750755,
603993.SH,¬е—фов“µ,2020-02-12,14.1774,15.8236,14.043,15.8236,463259554,
603993.SH,¬е—фов“µ,2020-02-13,16.5291,17.4026,15.8572,16.8651,786509987,
603993.SH,¬е—фов“µ,2020-02-14,17.1675,18.5449,16.9659,18.2089,826779439,
603993.SH,¬е—фов“µ,2020-02-17,17.8394,18.2425,17.6042,18.1417,530717457,
603993.SH,¬е—фов“µ,2020-02-18,17.9066,18.2089,17.369,17.6378,487248483,
603993.SH,¬е—фов“µ,2020-02-19,16.4619,16.5627,15.8908,15.8908,748946521,
603993.SH,¬е—фов“µ,2020-02-20,16.0588,16.1932,15.4205,15.7228,460436395,
603993.SH,¬е—фов“µ,2020-02-21,15.5549,15.8908,15.2189,15.4541,428622813,
603993.SH,¬е—фов“µ,2020-02-24,15.2189,15.2525,14.3118,14.8158,462607552,
603993.SH,¬е—фов“µ,2020-02-25,14.547,15.5213,14.4126,15.4541,552691288,
603993.SH,¬е—фов“µ,2020-02-26,15.1181,15.2525,14.6142,14.715,356247697,
603993.SH,¬е—фов“µ,2020-02-27,14.7822,15.0173,14.5134,14.715,212186408,
603993.SH,¬е—фов“µ,2020-02-28,14.211,14.4798,13.5727,13.6735,292972934,
603993.SH,¬е—фов“µ,2020-03-02,13.8415,14.3118,13.7071,14.1774,195945122,
603993.SH,¬е—фов“µ,2020-03-03,14.3118,14.8158,14.211,14.3454,275401805,
603993.SH,¬е—фов“µ,2020-03-04,14.4462,14.6142,13.9759,14.4126,243199603,
603993.SH,¬е—фов“µ,2020-03-05,14.4798,14.547,14.211,14.5134,212743952,
603993.SH,¬е—фов“µ,2020-03-06,14.3118,14.8493,14.211,14.547,310088255,
603993.SH,¬е—фов“µ,2020-03-09,14.6478,14.7486,13.9087,14.0095,260910002,
603993.SH,¬е—фов“µ,2020-03-10,13.6735,14.2446,13.4383,14.1774,237156126,
603993.SH,¬е—фов“µ,2020-03-11,14.211,14.211,13.7071,13.7071,178124621,
603993.SH,¬е—фов“µ,2020-03-12,13.4719,13.6399,13.1024,13.2032,182786989,
603993.SH,¬е—фов“µ,2020-03-13,12.3969,13.0688,12.2289,12.9344,189694733,
603993.SH,¬е—фов“µ,2020-03-16,13.0016,13.0352,12.3297,12.3969,154480357,
603993.SH,¬е—фов“µ,2020-03-17,12.4304,12.6992,12.0609,12.5984,146541806,
603993.SH,¬е—фов“µ,2020-03-18,12.632,12.8,12.0945,12.0945,177738499,
603993.SH,¬е—фов“µ,2020-03-19,12.0609,12.2289,11.7249,11.9601,164016946,
603993.SH,¬е—фов“µ,2020-03-20,12.1281,12.1953,11.7921,12.0273,108778897,
603993.SH,¬е—фов“µ,2020-03-23,11.6577,11.7585,11.389,11.4562,131989249,
603993.SH,¬е—фов“µ,2020-03-24,11.6913,11.9601,11.6242,11.8593,154611006,
603993.SH,¬е—фов“µ,2020-03-25,12.1617,12.2289,11.9601,12.0945,140445916,
603993.SH,¬е—фов“µ,2020-03-26,12.0273,12.0273,11.7921,11.7921,109077106,
603993.SH,¬е—фов“µ,2020-03-27,11.9265,11.9601,11.6242,11.6577,101881471,
603993.SH,¬е—фов“µ,2020-03-30,11.4562,11.6242,11.3554,11.5234,100226007,
603993.SH,¬е—фов“µ,2020-03-31,11.6242,11.7249,11.389,11.6577,124802052,
603993.SH,¬е—фов“µ,2020-04-01,11.557,12.1953,11.557,11.9265,182911996,
603993.SH,¬е—фов“µ,2020-04-02,11.8257,12.0945,11.7921,12.0945,113317648,
603993.SH,¬е—фов“µ,2020-04-03,12.0273,12.1617,11.7921,11.8593,92618583,
603993.SH,¬е—фов“µ,2020-04-07,12.0609,12.2625,11.9265,12.1953,139206340,
603993.SH,¬е—фов“µ,2020-04-08,12.0945,12.4976,11.9601,12.2289,165131419,
603993.SH,¬е—фов“µ,2020-04-09,12.3969,12.3969,12.1281,12.1953,94366530,
603993.SH,¬е—фов“µ,2020-04-10,12.1953,12.2289,11.8257,11.8593,94070852,
603993.SH,¬е—фов“µ,2020-04-13,11.7585,11.7921,11.6577,11.7249,50115278,
603993.SH,¬е—фов“µ,2020-04-14,11.7921,12.1953,11.7585,12.1953,134959480,
603993.SH,¬е—фов“µ,2020-04-15,12.1617,12.1617,11.9601,11.9937,92786917,
603993.SH,¬е—фов“µ,2020-04-16,11.8929,12.0609,11.8593,11.9265,80366577,
603993.SH,¬е—фов“µ,2020-04-17,11.9937,12.1617,11.9265,11.9937,99081905,
603993.SH,¬е—фов“µ,2020-04-20,11.9937,12.0273,11.7921,11.8593,79918257,
603993.SH,¬е—фов“µ,2020-04-21,11.7921,11.8257,11.5906,11.6242,97790895,
603993.SH,¬е—фов“µ,2020-04-22,11.557,11.7585,11.4898,11.6913,59096850,
603993.SH,¬е—фов“µ,2020-04-23,11.7585,11.8257,11.5906,11.6577,66619692,
603993.SH,¬е—фов“µ,2020-04-24,11.6242,11.7249,11.4898,11.5234,65422696,
603993.SH,¬е—фов“µ,2020-04-27,11.5234,11.6913,11.4226,11.4898,58697892,
603993.SH,¬е—фов“µ,2020-04-28,11.4898,11.5234,10.9858,11.2546,85823538,
603993.SH,¬е—фов“µ,2020-04-29,11.221,11.3218,11.1538,11.2546,46749107,
603993.SH,¬е—фов“µ,2020-04-30,11.4226,11.7249,11.4226,11.6913,101720144,
603993.SH,¬е—фов“µ,2020-05-06,11.7921,12.3633,11.7921,12.2625,238465485,
603993.SH,¬е—фов“µ,2020-05-07,12.1281,12.3633,12.0945,12.1281,145649034,
603993.SH,¬е—фов“µ,2020-05-08,12.2625,12.4304,12.0609,12.2625,137349400,
603993.SH,¬е—фов“µ,2020-05-11,12.2625,12.2961,11.9937,12.0273,105316531,
603993.SH,¬е—фов“µ,2020-05-12,11.9265,12.0273,11.7249,11.8929,77363494,
603993.SH,¬е—фов“µ,2020-05-13,11.8257,12.0945,11.7585,11.9265,81104798,
603993.SH,¬е—фов“µ,2020-05-14,11.8929,11.9265,11.6577,11.6577,84517646,
603993.SH,¬е—фов“µ,2020-05-15,11.7585,11.8257,11.6242,11.6913,61182513,
603993.SH,¬е—фов“µ,2020-05-18,11.7585,12.0609,11.5906,11.9601,111959939,
603993.SH,¬е—фов“µ,2020-05-19,12.0273,12.0609,11.8593,11.9265,69548978,
603993.SH,¬е—фов“µ,2020-05-20,11.9601,12.1281,11.8929,11.9265,90415545,
603993.SH,¬е—фов“µ,2020-05-21,11.8929,11.9265,11.6913,11.7249,64922138,
603993.SH,¬е—фов“µ,2020-05-22,11.6913,11.6913,11.4226,11.4898,74194598,
603993.SH,¬е—фов“µ,2020-05-25,11.4898,11.5906,11.2546,11.3218,92091129,
603993.SH,¬е—фов“µ,2020-05-26,11.3554,11.4898,11.3218,11.4898,46440116,
603993.SH,¬е—фов“µ,2020-05-27,11.4562,11.4898,11.3218,11.3554,44730118,
603993.SH,¬е—фов“µ,2020-05-28,11.389,11.557,11.3554,11.5234,66342460,
603993.SH,¬е—фов“µ,2020-05-29,11.4562,11.6577,11.389,11.4898,69581640,
603993.SH,¬е—фов“µ,2020-06-01,11.5906,11.8929,11.5234,11.8929,110038742,
603993.SH,¬е—фов“µ,2020-06-02,11.8929,11.9601,11.7585,11.8257,93034781,
603993.SH,¬е—фов“µ,2020-06-03,11.8593,11.8929,11.7249,11.7585,73879559,
603993.SH,¬е—фов“µ,2020-06-04,11.8257,12.464,11.7249,12.3633,319555837,
603993.SH,¬е—фов“µ,2020-06-05,12.2961,12.3297,12.0273,12.1281,138938015,
603993.SH,¬е—фов“µ,2020-06-08,12.1953,12.6992,12.1281,12.464,238306331,
603993.SH,¬е—фов“µ,2020-06-09,12.4976,12.6656,12.3297,12.4976,131064568,
603993.SH,¬е—фов“µ,2020-06-10,12.4304,12.4976,12.1281,12.1617,103643700,
603993.SH,¬е—фов“µ,2020-06-11,12.2625,12.464,12.0609,12.1281,109271476,
603993.SH,¬е—фов“µ,2020-06-12,11.8593,12.0609,11.7921,11.9937,90544037,
603993.SH,¬е—фов“µ,2020-06-15,11.9937,12.0609,11.7585,11.8257,90320551,
603993.SH,¬е—фов“µ,2020-06-16,11.9937,12.968,11.8929,12.6656,374236183,
603993.SH,¬е—фов“µ,2020-06-17,12.7328,13.136,12.5984,12.6992,294955706,
603993.SH,¬е—фов“µ,2020-06-18,12.6992,12.968,12.5312,12.6992,172187994,
603993.SH,¬е—фов“µ,2020-06-19,12.7664,12.9344,12.632,12.7328,190258081,
603993.SH,¬е—фов“µ,2020-06-22,12.7664,12.968,12.5984,12.6992,169741671,
603993.SH,¬е—фов“µ,2020-06-23,12.6992,12.7664,12.464,12.5648,127103765,
603993.SH,¬е—фов“µ,2020-06-24,12.4976,12.5984,12.3633,12.4304,114730302,
603993.SH,¬е—фов“µ,2020-06-29,12.3969,12.5312,12.1953,12.2961,99098198,
603993.SH,¬е—фов“µ,2020-06-30,12.33,12.6018,12.2961,12.4659,87662681,
603993.SH,¬е—фов“µ,2020-07-01,12.4999,12.8395,12.4659,12.7376,153872934,
603993.SH,¬е—фов“µ,2020-07-02,12.7376,13.1792,12.6357,13.1452,272731861,
603993.SH,¬е—фов“µ,2020-07-03,13.3151,14.436,13.2811,13.8246,404761298,
603993.SH,¬е—фов“µ,2020-07-06,14.0624,14.8096,13.9604,14.7757,464360676,
603993.SH,¬е—фов“µ,2020-07-07,15.0474,15.3871,14.436,14.6398,440633465,
603993.SH,¬е—фов“µ,2020-07-08,14.6058,15.2172,14.3681,15.0814,423178752,
603993.SH,¬е—фов“µ,2020-07-09,15.1153,15.455,14.9455,15.3531,359075326,
603993.SH,¬е—фов“µ,2020-07-10,15.1153,15.2172,14.5379,14.5719,325205630,
603993.SH,¬е—фов“µ,2020-07-13,14.9455,16.0324,14.9115,16.0324,464425048,
603993.SH,¬е—фов“µ,2020-07-14,16.0324,16.474,15.5569,15.9645,562909158,
603993.SH,¬е—фов“µ,2020-07-15,16.2362,16.3721,14.7077,14.9795,445185511,
603993.SH,¬е—фов“µ,2020-07-16,14.9795,15.1833,13.9604,14.0284,318503284,
603993.SH,¬е—фов“µ,2020-07-17,13.9944,14.2662,13.7566,13.9944,203910257,
603993.SH,¬е—фов“µ,2020-07-20,14.1982,15.3531,14.0963,15.2852,347718339,
603993.SH,¬е—фов“µ,2020-07-21,15.5569,15.6248,14.9455,15.1493,216410104,
603993.SH,¬е—фов“µ,2020-07-22,15.6248,15.8286,15.0134,15.0814,273214117,
603993.SH,¬е—фов“µ,2020-07-23,14.9115,15.3871,14.7757,15.0814,232796310,
603993.SH,¬е—фов“µ,2020-07-24,15.0134,15.0134,14.1982,14.3341,252068499,
603993.SH,¬е—фов“µ,2020-07-27,14.3681,15.1833,14.3341,14.9115,292244528,
603993.SH,¬е—фов“µ,2020-07-28,15.455,16.0664,15.1493,15.3871,467831206,
603993.SH,¬е—фов“µ,2020-07-29,15.421,15.5229,15.0474,15.455,269480675,
603993.SH,¬е—фов“µ,2020-07-30,15.7267,15.7947,15.1493,15.1833,279772148,
603993.SH,¬е—фов“µ,2020-07-31,14.8096,15.1153,14.6398,14.9455,283442162,
603993.SH,¬е—фов“µ,2020-08-03,15.0474,15.455,14.8096,15.421,308380834,
603993.SH,¬е—фов“µ,2020-08-04,15.9305,16.3042,15.5909,15.8966,499893121,
603993.SH,¬е—фов“µ,2020-08-05,15.7947,16.6438,15.3871,16.474,596902811,
603993.SH,¬е—фов“µ,2020-08-06,16.5419,17.0175,16.2362,16.7118,563305729,
603993.SH,¬е—фов“µ,2020-08-07,16.6438,16.6778,15.9645,16.1683,373858971,
603993.SH,¬е—фов“µ,2020-08-10,15.7947,15.8286,15.3191,15.5229,365177497,
603993.SH,¬е—фов“µ,2020-08-11,15.455,15.6588,14.9455,15.0474,245200680,
603993.SH,¬е—фов“µ,2020-08-12,14.7757,14.9795,14.2662,14.8776,265571129,
603993.SH,¬е—фов“µ,2020-08-13,14.7757,14.8436,14.5039,14.6398,134245813,
603993.SH,¬е—фов“µ,2020-08-14,14.5719,14.8776,14.5039,14.7757,108339826,
603993.SH,¬е—фов“µ,2020-08-17,14.8096,15.2172,14.6738,15.1833,209939292,
603993.SH,¬е—фов“µ,2020-08-18,15.2512,15.421,15.0474,15.1153,173756349,
603993.SH,¬е—фов“µ,2020-08-19,15.1493,15.3531,15.0134,15.0134,181649310,
603993.SH,¬е—фов“µ,2020-08-20,15.455,15.6588,15.1493,15.2172,256828538,
603993.SH,¬е—фов“µ,2020-08-21,15.2172,15.421,14.9455,15.2172,183995759,
603993.SH,¬е—фов“µ,2020-08-24,15.1833,15.1833,14.8096,14.9455,148099972,
603993.SH,¬е—фов“µ,2020-08-25,14.9455,14.9795,14.436,14.5379,176097233,
603993.SH,¬е—фов“µ,2020-08-26,14.436,14.6738,14.0624,14.1303,152010050,
603993.SH,¬е—фов“µ,2020-08-27,14.1643,14.2662,13.9265,14.2322,131321944,
603993.SH,¬е—фов“µ,2020-08-28,14.1643,14.3681,14.0284,14.3681,141598024,
603993.SH,¬е—фов“µ,2020-08-31,14.5039,14.9115,14.5039,14.5379,205394064,
603993.SH,¬е—фов“µ,2020-09-01,14.47,14.8776,14.402,14.8436,174369127,
603993.SH,¬е—фов“µ,2020-09-02,14.7077,14.7417,14.2662,14.3681,201796074,
603993.SH,¬е—фов“µ,2020-09-03,14.3681,14.436,14.1643,14.2322,90031294,
603993.SH,¬е—фов“µ,2020-09-04,14.0284,14.1982,13.9265,14.1643,80120207,
603993.SH,¬е—фов“µ,2020-09-07,14.0963,14.3681,13.9265,13.9944,121487152,
603993.SH,¬е—фов“µ,2020-09-08,13.9944,14.0624,13.6208,13.9265,137162609,
603993.SH,¬е—фов“µ,2020-09-09,13.7227,13.8246,13.5868,13.6547,114066851,
603993.SH,¬е—фов“µ,2020-09-10,13.8246,13.9265,13.5868,13.6208,108725566,
603993.SH,¬е—фов“µ,2020-09-11,13.5868,13.6887,13.349,13.5189,107974298,
603993.SH,¬е—фов“µ,2020-09-14,13.5189,13.8585,13.5189,13.6887,89602159,
603993.SH,¬е—фов“µ,2020-09-15,13.6887,13.8246,13.6208,13.7566,74422918,
603993.SH,¬е—фов“µ,2020-09-16,13.7566,13.8246,13.5528,13.7227,83969601,
603993.SH,¬е—фов“µ,2020-09-17,13.6547,13.7227,13.4849,13.5528,93642872,
603993.SH,¬е—фов“µ,2020-09-18,13.5868,13.9944,13.5528,13.9604,148910625,
603993.SH,¬е—фов“µ,2020-09-21,14.0284,14.0624,13.7566,13.8246,95195755,
603993.SH,¬е—фов“µ,2020-09-22,13.7227,13.7566,13.417,13.5189,123253237,
603993.SH,¬е—фов“µ,2020-09-23,13.4509,13.5189,13.349,13.383,67792117,
603993.SH,¬е—фов“µ,2020-09-24,13.2811,13.2811,12.9075,12.9414,112042048,
603993.SH,¬е—фов“µ,2020-09-25,13.0094,13.0433,12.6357,12.7716,96289811,
603993.SH,¬е—фов“µ,2020-09-28,12.8056,12.8735,12.6018,12.6357,62073451,
603993.SH,¬е—фов“µ,2020-09-29,12.7376,12.8395,12.7037,12.7376,60952767,
603993.SH,¬е—фов“µ,2020-09-30,12.7716,12.7716,12.4999,12.6357,80178907,
603993.SH,¬е—фов“µ,2020-10-09,12.9754,13.2471,12.9075,13.1792,106809842,
603993.SH,¬е—фов“µ,2020-10-12,13.3151,13.4849,13.2132,13.4509,105887844,
603993.SH,¬е—фов“µ,2020-10-13,13.4509,13.4509,13.2811,13.417,62161605,
603993.SH,¬е—фов“µ,2020-10-14,13.383,13.417,13.1792,13.2132,64120497,
603993.SH,¬е—фов“µ,2020-10-15,13.2132,13.349,13.1792,13.2132,51657215,
603993.SH,¬е—фов“µ,2020-10-16,13.2471,13.349,13.1792,13.2471,60356981,
603993.SH,¬е—фов“µ,2020-10-19,13.2471,13.4509,13.2132,13.2811,55726357,
603993.SH,¬е—фов“µ,2020-10-20,13.2471,13.5528,13.1452,13.5189,100614042,
603993.SH,¬е—фов“µ,2020-10-21,13.5189,13.6547,13.349,13.4509,68750652,
603993.SH,¬е—фов“µ,2020-10-22,13.349,13.417,13.2132,13.383,48678351,
603993.SH,¬е—фов“µ,2020-10-23,13.383,13.4509,13.2811,13.3151,44820027,
603993.SH,¬е—фов“µ,2020-10-26,13.3151,13.349,13.1113,13.2132,51303149,
603993.SH,¬е—фов“µ,2020-10-27,13.0773,13.417,13.0773,13.383,61183337,
603993.SH,¬е—фов“µ,2020-10-28,13.3151,13.417,13.1792,13.349,61669523,
603993.SH,¬е—фов“µ,2020-10-29,13.2132,13.7227,13.1452,13.6547,149969506,
603993.SH,¬е—фов“µ,2020-10-30,13.5528,13.6208,13.383,13.417,138549987,
603993.SH,¬е—фов“µ,2020-11-02,13.383,13.7566,13.349,13.6887,116373616,
603993.SH,¬е—фов“µ,2020-11-03,13.7566,14.402,13.6887,14.2322,213149416,
603993.SH,¬е—фов“µ,2020-11-04,14.1643,14.1643,13.8585,14.0624,131253709,
603993.SH,¬е—фов“µ,2020-11-05,14.1303,14.436,13.9944,14.2662,158363016,
603993.SH,¬е—фов“µ,2020-11-06,14.3001,14.6398,14.1982,14.402,169442491,
603993.SH,¬е—фов“µ,2020-11-09,14.5719,14.9115,14.3341,14.7417,274218157,
603993.SH,¬е—фов“µ,2020-11-10,14.6398,14.6398,14.2662,14.3341,173239985,
603993.SH,¬е—фов“µ,2020-11-11,14.3341,14.5039,14.2322,14.2662,115735688,
603993.SH,¬е—фов“µ,2020-11-12,14.1982,14.5379,14.0963,14.3341,116078681,
603993.SH,¬е—фов“µ,2020-11-13,14.2662,14.8436,14.2662,14.7757,302105076,
603993.SH,¬е—фов“µ,2020-11-16,14.7077,15.8626,14.6398,15.6928,528576782,
603993.SH,¬е—фов“µ,2020-11-17,15.489,15.7267,15.0134,15.2172,354016615,
603993.SH,¬е—фов“µ,2020-11-18,15.3871,15.7947,15.2172,15.5229,316477965,
603993.SH,¬е—фов“µ,2020-11-19,15.489,15.9645,15.2172,15.5229,269152707,
603993.SH,¬е—фов“µ,2020-11-20,15.3531,16.1343,15.1833,16.0664,369710916,
603993.SH,¬е—фов“µ,2020-11-23,16.2702,16.7457,16.0324,16.3042,458354140,
603993.SH,¬е—фов“µ,2020-11-24,16.1004,16.5759,15.8966,16.508,324173572,
603993.SH,¬е—фов“µ,2020-11-25,16.508,16.6099,15.7267,15.7267,283396148,
603993.SH,¬е—фов“µ,2020-11-26,15.8286,15.8626,15.2512,15.5569,236370781,
603993.SH,¬е—фов“µ,2020-11-27,15.5229,15.6928,15.0814,15.5229,201528563,
603993.SH,¬е—фов“µ,2020-11-30,15.455,16.1004,15.421,15.5909,261423664,
603993.SH,¬е—фов“µ,2020-12-01,15.5569,15.7267,15.1833,15.6588,173089399,
603993.SH,¬е—фов“µ,2020-12-02,15.6588,16.0664,15.5909,15.7947,207756349,
603993.SH,¬е—фов“µ,2020-12-03,15.6248,15.7267,15.3531,15.3871,138620896,
603993.SH,¬е—фов“µ,2020-12-04,15.2852,15.8626,15.2172,15.8286,180135124,
603993.SH,¬е—фов“µ,2020-12-07,15.8286,15.9985,15.489,15.489,146738322,
603993.SH,¬е—фов“µ,2020-12-08,15.455,15.5909,15.1493,15.2512,148945598,
603993.SH,¬е—фов“µ,2020-12-09,15.2852,15.7947,15.2172,15.3871,223256198,
603993.SH,¬е—фов“µ,2020-12-10,15.2512,15.3531,14.7077,14.8776,213863244,
603993.SH,¬е—фов“µ,2020-12-11,15.1493,15.3191,14.5039,14.6398,193071205,
603993.SH,¬е—фов“µ,2020-12-14,14.9455,15.9645,14.7757,15.7607,390056737,
603993.SH,¬е—фов“µ,2020-12-15,15.7947,16.0324,15.489,16.0324,283051464,
603993.SH,¬е—фов“µ,2020-12-16,15.8966,16.1683,15.7267,15.7947,182730980,
603993.SH,¬е—фов“µ,2020-12-17,15.7267,17.3911,15.6588,17.3911,799544764,
603993.SH,¬е—фов“µ,2020-12-18,17.2553,17.4591,16.8476,17.1873,643031154,
603993.SH,¬е—фов“µ,2020-12-21,17.2213,17.7648,16.9156,17.5949,582047563,
603993.SH,¬е—фов“µ,2020-12-22,17.2213,17.4251,16.3042,16.4061,593703321,
603993.SH,¬е—фов“µ,2020-12-23,16.3721,17.0514,16.3042,16.5759,368394150,
603993.SH,¬е—фов“µ,2020-12-24,16.5759,16.8137,16.3042,16.7118,235342062,
603993.SH,¬е—фов“µ,2020-12-25,16.5419,18.3762,16.3721,18.3762,762035906,
603993.SH,¬е—фов“µ,2020-12-28,18.8517,20.2104,18.7838,20.2104,933414551,
603993.SH,¬е—фов“µ,2020-12-29,20.8897,20.9916,18.8517,19.3952,848448376,
603993.SH,¬е—фов“µ,2020-12-30,19.9047,20.4482,19.1234,19.9047,771099043,
603993.SH,¬е—фов“µ,2020-12-31,19.8028,21.671,19.7348,21.2294,735785546,
603993.SH,¬е—фов“µ,2021-01-04,21.3313,23.0636,20.9237,22.1805,765332022,
603993.SH,¬е—фов“µ,2021-01-05,21.5691,22.0106,20.7878,21.637,644761906,
603993.SH,¬е—фов“µ,2021-01-06,22.0446,23.0976,21.4672,22.9277,671083287,
603993.SH,¬е—фов“µ,2021-01-07,22.9617,25.2375,22.7239,24.9997,998586991,
603993.SH,¬е—фов“µ,2021-01-08,24.9997,25.1696,23.0976,25.1356,870495678,
603993.SH,¬е—фов“µ,2021-01-11,24.4563,24.8299,22.622,22.9617,756501100,
603993.SH,¬е—фов“µ,2021-01-12,22.2824,23.9807,21.8748,23.3693,607832284,
603993.SH,¬е—фов“µ,2021-01-13,23.3353,23.9128,21.3992,21.8748,683705339,
603993.SH,¬е—фов“µ,2021-01-14,21.3992,21.9767,20.9237,21.2973,493799421,
603993.SH,¬е—фов“µ,2021-01-15,21.3992,21.9767,20.7199,21.603,444421669,
603993.SH,¬е—фов“µ,2021-01-18,21.0596,21.5011,20.618,21.1954,416716742,
603993.SH,¬е—фов“µ,2021-01-19,21.2634,21.7049,19.7688,20.0066,559869187,
603993.SH,¬е—фов“µ,2021-01-20,20.0405,21.2973,20.0405,21.0596,484385308,
603993.SH,¬е—фов“µ,2021-01-21,20.9237,21.9767,20.5501,21.4332,514155183,
603993.SH,¬е—фов“µ,2021-01-22,21.2294,22.4862,20.9237,22.1125,551942008,
603993.SH,¬е—фов“µ,2021-01-25,22.2824,23.6411,21.7729,22.7579,597989262,
603993.SH,¬е—фов“µ,2021-01-26,22.3843,22.656,21.0935,21.3313,408575819,
603993.SH,¬е—фов“µ,2021-01-27,21.3992,21.9767,20.3802,21.637,397186268,
