іъ¬л,Љт≥∆,»’∆Џ,њ™≈ћЉџ(‘™),„оЄяЉџ(‘™),„оµЌЉџ(‘™), ’≈ћЉџ(‘™),≥…љїЅњ(є…),
603993.SH,¬е—фов“µ,2017-04-17,15.7754,16.4487,15.5509,16.1922,123028503,
603993.SH,¬е—фов“µ,2017-04-18,16.096,16.2884,15.7433,15.7754,71520782,
603993.SH,¬е—фов“µ,2017-04-19,15.6471,15.6792,14.4607,14.8134,137314645,
603993.SH,¬е—фов“µ,2017-04-20,14.8134,15.0379,14.4287,14.7493,73558962,
603993.SH,¬е—фов“µ,2017-04-21,14.8455,14.9417,14.3646,14.3966,63048395,
603993.SH,¬е—фов“µ,2017-04-24,14.3646,14.3646,13.4347,13.4988,116897668,
603993.SH,¬е—фов“µ,2017-04-25,13.4347,13.6592,13.3385,13.563,72056941,
603993.SH,¬е—фов“µ,2017-04-26,13.595,13.8836,13.4988,13.6912,64795237,
603993.SH,¬е—фов“µ,2017-04-27,13.6271,14.1722,13.2103,14.0439,100008272,
603993.SH,¬е—фов“µ,2017-04-28,14.1722,14.3004,13.9798,14.108,52408866,
603993.SH,¬е—фов“µ,2017-05-02,14.1401,14.9738,13.9798,14.4928,88555440,
603993.SH,¬е—фов“µ,2017-05-03,14.3314,14.8801,14.3314,14.4283,58089924,
603993.SH,¬е—фов“µ,2017-05-04,14.3314,14.4283,13.9764,14.0732,72505821,
603993.SH,¬е—фов“µ,2017-05-05,13.8795,13.8795,13.3308,13.7827,69479848,
603993.SH,¬е—фов“µ,2017-05-08,13.6536,13.9118,13.589,13.8472,47210293,
603993.SH,¬е—фов“µ,2017-05-09,13.7504,13.8795,13.589,13.8472,45432039,
603993.SH,¬е—фов“µ,2017-05-10,13.7504,13.9441,13.2985,13.3631,46148483,
603993.SH,¬е—фов“µ,2017-05-11,13.2985,13.4922,12.9435,13.4599,69221034,
603993.SH,¬е—фов“µ,2017-05-12,13.3308,13.4599,13.2017,13.2985,37769579,
603993.SH,¬е—фов“µ,2017-05-15,13.3308,13.6859,13.2985,13.4922,39183800,
603993.SH,¬е—фов“µ,2017-05-16,13.4599,14.2023,13.3308,14.1378,93721715,
603993.SH,¬е—фов“µ,2017-05-17,14.0409,14.2023,13.9441,14.0409,50300096,
603993.SH,¬е—фов“µ,2017-05-18,13.9441,14.1055,13.815,13.9118,37642558,
603993.SH,¬е—фов“µ,2017-05-19,14.4283,14.5251,13.815,13.9441,65975007,
603993.SH,¬е—фов“µ,2017-05-22,13.7181,13.9441,13.5567,13.6859,45315299,
603993.SH,¬е—фов“µ,2017-05-23,13.7181,13.7827,13.2985,13.7504,49888289,
603993.SH,¬е—фов“µ,2017-05-24,13.589,13.8472,13.3954,13.8472,38335465,
603993.SH,¬е—фов“µ,2017-05-25,13.7504,13.9441,13.4276,13.8472,70898962,
603993.SH,¬е—фов“µ,2017-05-26,13.7504,13.8472,13.5567,13.6536,38797718,
603993.SH,¬е—фов“µ,2017-05-31,13.7504,13.8472,13.5567,13.589,39716538,
603993.SH,¬е—фов“µ,2017-06-01,13.5567,13.5567,13.008,13.1371,79660839,
603993.SH,¬е—фов“µ,2017-06-02,13.008,13.1694,12.7821,13.0403,57092821,
603993.SH,¬е—фов“µ,2017-06-05,13.0403,13.2017,13.008,13.1371,28560300,
603993.SH,¬е—фов“µ,2017-06-06,13.0726,13.234,13.0403,13.2017,21311377,
603993.SH,¬е—фов“µ,2017-06-07,13.234,13.4599,13.1049,13.4276,46740194,
603993.SH,¬е—фов“µ,2017-06-08,13.3954,13.6859,13.3308,13.4599,54159852,
603993.SH,¬е—фов“µ,2017-06-09,13.4599,13.6859,13.3954,13.5567,45817139,
603993.SH,¬е—фов“µ,2017-06-12,13.5567,13.9441,13.4599,13.6213,69743206,
603993.SH,¬е—фов“µ,2017-06-13,13.6213,14.8801,13.6213,14.5251,205955138,
603993.SH,¬е—фов“µ,2017-06-14,14.8479,15.4289,14.5574,14.6865,183291619,
603993.SH,¬е—фов“µ,2017-06-15,14.6865,15.1706,14.6219,14.9124,148458985,
603993.SH,¬е—фов“µ,2017-06-16,15.1061,16.3972,14.9124,16.2681,394475517,
603993.SH,¬е—фов“µ,2017-06-19,16.0422,16.1713,15.7516,15.9776,211608214,
603993.SH,¬е—фов“µ,2017-06-20,16.0744,16.2358,15.7516,16.0422,202698501,
603993.SH,¬е—фов“µ,2017-06-21,15.9776,16.1067,15.6548,16.0744,136076891,
603993.SH,¬е—фов“µ,2017-06-22,16.0422,16.1713,15.3966,15.6871,186072481,
603993.SH,¬е—фов“µ,2017-06-23,15.558,15.8808,15.1384,15.5903,145316646,
603993.SH,¬е—фов“µ,2017-06-26,15.7516,15.8808,15.4934,15.7194,151505133,
603993.SH,¬е—фов“µ,2017-06-27,15.6225,16.0099,15.3966,15.8808,141267994,
603993.SH,¬е—фов“µ,2017-06-28,15.7516,15.8485,15.4934,15.6225,94820388,
603993.SH,¬е—фов“µ,2017-06-29,15.6225,16.3004,15.5257,16.0422,171090706,
603993.SH,¬е—фов“µ,2017-06-30,16.0099,16.494,15.7839,16.3327,132658048,
603993.SH,¬е—фов“µ,2017-07-03,16.3972,16.72,16.3327,16.3649,123594636,
603993.SH,¬е—фов“µ,2017-07-04,16.3649,16.5909,15.4611,15.6548,176344629,
603993.SH,¬е—фов“µ,2017-07-05,15.6225,17.1073,15.558,16.7523,236825252,
603993.SH,¬е—фов“µ,2017-07-06,16.6877,18.4307,16.5909,18.4307,455452077,
603993.SH,¬е—фов“µ,2017-07-07,18.4307,19.7541,18.0111,19.2699,391609911,
603993.SH,¬е—фов“µ,2017-07-10,19.4313,21.2066,19.1408,21.013,402303449,
603993.SH,¬е—фов“µ,2017-07-11,20.4965,20.4965,19.1408,19.6573,378441301,
603993.SH,¬е—фов“µ,2017-07-12,19.6573,19.9478,18.8826,19.8832,328653788,
603993.SH,¬е—фов“µ,2017-07-13,20.3351,20.4965,19.2054,19.2699,354521041,
603993.SH,¬е—фов“µ,2017-07-14,19.044,20.8838,18.6889,20.3351,397227357,
603993.SH,¬е—фов“µ,2017-07-17,20.0446,21.7231,19.044,20.7547,427942884,
603993.SH,¬е—фов“µ,2017-07-18,20.3674,21.4649,20.0446,21.3357,335393251,
603993.SH,¬е—фов“µ,2017-07-19,20.9807,23.4661,20.8838,23.111,571235572,
603993.SH,¬е—фов“µ,2017-07-20,22.8205,24.2408,22.6269,23.0787,494533068,
603993.SH,¬е—фов“µ,2017-07-21,22.8205,23.8857,22.6591,23.7566,323369287,
603993.SH,¬е—фов“µ,2017-07-24,23.7889,24.7572,22.756,23.3047,378691985,
603993.SH,¬е—фов“µ,2017-07-25,22.9496,23.3047,21.949,22.7237,342761371,
603993.SH,¬е—фов“µ,2017-07-26,23.111,23.2724,22.0781,22.8528,345043538,
603993.SH,¬е—фов“µ,2017-07-27,22.53,22.6591,20.6256,21.3035,412099947,
603993.SH,¬е—фов“µ,2017-07-28,21.1421,23.0787,20.9484,22.6269,402734317,
603993.SH,¬е—фов“µ,2017-07-31,22.3041,23.7243,22.2072,23.337,437536494,
603993.SH,¬е—фов“µ,2017-08-01,23.1433,23.4015,22.3041,22.756,282404592,
603993.SH,¬е—фов“µ,2017-08-02,22.6269,24.3376,22.3364,23.111,443069226,
603993.SH,¬е—фов“µ,2017-08-03,23.7243,24.5313,23.111,24.1116,486281800,
603993.SH,¬е—фов“µ,2017-08-04,23.8857,24.1116,22.5946,22.6269,438193504,
603993.SH,¬е—фов“µ,2017-08-07,22.6914,23.4338,22.2072,23.2401,277028021,
603993.SH,¬е—фов“µ,2017-08-08,23.2079,24.0471,22.6914,23.0142,310347317,
603993.SH,¬е—фов“µ,2017-08-09,23.0142,23.1433,22.3364,22.9496,200502743,
603993.SH,¬е—фов“µ,2017-08-10,22.8528,22.8528,21.7231,21.7876,257679016,
603993.SH,¬е—фов“µ,2017-08-11,21.5617,22.0136,19.7541,20.0446,276304088,
603993.SH,¬е—фов“µ,2017-08-14,20.1737,21.1421,20.0446,20.8193,183851318,
603993.SH,¬е—фов“µ,2017-08-15,20.5611,20.8516,20.3674,20.6579,130789393,
603993.SH,¬е—фов“µ,2017-08-16,20.6256,20.8516,19.8832,20.0769,141690570,
603993.SH,¬е—фов“µ,2017-08-17,20.7225,20.8516,20.1092,20.206,139651551,
603993.SH,¬е—фов“µ,2017-08-18,19.9155,19.9801,19.4313,19.7541,149894734,
603993.SH,¬е—фов“µ,2017-08-21,19.7864,20.3997,19.5604,20.206,140336026,
603993.SH,¬е—фов“µ,2017-08-22,20.0769,22.0459,20.0123,21.5294,352515701,
603993.SH,¬е—фов“µ,2017-08-23,21.3357,21.4649,20.5288,20.9161,187640869,
603993.SH,¬е—фов“µ,2017-08-24,21.1098,21.1743,20.3674,20.5288,121809860,
603993.SH,¬е—фов“µ,2017-08-25,20.6256,21.6262,20.3997,21.2389,205198400,
603993.SH,¬е—фов“µ,2017-08-28,20.9484,22.0136,20.8516,21.4971,227246670,
603993.SH,¬е—фов“µ,2017-08-29,21.5294,22.4977,21.3035,22.0781,248392890,
603993.SH,¬е—фов“µ,2017-08-30,22.0136,22.5623,21.7876,22.3364,223508519,
603993.SH,¬е—фов“µ,2017-08-31,22.4977,24.5635,22.2718,24.3053,489252949,
603993.SH,¬е—фов“µ,2017-09-01,24.1439,25.0477,23.692,23.9825,450159387,
603993.SH,¬е—фов“µ,2017-09-04,24.0794,25.0477,23.918,24.273,266706760,
603993.SH,¬е—фов“µ,2017-09-05,24.3699,24.4667,22.8528,23.6275,291315525,
603993.SH,¬е—фов“µ,2017-09-06,23.3047,25.8224,23.0465,25.0477,435877760,
603993.SH,¬е—фов“µ,2017-09-07,24.9831,25.1768,24.0471,24.4667,256017590,
603993.SH,¬е—фов“µ,2017-09-08,24.3699,25.9515,24.273,25.08,314414278,
603993.SH,¬е—фов“µ,2017-09-11,25.1768,27.5977,24.854,27.5654,573838462,
603993.SH,¬е—фов“µ,2017-09-12,27.4363,28.7274,25.9838,26.5648,634085112,
603993.SH,¬е—фов“µ,2017-09-13,26.3711,27.404,26.016,27.2103,302818542,
603993.SH,¬е—фов“µ,2017-09-14,26.9198,27.8236,26.3388,26.6616,268468016,
603993.SH,¬е—фов“µ,2017-09-15,26.3065,26.597,25.1123,25.1445,278255598,
603993.SH,¬е—фов“µ,2017-09-18,25.2091,26.1452,24.9509,25.5319,217886611,
603993.SH,¬е—фов“µ,2017-09-19,25.3382,25.7901,24.8863,25.3705,183524451,
603993.SH,¬е—фов“µ,2017-09-20,25.3059,26.7262,25.2737,26.4034,294097869,
603993.SH,¬е—фов“µ,2017-09-21,26.242,26.2743,25.1445,25.3382,218716552,
603993.SH,¬е—фов“µ,2017-09-22,24.8863,25.08,23.9503,24.5313,201116307,
603993.SH,¬е—фов“µ,2017-09-25,24.5958,24.6281,23.7889,23.8534,119400618,
603993.SH,¬е—фов“µ,2017-09-26,23.8857,24.5313,23.8534,24.2408,113898712,
603993.SH,¬е—фов“µ,2017-09-27,24.2085,25.3705,24.0471,25.08,184271860,
603993.SH,¬е—фов“µ,2017-09-28,25.1123,25.661,24.8863,25.0477,142285010,
603993.SH,¬е—фов“µ,2017-09-29,25.3059,25.4996,24.8218,25.3059,139941692,
603993.SH,¬е—фов“µ,2017-10-09,25.9192,26.1129,25.0477,25.2091,160234745,
603993.SH,¬е—фов“µ,2017-10-10,25.2091,25.2091,23.9825,24.3376,174295226,
603993.SH,¬е—фов“µ,2017-10-11,24.0794,24.1116,22.4332,23.4984,203202998,
603993.SH,¬е—фов“µ,2017-10-12,23.2401,23.337,22.5946,23.0465,127871772,
603993.SH,¬е—фов“µ,2017-10-13,23.1433,23.5306,22.756,23.1433,98080166,
603993.SH,¬е—фов“µ,2017-10-16,23.0142,23.4984,22.6914,23.337,128246517,
603993.SH,¬е—фов“µ,2017-10-17,23.1433,23.337,22.7882,22.8205,79069029,
603993.SH,¬е—фов“µ,2017-10-18,22.756,22.9819,21.6262,21.7554,144512652,
603993.SH,¬е—фов“µ,2017-10-19,21.6262,22.3364,21.1421,21.8522,111194990,
603993.SH,¬е—фов“µ,2017-10-20,21.6908,23.2079,21.594,23.0465,175901766,
603993.SH,¬е—фов“µ,2017-10-23,23.0142,23.2079,22.7882,22.9819,89165016,
603993.SH,¬е—фов“µ,2017-10-24,23.111,23.8211,22.9819,23.3047,130842532,
603993.SH,¬е—фов“µ,2017-10-25,22.9496,23.4015,22.7882,23.2401,93548501,
603993.SH,¬е—фов“µ,2017-10-26,23.111,24.1439,22.8528,23.7566,197777043,
603993.SH,¬е—фов“µ,2017-10-27,23.5952,23.918,23.4015,23.4661,102550982,
603993.SH,¬е—фов“µ,2017-10-30,22.9174,22.9174,21.6585,22.1427,161232141,
603993.SH,¬е—фов“µ,2017-10-31,22.0459,23.3047,21.9813,23.1433,158483708,
603993.SH,¬е—фов“µ,2017-11-01,23.2724,23.692,23.2401,23.4015,189403175,
603993.SH,¬е—фов“µ,2017-11-02,23.337,23.4661,22.4977,22.6269,145701548,
603993.SH,¬е—фов“µ,2017-11-03,22.2718,22.7882,21.8845,22.2718,118246942,
603993.SH,¬е—фов“µ,2017-11-06,22.2718,22.4655,21.6585,22.2395,101063649,
603993.SH,¬е—фов“µ,2017-11-07,22.1104,22.5946,21.7876,22.2718,107528451,
603993.SH,¬е—фов“µ,2017-11-08,22.1104,22.7237,21.7876,22.3364,138961853,
603993.SH,¬е—фов“µ,2017-11-09,22.4009,22.7237,21.9813,22.2072,90423469,
603993.SH,¬е—фов“µ,2017-11-10,22.2072,22.2072,21.7876,21.8199,98873224,
603993.SH,¬е—фов“µ,2017-11-13,21.8199,21.9167,21.1743,21.6585,150434178,
603993.SH,¬е—фов“µ,2017-11-14,21.8845,22.2072,21.6262,21.8199,154472221,
603993.SH,¬е—фов“µ,2017-11-15,21.5294,21.5617,20.4965,20.6579,185347230,
603993.SH,¬е—фов“µ,2017-11-16,20.6256,20.6902,19.8187,19.8832,160560008,
603993.SH,¬е—фов“µ,2017-11-17,19.8832,20.2383,19.3668,19.4959,118401222,
603993.SH,¬е—фов“µ,2017-11-20,19.3991,20.1415,18.7212,20.0769,119312262,
603993.SH,¬е—фов“µ,2017-11-21,20.1415,20.1415,19.5927,19.7218,87615346,
603993.SH,¬е—фов“µ,2017-11-22,19.7218,20.1092,19.6896,19.9478,92536802,
603993.SH,¬е—фов“µ,2017-11-23,19.9155,20.8193,19.8832,20.2383,188677928,
603993.SH,¬е—фов“µ,2017-11-24,20.2706,22.0781,19.7864,21.6262,237426919,
603993.SH,¬е—фов“µ,2017-11-27,21.4649,22.2718,20.9161,21.1421,234962611,
603993.SH,¬е—фов“µ,2017-11-28,20.9161,22.2072,20.7225,22.0459,210209852,
603993.SH,¬е—фов“µ,2017-11-29,22.0459,23.0787,21.8845,22.6269,288718344,
603993.SH,¬е—фов“µ,2017-11-30,22.8205,23.7243,22.5946,22.8205,226232077,
603993.SH,¬е—фов“µ,2017-12-01,22.9174,23.2079,21.9813,22.9174,191057238,
603993.SH,¬е—фов“µ,2017-12-04,23.1433,23.4661,22.4332,22.5623,163799007,
603993.SH,¬е—фов“µ,2017-12-05,22.5623,22.5623,20.9807,21.3357,177814682,
603993.SH,¬е—фов“µ,2017-12-06,20.9807,21.4649,20.3351,21.2712,160380492,
603993.SH,¬е—фов“µ,2017-12-07,20.9807,21.2712,20.4965,20.5933,101753781,
603993.SH,¬е—фов“µ,2017-12-08,20.6579,21.4326,20.6256,21.3035,123955016,
603993.SH,¬е—фов“µ,2017-12-11,21.5617,22.0781,21.4003,21.8845,132699349,
603993.SH,¬е—фов“µ,2017-12-12,22.0781,22.5946,21.7554,22.1427,180140423,
603993.SH,¬е—фов“µ,2017-12-13,21.9167,21.9167,21.4971,21.8199,117393230,
603993.SH,¬е—фов“µ,2017-12-14,21.8845,22.3041,21.8199,22.0459,107807841,
603993.SH,¬е—фов“µ,2017-12-15,21.8845,22.2072,21.1743,21.4003,116183430,
603993.SH,¬е—фов“µ,2017-12-18,21.4003,21.7231,20.9161,21.2712,86107111,
603993.SH,¬е—фов“µ,2017-12-19,21.3035,21.5617,20.9484,21.2066,71833638,
603993.SH,¬е—фов“µ,2017-12-20,21.1743,21.368,20.5933,20.6579,95613405,
603993.SH,¬е—фов“µ,2017-12-21,20.6579,21.1743,20.5933,20.9807,97352891,
603993.SH,¬е—фов“µ,2017-12-22,20.9161,21.2712,20.6579,20.787,93856104,
603993.SH,¬е—фов“µ,2017-12-25,20.9484,21.0452,20.5933,20.787,73240727,
603993.SH,¬е—фов“µ,2017-12-26,20.6256,20.7547,20.0446,20.7225,77718278,
603993.SH,¬е—фов“µ,2017-12-27,20.6902,21.5294,20.5933,21.1743,148361692,
603993.SH,¬е—фов“µ,2017-12-28,21.1421,22.8528,20.9807,22.6269,307633631,
603993.SH,¬е—фов“µ,2017-12-29,22.4655,22.6591,22.0781,22.2072,139344627,
603993.SH,¬е—фов“µ,2018-01-02,22.2718,22.5623,22.0136,22.4009,162983912,
603993.SH,¬е—фов“µ,2018-01-03,22.4655,23.4984,22.4009,22.756,274795069,
603993.SH,¬е—фов“µ,2018-01-04,22.53,23.3693,22.4977,23.337,214791354,
603993.SH,¬е—фов“µ,2018-01-05,23.1433,23.4015,22.8851,23.111,178703608,
603993.SH,¬е—фов“µ,2018-01-08,22.9496,23.9825,22.8528,23.5629,251438637,
603993.SH,¬е—фов“µ,2018-01-09,23.6275,23.8857,23.1433,23.3693,158468094,
603993.SH,¬е—фов“µ,2018-01-10,23.3693,23.6275,22.8528,23.2724,160305523,
603993.SH,¬е—фов“µ,2018-01-11,24.2085,25.2414,23.7889,25.08,415415156,
603993.SH,¬е—фов“µ,2018-01-12,24.854,25.3382,24.5635,24.6604,217215210,
603993.SH,¬е—фов“µ,2018-01-15,25.1768,25.5964,23.7243,24.2408,301848520,
603993.SH,¬е—фов“µ,2018-01-16,24.2085,26.242,24.0148,26.1129,364598071,
603993.SH,¬е—фов“µ,2018-01-17,25.8224,26.1452,25.1768,26.0483,275260176,
603993.SH,¬е—фов“µ,2018-01-18,26.4034,26.9521,25.8224,26.0806,208601144,
603993.SH,¬е—фов“µ,2018-01-19,25.9515,26.2743,25.2737,26.1452,194237115,
603993.SH,¬е—фов“µ,2018-01-22,26.0806,27.0167,25.9192,26.8553,211901168,
603993.SH,¬е—фов“µ,2018-01-23,26.9521,27.2749,26.5325,26.7907,189708505,
603993.SH,¬е—фов“µ,2018-01-24,26.5325,26.6939,25.9192,26.3388,174693412,
603993.SH,¬е—фов“µ,2018-01-25,26.6293,26.8875,26.0806,26.3711,178978437,
603993.SH,¬е—фов“µ,2018-01-26,25.8224,25.8869,25.08,25.1123,219279407,
603993.SH,¬е—фов“µ,2018-01-29,25.3382,25.6933,24.9831,25.2414,160647587,
603993.SH,¬е—фов“µ,2018-01-30,24.8863,24.9186,23.8211,24.0471,201247476,
603993.SH,¬е—фов“µ,2018-01-31,23.7566,25.0154,23.5629,24.4021,183662191,
603993.SH,¬е—фов“µ,2018-02-01,24.2085,24.8863,23.7566,24.0471,141636794,
603993.SH,¬е—фов“µ,2018-02-02,23.5629,25.6933,23.2724,25.3382,203561029,
603993.SH,¬е—фов“µ,2018-02-05,24.8218,25.661,24.6281,25.4028,163295923,
603993.SH,¬е—фов“µ,2018-02-06,24.6926,25.3705,23.0787,23.1756,189261734,
603993.SH,¬е—фов“µ,2018-02-07,23.9503,24.1116,22.3686,22.5946,157004002,
603993.SH,¬е—фов“µ,2018-02-08,21.9813,22.756,21.6262,22.2395,107847916,
603993.SH,¬е—фов“µ,2018-02-09,21.2712,21.7231,20.0123,20.0123,197791524,
603993.SH,¬е—фов“µ,2018-02-12,20.1415,21.013,20.1092,20.9161,127356194,
603993.SH,¬е—фов“µ,2018-02-13,21.3035,21.7554,21.1743,21.2389,112513566,
603993.SH,¬е—фов“µ,2018-02-14,21.6262,21.9167,21.4003,21.7554,86800577,
603993.SH,¬е—фов“µ,2018-02-22,22.8851,23.918,22.6269,23.918,104761611,
603993.SH,¬е—фов“µ,2018-02-23,26.1129,26.1129,24.9186,25.8869,436248777,
603993.SH,¬е—фов“µ,2018-02-26,26.016,28.4046,25.6933,27.7913,505632902,
603993.SH,¬е—фов“µ,2018-02-27,27.3394,27.5331,26.3711,26.5648,394630992,
603993.SH,¬е—фов“µ,2018-02-28,26.3711,27.7591,26.3711,27.6945,384978169,
603993.SH,¬е—фов“µ,2018-03-01,27.0167,27.7591,26.9198,27.2103,284591859,
603993.SH,¬е—фов“µ,2018-03-02,26.8875,28.2432,26.5648,26.9844,333663549,
603993.SH,¬е—фов“µ,2018-03-05,27.1781,29.2761,26.6293,29.0502,430333521,
603993.SH,¬е—фов“µ,2018-03-06,28.7274,29.147,27.8236,28.7919,330919734,
603993.SH,¬е—фов“µ,2018-03-07,28.6628,29.0825,28.0818,28.1787,205596914,
603993.SH,¬е—фов“µ,2018-03-08,27.5008,27.9527,26.6939,27.0167,313648156,
603993.SH,¬е—фов“µ,2018-03-09,26.7907,27.6622,26.6939,27.2103,210008085,
603993.SH,¬е—фов“µ,2018-03-12,27.5654,29.2761,27.5654,28.566,385391406,
603993.SH,¬е—фов“µ,2018-03-13,28.566,30.5027,28.2109,30.0185,381709440,
603993.SH,¬е—фов“µ,2018-03-14,29.954,31.1805,29.2761,29.4698,391591469,
603993.SH,¬е—фов“µ,2018-03-15,30.0831,31.116,29.4375,30.535,360724680,
603993.SH,¬е—фов“µ,2018-03-16,30.3413,30.3413,29.5666,29.7926,238310466,
603993.SH,¬е—фов“µ,2018-03-19,29.4375,31.6324,29.1793,31.2774,306931044,
603993.SH,¬е—фов“µ,2018-03-20,30.7932,31.5356,30.5027,30.8255,225009628,
603993.SH,¬е—фов“µ,2018-03-21,30.6641,31.0191,29.4375,29.7926,261068840,
603993.SH,¬е—фов“µ,2018-03-22,30.1799,30.5995,29.0179,29.7603,231864138,
603993.SH,¬е—фов“µ,2018-03-23,27.9527,28.8888,26.7907,26.8553,350930097,
603993.SH,¬е—фов“µ,2018-03-26,26.1452,28.2109,25.9192,28.1787,284074505,
603993.SH,¬е—фов“µ,2018-03-27,28.4369,28.9533,27.985,28.6628,255660201,
603993.SH,¬е—фов“µ,2018-03-28,27.7591,28.2432,27.2749,27.3717,192761877,
603993.SH,¬е—фов“µ,2018-03-29,27.3072,27.7591,26.242,27.4363,190755329,
603993.SH,¬е—фов“µ,2018-03-30,27.5977,27.8882,27.1458,27.3717,158269269,
603993.SH,¬е—фов“µ,2018-04-02,27.1458,27.1458,26.2097,26.5325,198013319,
603993.SH,¬е—фов“µ,2018-04-03,25.8547,26.4679,25.5964,26.3388,117871605,
603993.SH,¬е—фов“µ,2018-04-04,26.5002,26.597,25.661,25.6933,115519133,
603993.SH,¬е—фов“µ,2018-04-09,25.6287,26.2743,25.5319,26.0483,108712110,
603993.SH,¬е—фов“µ,2018-04-10,26.1774,27.7591,26.0806,27.7268,247885410,
603993.SH,¬е—фов“µ,2018-04-11,27.8882,28.0496,27.3717,27.5977,173092043,
603993.SH,¬е—фов“µ,2018-04-12,27.4363,27.5331,26.4679,26.6616,149145062,
603993.SH,¬е—фов“µ,2018-04-13,26.9521,27.1135,26.242,26.6616,104540952,
603993.SH,¬е—фов“µ,2018-04-16,26.3711,26.9198,26.242,26.3388,84867238,
603993.SH,¬е—фов“µ,2018-04-17,26.3388,26.3388,24.273,24.6926,207774510,
603993.SH,¬е—фов“µ,2018-04-18,24.9509,25.2737,23.6598,25.1123,142534356,
603993.SH,¬е—фов“µ,2018-04-19,25.2414,25.7578,24.9186,25.3705,125334751,
603993.SH,¬е—фов“µ,2018-04-20,24.9186,25.5964,24.6926,24.7572,108185444,
603993.SH,¬е—фов“µ,2018-04-23,24.7895,25.08,24.2085,24.6926,76975823,
603993.SH,¬е—фов“µ,2018-04-24,24.7572,26.1129,24.7572,25.8224,166838154,
603993.SH,¬е—фов“µ,2018-04-25,25.5964,25.7578,25.1768,25.3382,104715552,
603993.SH,¬е—фов“µ,2018-04-26,25.2414,25.4673,24.4021,24.4344,93717665,
603993.SH,¬е—фов“µ,2018-04-27,24.6926,24.7895,24.3376,24.4667,65332583,
603993.SH,¬е—фов“µ,2018-05-02,25.661,25.8224,24.9509,25.0477,103834181,
603993.SH,¬е—фов“µ,2018-05-03,24.6604,24.7895,23.4984,24.5958,113032126,
603993.SH,¬е—фов“µ,2018-05-04,24.2085,24.7249,24.1116,24.2085,68119071,
603993.SH,¬е—фов“µ,2018-05-07,24.0471,25.08,23.9825,24.9509,111449466,
603993.SH,¬е—фов“µ,2018-05-08,24.7895,25.1768,24.7249,25.0477,90048857,
603993.SH,¬е—фов“µ,2018-05-09,25.1123,25.1123,24.5635,24.7249,69507964,
603993.SH,¬е—фов“µ,2018-05-10,24.7895,25.1445,24.6926,24.9509,79202373,
603993.SH,¬е—фов“µ,2018-05-11,25.0154,26.8553,24.8863,26.3065,283857645,
603993.SH,¬е—фов“µ,2018-05-14,26.3711,27.2749,25.8547,26.7584,231793442,
603993.SH,¬е—фов“µ,2018-05-15,26.7262,27.2103,26.3065,26.8875,135331049,
603993.SH,¬е—фов“µ,2018-05-16,26.5648,26.8553,26.3388,26.4034,108663631,
603993.SH,¬е—фов“µ,2018-05-17,26.6293,26.8553,26.016,26.1452,87566867,
603993.SH,¬е—фов“µ,2018-05-18,26.1774,26.5648,25.7255,26.4679,99319352,
603993.SH,¬е—фов“µ,2018-05-21,26.7584,27.2749,26.5325,26.6939,131846030,
603993.SH,¬е—фов“µ,2018-05-22,26.3711,26.3711,25.5642,26.1774,163860315,
603993.SH,¬е—фов“µ,2018-05-23,25.7901,26.016,25.1445,25.1768,127637969,
603993.SH,¬е—фов“µ,2018-05-24,24.9509,25.3382,24.9186,25.08,64033960,
603993.SH,¬е—фов“µ,2018-05-25,25.0477,25.2091,24.2408,24.3053,89055554,
603993.SH,¬е—фов“µ,2018-05-28,24.3699,24.6604,23.8211,24.3053,62121637,
603993.SH,¬е—фов“µ,2018-05-29,24.3053,24.499,23.9503,24.1116,71889926,
603993.SH,¬е—фов“µ,2018-05-30,23.692,23.692,21.9813,22.6269,141948954,
603993.SH,¬е—фов“µ,2018-05-31,22.8205,23.111,22.6269,22.9496,76834815,
603993.SH,¬е—фов“µ,2018-06-01,22.8851,23.6598,22.6591,23.1433,84312501,
603993.SH,¬е—фов“µ,2018-06-04,23.1433,23.2079,22.2072,22.6591,80781322,
603993.SH,¬е—фов“µ,2018-06-05,22.6269,23.1756,22.53,23.1756,71698728,
603993.SH,¬е—фов“µ,2018-06-06,23.1433,23.918,23.0465,23.5952,115075949,
603993.SH,¬е—фов“µ,2018-06-07,23.8211,23.8857,23.3047,23.337,72455209,
603993.SH,¬е—фов“µ,2018-06-08,23.1756,23.2401,22.6591,22.9174,64636808,
603993.SH,¬е—фов“µ,2018-06-11,22.9819,23.3047,22.8528,23.0142,54882033,
603993.SH,¬е—фов“µ,2018-06-12,22.8851,23.0142,22.3364,22.9496,64265606,
603993.SH,¬е—фов“µ,2018-06-13,22.5946,22.8528,22.4655,22.4655,50822885,
603993.SH,¬е—фов“µ,2018-06-14,22.2718,22.8205,22.175,22.4655,50974048,
603993.SH,¬е—фов“µ,2018-06-15,22.4655,22.6591,21.6585,22.0459,89727164,
603993.SH,¬е—фов“µ,2018-06-19,21.368,21.368,19.851,19.851,138541415,
603993.SH,¬е—фов“µ,2018-06-20,19.5604,20.3351,19.4636,20.1415,86620327,
603993.SH,¬е—фов“µ,2018-06-21,20.1092,20.5288,19.6573,19.6896,76732458,
603993.SH,¬е—фов“µ,2018-06-22,19.3991,20.5611,19.0763,20.3351,94492545,
