´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-18,6.7,8.04,6.7,8.04,40355,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-19,8.84,8.84,8.84,8.84,13474,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-20,9.72,9.72,9.72,9.72,22555,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-21,10.69,10.69,10.69,10.69,91581,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-22,11.76,11.76,11.76,11.76,132115,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-25,12.94,12.94,12.94,12.94,181022,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-26,14.23,14.23,14.23,14.23,231079,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-27,15.65,15.65,15.65,15.65,835539,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-28,17.22,17.22,17.22,17.22,2198814,
603477.SH,¾ÞÐÇÅ©ÄÁ,2017-12-29,18.94,18.94,18.94,18.94,1992208,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-02,19.7,20.6,19.28,20.23,41602316,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-03,18.8,19.28,18.21,18.5,31747558,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-04,18.6,19.6,17.94,18.41,27672146,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-05,17.51,18.99,17.51,18.25,23470395,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-08,18.54,18.78,17.6,18.39,18894425,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-09,18.1,18.45,17.79,17.9,17530642,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-10,17.5,17.7,16.82,17.08,18674072,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-11,16.63,17.6,16.63,17.22,16397234,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-12,17,17.31,15.88,16.03,17290335,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-15,15.69,15.83,15.05,15.24,12133256,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-16,15.24,16.76,15.09,16.76,10994259,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-17,17.05,17.5,16.18,16.28,18005239,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-18,15.83,16.17,15.63,15.83,10624762,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-19,16.01,16.56,15.8,15.87,11318464,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-22,15.2,15.29,14.31,14.89,9804057,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-23,14.7,15.09,14.62,14.99,6135142,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-24,15.09,15.79,14.8,15.36,9710104,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-25,15.1,15.74,15.02,15.14,7971211,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-26,15.2,15.68,15.09,15.2,6160290,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-29,15.26,16.55,14.7,15.99,14244291,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-30,15.65,16.26,15.53,15.89,9734882,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-01-31,15.75,17.48,15.52,17.48,13250089,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-01,17.68,17.68,16.12,16.71,25707281,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-02,16.21,18.38,15.9,17.86,31294245,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-05,17.22,17.3,16.07,16.07,14401348,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-06,14.46,14.46,14.46,14.46,1270500,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-07,13.05,14.3,13.01,13.25,23173861,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-08,12.9,13.1,12.52,12.86,13666183,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-09,12.13,12.35,11.57,11.57,12581106,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-12,11.86,12.14,11.61,11.88,8751423,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-13,11.92,12.23,11.57,11.63,9470024,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-14,11.55,11.69,10.81,11.1,7460968,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-22,11.34,11.43,11.22,11.36,5413242,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-23,11.35,11.99,11.29,11.77,8205710,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-26,12.15,12.55,12.1,12.34,9406691,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-27,12.39,13.2,12.16,12.77,11662520,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-02-28,12.41,12.46,12.04,12.12,8849675,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-01,11.88,12.27,11.88,12.23,6294932,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-02,11.98,12.21,11.71,11.8,7122595,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-05,11.83,12.19,11.71,12.18,6462581,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-06,12.26,12.49,12.08,12.46,8770038,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-07,12.52,12.98,12.32,12.74,12612743,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-08,12.66,13.49,12.48,13.21,14677373,
603477.SH,¾ÞÐÇÅ©ÄÁ,2018-03-09,13.13,13.22,12.89,13.09,11028959,
