ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
002902.SZ,ร๚ฦีนโดล,2018-02-12,29.45,30.23,29.13,29.95,2053935,
002902.SZ,ร๚ฦีนโดล,2018-02-13,30.22,30.49,29.49,29.55,1991596,
002902.SZ,ร๚ฦีนโดล,2018-02-14,29.61,30,29.4,29.59,1287124,
002902.SZ,ร๚ฦีนโดล,2018-02-22,29.95,30.6,29.83,30.32,1603219,
002902.SZ,ร๚ฦีนโดล,2018-02-23,30.13,31.35,30.13,31.21,2280105,
002902.SZ,ร๚ฦีนโดล,2018-02-26,32.1,32.6,31.54,32.35,3278658,
002902.SZ,ร๚ฦีนโดล,2018-02-27,32.36,33.4,32.03,32.32,3510574,
002902.SZ,ร๚ฦีนโดล,2018-02-28,31.75,33.38,31.11,32.43,3692642,
002902.SZ,ร๚ฦีนโดล,2018-03-01,32,32.99,31.72,32.76,3161302,
002902.SZ,ร๚ฦีนโดล,2018-03-02,32.41,33.78,32.31,32.35,3091340,
002902.SZ,ร๚ฦีนโดล,2018-03-05,32.35,33.35,32,33.28,3013757,
002902.SZ,ร๚ฦีนโดล,2018-03-06,33.09,34.41,33,33.72,4147926,
002902.SZ,ร๚ฦีนโดล,2018-03-07,33.5,33.7,33.05,33.4,2531830,
002902.SZ,ร๚ฦีนโดล,2018-03-08,33.24,34.36,33.24,34.31,3437665,
002902.SZ,ร๚ฦีนโดล,2018-03-09,34.03,35.86,34.03,35.6,5038405,
002902.SZ,ร๚ฦีนโดล,2018-03-12,36,36.48,35.2,36.18,5078989,
002902.SZ,ร๚ฦีนโดล,2018-03-13,35.85,35.9,34.66,34.75,3415405,
002902.SZ,ร๚ฦีนโดล,2018-03-14,34.3,35.5,34.22,34.29,2601247,
002902.SZ,ร๚ฦีนโดล,2018-03-15,34.07,34.62,31.08,32.3,4299345,
002902.SZ,ร๚ฦีนโดล,2018-03-16,32.08,33.83,32.08,32.53,2999406,
002902.SZ,ร๚ฦีนโดล,2018-03-19,32.49,34.08,32.49,33.72,3592780,
002902.SZ,ร๚ฦีนโดล,2018-03-20,33.6,36.12,33.56,35,5264841,
002902.SZ,ร๚ฦีนโดล,2018-03-21,35.12,35.64,34,34.41,4635270,
002902.SZ,ร๚ฦีนโดล,2018-03-22,34.67,35.92,34.67,35.66,5332688,
002902.SZ,ร๚ฦีนโดล,2018-03-23,33.5,34.79,32.09,32.09,4703506,
002902.SZ,ร๚ฦีนโดล,2018-03-26,31.16,33.2,29.9,33.18,3582811,
002902.SZ,ร๚ฦีนโดล,2018-03-27,32.58,35.82,32.58,35.33,6372635,
002902.SZ,ร๚ฦีนโดล,2018-03-28,34.49,35.88,34.21,35.5,5692671,
002902.SZ,ร๚ฦีนโดล,2018-03-29,35.47,35.97,34.8,35.45,4059704,
002902.SZ,ร๚ฦีนโดล,2018-03-30,35.97,38.25,35.21,37.07,7517645,
002902.SZ,ร๚ฦีนโดล,2018-04-02,37.41,38.55,36.63,38.5,7942306,
002902.SZ,ร๚ฦีนโดล,2018-04-03,37.5,38.18,37.05,37.82,5147894,
002902.SZ,ร๚ฦีนโดล,2018-04-04,37.74,38.6,36.39,36.66,5470582,
002902.SZ,ร๚ฦีนโดล,2018-04-09,36.17,40.33,36.01,40.33,12475983,
002902.SZ,ร๚ฦีนโดล,2018-04-10,39.63,39.92,37.68,38.85,9267708,
002902.SZ,ร๚ฦีนโดล,2018-04-11,38.69,40.6,38.23,39.78,7373493,
002902.SZ,ร๚ฦีนโดล,2018-04-12,39.2,40.56,38.51,38.68,5219095,
002902.SZ,ร๚ฦีนโดล,2018-04-13,39,39.45,37.56,37.57,3601489,
002902.SZ,ร๚ฦีนโดล,2018-04-16,37.96,38.4,37.02,37.84,2585221,
002902.SZ,ร๚ฦีนโดล,2018-04-17,40.3,41.62,38.9,39.33,14213958,
002902.SZ,ร๚ฦีนโดล,2018-04-18,41.18,41.62,37.84,40.5,13353319,
002902.SZ,ร๚ฦีนโดล,2018-04-19,39.06,39.7,38,38.15,10720377,
002902.SZ,ร๚ฦีนโดล,2018-04-20,37.31,37.39,34.34,34.34,7335309,
002902.SZ,ร๚ฦีนโดล,2018-04-23,32.55,33.83,31.66,32.35,5267414,
002902.SZ,ร๚ฦีนโดล,2018-04-24,31.92,33.2,31.73,33,3823927,
002902.SZ,ร๚ฦีนโดล,2018-04-25,32.94,34.12,32.71,33.37,3768456,
002902.SZ,ร๚ฦีนโดล,2018-04-26,33.39,34.66,32.38,32.9,3829843,
002902.SZ,ร๚ฦีนโดล,2018-04-27,33.18,33.6,31.75,32.03,2586634,
002902.SZ,ร๚ฦีนโดล,2018-05-02,32.04,32.49,30.21,30.7,2538352,
002902.SZ,ร๚ฦีนโดล,2018-05-03,31.01,32,30.5,31.88,2849561,
002902.SZ,ร๚ฦีนโดล,2018-05-04,31.83,32.68,31.51,32.29,2679544,
002902.SZ,ร๚ฦีนโดล,2018-05-07,32.1,33.48,32.1,33.2,2375676,
002902.SZ,ร๚ฦีนโดล,2018-05-08,32.98,33.33,32.82,33.19,1916486,
002902.SZ,ร๚ฦีนโดล,2018-05-09,33.19,33.43,32.8,33.35,1784915,
002902.SZ,ร๚ฦีนโดล,2018-05-10,34.88,36.69,34.85,35.02,9018431,
002902.SZ,ร๚ฦีนโดล,2018-05-11,34.02,34.5,33.34,33.37,5547719,
002902.SZ,ร๚ฦีนโดล,2018-05-14,33.92,34.84,33.5,33.62,3654742,
002902.SZ,ร๚ฦีนโดล,2018-05-15,32.79,33.55,32.2,33.45,3185607,
002902.SZ,ร๚ฦีนโดล,2018-05-16,33.01,33.29,32.56,32.75,2026649,
002902.SZ,ร๚ฦีนโดล,2018-05-17,32.78,33.55,32.75,33.23,2103300,
002902.SZ,ร๚ฦีนโดล,2018-05-18,33.13,34.21,33.02,34.2,3591604,
002902.SZ,ร๚ฦีนโดล,2018-05-21,34.66,35.23,33.59,34.75,3963393,
002902.SZ,ร๚ฦีนโดล,2018-05-22,34.56,37.16,34.3,36.15,6747811,
002902.SZ,ร๚ฦีนโดล,2018-05-23,35.77,37.95,35.02,36.95,8637175,
002902.SZ,ร๚ฦีนโดล,2018-05-24,36.05,36.66,35.71,36.04,4234708,
002902.SZ,ร๚ฦีนโดล,2018-05-25,36.07,37.25,35.41,36.46,4583534,
002902.SZ,ร๚ฦีนโดล,2018-05-28,36.45,39.1511,35.727,36.0081,4750224,
002902.SZ,ร๚ฦีนโดล,2018-05-29,35.3755,37.6047,34.6526,37.0324,5204183,
002902.SZ,ร๚ฦีนโดล,2018-05-30,35.235,39.141,34.1405,37.1428,8475134,
002902.SZ,ร๚ฦีนโดล,2018-05-31,36.9721,39.1611,36.4198,39.0707,9777958,
002902.SZ,ร๚ฦีนโดล,2018-06-01,38.157,38.8599,35.6969,37.5043,6819505,
002902.SZ,ร๚ฦีนโดล,2018-06-04,37.9562,39.0306,36.45,38.659,6908709,
002902.SZ,ร๚ฦีนโดล,2018-06-05,41.1694,42.5249,38.2574,38.9804,13563932,
002902.SZ,ร๚ฦีนโดล,2018-06-06,37.6047,38.3779,36.5303,38.3779,9985065,
002902.SZ,ร๚ฦีนโดล,2018-06-07,37.4541,37.6348,36.0483,36.1487,6371627,
002902.SZ,ร๚ฦีนโดล,2018-06-08,36.3495,37.0725,35.9178,36.701,4073349,
002902.SZ,ร๚ฦีนโดล,2018-06-11,36.1086,36.1487,34.7931,34.9538,4079876,
002902.SZ,ร๚ฦีนโดล,2018-06-12,35.1345,35.4458,33.8794,34.6425,3047140,
002902.SZ,ร๚ฦีนโดล,2018-06-13,34.1405,35.0743,33.1865,33.297,2913498,
002902.SZ,ร๚ฦีนโดล,2018-06-14,32.9355,33.8794,32.9255,33.4878,2186588,
002902.SZ,ร๚ฦีนโดล,2018-06-15,33.6083,33.789,31.7506,31.7607,3089121,
002902.SZ,ร๚ฦีนโดล,2018-06-19,30.5758,30.5758,28.5876,28.5876,3076973,
002902.SZ,ร๚ฦีนโดล,2018-06-20,28.5776,29.4411,28.1157,28.9993,2451737,
002902.SZ,ร๚ฦีนโดล,2018-06-21,28.919,29.401,26.2881,26.4689,2775600,
002902.SZ,ร๚ฦีนโดล,2018-06-22,26.3082,29.1198,26.1174,29.1198,4667312,
002902.SZ,ร๚ฦีนโดล,2018-06-25,29.1198,30.4252,29.1198,29.5315,4633149,
002902.SZ,ร๚ฦีนโดล,2018-06-26,28.7483,30.1942,28.6177,30.0336,2903262,
002902.SZ,ร๚ฦีนโดล,2018-06-27,29.8227,31.0076,29.7424,30.5256,2990574,
002902.SZ,ร๚ฦีนโดล,2018-06-28,30.5457,32.6242,30.4754,31.841,6626508,
002902.SZ,ร๚ฦีนโดล,2018-06-29,32.0217,32.0217,30.4252,31.59,5312040,
002902.SZ,ร๚ฦีนโดล,2018-07-02,31.2787,31.2787,29.6419,30.4252,3368423,
002902.SZ,ร๚ฦีนโดล,2018-07-03,30.5457,31.6301,30.1038,31.6301,3402521,
002902.SZ,ร๚ฦีนโดล,2018-07-04,31.3691,31.3691,28.6177,29.6721,3110487,
002902.SZ,ร๚ฦีนโดล,2018-07-05,29.2704,30.375,28.3767,28.5876,1979699,
002902.SZ,ร๚ฦีนโดล,2018-07-06,29.0897,30.6762,28.5675,29.1198,2639802,
002902.SZ,ร๚ฦีนโดล,2018-07-09,29.6319,30.1842,29.411,30.1842,2223502,
002902.SZ,ร๚ฦีนโดล,2018-07-10,30.2143,31.9816,29.8026,31.4695,4543418,
002902.SZ,ร๚ฦีนโดล,2018-07-11,30.636,33.1062,30.2344,33.0359,8377138,
002902.SZ,ร๚ฦีนโดล,2018-07-12,32.9355,33.8292,32.2527,33.0158,8011289,
002902.SZ,ร๚ฦีนโดล,2018-07-13,30.1641,31.6301,30.1641,31.4393,6606445,
002902.SZ,ร๚ฦีนโดล,2018-07-16,31.1682,32.4133,30.636,31.59,4375099,
002902.SZ,ร๚ฦีนโดล,2018-07-17,31.0076,31.4895,30.5256,31.0477,2835708,
002902.SZ,ร๚ฦีนโดล,2018-07-18,31.1281,33.6886,31.1281,32.0117,5816215,
002902.SZ,ร๚ฦีนโดล,2018-07-19,31.7205,32.0117,31.1281,31.349,3135999,
002902.SZ,ร๚ฦีนโดล,2018-07-20,30.9272,32.3732,30.5055,31.8109,3824368,
002902.SZ,ร๚ฦีนโดล,2018-07-23,31.4193,31.4795,29.6721,30.4252,3871620,
002902.SZ,ร๚ฦีนโดล,2018-07-24,30.4151,31.1783,30.1942,31.0477,2527314,
002902.SZ,ร๚ฦีนโดล,2018-07-25,30.9975,31.4193,30.4352,30.5256,2047387,
002902.SZ,ร๚ฦีนโดล,2018-07-26,30.6059,30.8871,28.6177,29.0395,2596200,
002902.SZ,ร๚ฦีนโดล,2018-07-27,29.0194,29.5917,28.6177,29.0596,1304211,
002902.SZ,ร๚ฦีนโดล,2018-07-30,29.1399,29.411,27.6136,28.0052,1765170,
002902.SZ,ร๚ฦีนโดล,2018-07-31,27.9751,28.6679,27.7341,28.6679,1189430,
002902.SZ,ร๚ฦีนโดล,2018-08-01,28.6679,29.4411,27.9148,27.9249,1678739,
002902.SZ,ร๚ฦีนโดล,2018-08-02,27.9148,28.2964,26.4086,27.222,1562950,
002902.SZ,ร๚ฦีนโดล,2018-08-03,27.232,27.5935,26.4488,26.7902,935900,
002902.SZ,ร๚ฦีนโดล,2018-08-06,26.2379,26.9107,25.1434,25.2539,1175460,
002902.SZ,ร๚ฦีนโดล,2018-08-07,25.1434,26.2681,25.0029,26.2379,1389105,
002902.SZ,ร๚ฦีนโดล,2018-08-08,26.248,26.2881,25.1033,25.1936,1183839,
002902.SZ,ร๚ฦีนโดล,2018-08-09,25.2539,26.2881,25.033,26.017,1572802,
002902.SZ,ร๚ฦีนโดล,2018-08-10,26.1978,27.3525,25.9367,26.6095,2005004,
002902.SZ,ร๚ฦีนโดล,2018-08-13,26.1877,27.5333,25.3041,27.1015,2151608,
002902.SZ,ร๚ฦีนโดล,2018-08-14,26.8103,27.2622,26.6396,26.8404,1381100,
002902.SZ,ร๚ฦีนโดล,2018-08-15,26.8103,27.1316,26.0472,26.0472,1202600,
002902.SZ,ร๚ฦีนโดล,2018-08-16,26.0472,26.9408,25.4146,26.3685,1480708,
002902.SZ,ร๚ฦีนโดล,2018-08-17,26.4388,26.9408,25.1234,25.3242,1542510,
002902.SZ,ร๚ฦีนโดล,2018-08-20,25.1836,26.1877,25.1033,26.1275,1424557,
002902.SZ,ร๚ฦีนโดล,2018-08-21,26.1777,26.6697,25.7058,26.4287,2148193,
002902.SZ,ร๚ฦีนโดล,2018-08-22,26.2078,26.3283,25.4045,25.4346,1526619,
002902.SZ,ร๚ฦีนโดล,2018-08-23,25.525,26.2078,25.2037,26.0974,1683104,
002902.SZ,ร๚ฦีนโดล,2018-08-24,25.8865,26.258,25.6053,25.6555,1134000,
002902.SZ,ร๚ฦีนโดล,2018-08-27,25.9869,28.2261,25.525,27.0613,5099182,
002902.SZ,ร๚ฦีนโดล,2018-08-28,26.7099,27.2923,26.5291,26.6898,3559602,
002902.SZ,ร๚ฦีนโดล,2018-08-29,26.6898,26.991,26.3183,26.3886,1832950,
002902.SZ,ร๚ฦีนโดล,2018-08-30,26.258,26.5291,25.4547,25.4949,1790100,
002902.SZ,ร๚ฦีนโดล,2018-08-31,25.4848,25.9367,24.5309,24.5309,1555300,
002902.SZ,ร๚ฦีนโดล,2018-09-03,24.1895,24.5811,22.1511,22.9745,2319900,
002902.SZ,ร๚ฦีนโดล,2018-09-04,22.9745,23.4465,22.8841,23.2055,1308504,
002902.SZ,ร๚ฦีนโดล,2018-09-05,22.7034,23.6875,22.7034,22.8139,1555200,
002902.SZ,ร๚ฦีนโดล,2018-09-06,22.8239,23.336,22.603,23.0448,1191202,
002902.SZ,ร๚ฦีนโดล,2018-09-07,22.9143,23.4465,22.4825,22.8139,1212272,
002902.SZ,ร๚ฦีนโดล,2018-09-10,22.7235,22.7235,21.0868,21.1771,1762076,
002902.SZ,ร๚ฦีนโดล,2018-09-11,21.1671,21.9503,21.1671,21.8097,1647202,
002902.SZ,ร๚ฦีนโดล,2018-09-12,22.0909,22.2917,21.7495,22.0507,1399476,
002902.SZ,ร๚ฦีนโดล,2018-09-13,22.4725,22.5729,22.0909,22.4725,1351352,
002902.SZ,ร๚ฦีนโดล,2018-09-14,22.5327,22.5327,21.388,21.5687,1260202,
002902.SZ,ร๚ฦีนโดล,2018-09-17,21.147,21.9704,21.147,21.5587,1009900,
002902.SZ,ร๚ฦีนโดล,2018-09-18,21.5185,21.9403,21.1972,21.8097,1164652,
002902.SZ,ร๚ฦีนโดล,2018-09-19,21.5888,22.1913,21.4081,21.9001,1639757,
002902.SZ,ร๚ฦีนโดล,2018-09-20,21.87,23.0749,21.6691,22.1411,2169775,
002902.SZ,ร๚ฦีนโดล,2018-09-21,21.9403,22.0808,21.5286,21.9905,1759600,
002902.SZ,ร๚ฦีนโดล,2018-09-25,21.8901,21.9403,21.4884,21.5888,1111302,
002902.SZ,ร๚ฦีนโดล,2018-09-26,21.6089,21.8599,21.388,21.639,1294172,
002902.SZ,ร๚ฦีนโดล,2018-09-27,21.5085,21.6792,20.1931,20.3035,2292602,
002902.SZ,ร๚ฦีนโดล,2018-09-28,20.3035,20.5244,19.8818,20.1931,1439929,
002902.SZ,ร๚ฦีนโดล,2018-10-08,19.7412,19.8115,19.1689,19.2793,1296776,
002902.SZ,ร๚ฦีนโดล,2018-10-09,19.5605,19.9722,19.1889,19.681,1876131,
002902.SZ,ร๚ฦีนโดล,2018-10-10,19.6006,20.4441,19.6006,19.8918,2204100,
002902.SZ,ร๚ฦีนโดล,2018-10-11,17.9037,18.6668,17.9037,17.9037,2649200,
002902.SZ,ร๚ฦีนโดล,2018-10-12,17.3614,17.3614,16.1163,16.6686,2943636,
002902.SZ,ร๚ฦีนโดล,2018-10-15,16.6184,17.753,16.6184,16.7188,1736169,
002902.SZ,ร๚ฦีนโดล,2018-10-16,16.7389,17.1807,16.6786,16.8694,1363700,
002902.SZ,ร๚ฦีนโดล,2018-10-17,17.0602,17.2309,16.297,17.0401,1502336,
002902.SZ,ร๚ฦีนโดล,2018-10-18,17.0702,17.0702,16.1665,16.277,1208200,
002902.SZ,ร๚ฦีนโดล,2018-10-19,16.1464,16.8393,15.805,16.769,1443794,
002902.SZ,ร๚ฦีนโดล,2018-10-22,17.0501,17.7229,16.769,17.5623,2004906,
002902.SZ,ร๚ฦีนโดล,2018-10-23,17.502,17.5221,16.9698,17.0702,1610942,
002902.SZ,ร๚ฦีนโดล,2018-10-24,16.8995,17.3413,16.8995,17.1305,1095070,
002902.SZ,ร๚ฦีนโดล,2018-10-25,16.4175,16.4979,15.9858,16.4878,1689700,
002902.SZ,ร๚ฦีนโดล,2018-10-26,16.6686,18.1346,16.6083,18.1346,2591743,
002902.SZ,ร๚ฦีนโดล,2018-10-29,19.0785,19.9521,18.7572,19.9521,7713982,
002902.SZ,ร๚ฦีนโดล,2018-10-30,20.183,21.5286,18.6969,19.8015,10989823,
002902.SZ,ร๚ฦีนโดล,2018-10-31,19.1789,20.896,18.9881,20.3939,9118806,
002902.SZ,ร๚ฦีนโดล,2018-11-01,19.8918,21.5687,19.6508,19.7914,6646224,
002902.SZ,ร๚ฦีนโดล,2018-11-02,20.0425,20.8759,19.2894,20.4541,7468824,
002902.SZ,ร๚ฦีนโดล,2018-11-05,20.0625,20.4943,19.9521,20.2834,5899533,
002902.SZ,ร๚ฦีนโดล,2018-11-06,20.1027,20.163,19.4299,19.7412,3454131,
002902.SZ,ร๚ฦีนโดล,2018-11-07,19.681,20.7453,19.4701,20.3236,6737431,
002902.SZ,ร๚ฦีนโดล,2018-11-08,20.424,20.424,19.9621,20.414,4235803,
002902.SZ,ร๚ฦีนโดล,2018-11-09,20.3437,21.2675,20.1328,20.4341,6242636,
002902.SZ,ร๚ฦีนโดล,2018-11-12,19.8617,20.8859,19.3195,20.8859,4906700,
002902.SZ,ร๚ฦีนโดล,2018-11-13,20.4843,21.0667,20.2332,20.8257,5079200,
002902.SZ,ร๚ฦีนโดล,2018-11-14,20.8859,22.2515,20.4943,21.5185,8021410,
002902.SZ,ร๚ฦีนโดล,2018-11-15,21.2876,21.9704,21.1068,21.8901,5992559,
002902.SZ,ร๚ฦีนโดล,2018-11-16,21.5587,22.0608,21.4884,21.9804,4867564,
002902.SZ,ร๚ฦีนโดล,2018-11-19,21.9804,22.5628,21.5888,21.6189,3704300,
002902.SZ,ร๚ฦีนโดล,2018-11-20,21.2173,21.4181,20.2433,20.4843,3291298,
002902.SZ,ร๚ฦีนโดล,2018-11-21,20.0826,20.4843,19.8818,20.3136,1952898,
002902.SZ,ร๚ฦีนโดล,2018-11-22,20.3437,20.6449,19.7312,19.8015,2512324,
002902.SZ,ร๚ฦีนโดล,2018-11-23,19.8416,20.2232,18.7973,18.8977,2478822,
