´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920725.BJ,»Ý·á×êÊ¯,2022-07-18,31.6,32.9,29.18,29.2,6521813,
920725.BJ,»Ý·á×êÊ¯,2022-07-19,29.5,32,28.53,31.51,2784858,
920725.BJ,»Ý·á×êÊ¯,2022-07-20,32.53,40.2,32.53,38.12,3091682,
920725.BJ,»Ý·á×êÊ¯,2022-07-21,38.28,41.59,36.5,37.8,2480936,
920725.BJ,»Ý·á×êÊ¯,2022-07-22,38.78,40.5,37.52,40.24,1694617,
920725.BJ,»Ý·á×êÊ¯,2022-07-25,40.5,44.5,40.25,44.5,1758022,
920725.BJ,»Ý·á×êÊ¯,2022-07-26,44.4,56.66,44.03,54.3,2631105,
920725.BJ,»Ý·á×êÊ¯,2022-07-27,52.83,54.8,49,51.3,2269000,
920725.BJ,»Ý·á×êÊ¯,2022-07-28,52,54.88,49.56,53.2,1678179,
920725.BJ,»Ý·á×êÊ¯,2022-07-29,53.01,53.76,47.78,47.99,1574087,
920725.BJ,»Ý·á×êÊ¯,2022-08-01,47.7,50.3,46.5,47.45,1013838,
920725.BJ,»Ý·á×êÊ¯,2022-08-02,47.6,47.6,41.8,43.4,1871023,
920725.BJ,»Ý·á×êÊ¯,2022-08-03,47,53.5,45.8,50.69,2256001,
920725.BJ,»Ý·á×êÊ¯,2022-08-04,49.7,54.5,49.7,51.4,1374140,
920725.BJ,»Ý·á×êÊ¯,2022-08-05,52,52.29,48.9,51.3,1153355,
920725.BJ,»Ý·á×êÊ¯,2022-08-08,50.89,50.89,48.42,49.58,1001445,
920725.BJ,»Ý·á×êÊ¯,2022-08-09,49.68,49.72,47.7,47.8,956623,
920725.BJ,»Ý·á×êÊ¯,2022-08-10,48.15,50.39,46.58,49.51,1148173,
920725.BJ,»Ý·á×êÊ¯,2022-08-11,49.11,51.8,49,49.32,875198,
920725.BJ,»Ý·á×êÊ¯,2022-08-12,49,51,46.88,49.02,952325,
920725.BJ,»Ý·á×êÊ¯,2022-08-15,51.5,58.18,51.3,56.5,2169134,
920725.BJ,»Ý·á×êÊ¯,2022-08-16,53.81,55.8,53.48,54.31,1240199,
920725.BJ,»Ý·á×êÊ¯,2022-08-17,55.49,60.2,55,57.51,1601808,
920725.BJ,»Ý·á×êÊ¯,2022-08-18,56.69,60.87,56.62,59.6,1262331,
920725.BJ,»Ý·á×êÊ¯,2022-08-19,60,60.03,56.06,57.15,1078989,
920725.BJ,»Ý·á×êÊ¯,2022-08-22,56.74,56.77,54.36,55.13,666063,
920725.BJ,»Ý·á×êÊ¯,2022-08-23,54.86,57.7,54.5,56.37,520756,
920725.BJ,»Ý·á×êÊ¯,2022-08-24,56.25,56.25,51.5,52.64,877034,
920725.BJ,»Ý·á×êÊ¯,2022-08-25,52.65,53.75,51.71,52.55,358850,
920725.BJ,»Ý·á×êÊ¯,2022-08-26,53,53.37,51.98,52,441811,
920725.BJ,»Ý·á×êÊ¯,2022-08-29,52.27,54.93,50.03,54.04,577657,
920725.BJ,»Ý·á×êÊ¯,2022-08-30,52.85,53.86,51.15,52.46,511892,
920725.BJ,»Ý·á×êÊ¯,2022-08-31,52.99,54.48,51.01,51.33,400853,
920725.BJ,»Ý·á×êÊ¯,2022-09-01,52.2,52.2,48.19,48.39,701111,
920725.BJ,»Ý·á×êÊ¯,2022-09-02,48.74,49.3,47,47.73,406205,
920725.BJ,»Ý·á×êÊ¯,2022-09-05,48.09,48.5,46.21,46.75,413562,
920725.BJ,»Ý·á×êÊ¯,2022-09-06,47.35,48.2,47,47.74,282370,
920725.BJ,»Ý·á×êÊ¯,2022-09-07,47.69,48.12,46.67,47.98,340339,
920725.BJ,»Ý·á×êÊ¯,2022-09-08,47.98,48,46.5,46.5,298878,
920725.BJ,»Ý·á×êÊ¯,2022-09-09,47.17,47.52,46.68,46.68,203704,
920725.BJ,»Ý·á×êÊ¯,2022-09-13,46.26,47.44,46.19,46.39,320359,
920725.BJ,»Ý·á×êÊ¯,2022-09-14,45.15,46,45,45,323826,
920725.BJ,»Ý·á×êÊ¯,2022-09-15,45,45.19,41,41.51,664498,
920725.BJ,»Ý·á×êÊ¯,2022-09-16,41.05,44.78,41.02,42.62,701559,
920725.BJ,»Ý·á×êÊ¯,2022-09-19,42.18,42.99,39.9,40,579656,
920725.BJ,»Ý·á×êÊ¯,2022-09-20,40.02,41.37,40.02,41.02,286614,
