代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
920130.BJ,立方控股,2023-11-02,12.22,22.86,12.22,16,19895865,
920130.BJ,立方控股,2023-11-03,13.51,14.24,12.51,12.81,10741861,
920130.BJ,立方控股,2023-11-06,12.25,12.53,11.15,11.32,8752862,
920130.BJ,立方控股,2023-11-07,11.49,11.81,11.24,11.4,6184691,
920130.BJ,立方控股,2023-11-08,11.3,12.57,11.16,12.42,8511969,
920130.BJ,立方控股,2023-11-09,12.06,12.13,11.42,11.46,5959013,
920130.BJ,立方控股,2023-11-10,11.23,11.88,11.23,11.72,4765274,
920130.BJ,立方控股,2023-11-13,11.78,12.17,11.37,12.01,4831684,
920130.BJ,立方控股,2023-11-14,11.98,14.2,11.75,13.1,8517163,
920130.BJ,立方控股,2023-11-15,12.92,13.12,12.43,12.59,6024708,
920130.BJ,立方控股,2023-11-16,12.5,12.89,11.72,11.89,5007196,
920130.BJ,立方控股,2023-11-17,11.99,12.25,11.58,12.05,2770266,
920130.BJ,立方控股,2023-11-20,12.08,12.57,11.68,12.29,3394324,
920130.BJ,立方控股,2023-11-21,12.3,14.18,12.26,12.79,8922201,
920130.BJ,立方控股,2023-11-22,12.64,14.7,12.54,14.45,10496695,
920130.BJ,立方控股,2023-11-23,14.4,15.51,13.1,13.38,8528870,
920130.BJ,立方控股,2023-11-24,13.58,15.25,13.41,15.05,10115009,
920130.BJ,立方控股,2023-11-27,16.5,18.11,15.25,17,12271451,
920130.BJ,立方控股,2023-11-28,15.98,19.37,15.5,17.33,11077038,
920130.BJ,立方控股,2023-11-29,17.99,18.66,16.02,16.55,7291110,
920130.BJ,立方控股,2023-11-30,16.79,16.99,14.58,14.98,5772550,
920130.BJ,立方控股,2023-12-01,15.04,15.78,13.73,14.16,4862058,
920130.BJ,立方控股,2023-12-04,14.01,14.66,13.45,14.35,3321521,
920130.BJ,立方控股,2023-12-05,14.31,15.5,14.04,15.35,6071356,
920130.BJ,立方控股,2023-12-06,15.11,15.42,14.5,14.78,4322590,
920130.BJ,立方控股,2023-12-07,14.77,15.77,14.68,15.39,5224943,
920130.BJ,立方控股,2023-12-08,15.68,16.06,15.28,15.86,5037055,
920130.BJ,立方控股,2023-12-11,15.95,16.5,14.5,15.23,3746078,
920130.BJ,立方控股,2023-12-12,15,15.63,14.7,15.59,3795723,
920130.BJ,立方控股,2023-12-13,15.43,16.28,15.38,16.07,5458387,
920130.BJ,立方控股,2023-12-14,15.97,16.78,15.72,16.29,6287286,
