代码,简称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),
300352.SZ,北信源,2015-01-05,96.028,96.028,87.4555,88.6227,6128113,
300352.SZ,北信源,2015-01-06,88.5422,94.9816,87.4555,93.251,6724022,
300352.SZ,北信源,2015-01-07,92.5668,92.7681,89.7496,91.2387,4777988,
300352.SZ,北信源,2015-01-08,90.152,99.8112,89.9508,96.672,7869635,
300352.SZ,北信源,2015-01-09,95.0621,101.2198,95.0621,97.2757,6393576,
300352.SZ,北信源,2015-01-12,96.0683,102.1455,94.5792,98.2013,5132350,
300352.SZ,北信源,2015-01-13,98.9258,106.2506,97.3159,105.6067,9015274,
300352.SZ,北信源,2015-01-14,105.4055,108.1825,101.3406,102.0248,5816586,
300352.SZ,北信源,2015-01-15,100.6161,105.4457,97.4367,98.5233,4792872,
300352.SZ,北信源,2015-01-16,98.4831,105.6872,96.9135,105.2042,7776834,
300352.SZ,北信源,2015-01-19,103.9163,111.8046,101.0588,106.7738,13645006,
300352.SZ,北信源,2015-01-20,109.9533,114.7024,104.6408,113.495,12183583,
300352.SZ,北信源,2015-01-21,112.7303,119.3307,112.2876,114.2194,14150429,
300352.SZ,北信源,2015-01-22,113.8975,117.8819,111.2009,113.1328,7384622,
300352.SZ,北信源,2015-01-23,111.6437,114.0987,107.5385,108.7862,7157671,
300352.SZ,北信源,2015-01-26,111.9656,119.6527,111.9656,119.6527,15630300,
300352.SZ,北信源,2015-01-27,120.0149,124.764,117.5196,123.3956,14936324,
300352.SZ,北信源,2015-01-28,123.3956,132.773,121.3833,125.8909,13250370,
300352.SZ,北信源,2015-01-29,123.9591,129.2716,120.7796,125.9714,7511807,
300352.SZ,北信源,2015-01-30,124.4018,127.0983,114.5012,114.8231,10529446,
300352.SZ,北信源,2015-02-02,114.9439,120.5381,112.7303,116.7147,5137141,
300352.SZ,北信源,2015-02-03,116.7147,128.3862,115.95,128.3862,11892208,
300352.SZ,北信源,2015-02-04,132.7328,134.6646,128.024,128.6277,15759039,
300352.SZ,北信源,2015-02-05,127.2995,136.8379,124.4823,133.6585,13568944,
300352.SZ,北信源,2015-02-06,130.9217,133.6182,125.5689,127.058,7710788,
300352.SZ,北信源,2015-02-09,127.0178,131.2034,119.4917,122.5907,7385485,
300352.SZ,北信源,2015-02-10,122.7517,126.3336,118.0026,122.7517,6092730,
300352.SZ,北信源,2015-02-11,123.7981,129.7948,123.4761,129.7948,7347742,
300352.SZ,北信源,2015-02-12,130.801,132.2096,125.4884,125.8506,6533742,
300352.SZ,北信源,2015-02-13,127.1788,132.2096,122.9529,132.0084,7982634,
300352.SZ,北信源,2015-02-16,130.801,135.2683,128.7484,134.0207,7512501,
300352.SZ,北信源,2015-02-17,134.1817,137.3209,129.996,133.2962,6968569,
300352.SZ,北信源,2015-02-25,132.8133,136.6769,125.6092,127.9837,7883057,
300352.SZ,北信源,2015-02-26,129.1509,129.1509,122.6309,126.7763,5430838,
300352.SZ,北信源,2015-02-27,127.058,129.6338,124.2005,129.2716,6146778,
300352.SZ,北信源,2015-03-02,129.3521,142.1907,127.6215,141.6675,15993283,
300352.SZ,北信源,2015-03-03,139.6552,141.6675,134.7049,136.4757,9433836,
300352.SZ,北信源,2015-03-04,136.7977,144.364,135.2281,142.0297,7832530,
300352.SZ,北信源,2015-03-05,140.8626,141.426,136.4757,138.7295,4329129,
300352.SZ,北信源,2015-03-06,137.3209,140.0576,132.0084,132.773,4175350,
300352.SZ,北信源,2015-03-09,132.0084,136.033,130.318,133.6585,3590145,
300352.SZ,北信源,2015-03-10,133.2157,135.9123,131.4047,132.1693,5304171,
300352.SZ,北信源,2015-03-11,132.8133,133.9804,124.281,124.764,10243810,
300352.SZ,北信源,2015-03-12,126.0116,135.3488,124.0396,128.2252,8546662,
300352.SZ,北信源,2015-03-13,128.5874,134.4231,124.764,133.8597,9733788,
300352.SZ,北信源,2015-03-16,134.9866,141.4663,134.9463,136.7977,11984889,
300352.SZ,北信源,2015-03-17,137.2404,139.0515,131.6059,134.6244,10130314,
300352.SZ,北信源,2015-03-18,134.6244,138.0453,130.4387,136.5562,12788334,
300352.SZ,北信源,2015-03-19,134.8659,144.8872,132.2901,143.0761,18401141,
300352.SZ,北信源,2015-03-20,142.8749,157.4039,142.8749,153.0975,20977056,
300352.SZ,北信源,2015-03-23,154.1439,160.8651,150.9644,158.41,17210018,
