旗鷹,酒各,晩豚,蝕徒勺(圷),恷互勺(圷),恷詰勺(圷),辺徒勺(圷),撹住楚(紘),
301165.SZ,費楯利大,2022-12-23,33.6,34.64,33.3,33.92,3262386,
301165.SZ,費楯利大,2022-12-26,33.77,34.45,33.76,34.12,2630731,
301165.SZ,費楯利大,2022-12-27,34.1,34.43,31.88,32.96,8737252,
301165.SZ,費楯利大,2022-12-28,33,34.08,32.61,33.32,4947564,
301165.SZ,費楯利大,2022-12-29,33.13,33.89,33.02,33.18,3113150,
301165.SZ,費楯利大,2022-12-30,33.92,34.76,33.26,34.11,4580499,
301165.SZ,費楯利大,2023-01-03,34.08,36.47,34.08,36.1,8176664,
301165.SZ,費楯利大,2023-01-04,36,37.21,35.72,35.78,5423878,
301165.SZ,費楯利大,2023-01-05,35.71,36.9,35.42,36.6,5759157,
301165.SZ,費楯利大,2023-01-06,36.51,36.98,36.17,36.78,3724263,
301165.SZ,費楯利大,2023-01-09,36.98,38.18,36.67,38,5294716,
301165.SZ,費楯利大,2023-01-10,37.89,38.09,37.18,37.63,2969865,
301165.SZ,費楯利大,2023-01-11,37.52,37.9,36.59,36.66,2774071,
301165.SZ,費楯利大,2023-01-12,36.53,37.44,36.29,37.28,2116020,
301165.SZ,費楯利大,2023-01-13,37.2,37.41,35.79,36.08,2393905,
301165.SZ,費楯利大,2023-01-16,36.16,38.18,36.16,37.73,3787500,
301165.SZ,費楯利大,2023-01-17,37.88,37.88,36.76,36.82,2147948,
301165.SZ,費楯利大,2023-01-18,36.69,38.05,36.3,37.23,2768983,
301165.SZ,費楯利大,2023-01-19,37.7,38.72,37.31,38.12,3893757,
301165.SZ,費楯利大,2023-01-20,38.03,38.58,37.56,37.75,3020033,
301165.SZ,費楯利大,2023-01-30,38.31,38.82,37.9,37.97,3866419,
301165.SZ,費楯利大,2023-01-31,37.68,38.08,36.6,36.81,3952574,
301165.SZ,費楯利大,2023-02-01,36.9,39.35,36.88,39.02,5827803,
301165.SZ,費楯利大,2023-02-02,38.84,39.03,38.07,38.38,3177368,
301165.SZ,費楯利大,2023-02-03,38.16,40.03,37.89,39.75,5598117,
301165.SZ,費楯利大,2023-02-06,40.45,41.38,39.52,40.6,7685787,
301165.SZ,費楯利大,2023-02-07,41,43.4,40.29,42.52,9183553,
301165.SZ,費楯利大,2023-02-08,43.44,45.03,41.3,41.42,12176785,
301165.SZ,費楯利大,2023-02-09,40.58,45.6,40.27,45.2,11999936,
301165.SZ,費楯利大,2023-02-10,45.64,46.19,42.74,43.71,12746294,
301165.SZ,費楯利大,2023-02-13,43.17,44.35,42.65,43.73,9636373,
301165.SZ,費楯利大,2023-02-14,44.23,44.26,42.2,42.7,6319542,
301165.SZ,費楯利大,2023-02-15,42.9,44.1,42.75,43.4,7318200,
301165.SZ,費楯利大,2023-02-16,42.75,43,40.3,40.68,8796162,
301165.SZ,費楯利大,2023-02-17,40.5,41.36,39.46,39.5,4979061,
301165.SZ,費楯利大,2023-02-20,39.88,41.93,39.31,41.85,5403183,
301165.SZ,費楯利大,2023-02-21,41.4,42.25,40.89,41.46,4051114,
301165.SZ,費楯利大,2023-02-22,40.77,42.15,40.68,41.43,3234430,
301165.SZ,費楯利大,2023-02-23,41.2,41.75,40.34,40.59,2630447,
301165.SZ,費楯利大,2023-02-24,40.61,43.11,40.61,42.22,6684269,
301165.SZ,費楯利大,2023-02-27,41.7,42.36,40.9,41.4,3283883,
301165.SZ,費楯利大,2023-02-28,43,45.4,42.36,44.3,10381129,
301165.SZ,費楯利大,2023-03-01,44.2,45.48,43.76,44.72,7184736,
301165.SZ,費楯利大,2023-03-02,44.2,46.2,44.01,44.08,6777980,
301165.SZ,費楯利大,2023-03-03,43.28,43.89,42.67,43.09,4407513,
301165.SZ,費楯利大,2023-03-06,43.3,46.01,43.16,45.14,6395437,
301165.SZ,費楯利大,2023-03-07,44.68,46.94,44,44.25,5365593,
301165.SZ,費楯利大,2023-03-08,45.1,46.19,44.89,45.7,5431415,
301165.SZ,費楯利大,2023-03-09,45.38,47.77,43.96,47.31,6078672,
301165.SZ,費楯利大,2023-03-10,46.5,47.47,45.99,46.12,4443718,
301165.SZ,費楯利大,2023-03-13,46,48.84,45.6,47.15,5882810,
301165.SZ,費楯利大,2023-03-14,46.7,47.06,45.9,46.76,3373082,
301165.SZ,費楯利大,2023-03-15,47.03,47.68,45.65,47.04,3851538,
301165.SZ,費楯利大,2023-03-16,46.29,46.45,44.5,44.91,4043435,
301165.SZ,費楯利大,2023-03-17,45.38,47.37,45.33,46.69,4887600,
301165.SZ,費楯利大,2023-03-20,46.52,47.22,45.03,45.3,4007245,
301165.SZ,費楯利大,2023-03-21,45.23,45.68,43.92,45.11,3978798,
301165.SZ,費楯利大,2023-03-22,44.77,48.88,44.49,48.88,6697912,
301165.SZ,費楯利大,2023-03-23,47.9,53.15,47.79,51.92,8126258,
301165.SZ,費楯利大,2023-03-24,51.45,52.92,50.4,51.9,5277723,
301165.SZ,費楯利大,2023-03-27,51.49,51.93,49.7,50.8,4576222,
301165.SZ,費楯利大,2023-03-28,50.05,51.24,48.73,50.03,3635021,
301165.SZ,費楯利大,2023-03-29,49.86,53.83,49.35,52.3,5722561,
301165.SZ,費楯利大,2023-03-30,51.58,52.56,49.7,49.77,4620940,
301165.SZ,費楯利大,2023-03-31,49.29,50.93,47.9,50.62,4121410,
301165.SZ,費楯利大,2023-04-03,50.01,54.34,50.01,54.07,7001834,
301165.SZ,費楯利大,2023-04-04,53.5,55.96,52.82,54.5,5949728,
301165.SZ,費楯利大,2023-04-06,52.8,57.63,52.36,53.9,6028272,
301165.SZ,費楯利大,2023-04-07,53.7,55.7,52.71,54.6,3846347,
301165.SZ,費楯利大,2023-04-10,54.6,57.51,53.18,53.66,5438053,
301165.SZ,費楯利大,2023-04-11,53.18,55.24,52.7,53.9,4067727,
301165.SZ,費楯利大,2023-04-12,53.9,64.68,53.06,64.68,10902969,
301165.SZ,費楯利大,2023-04-13,63.5,64.5,58.58,59.63,9719392,
301165.SZ,費楯利大,2023-04-14,59,59.38,55.74,57.88,6667613,
301165.SZ,費楯利大,2023-04-17,57,58.95,56.05,58.3,5863873,
301165.SZ,費楯利大,2023-04-18,57.55,63.88,57,60.32,10983061,
301165.SZ,費楯利大,2023-04-19,59.1,63.79,59.1,59.43,8496026,
301165.SZ,費楯利大,2023-04-20,60.2,62.86,59.59,62.31,7681967,
301165.SZ,費楯利大,2023-04-21,64.5,69.95,61.63,64.64,10995041,
301165.SZ,費楯利大,2023-04-24,63,69.95,62.57,68.44,9260974,
301165.SZ,費楯利大,2023-04-25,66.5,68.7,63.88,67.31,7184887,
301165.SZ,費楯利大,2023-04-26,67,67,54.07,55.6,13841109,
301165.SZ,費楯利大,2023-04-27,52.9,53.8,50.2,50.89,10157524,
301165.SZ,費楯利大,2023-04-28,51.91,54.43,51.7,53.4,7098422,
301165.SZ,費楯利大,2023-05-04,52.5,53.54,48.8,49.68,8526700,
301165.SZ,費楯利大,2023-05-05,49.49,49.7,46.38,47.22,8237705,
301165.SZ,費楯利大,2023-05-08,47.19,48.43,46.14,47.66,5841974,
301165.SZ,費楯利大,2023-05-09,48.02,51.58,48.01,48.47,7835970,
301165.SZ,費楯利大,2023-05-10,48.01,50.95,48.01,49.18,7857687,
301165.SZ,費楯利大,2023-05-11,48.43,48.66,46,46.48,6323656,
301165.SZ,費楯利大,2023-05-12,46.16,47.52,46.04,46.49,3910502,
301165.SZ,費楯利大,2023-05-15,46.45,47.39,45.67,47.25,3628010,
301165.SZ,費楯利大,2023-05-16,47.31,47.31,45.15,45.45,3877570,
301165.SZ,費楯利大,2023-05-17,45.01,46.49,45.01,45.83,3405864,
301165.SZ,費楯利大,2023-05-18,46.65,50.62,46.23,50.45,11191787,
301165.SZ,費楯利大,2023-05-19,48.66,49.9,47.77,48,7774862,
301165.SZ,費楯利大,2023-05-22,47.52,47.77,45.28,46.09,8578376,
301165.SZ,費楯利大,2023-05-23,46.09,47.39,45.67,46.15,5383609,
301165.SZ,費楯利大,2023-05-24,45.58,47.86,45.35,46.63,6168056,
301165.SZ,費楯利大,2023-05-25,48.22,51.68,47.81,49.06,10583476,
301165.SZ,費楯利大,2023-05-26,49.72,51.87,48.66,50.9,10414899,
301165.SZ,費楯利大,2023-05-29,51.58,55.66,50.18,53.6,12227351,
301165.SZ,費楯利大,2023-05-30,54.8,58.3,53.62,57.95,12909109,
301165.SZ,費楯利大,2023-05-31,55.7699,58.3759,54.8472,57.0272,11349106,
301165.SZ,費楯利大,2023-06-01,55.5671,57.3314,55.1209,55.8713,7074376,
301165.SZ,費楯利大,2023-06-02,55.8307,56.5811,53.823,53.9751,6628664,
301165.SZ,費楯利大,2023-06-05,54.0664,58.0717,53.8433,57.1591,9101207,
301165.SZ,費楯利大,2023-06-06,56.7839,58.1629,55.4353,56.3479,7681284,
301165.SZ,費楯利大,2023-06-07,56.7839,61.2455,55.0702,60.9717,10179470,
301165.SZ,費楯利大,2023-06-08,59.7853,63.1721,58.244,59.2073,8869980,
301165.SZ,費楯利大,2023-06-09,58.8119,62.4927,58.5381,61.499,7252432,
301165.SZ,費楯利大,2023-06-12,60.8906,63.2329,58.9133,60.1301,6689394,
301165.SZ,費楯利大,2023-06-13,59.3189,59.9374,55.9321,58.8119,10152447,
301165.SZ,費楯利大,2023-06-14,57.9297,61.6511,57.5951,60.1402,9300171,
301165.SZ,費楯利大,2023-06-15,59.471,62.6347,58.4367,58.5787,10611926,
301165.SZ,費楯利大,2023-06-16,56.7839,61.6308,56.7839,61.3266,9578820,
301165.SZ,費楯利大,2023-06-19,61.4483,64.4193,60.6675,64.2875,12420920,
301165.SZ,費楯利大,2023-06-20,62.7969,69.6414,61.2049,67.583,12468696,
301165.SZ,費楯利大,2023-06-21,67.4309,77.7229,63.8819,69.6617,15642087,
301165.SZ,費楯利大,2023-06-26,68.7795,72.8963,62.4623,62.9794,14624067,
301165.SZ,費楯利大,2023-06-27,62.9794,63.6791,59.9374,62.1479,7393254,
301165.SZ,費楯利大,2023-06-28,63.8312,64.1861,56.6622,57.8587,9181572,
301165.SZ,費楯利大,2023-06-29,56.723,60.0185,56.723,59.1059,7143074,
301165.SZ,費楯利大,2023-06-30,57.808,63.9123,57.6356,62.584,9591029,
301165.SZ,費楯利大,2023-07-03,63.8616,65.9099,62.0567,63.7196,10116741,
301165.SZ,費楯利大,2023-07-04,62.4623,65.2001,61.8539,62.7462,7518127,
301165.SZ,費楯利大,2023-07-05,62.8679,63.1214,59.3696,59.7042,7876988,
301165.SZ,費楯利大,2023-07-06,59.7955,62.6854,59.7853,60.049,5959160,
301165.SZ,費楯利大,2023-07-07,59.8259,60.7182,56.8853,57.6863,5988240,
301165.SZ,費楯利大,2023-07-10,57.8993,58.1021,54.4517,54.7052,7119290,
301165.SZ,費楯利大,2023-07-11,54.6545,56.0132,54.1475,55.5468,4442610,
301165.SZ,費楯利大,2023-07-12,55.2629,55.5468,52.3122,52.8597,6072955,
301165.SZ,費楯利大,2023-07-13,53.0118,56.2262,52.6366,55.922,7257156,
301165.SZ,費楯利大,2023-07-14,55.6989,57.6458,55.1919,56.5405,8721015,
301165.SZ,費楯利大,2023-07-17,56.6825,57.7776,56.0741,56.3986,5406848,
301165.SZ,費楯利大,2023-07-18,56.4391,56.4391,54.0562,54.259,5167362,
301165.SZ,費楯利大,2023-07-19,53.9751,54.8472,53.245,53.5898,3074158,
301165.SZ,費楯利大,2023-07-20,53.5999,53.7318,51.6125,51.7646,3659947,
301165.SZ,費楯利大,2023-07-21,51.6125,53.0929,51.3184,51.9066,2889584,
301165.SZ,費楯利大,2023-07-24,51.6429,53.2856,51.0244,52.3223,3371758,
301165.SZ,費楯利大,2023-07-25,52.8597,53.5188,51.6733,52.6062,3581141,
301165.SZ,費楯利大,2023-07-26,52.4136,52.4136,50.6796,51.0649,3139046,
301165.SZ,費楯利大,2023-07-27,51.4097,51.4097,49.5845,49.8684,4333157,
301165.SZ,費楯利大,2023-07-28,49.6859,50.8621,49.2397,49.5135,3558612,
301165.SZ,費楯利大,2023-07-31,49.189,50.3957,48.682,50.0002,3297923,
301165.SZ,費楯利大,2023-08-01,49.9597,52.6062,49.696,51.8153,6224671,
301165.SZ,費楯利大,2023-08-02,52.0688,53.1436,51.5111,52.0384,5444087,
301165.SZ,費楯利大,2023-08-03,51.0041,52.4237,50.71,51.2272,3047589,
301165.SZ,費楯利大,2023-08-04,51.1258,52.6164,51.0142,52.3426,4139581,
301165.SZ,費楯利大,2023-08-07,52.2209,54.4517,52.1803,53.0828,5225002,
301165.SZ,費楯利大,2023-08-08,52.8901,54.0968,52.1296,52.3933,4397094,
301165.SZ,費楯利大,2023-08-09,51.9877,52.2209,49.8887,50.3551,4278492,
301165.SZ,費楯利大,2023-08-10,49.9698,50.5985,49.2702,49.6453,2771754,
301165.SZ,費楯利大,2023-08-11,49.7062,50.0712,48.0736,48.0736,2728901,
301165.SZ,費楯利大,2023-08-14,47.7086,50.1929,47.5362,50.1219,3530535,
301165.SZ,費楯利大,2023-08-15,50.1625,51.359,48.8646,49.2499,3110910,
301165.SZ,費楯利大,2023-08-16,48.8747,49.6352,47.8708,48.0229,2448115,
301165.SZ,費楯利大,2023-08-17,47.7694,49.3817,47.4652,48.7429,2479227,
301165.SZ,費楯利大,2023-08-18,48.3576,49.0775,47.3334,47.3334,2663592,
301165.SZ,費楯利大,2023-08-21,47.3537,48.9862,47.2523,47.5971,2574638,
301165.SZ,費楯利大,2023-08-22,48.2967,49.3411,47.5768,49.3107,3227397,
301165.SZ,費楯利大,2023-08-23,48.6719,48.8848,47.4044,47.6376,2437520,
301165.SZ,費楯利大,2023-08-24,47.9621,48.3778,44.8187,45.5894,6226438,
301165.SZ,費楯利大,2023-08-25,42.9935,44.1596,41.7767,41.9187,5952161,
301165.SZ,費楯利大,2023-08-28,44.5247,45.2243,43.5614,43.9365,6263362,
301165.SZ,費楯利大,2023-08-29,43.9365,45.2547,43.3991,45.0418,3875271,
301165.SZ,費楯利大,2023-08-30,45.0114,46.5831,44.8796,46.36,4401373,
301165.SZ,費楯利大,2023-08-31,46.0152,46.9684,45.5792,45.6502,3645537,
301165.SZ,費楯利大,2023-09-01,45.6198,46.7453,45.6198,46.0355,3135038,
301165.SZ,費楯利大,2023-09-04,46.2282,46.5324,45.2953,45.9848,2682354,
301165.SZ,費楯利大,2023-09-05,45.7313,46.0456,44.9201,45.2142,2957248,
301165.SZ,費楯利大,2023-09-06,44.9404,45.8327,44.4942,45.7921,2323436,
301165.SZ,費楯利大,2023-09-07,45.4271,45.7921,44.3219,44.3219,2103992,
301165.SZ,費楯利大,2023-09-08,44.3726,44.7072,43.3991,44.4841,2362685,
301165.SZ,費楯利大,2023-09-11,44.6058,46.9785,43.9872,45.8124,4572505,
301165.SZ,費楯利大,2023-09-12,45.64,48.5604,45.6299,47.374,8193057,
301165.SZ,費楯利大,2023-09-13,48.0635,49.8887,47.374,49.8887,13875716,
301165.SZ,費楯利大,2023-09-14,49.0268,49.6251,46.9481,47.4754,10402142,
301165.SZ,費楯利大,2023-09-15,47.2117,47.3537,43.1963,43.4498,8461396,
301165.SZ,費楯利大,2023-09-18,42.4054,43.5614,41.9897,42.2026,4348213,
301165.SZ,費楯利大,2023-09-19,42.0809,42.375,39.9617,41.0669,4961063,
301165.SZ,費楯利大,2023-09-20,41.0669,43.5005,41.0669,42.7907,5912262,
301165.SZ,費楯利大,2023-09-21,42.1823,43.5411,42.0809,42.0809,3308848,
301165.SZ,費楯利大,2023-09-22,42.0809,45.7313,41.9491,45.5387,7562111,
301165.SZ,費楯利大,2023-09-25,45.5285,46.218,44.5145,44.5956,4988661,
301165.SZ,費楯利大,2023-09-26,44.6869,46.36,44.6869,44.9505,6545348,
301165.SZ,費楯利大,2023-09-27,44.6869,45.4068,44.2002,44.2407,4005624,
301165.SZ,費楯利大,2023-09-28,44.6159,45.4981,44.1596,44.2103,3730971,
301165.SZ,費楯利大,2023-10-09,43.8149,44.403,43.176,43.9872,3249988,
301165.SZ,費楯利大,2023-10-10,44.0075,44.4131,43.6019,43.6222,2672577,
301165.SZ,費楯利大,2023-10-11,43.6019,45.0215,43.5512,43.9974,3413090,
301165.SZ,費楯利大,2023-10-12,43.9974,44.4131,41.9694,42.1925,4992583,
301165.SZ,費楯利大,2023-10-13,42.3141,42.375,41.4827,41.5435,2649107,
301165.SZ,費楯利大,2023-10-16,41.5334,41.8477,40.2557,40.4889,2855900,
301165.SZ,費楯利大,2023-10-17,40.7222,40.8438,39.7791,40.3064,2108360,
301165.SZ,費楯利大,2023-10-18,40.2557,40.347,38.7449,39.3026,2362056,
301165.SZ,費楯利大,2023-10-19,39.3026,39.9414,39.0389,39.1403,1905083,
301165.SZ,費楯利大,2023-10-20,38.7854,39.3228,37.7613,37.8018,2539412,
301165.SZ,費楯利大,2023-10-23,38.0553,38.3798,36.8284,37.1326,2307025,
301165.SZ,費楯利大,2023-10-24,37.1326,38.6942,37.1326,37.4064,3390902,
301165.SZ,費楯利大,2023-10-25,37.4571,38.0148,36.7777,37.0718,3155787,
301165.SZ,費楯利大,2023-10-26,36.9906,37.4165,36.4127,37.2644,2460129,
301165.SZ,費楯利大,2023-10-27,36.9602,37.7106,36.7574,37.5382,3097356,
301165.SZ,費楯利大,2023-10-30,37.2847,38.0655,36.7067,38.0249,3628384,
301165.SZ,費楯利大,2023-10-31,37.9742,37.9742,36.5039,36.8892,3682200,
301165.SZ,費楯利大,2023-11-01,37.1732,37.8525,36.9197,37.0718,2874529,
301165.SZ,費楯利大,2023-11-02,37.5179,38.0655,36.5039,36.5039,3121471,
301165.SZ,費楯利大,2023-11-03,36.4836,37.8221,36.4431,37.8018,3538372,
301165.SZ,費楯利大,2023-11-06,38.1263,40.6917,37.8931,40.2861,6916471,
301165.SZ,費楯利大,2023-11-07,40.1847,42.9023,39.5459,42.3446,8295244,
301165.SZ,費楯利大,2023-11-08,42.4358,44.9911,41.9288,43.0949,9624794,
301165.SZ,費楯利大,2023-11-09,42.5981,43.2774,41.0264,41.432,7356522,
301165.SZ,費楯利大,2023-11-10,40.712,41.726,39.9312,41.0669,4547725,
301165.SZ,費楯利大,2023-11-13,41.3813,43.0848,41.2596,41.726,4659366,
301165.SZ,費楯利大,2023-11-14,41.5841,42.2837,41.1886,41.9592,3129469,
301165.SZ,費楯利大,2023-11-15,42.3851,42.5474,41.3711,41.7057,2914647,
301165.SZ,費楯利大,2023-11-16,41.4725,41.7767,40.5599,40.7019,3192506,
301165.SZ,費楯利大,2023-11-17,40.7931,41.5536,40.347,41.3508,2898735,
301165.SZ,費楯利大,2023-11-20,41.3711,41.9795,40.9351,41.6753,2505242,
301165.SZ,費楯利大,2023-11-21,41.6753,42.7907,41.0872,41.9897,5590515,
301165.SZ,費楯利大,2023-11-22,41.6043,41.9288,40.8945,40.9959,2833185,
301165.SZ,費楯利大,2023-11-23,40.5599,41.5435,40.0833,41.4624,2456546,
301165.SZ,費楯利大,2023-11-24,41.3001,41.3204,39.6676,39.8603,3098058,
301165.SZ,費楯利大,2023-11-27,39.5459,40.7627,39.2721,39.6473,2974723,
301165.SZ,費楯利大,2023-11-28,39.5256,39.8096,39.1302,39.6575,2277763,
301165.SZ,費楯利大,2023-11-29,39.6575,39.9008,39.0186,39.0288,1945338,
301165.SZ,費楯利大,2023-11-30,39.0693,39.3228,38.4407,38.7956,1686637,
301165.SZ,費楯利大,2023-12-01,38.5522,40.641,38.4305,40.3875,3731247,
301165.SZ,費楯利大,2023-12-04,40.276,41.2494,39.9617,40.1543,3300343,
301165.SZ,費楯利大,2023-12-05,40.3571,40.3571,38.5421,38.5522,2610005,
301165.SZ,費楯利大,2023-12-06,38.5015,39.0693,38.2379,38.4305,2106195,
301165.SZ,費楯利大,2023-12-07,38.2277,39.9414,38.177,39.5155,3887196,
301165.SZ,費楯利大,2023-12-08,39.6473,43.1963,39.4242,42.7806,9950147,
301165.SZ,費楯利大,2023-12-11,42.3851,42.5676,41.5334,42.2736,7069136,
301165.SZ,費楯利大,2023-12-12,44.19,44.5855,42.2634,42.7806,10497617,
301165.SZ,費楯利大,2023-12-13,42.5372,43.247,42.0099,42.0708,4635203,
301165.SZ,費楯利大,2023-12-14,42.2837,43.1963,42.1012,42.3648,7071169,
301165.SZ,費楯利大,2023-12-15,42.7704,42.9732,41.3204,41.4827,5471762,
301165.SZ,費楯利大,2023-12-18,41.1683,41.5232,39.8197,39.9312,3802131,
301165.SZ,費楯利大,2023-12-19,39.8704,40.1847,38.9781,39.4749,4070709,
301165.SZ,費楯利大,2023-12-20,39.911,40.0326,38.5116,38.5319,3240927,
301165.SZ,費楯利大,2023-12-21,38.2277,40.1645,37.8221,39.4141,3873636,
301165.SZ,費楯利大,2023-12-22,39.2113,39.404,37.5281,37.9742,4039245,
301165.SZ,費楯利大,2023-12-25,37.9235,38.2987,37.4165,37.741,1762460,
301165.SZ,費楯利大,2023-12-26,37.6599,37.741,36.5343,36.6864,2569805,
301165.SZ,費楯利大,2023-12-27,36.9298,37.4165,36.727,37.0211,1816436,
301165.SZ,費楯利大,2023-12-28,36.9805,38.3798,36.4127,37.9641,3077539,
301165.SZ,費楯利大,2023-12-29,37.9235,38.9375,37.9235,38.4204,2920283,
301165.SZ,費楯利大,2024-01-02,38.4102,38.5522,37.8323,37.883,2773267,
301165.SZ,費楯利大,2024-01-03,37.8525,38.0553,37.3861,37.7106,1681193,
301165.SZ,費楯利大,2024-01-04,37.8931,37.9844,37.2543,37.6599,1822095,
301165.SZ,費楯利大,2024-01-05,37.6295,37.7207,36.4329,36.7067,2053498,
301165.SZ,費楯利大,2024-01-08,36.5039,36.6966,35.4899,35.5305,2040007,
301165.SZ,費楯利大,2024-01-09,35.6927,36.5039,35.3885,35.642,1865413,
301165.SZ,費楯利大,2024-01-10,35.4899,35.6927,34.7801,35.0843,1763787,
301165.SZ,費楯利大,2024-01-11,35.2162,36.2808,35.1046,36.1389,1878163,
301165.SZ,費楯利大,2024-01-12,35.9462,36.0071,35.2669,35.2973,1588791,
301165.SZ,費楯利大,2024-01-15,35.1452,35.5305,34.7801,34.9627,1283822,
301165.SZ,費楯利大,2024-01-16,34.9728,34.9728,34.1819,34.8207,1319522,
301165.SZ,費楯利大,2024-01-17,34.7294,35.2364,34.1819,34.1819,1601043,
301165.SZ,費楯利大,2024-01-18,33.8371,34.9728,33.2084,34.9322,2717790,
301165.SZ,費楯利大,2024-01-19,34.8004,35.1756,34.0805,34.1413,1611629,
301165.SZ,費楯利大,2024-01-22,34.1717,34.7294,32.1336,32.5189,2204169,
301165.SZ,費楯利大,2024-01-23,32.5189,33.9588,32.1437,33.6242,3090724,
301165.SZ,費楯利大,2024-01-24,33.6749,33.9487,32.5291,33.7763,2626211,
301165.SZ,費楯利大,2024-01-25,33.7661,35.4494,33.4924,35.3784,3442855,
301165.SZ,費楯利大,2024-01-26,35.0641,35.348,34.3543,34.5875,2492427,
301165.SZ,費楯利大,2024-01-29,34.7801,34.8815,32.7826,32.7826,2786042,
301165.SZ,費楯利大,2024-01-30,32.3972,32.9144,31.1906,31.3021,2046501,
301165.SZ,費楯利大,2024-01-31,31.2818,31.6165,29.4871,29.4871,2882856,
301165.SZ,費楯利大,2024-02-01,29.5073,30.9269,29.051,30.2678,2996826,
301165.SZ,費楯利大,2024-02-02,30.3185,31.0892,27.4084,28.4528,3081476,
301165.SZ,費楯利大,2024-02-05,28.0877,28.1891,25.3195,25.9076,5038536,
301165.SZ,費楯利大,2024-02-06,25.8367,28.9496,25.2486,28.4021,4273537,
301165.SZ,費楯利大,2024-02-07,28.4122,30.5315,28.3919,29.264,5116386,
301165.SZ,費楯利大,2024-02-08,29.6594,31.87,29.3552,30.8154,4746747,
301165.SZ,費楯利大,2024-02-19,31.7584,33.4214,31.4542,33.3301,6449871,
301165.SZ,費楯利大,2024-02-20,32.4479,32.671,31.7381,32.4277,4698096,
301165.SZ,費楯利大,2024-02-21,31.6266,33.1983,31.5658,32.306,4130244,
301165.SZ,費楯利大,2024-02-22,33.0361,34.8714,33.0361,34.3238,7135374,
301165.SZ,費楯利大,2024-02-23,34.6483,36.4025,33.9689,35.4494,8761604,
301165.SZ,費楯利大,2024-02-26,34.6787,36.3011,34.3847,35.6116,7291149,
301165.SZ,費楯利大,2024-02-27,35.135,41.5739,34.8815,39.5459,12517343,
301165.SZ,費楯利大,2024-02-28,38.9578,39.5358,35.6927,35.9766,10857874,
301165.SZ,費楯利大,2024-02-29,35.4899,39.0389,35.4899,38.1466,9530699,
301165.SZ,費楯利大,2024-03-01,38.248,41.9288,37.8931,40.9148,12198367,
301165.SZ,費楯利大,2024-03-04,41.9998,43.4498,40.2557,40.9452,13056228,
301165.SZ,費楯利大,2024-03-05,39.9617,42.7502,39.0288,40.2861,11900673,
301165.SZ,費楯利大,2024-03-06,39.5459,40.2456,38.9375,39.6676,7053393,
301165.SZ,費楯利大,2024-03-07,39.7284,40.7526,38.5421,39.5763,6307499,
301165.SZ,費楯利大,2024-03-08,39.4445,40.2354,38.1872,39.9515,9132312,
301165.SZ,費楯利大,2024-03-11,38.7956,39.6372,38.106,39.4648,7814959,
301165.SZ,費楯利大,2024-03-12,39.4445,40.1543,38.9375,39.2519,5590002,
301165.SZ,費楯利大,2024-03-13,39.7284,41.1176,38.8057,40.3368,10288937,
301165.SZ,費楯利大,2024-03-14,39.2417,39.8704,38.6232,39.2316,5941912,
301165.SZ,費楯利大,2024-03-15,38.9679,40.5295,38.4609,40.5092,6483316,
301165.SZ,費楯利大,2024-03-18,41.5232,41.5536,39.911,40.2963,7562915,
