´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
920274.BJ,ºêÔ£°ü²Ä,2023-08-18,7.81,9.86,7.81,8.77,17638312,
920274.BJ,ºêÔ£°ü²Ä,2023-08-21,8.15,8.32,7.56,7.57,7923237,
920274.BJ,ºêÔ£°ü²Ä,2023-08-22,7.71,7.8,7.2,7.32,5287200,
920274.BJ,ºêÔ£°ü²Ä,2023-08-23,7.37,7.88,7.31,7.86,6035557,
920274.BJ,ºêÔ£°ü²Ä,2023-08-24,7.81,7.9,7.35,7.47,3051149,
920274.BJ,ºêÔ£°ü²Ä,2023-08-25,7.18,7.2,6.59,6.75,4647060,
920274.BJ,ºêÔ£°ü²Ä,2023-08-28,7.2,7.26,6.6,6.75,2528796,
920274.BJ,ºêÔ£°ü²Ä,2023-08-29,6.74,7,6.6,6.9,2129910,
920274.BJ,ºêÔ£°ü²Ä,2023-08-30,6.87,6.99,6.72,6.75,1602450,
920274.BJ,ºêÔ£°ü²Ä,2023-08-31,6.75,6.94,6.66,6.93,1834010,
920274.BJ,ºêÔ£°ü²Ä,2023-09-01,6.84,7.25,6.82,7.16,2366887,
920274.BJ,ºêÔ£°ü²Ä,2023-09-04,7.34,7.88,7.28,7.8,4400755,
920274.BJ,ºêÔ£°ü²Ä,2023-09-05,7.57,7.6,7.3,7.3,2470607,
920274.BJ,ºêÔ£°ü²Ä,2023-09-06,7.3,7.47,7.19,7.35,1193339,
920274.BJ,ºêÔ£°ü²Ä,2023-09-07,7.4,7.46,7.12,7.12,1317628,
920274.BJ,ºêÔ£°ü²Ä,2023-09-08,7.12,7.18,6.86,6.89,1415488,
920274.BJ,ºêÔ£°ü²Ä,2023-09-11,6.88,6.93,6.84,6.87,532997,
920274.BJ,ºêÔ£°ü²Ä,2023-09-12,6.87,6.96,6.75,6.78,736132,
920274.BJ,ºêÔ£°ü²Ä,2023-09-13,6.79,6.88,6.71,6.82,518785,
920274.BJ,ºêÔ£°ü²Ä,2023-09-14,6.79,6.82,6.72,6.74,344981,
920274.BJ,ºêÔ£°ü²Ä,2023-09-15,6.73,6.79,6.68,6.7,398720,
920274.BJ,ºêÔ£°ü²Ä,2023-09-18,6.7,6.74,6.67,6.7,298408,
920274.BJ,ºêÔ£°ü²Ä,2023-09-19,6.7,6.75,6.67,6.71,277298,
920274.BJ,ºêÔ£°ü²Ä,2023-09-20,6.68,6.71,6.61,6.64,352244,
920274.BJ,ºêÔ£°ü²Ä,2023-09-21,6.64,6.65,6.61,6.63,376664,
920274.BJ,ºêÔ£°ü²Ä,2023-09-22,6.61,6.74,6.54,6.74,364799,
920274.BJ,ºêÔ£°ü²Ä,2023-09-25,6.74,6.74,6.61,6.65,322137,
920274.BJ,ºêÔ£°ü²Ä,2023-09-26,6.64,6.64,6.55,6.57,448625,
920274.BJ,ºêÔ£°ü²Ä,2023-09-27,6.62,6.62,6.44,6.52,604960,
920274.BJ,ºêÔ£°ü²Ä,2023-09-28,6.52,6.52,6.45,6.51,148544,
920274.BJ,ºêÔ£°ü²Ä,2023-10-09,6.5,6.5,6.43,6.44,319707,
920274.BJ,ºêÔ£°ü²Ä,2023-10-10,6.43,6.47,6.4,6.44,175396,
920274.BJ,ºêÔ£°ü²Ä,2023-10-11,6.39,6.44,6.37,6.4,157662,
920274.BJ,ºêÔ£°ü²Ä,2023-10-12,6.4,6.44,6.38,6.43,157906,
920274.BJ,ºêÔ£°ü²Ä,2023-10-13,6.42,6.42,6.34,6.37,172249,
920274.BJ,ºêÔ£°ü²Ä,2023-10-16,6.38,6.41,6.21,6.27,543068,
920274.BJ,ºêÔ£°ü²Ä,2023-10-17,6.21,6.27,6.21,6.25,168435,
920274.BJ,ºêÔ£°ü²Ä,2023-10-18,6.24,6.24,6.12,6.14,225689,
920274.BJ,ºêÔ£°ü²Ä,2023-10-19,6.13,6.22,6.11,6.11,95658,
920274.BJ,ºêÔ£°ü²Ä,2023-10-20,6.11,6.18,6.08,6.18,132649,
920274.BJ,ºêÔ£°ü²Ä,2023-10-23,6.12,6.18,6.01,6.08,115955,
920274.BJ,ºêÔ£°ü²Ä,2023-10-24,6.12,6.22,6.01,6.22,180468,
920274.BJ,ºêÔ£°ü²Ä,2023-10-25,6.07,6.19,6.04,6.13,200385,
920274.BJ,ºêÔ£°ü²Ä,2023-10-26,6.07,6.2,6.02,6.18,231273,
920274.BJ,ºêÔ£°ü²Ä,2023-10-27,6.16,6.43,6.12,6.36,835186,
920274.BJ,ºêÔ£°ü²Ä,2023-10-30,6.33,6.39,6.23,6.33,317764,
