╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
600545.SH,в©юижгдэ,2015-01-05,45.8852,47.777,45.684,46.2877,41700246,
600545.SH,в©юижгдэ,2015-01-06,45.6437,46.0865,44.8387,45.4827,33539419,
600545.SH,в©юижгдэ,2015-01-07,45.2815,46.489,45.0802,46.167,30471435,
600545.SH,в©юижгдэ,2015-01-08,45.9255,46.0462,44.0337,44.1142,31232180,
600545.SH,в©юижгдэ,2015-01-09,43.8727,44.879,43.5507,43.591,18427273,
600545.SH,в©юижгдэ,2015-01-12,43.4702,44.9997,41.5785,44.9192,34866674,
600545.SH,в©юижгдэ,2015-01-13,46.1267,48.1795,45.362,45.7645,61939153,
600545.SH,в©юижгдэ,2015-01-14,44.9595,45.523,44.3155,44.5972,25709175,
600545.SH,в©юижгдэ,2015-01-15,44.557,45.6437,44.4362,45.5632,20558618,
600545.SH,в©юижгдэ,2015-01-16,45.4425,46.6097,45.2412,46.2475,34885371,
600545.SH,в©юижгдэ,2015-01-19,44.235,45.7645,42.303,43.108,36599626,
600545.SH,в©юижгдэ,2015-01-20,43.9532,45.7242,43.1885,45.6035,40942886,
600545.SH,в©юижгдэ,2015-01-21,45.0802,46.489,44.718,46.328,47425096,
600545.SH,в©юижгдэ,2015-01-22,46.328,47.133,45.523,46.489,42921267,
600545.SH,в©юижгдэ,2015-01-23,46.2475,47.0122,45.1205,45.6035,34990738,
600545.SH,в©юижгдэ,2015-01-26,45.2412,46.489,44.3155,46.4085,32022082,
600545.SH,в©юижгдэ,2015-01-27,46.4085,46.7707,45.1205,45.9255,27629645,
600545.SH,в©юижгдэ,2015-01-28,45.6035,49.3065,45.201,47.938,77532875,
600545.SH,в©юижгдэ,2015-01-29,47.0927,47.777,45.8047,46.0462,40948754,
600545.SH,в©юижгдэ,2015-01-30,45.9255,46.2877,44.6375,44.7985,25614788,
600545.SH,в©юижгдэ,2015-02-02,44.2752,45.4425,43.752,44.9595,14959601,
600545.SH,в©юижгдэ,2015-02-03,45.2412,45.2815,44.4765,45.1607,14059971,
600545.SH,в©юижгдэ,2015-02-04,45.523,45.6035,43.9532,44.1545,20229523,
600545.SH,в©юижгдэ,2015-02-05,44.8387,44.9595,43.108,43.1482,22402890,
600545.SH,в©юижгдэ,2015-02-06,43.269,43.43,41.82,42.2225,19947808,
600545.SH,в©юижгдэ,2015-02-09,42.2627,42.6652,41.4175,41.9407,9977473,
600545.SH,в©юижгдэ,2015-02-10,41.9407,43.0677,41.7797,42.9067,10704928,
600545.SH,в©юижгдэ,2015-02-11,43.1885,43.1885,42.2627,42.464,10920458,
600545.SH,в©юижгдэ,2015-02-12,42.464,43.0677,41.9407,42.6652,11215708,
600545.SH,в©юижгдэ,2015-02-13,43.0677,43.591,42.786,43.108,16510541,
600545.SH,в©юижгдэ,2015-02-16,43.1885,44.557,42.9067,44.4362,21752432,
600545.SH,в©юижгдэ,2015-02-17,44.4362,44.5972,43.9532,44.2752,17237615,
600545.SH,в©юижгдэ,2015-02-25,45.2815,46.167,44.7582,45.7242,37384792,
600545.SH,в©юижгдэ,2015-02-26,45.7645,46.8915,45.1607,46.65,35184217,
600545.SH,в©юижгдэ,2015-02-27,46.328,46.9317,45.845,46.2475,28962097,
600545.SH,в©юижгдэ,2015-03-02,46.6902,47.4147,46.0865,47.0927,36296824,
600545.SH,в©юижгдэ,2015-03-03,46.7707,46.8512,45.3217,45.4425,30777738,
600545.SH,в©юижгдэ,2015-03-04,45.4425,46.167,45.201,45.8852,19356547,
600545.SH,в©юижгдэ,2015-03-05,45.684,45.684,44.4765,45.1205,22666965,
600545.SH,в©юижгдэ,2015-03-06,45.201,47.0525,44.879,46.4487,35835834,
600545.SH,в©юижгдэ,2015-03-09,45.8047,48.0588,45.1205,47.4147,53477452,
