ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
600793.SH,าหฑ๖ึฝาต,2015-01-05,19.9671,20.1751,19.7764,20.0711,493533,
600793.SH,าหฑ๖ึฝาต,2015-01-06,20.1057,20.4351,19.9498,20.3137,783989,
600793.SH,าหฑ๖ึฝาต,2015-01-07,20.3137,20.4524,20.1751,20.2097,665205,
600793.SH,าหฑ๖ึฝาต,2015-01-08,20.2097,21.0937,20.1751,20.851,1031496,
600793.SH,าหฑ๖ึฝาต,2015-01-09,20.955,21.3884,20.7471,21.215,802132,
600793.SH,าหฑ๖ึฝาต,2015-01-12,21.111,21.111,20.4004,20.6084,735500,
600793.SH,าหฑ๖ึฝาต,2015-01-13,20.3657,20.7471,20.3657,20.6777,341624,
600793.SH,าหฑ๖ึฝาต,2015-01-14,20.7644,20.7644,20.2444,20.3657,493306,
600793.SH,าหฑ๖ึฝาต,2015-01-15,20.4351,20.4697,20.2617,20.3657,572901,
600793.SH,าหฑ๖ึฝาต,2015-01-16,20.3657,20.4524,20.2444,20.2964,593370,
600793.SH,าหฑ๖ึฝาต,2015-01-19,20.1057,20.1057,19.6204,19.7418,959701,
600793.SH,าหฑ๖ึฝาต,2015-01-20,19.8458,20.1751,19.7591,20.1057,738553,
600793.SH,าหฑ๖ึฝาต,2015-01-21,20.1231,20.6257,20.1057,20.5737,1277718,
600793.SH,าหฑ๖ึฝาต,2015-01-22,20.6604,21.215,20.5391,21.0244,1272467,
600793.SH,าหฑ๖ึฝาต,2015-01-23,21.0417,21.423,20.9377,21.0244,1216084,
600793.SH,าหฑ๖ึฝาต,2015-01-26,21.0244,21.4923,21.0244,21.4057,921622,
600793.SH,าหฑ๖ึฝาต,2015-01-27,21.4577,21.475,21.0417,21.3537,689923,
600793.SH,าหฑ๖ึฝาต,2015-01-28,21.319,21.631,21.1804,21.4057,774415,
600793.SH,าหฑ๖ึฝาต,2015-01-29,21.3017,21.6137,21.215,21.527,890563,
600793.SH,าหฑ๖ึฝาต,2015-01-30,21.6483,22.5843,21.6137,22.2203,2195303,
600793.SH,าหฑ๖ึฝาต,2015-02-02,21.839,22.0643,21.631,21.787,808200,
600793.SH,าหฑ๖ึฝาต,2015-02-03,21.7177,21.943,21.6657,21.9257,554610,
600793.SH,าหฑ๖ึฝาต,2015-02-04,21.9257,22.3936,21.7523,22.3243,737790,
600793.SH,าหฑ๖ึฝาต,2015-02-05,22.411,22.6536,21.839,22.0123,733328,
600793.SH,าหฑ๖ึฝาต,2015-02-06,22.0123,22.099,21.4057,21.6137,694684,
600793.SH,าหฑ๖ึฝาต,2015-02-09,21.6137,21.6137,21.059,21.111,624380,
600793.SH,าหฑ๖ึฝาต,2015-02-10,21.111,21.267,20.9897,21.0764,771685,
600793.SH,าหฑ๖ึฝาต,2015-02-11,21.1804,21.3884,21.1457,21.371,354235,
600793.SH,าหฑ๖ึฝาต,2015-02-12,21.3884,21.683,21.3364,21.6657,499300,
600793.SH,าหฑ๖ึฝาต,2015-02-13,21.735,22.047,21.735,22.0297,488480,
600793.SH,าหฑ๖ึฝาต,2015-02-16,22.047,22.2723,21.943,22.1857,565427,
600793.SH,าหฑ๖ึฝาต,2015-02-17,22.151,22.359,22.1337,22.203,830584,
600793.SH,าหฑ๖ึฝาต,2015-02-25,22.1683,22.203,22.0123,22.0643,581830,
600793.SH,าหฑ๖ึฝาต,2015-02-26,22.099,22.2203,21.891,22.203,548609,
600793.SH,าหฑ๖ึฝาต,2015-02-27,22.151,22.4283,22.151,22.3416,859340,
600793.SH,าหฑ๖ึฝาต,2015-03-02,22.307,23.1563,22.2896,23.1216,1599887,
600793.SH,าหฑ๖ึฝาต,2015-03-03,22.7576,23.8322,22.7576,23.2603,1099410,
600793.SH,าหฑ๖ึฝาต,2015-03-04,23.2429,23.6936,23.1736,23.5549,588125,
600793.SH,าหฑ๖ึฝาต,2015-03-05,23.3989,23.5549,23.1043,23.3816,1158656,
600793.SH,าหฑ๖ึฝาต,2015-03-06,23.3469,23.5549,23.2429,23.3989,733900,
600793.SH,าหฑ๖ึฝาต,2015-03-09,23.4163,23.7282,23.1563,23.5723,930270,
600793.SH,าหฑ๖ึฝาต,2015-03-10,23.6936,23.9016,23.4683,23.7629,663619,
600793.SH,าหฑ๖ึฝาต,2015-03-11,23.7629,23.8669,23.2256,23.3816,1026550,
600793.SH,าหฑ๖ึฝาต,2015-03-12,23.2776,23.4856,23.1043,23.1736,836875,
600793.SH,าหฑ๖ึฝาต,2015-03-13,23.2776,23.3989,23.1736,23.2429,457558,
600793.SH,าหฑ๖ึฝาต,2015-03-16,23.5029,24.1616,23.2603,24.0576,1467953,
600793.SH,าหฑ๖ึฝาต,2015-03-17,24.0576,24.3176,23.9362,24.1442,1106002,
600793.SH,าหฑ๖ึฝาต,2015-03-18,24.1269,24.5255,24.1096,24.4735,1359829,
600793.SH,าหฑ๖ึฝาต,2015-03-19,24.5255,24.7682,24.2829,24.5429,1337321,
600793.SH,าหฑ๖ึฝาต,2015-03-20,24.5429,25.7735,24.4909,25.7735,1643369,
