¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-06,14.94,17.93,14.94,17.93,3700,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-07,19.72,19.72,19.72,19.72,2538,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-08,21.69,21.69,21.69,21.69,2000,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-09,23.86,23.86,23.86,23.86,3357,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-10,26.25,26.25,26.25,26.25,2400,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-13,28.88,28.88,28.88,28.88,6457,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-14,31.77,31.77,31.77,31.77,4714,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-15,34.95,34.95,34.95,34.95,6400,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-16,38.45,38.45,38.45,38.45,14400,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-17,42.3,42.3,42.3,42.3,13300,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-20,46.53,46.53,46.53,46.53,24700,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-21,51.18,51.18,51.18,51.18,28700,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-22,56.3,56.3,56.3,56.3,38375,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-23,61.93,61.93,61.93,61.93,46957,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-24,68.12,68.12,68.12,68.12,73071,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-27,74.93,74.93,74.93,74.93,96799,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-28,82.42,82.42,82.42,82.42,93187,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-29,90.66,90.66,90.66,90.66,213483,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-30,99.73,99.73,99.73,99.73,2872927,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-03-31,106,109.7,106,107.84,22028921,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-05,102,105.88,97.06,102.91,12658170,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-06,102.9,107.69,99.5,100.07,10678862,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-07,100.2,106,100.2,102.46,7601412,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-10,98.45,99.23,92.21,92.21,6760033,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-11,89.56,92.6,84.22,87.78,7517374,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-12,88.49,91.98,87.39,87.9,5783639,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-13,86.18,88.98,84.47,86.4,4350904,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-14,85.88,89,85.81,86.8,4226874,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-17,82.22,83.57,78.81,79.3,5176839,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-18,80.01,82.3,79.04,79.26,2560565,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-19,77.51,80.5,76.41,79.98,3711608,
300618.SZ,∫Æ»ÒÓ‹“µ,2017-04-20,79.5,80.94,74.03,76.4,3990882,
