╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
300793.SZ,╪я╨лжгдэ,2019-10-18,16.12,19.34,16.12,19.34,29679,
300793.SZ,╪я╨лжгдэ,2019-10-21,21.27,21.27,21.27,21.27,22321,
300793.SZ,╪я╨лжгдэ,2019-10-22,23.4,23.4,23.4,23.4,14600,
300793.SZ,╪я╨лжгдэ,2019-10-23,25.74,25.74,25.74,25.74,49117,
300793.SZ,╪я╨лжгдэ,2019-10-24,28.31,28.31,28.31,28.31,111751,
300793.SZ,╪я╨лжгдэ,2019-10-25,31.14,31.14,31.14,31.14,231727,
300793.SZ,╪я╨лжгдэ,2019-10-28,34.25,34.25,34.25,34.25,1210511,
300793.SZ,╪я╨лжгдэ,2019-10-29,37.68,37.68,37.68,37.68,367756,
300793.SZ,╪я╨лжгдэ,2019-10-30,41.45,41.45,41.45,41.45,326510,
300793.SZ,╪я╨лжгдэ,2019-10-31,45.6,45.6,45.6,45.6,1936369,
300793.SZ,╪я╨лжгдэ,2019-11-01,45.58,50.16,43.2,50.16,27391254,
300793.SZ,╪я╨лжгдэ,2019-11-04,50,55.18,48.2,52.11,27035761,
300793.SZ,╪я╨лжгдэ,2019-11-05,54.2,57.32,54.2,57.32,20565023,
300793.SZ,╪я╨лжгдэ,2019-11-06,61.28,63.05,58.45,63.05,23153091,
300793.SZ,╪я╨лжгдэ,2019-11-07,63.33,69.3,61.4,66.21,19549089,
300793.SZ,╪я╨лжгдэ,2019-11-08,65.5,72.83,65.14,71.26,19757032,
300793.SZ,╪я╨лжгдэ,2019-11-11,70,71.6,66.38,68.99,16966805,
300793.SZ,╪я╨лжгдэ,2019-11-12,68.99,69.55,62.09,66.1,17660138,
300793.SZ,╪я╨лжгдэ,2019-11-13,63.8,69.26,62.8,67.19,17178288,
300793.SZ,╪я╨лжгдэ,2019-11-14,65.99,73.5,65.29,70.34,19982394,
300793.SZ,╪я╨лжгдэ,2019-11-15,66.98,66.98,63.31,63.31,15323458,
300793.SZ,╪я╨лжгдэ,2019-11-18,60.68,61.68,58.38,60.21,13723703,
300793.SZ,╪я╨лжгдэ,2019-11-19,60,62.36,59.37,62.03,12461814,
300793.SZ,╪я╨лжгдэ,2019-11-20,61.04,62.45,59.18,59.91,12885124,
300793.SZ,╪я╨лжгдэ,2019-11-21,57.71,58.5,56.36,58.23,12823247,
300793.SZ,╪я╨лжгдэ,2019-11-22,58.27,60.5,56,59.26,13368325,
300793.SZ,╪я╨лжгдэ,2019-11-25,58.58,58.7,53.33,53.33,11358776,
300793.SZ,╪я╨лжгдэ,2019-11-26,53.67,54.92,52,52.15,8928821,
300793.SZ,╪я╨лжгдэ,2019-11-27,51.47,56.8,50.8,54.93,13719774,
300793.SZ,╪я╨лжгдэ,2019-11-28,56,60.42,55.01,60.42,19416826,
300793.SZ,╪я╨лжгдэ,2019-11-29,59.5,59.5,54.6,55.1,17702733,
300793.SZ,╪я╨лжгдэ,2019-12-02,56.34,60.57,56.08,58,13766981,
300793.SZ,╪я╨лжгдэ,2019-12-03,57.38,58.8,54.5,56.45,12426626,
300793.SZ,╪я╨лжгдэ,2019-12-04,55.85,58.58,54.51,57.6,12465871,
300793.SZ,╪я╨лжгдэ,2019-12-05,57.52,61.24,57.07,58.8,16953918,
300793.SZ,╪я╨лжгдэ,2019-12-06,58.49,62.45,57.57,60.3,16967001,
300793.SZ,╪я╨лжгдэ,2019-12-09,58.68,60.24,57.21,57.82,14490762,
300793.SZ,╪я╨лжгдэ,2019-12-10,57,62.62,55.55,61.15,18002409,
300793.SZ,╪я╨лжгдэ,2019-12-11,59.77,60.18,56.5,56.5,15462781,
300793.SZ,╪я╨лжгдэ,2019-12-12,55.55,55.69,53.85,54.26,9574838,
300793.SZ,╪я╨лжгдэ,2019-12-13,54.7,55.22,53.4,53.63,7380333,
300793.SZ,╪я╨лжгдэ,2019-12-16,54,55.67,54,54.79,7809426,
300793.SZ,╪я╨лжгдэ,2019-12-17,55.34,56.45,54.68,56.08,10264013,
300793.SZ,╪я╨лжгдэ,2019-12-18,55.53,58.67,55.1,56.16,13654443,
300793.SZ,╪я╨лжгдэ,2019-12-19,55,55.24,52.86,53.88,9074157,
300793.SZ,╪я╨лжгдэ,2019-12-20,53.57,53.95,52.71,52.76,5420294,
300793.SZ,╪я╨лжгдэ,2019-12-23,52.96,54.53,51.58,53.55,7070009,
300793.SZ,╪я╨лжгдэ,2019-12-24,53.2,54.4,51.79,52.4,6339456,
300793.SZ,╪я╨лжгдэ,2019-12-25,51.5,53.39,50.87,53.09,7176264,
300793.SZ,╪я╨лжгдэ,2019-12-26,52.76,53.88,52.11,53.71,7220551,
300793.SZ,╪я╨лжгдэ,2019-12-27,53.59,55.54,52.66,52.75,9320270,
300793.SZ,╪я╨лжгдэ,2019-12-30,50.8,50.97,47.58,48.1,9240898,
300793.SZ,╪я╨лжгдэ,2019-12-31,47.94,48.86,47.94,48.45,3573153,
300793.SZ,╪я╨лжгдэ,2020-01-02,49.15,52.02,48.5,50.96,7483093,
300793.SZ,╪я╨лжгдэ,2020-01-03,51.18,51.99,50.5,50.71,6170107,
300793.SZ,╪я╨лжгдэ,2020-01-06,49.1,50.62,48.8,50.01,4455857,
300793.SZ,╪я╨лжгдэ,2020-01-07,50.02,52.15,50.01,51.32,5438967,
300793.SZ,╪я╨лжгдэ,2020-01-08,50.02,52.2,49.98,50.22,5378208,
300793.SZ,╪я╨лжгдэ,2020-01-09,50.7,51.8,50.7,51.18,3919842,
300793.SZ,╪я╨лжгдэ,2020-01-10,51.34,53.95,50.66,52.7,7553511,
300793.SZ,╪я╨лжгдэ,2020-01-13,52.81,53.89,52.66,53.11,5601443,
300793.SZ,╪я╨лжгдэ,2020-01-14,52.75,53.95,52,52.06,5572761,
300793.SZ,╪я╨лжгдэ,2020-01-15,51.66,53.24,51.5,52.49,4185802,
300793.SZ,╪я╨лжгдэ,2020-01-16,52,53.99,51.9,53.63,6643468,
300793.SZ,╪я╨лжгдэ,2020-01-17,53.38,53.39,50.55,50.59,7298710,
300793.SZ,╪я╨лжгдэ,2020-01-20,50.02,51,49.29,50.53,3434483,
300793.SZ,╪я╨лжгдэ,2020-01-21,50.25,51.52,50.15,50.23,2910634,
300793.SZ,╪я╨лжгдэ,2020-01-22,50,50.79,48.3,50.03,3502278,
300793.SZ,╪я╨лжгдэ,2020-01-23,49.6,50.02,45.22,46.24,4642410,
300793.SZ,╪я╨лжгдэ,2020-02-03,41.62,41.62,41.62,41.62,179100,
300793.SZ,╪я╨лжгдэ,2020-02-04,37.46,39.87,37.46,39.04,6519366,
300793.SZ,╪я╨лжгдэ,2020-02-05,38.82,40.55,38.8,39.43,5131906,
300793.SZ,╪я╨лжгдэ,2020-02-06,39.58,41.1,39.58,41.03,5196161,
300793.SZ,╪я╨лжгдэ,2020-02-07,40.65,42.65,40.54,41.58,4494584,
300793.SZ,╪я╨лжгдэ,2020-02-10,41.6,43.13,41.6,42.49,3490076,
300793.SZ,╪я╨лжгдэ,2020-02-11,42.49,46.3,41.05,44.5,7312340,
300793.SZ,╪я╨лжгдэ,2020-02-12,43.18,44.38,42.8,44.21,4853724,
300793.SZ,╪я╨лжгдэ,2020-02-13,43.68,44.3,42.81,42.93,4825623,
300793.SZ,╪я╨лжгдэ,2020-02-14,42.7,44.28,42.51,43.35,3780534,
300793.SZ,╪я╨лжгдэ,2020-02-17,43.28,45.12,43.02,45.09,5024643,
300793.SZ,╪я╨лжгдэ,2020-02-18,45.4,46.71,45.03,46.25,5740778,
300793.SZ,╪я╨лжгдэ,2020-02-19,46.29,47.37,45.02,45.11,6267870,
300793.SZ,╪я╨лжгдэ,2020-02-20,45.21,46.59,44.59,46.59,5110631,
300793.SZ,╪я╨лжгдэ,2020-02-21,46.2,48.6,46.1,47.58,8228062,
300793.SZ,╪я╨лжгдэ,2020-02-24,47.38,48.8,46.37,48.25,8150038,
300793.SZ,╪я╨лжгдэ,2020-02-25,46.35,47.15,43.51,46.31,7745410,
300793.SZ,╪я╨лжгдэ,2020-02-26,45.2,45.8,43,43.11,5270586,
300793.SZ,╪я╨лжгдэ,2020-02-27,43.36,44.28,43.13,44.14,3626721,
