´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
688166.SH,²©ÈðÒ½Ò©,2019-11-08,27.77,33.3,27.13,30.61,26197930,
688166.SH,²©ÈðÒ½Ò©,2019-11-11,30.2,33.5,30.1,32.41,15148036,
688166.SH,²©ÈðÒ½Ò©,2019-11-12,31.6,31.6,28.06,28.21,11021466,
688166.SH,²©ÈðÒ½Ò©,2019-11-13,28.2,29.28,27.51,28.68,6307804,
688166.SH,²©ÈðÒ½Ò©,2019-11-14,28.2,30.5,27.86,28.58,6299110,
688166.SH,²©ÈðÒ½Ò©,2019-11-15,28.04,30.04,26.22,29.49,10542524,
688166.SH,²©ÈðÒ½Ò©,2019-11-18,28.85,30.47,28.51,29.25,4369563,
688166.SH,²©ÈðÒ½Ò©,2019-11-19,29.5,30.44,29.03,30.2,3746665,
688166.SH,²©ÈðÒ½Ò©,2019-11-20,29.8,31.26,29.11,30.8,3784160,
688166.SH,²©ÈðÒ½Ò©,2019-11-21,30.45,33.7,30.45,31.68,5457479,
688166.SH,²©ÈðÒ½Ò©,2019-11-22,32.11,32.11,29.5,30.21,4164021,
688166.SH,²©ÈðÒ½Ò©,2019-11-25,30,30.15,28.3,28.63,4417830,
688166.SH,²©ÈðÒ½Ò©,2019-11-26,28.7,28.95,27.27,27.4,2469410,
688166.SH,²©ÈðÒ½Ò©,2019-11-27,27.45,28.12,27.45,27.62,1487102,
688166.SH,²©ÈðÒ½Ò©,2019-11-28,27.8,29.43,27.35,28.42,2852899,
688166.SH,²©ÈðÒ½Ò©,2019-11-29,28.22,28.97,27.03,27.76,2368996,
688166.SH,²©ÈðÒ½Ò©,2019-12-02,27.41,27.66,27.05,27.52,1608085,
688166.SH,²©ÈðÒ½Ò©,2019-12-03,27.47,27.47,26.55,26.8,1370203,
688166.SH,²©ÈðÒ½Ò©,2019-12-04,26.59,28.16,26.59,27.7,1760984,
688166.SH,²©ÈðÒ½Ò©,2019-12-05,27.55,28.09,27.55,27.88,1268748,
688166.SH,²©ÈðÒ½Ò©,2019-12-06,28,29.16,27.98,28.67,1826476,
688166.SH,²©ÈðÒ½Ò©,2019-12-09,28.99,29.25,28.28,29.13,1495169,
688166.SH,²©ÈðÒ½Ò©,2019-12-10,29.02,30.89,28.47,29.78,2804882,
688166.SH,²©ÈðÒ½Ò©,2019-12-11,29.6,29.97,28.62,28.65,1420239,
688166.SH,²©ÈðÒ½Ò©,2019-12-12,28.69,30.47,28.69,29.35,2450323,
688166.SH,²©ÈðÒ½Ò©,2019-12-13,29.38,31.15,29.19,30.89,2563012,
688166.SH,²©ÈðÒ½Ò©,2019-12-16,31.1,31.1,30.29,31.08,2033130,
688166.SH,²©ÈðÒ½Ò©,2019-12-17,30.76,31.09,30.31,30.71,1547822,
688166.SH,²©ÈðÒ½Ò©,2019-12-18,30.9,31.75,30.67,30.88,2629488,
688166.SH,²©ÈðÒ½Ò©,2019-12-19,31.27,31.58,29.98,30.31,1877806,
688166.SH,²©ÈðÒ½Ò©,2019-12-20,30.2,31.76,30.02,31.09,2843723,
688166.SH,²©ÈðÒ½Ò©,2019-12-23,31,31.7,29.31,29.5,2227443,
688166.SH,²©ÈðÒ½Ò©,2019-12-24,29.23,30.96,29.23,30.8,1355813,
688166.SH,²©ÈðÒ½Ò©,2019-12-25,30.8,31.6,30.54,31,1767856,
688166.SH,²©ÈðÒ½Ò©,2019-12-26,31,31.33,30.57,31.11,854364,
688166.SH,²©ÈðÒ½Ò©,2019-12-27,31.2,32.51,30.6,31.93,2317262,
688166.SH,²©ÈðÒ½Ò©,2019-12-30,31.93,31.93,29.37,30.82,1508710,
688166.SH,²©ÈðÒ½Ò©,2019-12-31,30.8,32.3,30.58,31.77,1353846,
688166.SH,²©ÈðÒ½Ò©,2020-01-02,31.77,32.07,31.22,31.85,1449545,
688166.SH,²©ÈðÒ½Ò©,2020-01-03,31.9,33.35,31.61,33.15,1504735,
688166.SH,²©ÈðÒ½Ò©,2020-01-06,33.2,35.88,32.43,35.3,2316137,
688166.SH,²©ÈðÒ½Ò©,2020-01-07,34.88,36.63,34.48,35.73,1999072,
688166.SH,²©ÈðÒ½Ò©,2020-01-08,35.44,36.6,34.55,35.7,1673532,
688166.SH,²©ÈðÒ½Ò©,2020-01-09,36.28,36.57,35.56,36,1115298,
688166.SH,²©ÈðÒ½Ò©,2020-01-10,35.58,36.75,35.58,36.15,1223759,
688166.SH,²©ÈðÒ½Ò©,2020-01-13,36.15,37.94,35.42,37.13,1279143,
688166.SH,²©ÈðÒ½Ò©,2020-01-14,37.5,39.99,37.38,37.45,1907781,
688166.SH,²©ÈðÒ½Ò©,2020-01-15,37,39.4,36.8,38.33,991055,
688166.SH,²©ÈðÒ½Ò©,2020-01-16,38.28,38.86,37.49,38.11,1612930,
688166.SH,²©ÈðÒ½Ò©,2020-01-17,38,40.5,37.75,39.21,2561387,
688166.SH,²©ÈðÒ½Ò©,2020-01-20,41.6,45,40.08,42.05,3666447,
688166.SH,²©ÈðÒ½Ò©,2020-01-21,42.4,42.4,40.2,40.88,2259166,
688166.SH,²©ÈðÒ½Ò©,2020-01-22,40.88,41.52,37,39.64,2174436,
688166.SH,²©ÈðÒ½Ò©,2020-01-23,39.38,40.5,38.05,38.3,1576684,
688166.SH,²©ÈðÒ½Ò©,2020-02-03,35.9,45.88,34.43,44.15,7187996,
688166.SH,²©ÈðÒ½Ò©,2020-02-04,39.9,46.6,38.38,43.01,6697578,
688166.SH,²©ÈðÒ½Ò©,2020-02-05,43,45,41.72,44.97,5337968,
688166.SH,²©ÈðÒ½Ò©,2020-02-06,44.42,46,42.84,43.2,5176224,
688166.SH,²©ÈðÒ½Ò©,2020-02-07,43.96,44.98,41.71,42.08,3157212,
688166.SH,²©ÈðÒ½Ò©,2020-02-10,42.6,42.6,40.5,40.9,2629744,
688166.SH,²©ÈðÒ½Ò©,2020-02-11,41.7,45.29,40.43,43.43,3813083,
688166.SH,²©ÈðÒ½Ò©,2020-02-12,52.12,52.12,52.12,52.12,1137408,
688166.SH,²©ÈðÒ½Ò©,2020-02-13,62.54,62.54,62.54,62.54,1207124,
688166.SH,²©ÈðÒ½Ò©,2020-02-14,60,72.38,53.08,68.9,16877493,
688166.SH,²©ÈðÒ½Ò©,2020-02-17,60.51,68.5,60.5,62.46,12010309,
688166.SH,²©ÈðÒ½Ò©,2020-02-18,61.28,61.3,56.34,56.6,10076621,
688166.SH,²©ÈðÒ½Ò©,2020-02-19,56.3,59.28,53.13,57.65,8056179,
688166.SH,²©ÈðÒ½Ò©,2020-02-20,56.56,57.71,53.09,53.9,5485253,
688166.SH,²©ÈðÒ½Ò©,2020-02-21,53.9,56.88,52.5,55.37,6472024,
688166.SH,²©ÈðÒ½Ò©,2020-02-24,55.9,58.18,54.5,55.45,4770499,
688166.SH,²©ÈðÒ½Ò©,2020-02-25,57,65.6,57,65.4,12395501,
688166.SH,²©ÈðÒ½Ò©,2020-02-26,68.8,71.4,62.12,69.35,12370998,
688166.SH,²©ÈðÒ½Ò©,2020-02-27,68,68,61.9,62.01,7226332,
688166.SH,²©ÈðÒ½Ò©,2020-02-28,63,66.98,62.05,62.37,7203850,
688166.SH,²©ÈðÒ½Ò©,2020-03-02,49.9,55.9,49.9,53.22,11851120,
688166.SH,²©ÈðÒ½Ò©,2020-03-03,51.88,54.6,48.5,53.23,10533061,
688166.SH,²©ÈðÒ½Ò©,2020-03-04,51.5,52.73,50.6,50.73,5134200,
688166.SH,²©ÈðÒ½Ò©,2020-03-05,51,51.47,48.5,48.77,5396088,
688166.SH,²©ÈðÒ½Ò©,2020-03-06,49.82,52,49.12,50.48,5117847,
688166.SH,²©ÈðÒ½Ò©,2020-03-09,49.5,52,46.43,49.02,6931929,
688166.SH,²©ÈðÒ½Ò©,2020-03-10,47,48.49,46,47.23,4568460,
688166.SH,²©ÈðÒ½Ò©,2020-03-11,46.92,48.26,46.46,46.63,3387904,
688166.SH,²©ÈðÒ½Ò©,2020-03-12,46.88,47.41,44.58,44.69,2918361,
688166.SH,²©ÈðÒ½Ò©,2020-03-13,42,44.02,40.22,42.35,4242533,
688166.SH,²©ÈðÒ½Ò©,2020-03-16,42.5,46.82,42.48,45,5795777,
688166.SH,²©ÈðÒ½Ò©,2020-03-17,44,47.62,40.56,46.3,5728025,
688166.SH,²©ÈðÒ½Ò©,2020-03-18,45.71,46.9,43.78,43.8,4492235,
688166.SH,²©ÈðÒ½Ò©,2020-03-19,43.03,44.3,41.2,42.05,3530452,
688166.SH,²©ÈðÒ½Ò©,2020-03-20,41.7,43.47,41.7,42.07,2094336,
688166.SH,²©ÈðÒ½Ò©,2020-03-23,40.69,42,38.51,38.69,2878093,
688166.SH,²©ÈðÒ½Ò©,2020-03-24,38.9,41.35,38.66,39.8,2988681,
688166.SH,²©ÈðÒ½Ò©,2020-03-25,41,41.79,40.27,40.9,2882323,
