ด๚ย๋,ผ๒ณฦ,ศีฦฺ,ฟชลฬผÛ(ิช),ื๎ธ฿ผÛ(ิช),ื๎ตอผÛ(ิช),สีลฬผÛ(ิช),ณษฝปมฟ(นษ),
000796.SZ,ฟญศ๖ยราต,2015-01-05,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-06,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-07,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-08,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-09,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-12,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-13,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-14,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-15,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-16,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-19,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-20,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-21,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-22,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-23,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-26,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-27,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-28,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-29,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-01-30,28.8502,28.8502,28.8502,28.8502,0,
000796.SZ,ฟญศ๖ยราต,2015-02-02,28.8502,28.8502,28.8502,28.8502,0,
