¥˙¬Î,ºÚ≥∆,»’∆⁄,ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(π…),
301528.SZ,∂‡∆÷¿÷,2023-08-28,175,185,122.5,128.21,10950806,
301528.SZ,∂‡∆÷¿÷,2023-08-29,115,136.3,112,131.88,7686342,
301528.SZ,∂‡∆÷¿÷,2023-08-30,127.22,129.88,112.81,115.11,6554518,
301528.SZ,∂‡∆÷¿÷,2023-08-31,110.01,120,110,119.18,5310223,
301528.SZ,∂‡∆÷¿÷,2023-09-01,117.2,118.18,106.88,106.88,4419007,
301528.SZ,∂‡∆÷¿÷,2023-09-04,106.88,108,100.71,100.95,4154938,
301528.SZ,∂‡∆÷¿÷,2023-09-05,100,100.75,97.2,97.4,3359125,
301528.SZ,∂‡∆÷¿÷,2023-09-06,97,100.55,97,100.27,3112901,
301528.SZ,∂‡∆÷¿÷,2023-09-07,100.27,100.34,94.35,94.35,3168304,
301528.SZ,∂‡∆÷¿÷,2023-09-08,94.02,96.58,93.68,95.76,1917476,
301528.SZ,∂‡∆÷¿÷,2023-09-11,95.29,95.76,93.58,93.87,1774126,
301528.SZ,∂‡∆÷¿÷,2023-09-12,93.5,94.89,93.5,93.93,1306391,
301528.SZ,∂‡∆÷¿÷,2023-09-13,95.26,96.17,93.8,94.57,1669971,
301528.SZ,∂‡∆÷¿÷,2023-09-14,93.49,93.49,87.89,88.23,2560693,
301528.SZ,∂‡∆÷¿÷,2023-09-15,87.97,88.6,85.48,85.48,1524636,
301528.SZ,∂‡∆÷¿÷,2023-09-18,84.71,88.5,84.68,87.1,1745447,
301528.SZ,∂‡∆÷¿÷,2023-09-19,86.8,88.35,86.5,87.61,1151089,
301528.SZ,∂‡∆÷¿÷,2023-09-20,87,87.97,85,86.1,1076800,
301528.SZ,∂‡∆÷¿÷,2023-09-21,86,87.7,84.66,84.7,1188454,
301528.SZ,∂‡∆÷¿÷,2023-09-22,84.2,86.09,84.18,85.95,1035971,
301528.SZ,∂‡∆÷¿÷,2023-09-25,86.38,87.94,85.76,87.02,1318201,
301528.SZ,∂‡∆÷¿÷,2023-09-26,86.4,86.88,84.79,85.93,1166169,
301528.SZ,∂‡∆÷¿÷,2023-09-27,85.99,86.48,85.17,85.17,1107134,
301528.SZ,∂‡∆÷¿÷,2023-09-28,85.5,86,84.38,84.77,1119581,
301528.SZ,∂‡∆÷¿÷,2023-10-09,84.23,84.79,82.53,82.53,858214,
301528.SZ,∂‡∆÷¿÷,2023-10-10,82.55,84.65,82.05,83,867955,
301528.SZ,∂‡∆÷¿÷,2023-10-11,82.88,84.65,81.6,84.28,1402093,
301528.SZ,∂‡∆÷¿÷,2023-10-12,83.7,85.58,83.4,84.29,955767,
301528.SZ,∂‡∆÷¿÷,2023-10-13,84,84,81.8,81.8,674560,
301528.SZ,∂‡∆÷¿÷,2023-10-16,81.94,83.8,78.9,79.79,1104994,
301528.SZ,∂‡∆÷¿÷,2023-10-17,80.03,81.36,78.13,79.8,712113,
301528.SZ,∂‡∆÷¿÷,2023-10-18,79.8,79.81,75.93,75.97,832358,
301528.SZ,∂‡∆÷¿÷,2023-10-19,75.75,77.12,75.16,75.41,624184,
301528.SZ,∂‡∆÷¿÷,2023-10-20,75.1,77.19,74.68,75.21,603545,
301528.SZ,∂‡∆÷¿÷,2023-10-23,75.5,75.5,71.91,72.01,841422,
301528.SZ,∂‡∆÷¿÷,2023-10-24,72.1,73.67,72.03,73.11,798045,
301528.SZ,∂‡∆÷¿÷,2023-10-25,73.11,73.57,71.65,72.49,910609,
301528.SZ,∂‡∆÷¿÷,2023-10-26,71.88,72.49,70.99,72.26,849127,
301528.SZ,∂‡∆÷¿÷,2023-10-27,72.17,73.81,71,73.43,1054541,
301528.SZ,∂‡∆÷¿÷,2023-10-30,72.83,74.13,72.3,73.73,855627,
301528.SZ,∂‡∆÷¿÷,2023-10-31,73.72,74.38,71.91,72.51,831526,
301528.SZ,∂‡∆÷¿÷,2023-11-01,72.99,87.01,72.55,86.21,5521191,
301528.SZ,∂‡∆÷¿÷,2023-11-02,88,89.95,80.09,80.83,4335933,
301528.SZ,∂‡∆÷¿÷,2023-11-03,80.65,95.21,80.64,91.91,5466331,
301528.SZ,∂‡∆÷¿÷,2023-11-06,92.53,100,91.34,96.75,5416618,
301528.SZ,∂‡∆÷¿÷,2023-11-07,93.7,98.38,91.1,98.11,4630228,
301528.SZ,∂‡∆÷¿÷,2023-11-08,95.66,97.69,92.4,92.85,3473161,
301528.SZ,∂‡∆÷¿÷,2023-11-09,92.15,92.83,86.61,87.01,3061975,
301528.SZ,∂‡∆÷¿÷,2023-11-10,87.4,87.87,85.17,87.31,1610225,
301528.SZ,∂‡∆÷¿÷,2023-11-13,88.33,88.33,84.9,85.74,1764764,
301528.SZ,∂‡∆÷¿÷,2023-11-14,86.3,87.37,84.7,87.06,1640675,
301528.SZ,∂‡∆÷¿÷,2023-11-15,87.92,88,85.8,86.25,1320200,
301528.SZ,∂‡∆÷¿÷,2023-11-16,85.58,87.19,84.71,84.98,1477783,
301528.SZ,∂‡∆÷¿÷,2023-11-17,84.78,85.85,84.3,85.66,1142221,
301528.SZ,∂‡∆÷¿÷,2023-11-20,85.83,88.5,85.44,87.91,1821336,
301528.SZ,∂‡∆÷¿÷,2023-11-21,87.99,88.28,83.58,84,1866002,
301528.SZ,∂‡∆÷¿÷,2023-11-22,83.52,84.5,81.55,81.84,1272236,
301528.SZ,∂‡∆÷¿÷,2023-11-23,82,82.59,80.72,82.34,769102,
301528.SZ,∂‡∆÷¿÷,2023-11-24,82.1,82.34,78.72,79.73,1174287,
301528.SZ,∂‡∆÷¿÷,2023-11-27,79.49,80.8,77.92,79.59,1085684,
301528.SZ,∂‡∆÷¿÷,2023-11-28,79,80.69,78.1,79.98,839577,
301528.SZ,∂‡∆÷¿÷,2023-11-29,80.6,80.94,79.21,80.13,680090,
301528.SZ,∂‡∆÷¿÷,2023-11-30,81.2,85.36,79.89,84.56,2702093,
301528.SZ,∂‡∆÷¿÷,2023-12-01,83.6,83.98,78.85,79.95,1719972,
301528.SZ,∂‡∆÷¿÷,2023-12-04,78.95,79.94,76.09,76.13,1384345,
301528.SZ,∂‡∆÷¿÷,2023-12-05,76.02,76.58,74.49,74.6,739940,
301528.SZ,∂‡∆÷¿÷,2023-12-06,74.6,75.55,74.15,75.29,486476,
301528.SZ,∂‡∆÷¿÷,2023-12-07,75.4,75.69,74.4,74.89,465641,
301528.SZ,∂‡∆÷¿÷,2023-12-08,75.15,75.49,73.41,73.65,628894,
301528.SZ,∂‡∆÷¿÷,2023-12-11,73.22,74.85,72.66,74.84,756565,
301528.SZ,∂‡∆÷¿÷,2023-12-12,74.6,75.08,73.52,74.1,512208,
301528.SZ,∂‡∆÷¿÷,2023-12-13,73.94,74.6,72.6,73.76,678890,
301528.SZ,∂‡∆÷¿÷,2023-12-14,73.82,74.46,72.47,72.47,533923,
301528.SZ,∂‡∆÷¿÷,2023-12-15,72.7,73.37,71.83,72.15,423914,
301528.SZ,∂‡∆÷¿÷,2023-12-18,72.56,72.56,70.99,71.08,376848,
301528.SZ,∂‡∆÷¿÷,2023-12-19,70.96,71.8,70.25,70.7,409250,
301528.SZ,∂‡∆÷¿÷,2023-12-20,70.76,73.16,70.76,71.48,754860,
301528.SZ,∂‡∆÷¿÷,2023-12-21,70.7,76.5,68.8,74.94,1710696,
301528.SZ,∂‡∆÷¿÷,2023-12-22,74.08,75.1,73.01,73.93,928015,
301528.SZ,∂‡∆÷¿÷,2023-12-25,73.7,74.66,71.8,72.23,484443,
301528.SZ,∂‡∆÷¿÷,2023-12-26,72.23,72.23,70.1,70.19,441931,
301528.SZ,∂‡∆÷¿÷,2023-12-27,70,70.8,69.05,70.69,411759,
301528.SZ,∂‡∆÷¿÷,2023-12-28,70.66,73.3,69.6,72.39,786504,
301528.SZ,∂‡∆÷¿÷,2023-12-29,73.2,74.33,72.24,73.49,676367,
301528.SZ,∂‡∆÷¿÷,2024-01-02,74.5,75.32,73.37,73.86,700314,
301528.SZ,∂‡∆÷¿÷,2024-01-03,73.09,73.49,71.56,71.82,566145,
301528.SZ,∂‡∆÷¿÷,2024-01-04,72.49,72.49,70.73,70.88,449118,
