╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
002239.SZ,╟бль╪я,2015-01-05,20.6101,20.7709,19.5491,20.1278,24677851,
002239.SZ,╟бль╪я,2015-01-06,19.9992,20.3208,19.7742,20.2564,22252775,
002239.SZ,╟бль╪я,2015-01-07,20.2564,20.3851,19.9349,20.1921,16585039,
002239.SZ,╟бль╪я,2015-01-08,20.2564,20.2564,19.3883,19.6455,17443340,
002239.SZ,╟бль╪я,2015-01-09,19.7098,19.9671,19.324,19.3883,12846433,
002239.SZ,╟бль╪я,2015-01-12,19.3883,19.9671,19.3562,19.8706,15345160,
002239.SZ,╟бль╪я,2015-01-13,19.8063,19.8385,19.5491,19.6455,10215880,
002239.SZ,╟бль╪я,2015-01-14,19.6455,19.8063,18.4237,18.6809,19766071,
002239.SZ,╟бль╪я,2015-01-15,18.5202,19.5491,18.5202,19.4526,17505765,
002239.SZ,╟бль╪я,2015-01-16,19.6134,20.2564,19.6134,20.0314,20119031,
002239.SZ,╟бль╪я,2015-01-19,19.7742,20.7709,19.5491,20.0314,24979533,
002239.SZ,╟бль╪я,2015-01-20,19.8063,21.1567,19.8063,21.0924,27115249,
002239.SZ,╟бль╪я,2015-01-21,20.9638,21.9927,20.6423,21.3818,25014406,
002239.SZ,╟бль╪я,2015-01-22,21.221,22.7644,20.9638,22.6679,29992083,
002239.SZ,╟бль╪я,2015-01-23,22.8287,23.0859,21.5426,21.8319,25163710,
002239.SZ,╟бль╪я,2015-01-26,21.8641,22.2821,21.7676,22.057,13626383,
002239.SZ,╟бль╪я,2015-01-27,22.057,22.057,21.0924,21.5747,18017325,
002239.SZ,╟бль╪я,2015-01-28,21.5104,22.2821,21.1889,22.2499,18556068,
002239.SZ,╟бль╪я,2015-01-29,22.057,22.893,21.8319,22.5072,25256251,
002239.SZ,╟бль╪я,2015-01-30,22.4429,22.6358,21.5426,21.639,13603469,
002239.SZ,╟бль╪я,2015-02-02,21.0924,21.9284,20.9317,21.5426,11471294,
002239.SZ,╟бль╪я,2015-02-03,21.5104,22.4429,21.4783,22.0892,14299087,
002239.SZ,╟бль╪я,2015-02-04,22.057,23.1181,21.8319,22.7001,25834208,
002239.SZ,╟бль╪я,2015-02-05,22.8287,22.9895,22.0249,22.1856,13410482,
002239.SZ,╟бль╪я,2015-02-06,21.9606,22.1213,21.221,21.5104,9226468,
002239.SZ,╟бль╪я,2015-02-09,21.4783,21.6069,20.996,20.996,8033848,
002239.SZ,╟бль╪я,2015-02-10,20.996,21.414,20.996,21.1567,4404990,
002239.SZ,╟бль╪я,2015-02-11,21.1567,21.3818,20.8995,21.0603,5876264,
002239.SZ,╟бль╪я,2015-02-12,21.0603,21.1889,20.2564,20.8995,12958166,
002239.SZ,╟бль╪я,2015-02-13,20.7709,22.7001,20.6423,22.0249,16732998,
002239.SZ,╟бль╪я,2015-02-16,22.0892,22.6679,21.7676,22.475,12589861,
002239.SZ,╟бль╪я,2015-02-17,22.475,22.6036,21.9284,22.1856,9232411,
002239.SZ,╟бль╪я,2015-02-25,22.1856,24.4042,22.1856,24.4042,27512636,
002239.SZ,╟бль╪я,2015-02-26,24.4042,24.6293,23.8254,24.2434,23242418,
002239.SZ,╟бль╪я,2015-02-27,24.1791,26.6228,23.6647,25.9154,30754279,
002239.SZ,╟бль╪я,2015-03-02,25.9154,27.6517,25.4009,26.6871,27223629,
002239.SZ,╟бль╪я,2015-03-03,26.6228,27.2658,25.6903,25.8832,20838315,
002239.SZ,╟бль╪я,2015-03-04,25.8832,26.3012,25.5617,25.9475,13944710,
002239.SZ,╟бль╪я,2015-03-05,25.7546,26.4298,25.1116,26.1405,15267002,
002239.SZ,╟бль╪я,2015-03-06,25.9475,26.4941,25.5617,25.5939,10639845,
002239.SZ,╟бль╪я,2015-03-09,25.4009,26.4941,25.1437,26.1405,12628612,
002239.SZ,╟бль╪я,2015-03-10,26.1405,26.88,26.044,26.3977,14084847,
002239.SZ,╟бль╪я,2015-03-11,26.3655,27.0086,26.1405,26.2691,11460814,
002239.SZ,╟бль╪я,2015-03-12,26.1405,26.3334,25.3366,25.5617,12863965,
002239.SZ,╟бль╪я,2015-03-13,25.7868,25.9797,25.3688,25.8511,9238880,
002239.SZ,╟бль╪я,2015-03-16,25.7868,26.5906,25.4331,26.3334,19620454,
002239.SZ,╟бль╪я,2015-03-17,26.4298,28.9699,26.1405,28.9699,45199166,
002239.SZ,╟бль╪я,2015-03-18,28.9699,31.4136,28.3269,30.2882,40210520,
002239.SZ,╟бль╪я,2015-03-19,30.2882,30.2882,29.2593,29.7095,27570700,
002239.SZ,╟бль╪я,2015-03-20,29.5487,30.031,29.195,29.7095,15793190,
002239.SZ,╟бль╪я,2015-03-23,29.9024,29.9667,29.3236,29.7095,17069349,
002239.SZ,╟бль╪я,2015-03-24,29.9024,31.1885,28.9056,30.8991,30166209,
002239.SZ,╟бль╪я,2015-03-25,30.7384,32.1209,30.0631,31.6708,23657850,
002239.SZ,╟бль╪я,2015-03-26,31.6708,31.6708,29.8059,29.8702,21785987,
002239.SZ,╟бль╪я,2015-03-27,29.8702,31.6065,29.8381,30.449,14014648,
002239.SZ,╟бль╪я,2015-03-30,30.0631,30.9956,30.0631,30.867,13095194,
002239.SZ,╟бль╪я,2015-03-31,30.9634,32.6032,30.5454,31.7673,21905508,
002239.SZ,╟бль╪я,2015-04-01,31.8316,34.5646,31.7673,33.4392,22552353,
002239.SZ,╟бль╪я,2015-04-02,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-03,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-07,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-08,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-09,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-10,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-13,33.4392,33.4392,33.4392,33.4392,0,
002239.SZ,╟бль╪я,2015-04-14,36.7831,36.7831,36.7831,36.7831,779631,
002239.SZ,╟бль╪я,2015-04-15,40.4486,40.4486,38.1014,40.4486,16348576,
002239.SZ,╟бль╪я,2015-04-16,40.8344,40.8344,36.9439,38.0693,31999657,
002239.SZ,╟бль╪я,2015-04-17,38.1014,39.2911,35.2076,36.1079,28864464,
002239.SZ,╟бль╪я,2015-04-20,35.4006,37.394,34.3717,37.0725,22170689,
002239.SZ,╟бль╪я,2015-04-21,36.4938,37.812,36.2365,37.2654,15441589,
002239.SZ,╟бль╪я,2015-04-22,37.394,38.1014,36.8153,37.2976,16080219,
002239.SZ,╟бль╪я,2015-04-23,37.9085,41.0273,36.7831,40.3521,30464403,
002239.SZ,╟бль╪я,2015-04-24,39.5483,41.3167,38.5837,40.0628,17712978,
002239.SZ,╟бль╪я,2015-04-27,40.0306,41.3167,38.9695,39.6448,13762666,
002239.SZ,╟бль╪я,2015-04-28,40.7701,40.7701,36.6545,37.2654,15429869,
002239.SZ,╟бль╪я,2015-04-29,36.9761,37.4905,35.5613,37.0725,10624283,
002239.SZ,╟бль╪я,2015-04-30,36.9117,37.9728,36.6224,37.0725,11055943,
002239.SZ,╟бль╪я,2015-05-04,37.7477,40.7701,36.4938,40.4807,20783854,
002239.SZ,╟бль╪я,2015-05-05,41.0273,44.4034,39.7412,41.9598,25507785,
002239.SZ,╟бль╪я,2015-05-06,41.2203,44.9179,41.2203,43.0208,20897708,
002239.SZ,╟бль╪я,2015-05-07,43.0208,44.307,42.4742,43.5031,12373441,
002239.SZ,╟бль╪я,2015-05-08,43.6639,47.8438,42.4742,47.2329,24153750,
002239.SZ,╟бль╪я,2015-05-11,47.8438,51.9594,45.9789,51.7986,22335621,
002239.SZ,╟бль╪я,2015-05-12,51.7665,55.3033,50.4804,51.8629,21839534,
002239.SZ,╟бль╪я,2015-05-13,50.7376,52.4095,49.2585,50.9305,15197259,
002239.SZ,╟бль╪я,2015-05-14,50.4804,53.8886,50.0945,52.7311,15807970,
002239.SZ,╟бль╪я,2015-05-15,52.0237,56.1071,48.8727,55.3355,26715970,
002239.SZ,╟бль╪я,2015-05-18,53.8886,57.2325,53.7921,55.3676,17860608,
002239.SZ,╟бль╪я,2015-05-19,54.6924,56.2679,53.8564,54.7889,16133749,
002239.SZ,╟бль╪я,2015-05-20,55.3676,56.493,53.6957,54.5638,14201210,
002239.SZ,╟бль╪я,2015-05-21,54.5316,57.9399,54.0815,57.2325,16485188,
002239.SZ,╟бль╪я,2015-05-22,58.5186,61.4446,57.136,58.9366,17363334,
002239.SZ,╟бль╪я,2015-05-25,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-05-26,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-05-27,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-05-28,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-05-29,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-01,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-02,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-03,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-04,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-05,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-08,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-09,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-10,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-11,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-12,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-15,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-16,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-17,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-18,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-19,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-23,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-24,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-25,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-26,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-29,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-06-30,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-01,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-02,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-03,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-06,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-07,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-08,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-09,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-10,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-13,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-14,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-15,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-16,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-17,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-20,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-21,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-22,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-23,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-24,58.9366,58.9366,58.9366,58.9366,0,
002239.SZ,╟бль╪я,2015-07-27,58.9366,58.9366,58.9366,58.9366,0,
