����,���,����,���̼�(Ԫ),��߼�(Ԫ),��ͼ�(Ԫ),���̼�(Ԫ),�ɽ���(��),
001234.SZ,̩Ľʿ,2022-06-30,26.8509,27.6763,26.7287,27.5948,4392406,
001234.SZ,̩Ľʿ,2022-07-01,27.3095,28.4814,27.2076,27.8394,4633650,
001234.SZ,̩Ľʿ,2022-07-04,28.1145,28.1349,27.177,27.4725,3159754,
001234.SZ,̩Ľʿ,2022-07-05,28.2062,29.2864,27.5744,27.8394,6456306,
001234.SZ,̩Ľʿ,2022-07-06,27.5133,30.5703,26.8,29.0928,9863901,
001234.SZ,̩Ľʿ,2022-07-07,28.1451,28.3285,27.2076,27.5133,6359201,
001234.SZ,̩Ľʿ,2022-07-08,27.1872,27.8292,26.9019,27.0751,3134988,
001234.SZ,̩Ľʿ,2022-07-11,26.9528,26.9528,25.9848,26.2905,3050917,
001234.SZ,̩Ľʿ,2022-07-12,26.372,26.6981,25.781,26.4943,2702311,
001234.SZ,̩Ľʿ,2022-07-13,26.3211,26.6675,26.0357,26.3822,1858019,
001234.SZ,̩Ľʿ,2022-07-14,26.2395,26.8611,26.2395,26.5554,2030608,
001234.SZ,̩Ľʿ,2022-07-15,26.7898,26.8,25.7402,25.7402,2358890,
001234.SZ,̩Ľʿ,2022-07-18,25.73,26.2395,25.5568,26.0867,1725329,
001234.SZ,̩Ľʿ,2022-07-19,26.1376,26.4637,25.9848,26.3924,1696296,
001234.SZ,̩Ľʿ,2022-07-20,26.1988,26.4433,26.1886,26.2192,1645571,
001234.SZ,̩Ľʿ,2022-07-21,26.2905,26.3618,25.781,25.8217,2039422,
001234.SZ,̩Ľʿ,2022-07-22,26.1376,26.1886,25.302,25.6485,2357940,
001234.SZ,̩Ľʿ,2022-07-25,25.4957,25.9134,25.3632,25.4855,1445282,
001234.SZ,̩Ľʿ,2022-07-26,25.3428,25.6587,24.6703,25.6179,2542561,
001234.SZ,̩Ľʿ,2022-07-27,25.5466,25.7708,25.2205,25.6383,1333755,
001234.SZ,̩Ľʿ,2022-07-28,25.6383,25.8014,25.5262,25.6485,1636025,
001234.SZ,̩Ľʿ,2022-07-29,25.7096,25.73,24.8231,24.8842,2295750,
001234.SZ,̩Ľʿ,2022-08-01,25.4753,25.4753,24.8231,24.925,1317120,
001234.SZ,̩Ľʿ,2022-08-02,24.8435,24.8435,23.2335,23.2436,2538580,
001234.SZ,̩Ľʿ,2022-08-03,23.1315,23.7022,23.1315,23.2538,1715135,
001234.SZ,̩Ľʿ,2022-08-04,23.3863,24.8639,23.1825,24.2627,3083332,
001234.SZ,̩Ľʿ,2022-08-05,24.2525,24.4461,24.0487,24.3034,1506661,
001234.SZ,̩Ľʿ,2022-08-08,23.9468,24.5276,23.9468,24.3136,1039580,
001234.SZ,̩Ľʿ,2022-08-09,24.4563,24.5174,24.1608,24.4563,1261470,
001234.SZ,̩Ľʿ,2022-08-10,24.3136,24.6499,24.1098,24.2117,1745900,
001234.SZ,̩Ľʿ,2022-08-11,24.2728,24.3747,24.12,24.3034,1534663,
001234.SZ,̩Ľʿ,2022-08-12,24.4563,24.5072,24.2015,24.2932,1189621,
001234.SZ,̩Ľʿ,2022-08-15,24.2728,24.7925,23.9773,24.5785,1856030,
001234.SZ,̩Ľʿ,2022-08-16,24.5887,24.9963,24.4053,24.8435,1723225,
001234.SZ,̩Ľʿ,2022-08-17,24.9658,27.1668,24.6499,25.6077,5377341,
001234.SZ,̩Ľʿ,2022-08-18,25.1288,25.6179,25.1288,25.3734,2735208,
001234.SZ,̩Ľʿ,2022-08-19,25.4753,25.73,25.0677,25.0779,2010163,
001234.SZ,̩Ľʿ,2022-08-22,24.9556,25.1492,24.6906,25.0371,1599566,
001234.SZ,̩Ľʿ,2022-08-23,24.9454,25.4141,24.7518,25.2511,1793347,
001234.SZ,̩Ľʿ,2022-08-24,25.0167,25.0167,23.7531,23.8449,2382756,
001234.SZ,̩Ľʿ,2022-08-25,23.9977,24.3034,23.5392,24.0079,1421256,
001234.SZ,̩Ľʿ,2022-08-26,24.0181,24.1608,23.4169,23.5392,1227413,
001234.SZ,̩Ľʿ,2022-08-29,23.1417,24.711,23.1315,24.2728,1679423,
001234.SZ,̩Ľʿ,2022-08-30,24.1302,24.6804,23.9468,24.4359,1675932,
001234.SZ,̩Ľʿ,2022-08-31,24.5072,24.5582,23.5901,23.7328,1354800,
001234.SZ,̩Ľʿ,2022-09-01,23.7124,24.3544,23.4882,24.0894,1498403,
001234.SZ,̩Ľʿ,2022-09-02,24.2728,24.9352,23.9977,24.8231,2433687,
001234.SZ,̩Ľʿ,2022-09-05,24.7416,25.4957,24.6397,25.3734,2339837,
001234.SZ,̩Ľʿ,2022-09-06,25.9848,27.9107,25.2307,27.9107,9340833,
001234.SZ,̩Ľʿ,2022-09-07,29.1335,30.7028,28.7361,30.7028,16859093,
001234.SZ,̩Ľʿ,2022-09-08,29.5513,29.7959,28.0228,28.7871,11629352,
001234.SZ,̩Ľʿ,2022-09-09,28.2572,29.0112,27.7069,28.2979,6337913,
001234.SZ,̩Ľʿ,2022-09-13,28.5527,29.2864,27.5744,27.7171,5994966,
001234.SZ,̩Ľʿ,2022-09-14,28.0126,28.838,27.768,28.4915,6671036,
001234.SZ,̩Ľʿ,2022-09-15,28.4915,28.7361,27.1872,27.6356,5040945,
001234.SZ,̩Ľʿ,2022-09-16,28.0738,28.838,26.5758,26.5962,4792013,
001234.SZ,̩Ľʿ,2022-09-19,26.8306,27.2789,25.2715,26.0765,3401966,
001234.SZ,̩Ľʿ,2022-09-20,26.2395,26.8611,25.9848,26.5962,3263313,
001234.SZ,̩Ľʿ,2022-09-21,26.2905,29.2558,26.1071,27.7986,10669501,
001234.SZ,̩Ľʿ,2022-09-22,28.0228,29.3169,28.0228,29.0011,8967240,
001234.SZ,̩Ľʿ,2022-09-23,29.2456,29.7347,28.0534,28.2266,6151309,
001234.SZ,̩Ľʿ,2022-09-26,27.819,28.7973,27.4012,27.9413,3062766,
001234.SZ,̩Ľʿ,2022-09-27,27.5235,30.0812,27.5235,29.7347,8318168,
001234.SZ,̩Ľʿ,2022-09-28,29.7347,32.6593,28.8584,30.6315,9044386,
001234.SZ,̩Ľʿ,2022-09-29,30.0608,30.3461,28.0126,28.3081,5552370,
001234.SZ,̩Ľʿ,2022-09-30,28.3183,28.7361,26.9019,27.9922,5059480,
001234.SZ,̩Ľʿ,2022-10-10,28.1858,28.6342,27.6152,28.5425,2978159,
001234.SZ,̩Ľʿ,2022-10-11,28.41,29.103,27.6254,29.103,2882156,
001234.SZ,̩Ľʿ,2022-10-12,28.7361,29.6125,28.5425,29.5411,3463149,
001234.SZ,̩Ľʿ,2022-10-13,29.103,29.7959,28.2368,28.2776,3397950,
001234.SZ,̩Ľʿ,2022-10-14,28.0738,31.0289,27.9413,29.4188,6378224,
001234.SZ,̩Ľʿ,2022-10-17,27.7171,28.9807,27.6661,28.5629,4641415,
001234.SZ,̩Ľʿ,2022-10-18,28.6852,29.215,27.8394,28.5731,3760190,
001234.SZ,̩Ľʿ,2022-10-19,28.2674,28.624,27.014,27.1159,4346571,
001234.SZ,̩Ľʿ,2022-10-20,27.3095,28.2266,27.014,27.605,2819950,
001234.SZ,̩Ľʿ,2022-10-21,27.3095,27.3299,26.5758,26.8509,2165407,
001234.SZ,̩Ľʿ,2022-10-24,26.8,27.1872,26.3414,27.0751,1894400,
001234.SZ,̩Ľʿ,2022-10-25,27.0038,28.0228,26.5045,27.9209,3092452,
001234.SZ,̩Ľʿ,2022-10-26,27.6152,27.9515,27.391,27.5541,2116116,
001234.SZ,̩Ľʿ,2022-10-27,27.1159,27.442,26.0663,26.0663,2298855,
001234.SZ,̩Ľʿ,2022-10-28,26.2293,26.2293,24.0487,24.4563,2904066,
001234.SZ,̩Ľʿ,2022-10-31,24.7008,24.976,24.2728,24.8333,1258387,
001234.SZ,̩Ľʿ,2022-11-01,24.5582,25.4753,24.5582,25.4039,1314890,
001234.SZ,̩Ľʿ,2022-11-02,25.3632,25.5568,24.9963,25.2715,1588524,
001234.SZ,̩Ľʿ,2022-11-03,25.0371,25.3326,24.8944,25.1084,1021097,
001234.SZ,̩Ľʿ,2022-11-04,25.2613,25.5568,25.1492,25.4753,1768283,
001234.SZ,̩Ľʿ,2022-11-07,25.4855,25.8319,25.353,25.781,1454084,
001234.SZ,̩Ľʿ,2022-11-08,25.7912,26.1478,25.2919,25.4855,1259079,
001234.SZ,̩Ľʿ,2022-11-09,25.3734,25.6383,25.2205,25.2409,893300,
001234.SZ,̩Ľʿ,2022-11-10,25.2307,25.6791,24.9148,25.5874,1037867,
001234.SZ,̩Ľʿ,2022-11-11,25.781,25.9848,25.3224,25.3326,1317607,
001234.SZ,̩Ľʿ,2022-11-14,25.3428,25.6587,25.1798,25.3632,1368443,
001234.SZ,̩Ľʿ,2022-11-15,25.1696,25.5772,25.1696,25.5772,1353307,
001234.SZ,̩Ľʿ,2022-11-16,25.5772,26.3618,25.4855,26.3618,3153000,
001234.SZ,̩Ľʿ,2022-11-17,26.372,26.4841,25.8115,26.2599,1992524,
001234.SZ,̩Ľʿ,2022-11-18,26.0357,26.3414,25.7198,25.7708,1481545,
001234.SZ,̩Ľʿ,2022-11-21,25.5976,25.9542,25.4753,25.8014,937723,
001234.SZ,̩Ľʿ,2022-11-22,26.0255,26.0765,25.2205,25.6077,1089233,
001234.SZ,̩Ľʿ,2022-11-23,25.567,26.0969,25.0982,25.9746,2226566,
001234.SZ,̩Ľʿ,2022-11-24,25.8421,26.9019,25.8421,26.2497,2781045,
001234.SZ,̩Ľʿ,2022-11-25,26.0154,26.6981,25.5262,25.9542,2183243,
001234.SZ,̩Ľʿ,2022-11-28,25.6179,25.8523,25.5058,25.6689,1122533,
001234.SZ,̩Ľʿ,2022-11-29,25.6791,26.1988,25.6281,25.6995,2036466,
001234.SZ,̩Ľʿ,2022-11-30,25.6587,25.7096,25.1696,25.2307,1742233,
001234.SZ,̩Ľʿ,2022-12-01,25.3734,25.8217,25.3326,25.4243,1592977,
001234.SZ,̩Ľʿ,2022-12-02,25.2205,27.5133,25.2205,26.9019,5568838,
001234.SZ,̩Ľʿ,2022-12-05,26.5045,26.8509,26.0867,26.6777,3307716,
001234.SZ,̩Ľʿ,2022-12-06,26.6675,27.7171,26.3414,27.5031,4059862,
001234.SZ,̩Ľʿ,2022-12-07,27.3095,27.8801,27.0649,27.1057,2821032,
001234.SZ,̩Ľʿ,2022-12-08,26.8306,27.0547,26.5554,26.8509,1972657,
001234.SZ,̩Ľʿ,2022-12-09,26.8815,26.9427,26.209,26.4841,1394200,
001234.SZ,̩Ľʿ,2022-12-12,26.3007,26.9528,26.2905,26.8204,1714701,
001234.SZ,̩Ľʿ,2022-12-13,26.8204,27.768,26.6166,27.2891,2576532,
001234.SZ,̩Ľʿ,2022-12-14,27.2585,28.0024,27.1057,27.4725,2470633,
001234.SZ,̩Ľʿ,2022-12-15,27.819,28.6342,26.9325,27.0955,3679133,
001234.SZ,̩Ľʿ,2022-12-16,26.7083,27.2076,26.5452,26.8,1748200,
001234.SZ,̩Ľʿ,2022-12-19,26.7898,26.7898,25.2715,25.2715,2100866,
001234.SZ,̩Ľʿ,2022-12-20,25.2715,25.6179,24.5174,24.7518,1255124,
001234.SZ,̩Ľʿ,2022-12-21,24.7722,24.9454,24.3747,24.7722,859900,
001234.SZ,̩Ľʿ,2022-12-22,24.9148,25.2205,23.9162,24.0385,1400020,
001234.SZ,̩Ľʿ,2022-12-23,24.0487,24.2423,23.6512,23.7531,856040,
001234.SZ,̩Ľʿ,2022-12-26,23.7531,24.497,23.7531,24.3849,954120,
001234.SZ,̩Ľʿ,2022-12-27,24.5072,24.5072,23.9671,24.2525,715399,
001234.SZ,̩Ľʿ,2022-12-28,24.2525,24.3442,23.4882,23.5188,1187433,
001234.SZ,̩Ľʿ,2022-12-29,23.5188,23.7328,23.1315,23.3761,1154581,
001234.SZ,̩Ľʿ,2022-12-30,23.3761,23.4882,23.1621,23.4882,674041,
001234.SZ,̩Ľʿ,2023-01-03,23.5392,23.9264,23.4882,23.9264,788571,
001234.SZ,̩Ľʿ,2023-01-04,23.9264,24.1302,23.7531,23.8449,696623,
001234.SZ,̩Ľʿ,2023-01-05,23.8449,23.9366,23.4373,23.9366,836253,
001234.SZ,̩Ľʿ,2023-01-06,23.8347,24.1302,23.7124,24.1302,915357,
001234.SZ,̩Ľʿ,2023-01-09,24.1506,24.334,23.8652,23.9875,863866,
001234.SZ,̩Ľʿ,2023-01-10,23.9977,24.0894,23.6716,23.6818,777800,
001234.SZ,̩Ľʿ,2023-01-11,23.7633,26.0459,23.7633,24.9352,3631739,
001234.SZ,̩Ľʿ,2023-01-12,24.4665,24.9148,24.1506,24.8741,1844167,
001234.SZ,̩Ľʿ,2023-01-13,24.8537,25.3224,24.5072,25.1696,1747638,
001234.SZ,̩Ľʿ,2023-01-16,24.9046,25.5262,24.7008,25.4549,2623171,
001234.SZ,̩Ľʿ,2023-01-17,25.2307,25.2307,24.5276,24.5684,1918300,
001234.SZ,̩Ľʿ,2023-01-18,24.4359,24.7212,24.2627,24.6091,923323,
001234.SZ,̩Ľʿ,2023-01-19,24.4461,24.5378,24.2525,24.4053,897900,
001234.SZ,̩Ľʿ,2023-01-20,24.4053,24.6193,24.3951,24.5887,625500,
001234.SZ,̩Ľʿ,2023-01-30,24.8333,25.2205,24.6804,24.9658,1372645,
001234.SZ,̩Ľʿ,2023-01-31,24.7722,25.3428,24.762,25.1696,1224390,
001234.SZ,̩Ľʿ,2023-02-01,25.0473,25.3122,25.0167,25.2919,1134773,
001234.SZ,̩Ľʿ,2023-02-02,25.2715,25.7096,25.1696,25.6077,1360098,
001234.SZ,̩Ľʿ,2023-02-03,25.8829,26.0663,25.1696,25.302,1879791,
001234.SZ,̩Ľʿ,2023-02-06,25.0779,25.6077,25.0167,25.5466,1455807,
001234.SZ,̩Ľʿ,2023-02-07,25.4651,25.7402,25.2511,25.4651,987533,
001234.SZ,̩Ľʿ,2023-02-08,25.3938,25.567,25.2817,25.3326,679100,
001234.SZ,̩Ľʿ,2023-02-09,25.2715,25.5568,25.1798,25.4753,797200,
001234.SZ,̩Ľʿ,2023-02-10,25.4345,25.5364,25.2511,25.3632,681000,
001234.SZ,̩Ľʿ,2023-02-13,25.4243,25.781,25.2817,25.6893,1261036,
001234.SZ,̩Ľʿ,2023-02-14,25.6995,25.781,25.4753,25.5466,716624,
001234.SZ,̩Ľʿ,2023-02-15,25.5568,25.5874,25.3734,25.4753,650767,
001234.SZ,̩Ľʿ,2023-02-16,25.4651,25.7198,24.3544,24.5785,1724716,
001234.SZ,̩Ľʿ,2023-02-17,24.7314,25.3224,24.7212,25.0065,1471833,
001234.SZ,̩Ľʿ,2023-02-20,25.1594,25.2715,24.8129,25.2511,705990,
001234.SZ,̩Ľʿ,2023-02-21,25.3224,25.5772,25.19,25.4039,964682,
001234.SZ,̩Ľʿ,2023-02-22,25.4141,25.4651,25.2205,25.2817,632433,
001234.SZ,̩Ľʿ,2023-02-23,25.3326,25.781,25.3224,25.5568,929633,
001234.SZ,̩Ľʿ,2023-02-24,25.567,25.9644,25.1084,25.8523,1426990,
001234.SZ,̩Ľʿ,2023-02-27,25.9746,26.9427,25.8523,26.3924,3510769,
001234.SZ,̩Ľʿ,2023-02-28,26.0969,27.4012,25.8523,26.963,3909922,
001234.SZ,̩Ľʿ,2023-03-01,26.8102,27.768,26.6675,27.3604,5124226,
001234.SZ,̩Ľʿ,2023-03-02,27.014,27.1872,26.749,26.8102,3008700,
001234.SZ,̩Ľʿ,2023-03-03,26.8102,26.8102,26.3007,26.5045,2756733,
001234.SZ,̩Ľʿ,2023-03-06,26.586,26.586,25.781,26.0052,1579924,
001234.SZ,̩Ľʿ,2023-03-07,26.158,26.158,24.7416,24.8537,2574623,
001234.SZ,̩Ľʿ,2023-03-08,24.9861,25.0779,24.7008,24.9658,919924,
001234.SZ,̩Ľʿ,2023-03-09,24.8741,25.0167,24.6601,24.762,869900,
001234.SZ,̩Ľʿ,2023-03-10,24.5276,24.7314,24.4257,24.548,746300,
001234.SZ,̩Ľʿ,2023-03-13,24.548,24.6601,24.0996,24.497,894800,
001234.SZ,̩Ľʿ,2023-03-14,24.4563,24.4665,23.8449,24.0894,946100,
001234.SZ,̩Ľʿ,2023-03-15,24.2219,24.5887,24.1506,24.334,748166,
001234.SZ,̩Ľʿ,2023-03-16,24.2525,24.4868,24.0283,24.334,1198067,
001234.SZ,̩Ľʿ,2023-03-17,24.334,24.5582,24.2525,24.497,1094467,
001234.SZ,̩Ľʿ,2023-03-20,24.548,24.548,24.0487,24.2627,669089,
001234.SZ,̩Ľʿ,2023-03-21,24.1709,24.497,24.0385,24.497,798300,
001234.SZ,̩Ľʿ,2023-03-22,24.4563,24.8129,24.4563,24.7008,1049600,
001234.SZ,̩Ľʿ,2023-03-23,24.6091,24.7416,24.5378,24.7008,569800,
001234.SZ,̩Ľʿ,2023-03-24,24.6295,24.8129,24.5378,24.6193,591100,
001234.SZ,̩Ľʿ,2023-03-27,24.7008,24.7008,23.9773,24.1302,1023489,
001234.SZ,̩Ľʿ,2023-03-28,24.283,24.497,23.8449,24.0894,806300,
001234.SZ,̩Ľʿ,2023-03-29,24.0894,24.0996,23.6207,23.6512,932200,
001234.SZ,̩Ľʿ,2023-03-30,23.6512,24.2321,23.5188,23.9264,1247890,
001234.SZ,̩Ľʿ,2023-03-31,23.7939,23.8958,23.6207,23.743,803690,
001234.SZ,̩Ľʿ,2023-04-03,23.743,23.8143,23.6309,23.7939,631460,
001234.SZ,̩Ľʿ,2023-04-04,23.8041,23.8041,23.2844,23.4067,960600,
001234.SZ,̩Ľʿ,2023-04-06,23.3965,23.5697,23.1825,23.4984,552766,
001234.SZ,̩Ľʿ,2023-04-07,23.5086,23.5595,23.3557,23.478,564832,
001234.SZ,̩Ľʿ,2023-04-10,23.4373,23.5188,23.2335,23.3048,595260,
