´úÂë,¼ò³Æ,ÈÕÆÚ,¿ªÅÌ¼Û(Ôª),×î¸ß¼Û(Ôª),×îµÍ¼Û(Ôª),ÊÕÅÌ¼Û(Ôª),³É½»Á¿(¹É),
603919.SH,½ð»Õ¾Æ,2016-03-10,13.13,15.75,13.13,15.75,59399,
603919.SH,½ð»Õ¾Æ,2016-03-11,17.33,17.33,17.33,17.33,47100,
603919.SH,½ð»Õ¾Æ,2016-03-14,19.06,19.06,19.06,19.06,68625,
603919.SH,½ð»Õ¾Æ,2016-03-15,20.97,20.97,20.97,20.97,265700,
603919.SH,½ð»Õ¾Æ,2016-03-16,23.07,23.07,23.07,23.07,273039,
603919.SH,½ð»Õ¾Æ,2016-03-17,25.38,25.38,25.38,25.38,246302,
603919.SH,½ð»Õ¾Æ,2016-03-18,27.92,27.92,27.92,27.92,434503,
603919.SH,½ð»Õ¾Æ,2016-03-21,29.5,30.6,27.08,29.4,41574134,
603919.SH,½ð»Õ¾Æ,2016-03-22,28,28.65,27.56,27.77,24045764,
603919.SH,½ð»Õ¾Æ,2016-03-23,27.38,27.6,26.52,27.11,17225021,
603919.SH,½ð»Õ¾Æ,2016-03-24,26.8,29.02,26.63,27.65,20977787,
603919.SH,½ð»Õ¾Æ,2016-03-25,26.94,27.48,26.8,27.14,10656811,
603919.SH,½ð»Õ¾Æ,2016-03-28,27.16,27.66,26.72,26.89,9668545,
603919.SH,½ð»Õ¾Æ,2016-03-29,26.91,27.02,25,25.34,11575643,
603919.SH,½ð»Õ¾Æ,2016-03-30,25.55,25.9,25.38,25.87,8655618,
603919.SH,½ð»Õ¾Æ,2016-03-31,25.87,25.88,25.4,25.51,8010959,
603919.SH,½ð»Õ¾Æ,2016-04-01,25.49,25.75,25.3,25.66,5725926,
603919.SH,½ð»Õ¾Æ,2016-04-05,25.51,25.9,25.3,25.83,8283169,
603919.SH,½ð»Õ¾Æ,2016-04-06,25.8,25.97,25.62,25.8,7005829,
