╢ЗбК,╪РЁф,хуфз,©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),
601566.SH,╬едамУ,2015-01-05,14.727,15.2297,14.6927,15.184,6217000,
601566.SH,╬едамУ,2015-01-06,15.0126,15.6753,14.9669,15.641,8386352,
601566.SH,╬едамУ,2015-01-07,15.5382,15.6296,15.2526,15.424,4677751,
601566.SH,╬едамУ,2015-01-08,15.3783,15.721,15.3783,15.4582,4965241,
601566.SH,╬едамУ,2015-01-09,15.5154,15.6982,15.3668,15.3668,4848699,
601566.SH,╬едамУ,2015-01-12,15.2069,15.3097,14.9098,14.9784,3801750,
601566.SH,╬едамУ,2015-01-13,14.9784,15.2526,14.9212,15.1726,2682897,
601566.SH,╬едамУ,2015-01-14,15.1383,15.2183,14.9555,15.0355,1963549,
601566.SH,╬едамУ,2015-01-15,15.0355,15.2526,15.0355,15.2069,2480283,
601566.SH,╬едамУ,2015-01-16,15.2412,15.3326,15.1383,15.3326,2916417,
601566.SH,╬едамУ,2015-01-19,15.1155,15.4125,14.6927,14.8413,5328325,
601566.SH,╬едамУ,2015-01-20,14.8413,15.4125,14.8413,15.4011,4936022,
601566.SH,╬едамУ,2015-01-21,15.4468,15.7667,15.4011,15.7553,6637435,
601566.SH,╬едамУ,2015-01-22,15.8238,16.2009,15.5611,16.1437,8947409,
601566.SH,╬едамУ,2015-01-23,16.1894,16.2237,15.7553,15.8124,6298698,
601566.SH,╬едамУ,2015-01-26,15.7896,17.3548,15.7667,17.0806,12960927,
601566.SH,╬едамУ,2015-01-27,17.012,17.0806,16.5665,16.8292,8877852,
601566.SH,╬едамУ,2015-01-28,16.8407,16.9778,16.6007,16.7493,4673268,
601566.SH,╬едамУ,2015-01-29,16.6579,16.7835,16.3494,16.5436,4537306,
601566.SH,╬едамУ,2015-01-30,16.5665,16.7378,16.2351,16.3837,3800427,
601566.SH,╬едамУ,2015-02-02,16.2694,16.5208,16.1666,16.2694,3669487,
601566.SH,╬едамУ,2015-02-03,16.3151,16.7264,16.3151,16.6464,3660105,
601566.SH,╬едамУ,2015-02-04,16.6464,16.7378,16.0295,16.0409,6319535,
601566.SH,╬едамУ,2015-02-05,16.2808,16.3037,15.8124,15.8467,4741426,
601566.SH,╬едамУ,2015-02-06,15.8238,15.9381,15.5839,15.6753,3299134,
601566.SH,╬едамУ,2015-02-09,15.6867,16.0523,15.6068,16.0409,2811350,
601566.SH,╬едамУ,2015-02-10,16.0295,16.1437,15.9038,16.0181,2100678,
601566.SH,╬едамУ,2015-02-11,16.0409,16.2123,15.881,16.2123,3248374,
601566.SH,╬едамУ,2015-02-12,16.1666,16.4522,16.0523,16.3837,2908428,
