代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005006.WI,基础化工(中信),2015-01-05,3487.0738,3553.4885,3463.4968,3545.8883,1919729368,
CI005006.WI,基础化工(中信),2015-01-06,3535.9165,3600.8596,3520.2875,3600.8596,2129916234,
CI005006.WI,基础化工(中信),2015-01-07,3596.5588,3617.337,3575.1548,3617.334,1898048429,
CI005006.WI,基础化工(中信),2015-01-08,3619.7768,3651.8481,3595.3235,3630.4167,1939150607,
CI005006.WI,基础化工(中信),2015-01-09,3626.5149,3662.1006,3590.2329,3591.2243,1923781630,
CI005006.WI,基础化工(中信),2015-01-12,3581.9046,3591.3008,3536.4319,3573.0389,1580944678,
CI005006.WI,基础化工(中信),2015-01-13,3573.7052,3626.7131,3573.7052,3626.7131,1350331800,
CI005006.WI,基础化工(中信),2015-01-14,3625.8655,3628.9227,3582.2489,3601.3629,1265235032,
CI005006.WI,基础化工(中信),2015-01-15,3599.3398,3622.177,3595.7233,3621.5957,1243513622,
CI005006.WI,基础化工(中信),2015-01-16,3622.8861,3677.5447,3622.8861,3677.2373,1553333489,
CI005006.WI,基础化工(中信),2015-01-19,3590.8578,3672.0734,3498.8076,3537.9972,2160271221,
CI005006.WI,基础化工(中信),2015-01-20,3554.0779,3673.5032,3554.0779,3673.5032,1801190661,
CI005006.WI,基础化工(中信),2015-01-21,3688.6979,3762.0642,3688.6979,3762.0523,2089242669,
CI005006.WI,基础化工(中信),2015-01-22,3780.7651,3808.3309,3766.2,3805.655,2068563079,
CI005006.WI,基础化工(中信),2015-01-23,3814.4905,3833.3309,3796.7353,3812.5152,2199822953,
CI005006.WI,基础化工(中信),2015-01-26,3818.9645,3902.597,3815.1272,3902.597,2100729248,
CI005006.WI,基础化工(中信),2015-01-27,3922.2239,3947.9177,3871.7763,3942.0711,2617880629,
CI005006.WI,基础化工(中信),2015-01-28,3935.2485,3950.8402,3901.9619,3914.4673,2082387076,
CI005006.WI,基础化工(中信),2015-01-29,3895.6933,3921.3122,3874.2477,3891.0616,2211681306,
CI005006.WI,基础化工(中信),2015-01-30,3901.0409,3917.4877,3858.38,3858.7604,1883777052,
CI005006.WI,基础化工(中信),2015-02-02,3822.9817,3859.4493,3797.6035,3849.6094,1750449806,
CI005006.WI,基础化工(中信),2015-02-03,3859.5553,3904.0275,3858.8763,3901.8636,1812946860,
CI005006.WI,基础化工(中信),2015-02-04,3900.9607,3919.5666,3867.467,3867.8107,1799495088,
CI005006.WI,基础化工(中信),2015-02-05,3878.5838,3892.2122,3833.9262,3834.9173,1876494483,
CI005006.WI,基础化工(中信),2015-02-06,3824.0837,3836.5295,3742.4767,3756.5858,1649509292,
CI005006.WI,基础化工(中信),2015-02-09,3750.1436,3767.0734,3725.7565,3734.4813,1210664953,
CI005006.WI,基础化工(中信),2015-02-10,3731.5366,3784.8984,3729.0877,3784.8984,1148148470,
CI005006.WI,基础化工(中信),2015-02-11,3791.526,3826.168,3791.4889,3819.8367,1241465558,
CI005006.WI,基础化工(中信),2015-02-12,3821.6023,3865.8598,3821.6023,3865.8598,1337915517,
CI005006.WI,基础化工(中信),2015-02-13,3883.1073,3934.1838,3883.1073,3917.722,1813140944,
CI005006.WI,基础化工(中信),2015-02-16,3923.1692,3994.8486,3923.1692,3992.1758,1765963720,
CI005006.WI,基础化工(中信),2015-02-17,4011.9234,4038.8431,4009.8179,4030.2886,1811518145,
CI005006.WI,基础化工(中信),2015-02-25,4041.9117,4052.9163,4008.2717,4020.3306,1919587100,
CI005006.WI,基础化工(中信),2015-02-26,4019.6898,4069.3645,4017.8615,4069.3645,1815407888,
CI005006.WI,基础化工(中信),2015-02-27,4069.1783,4116.8684,4063.5262,4116.8684,1984352801,
CI005006.WI,基础化工(中信),2015-03-02,4144.3087,4206.6088,4136.7607,4206.5037,2727174197,
CI005006.WI,基础化工(中信),2015-03-03,4192.9871,4250.5409,4177.7756,4186.688,2868745170,
CI005006.WI,基础化工(中信),2015-03-04,4190.445,4277.8714,4190.445,4277.8714,2669135877,
CI005006.WI,基础化工(中信),2015-03-05,4286.101,4306.8541,4257.123,4306.8541,3059160431,
CI005006.WI,基础化工(中信),2015-03-06,4320.2852,4328.5124,4265.96,4283.435,2740686821,
CI005006.WI,基础化工(中信),2015-03-09,4274.6818,4332.8558,4242.2362,4332.8558,2383807356,
CI005006.WI,基础化工(中信),2015-03-10,4336.7409,4406.718,4335.3956,4393.9562,2429214549,
CI005006.WI,基础化工(中信),2015-03-11,4396.1385,4405.2821,4371.4643,4387.3281,2339779544,
CI005006.WI,基础化工(中信),2015-03-12,4392.1828,4399.678,4323.5735,4351.1231,2445869785,
CI005006.WI,基础化工(中信),2015-03-13,4361.2428,4398.61,4357.0113,4398.5328,1950733525,
CI005006.WI,基础化工(中信),2015-03-16,4425.3872,4522.5593,4424.2309,4522.4807,2957722880,
CI005006.WI,基础化工(中信),2015-03-17,4539.2103,4585.0327,4505.4483,4566.538,3495495914,
CI005006.WI,基础化工(中信),2015-03-18,4569.0956,4655.7914,4557.1726,4655.7914,3266841036,
CI005006.WI,基础化工(中信),2015-03-19,4667.6916,4721.7287,4641.5351,4721.7287,3535958713,
CI005006.WI,基础化工(中信),2015-03-20,4726.7324,4752.9572,4710.4337,4740.44,3163585649,
CI005006.WI,基础化工(中信),2015-03-23,4762.2833,4831.9317,4751.5427,4831.9317,3430429738,
CI005006.WI,基础化工(中信),2015-03-24,4850.4973,4867.3975,4688.9769,4850.5844,4147752286,
CI005006.WI,基础化工(中信),2015-03-25,4845.2088,4926.4162,4803.0854,4907.2906,3573368116,
CI005006.WI,基础化工(中信),2015-03-26,4893.6258,4940.8755,4828.5941,4880.7903,3562657699,
CI005006.WI,基础化工(中信),2015-03-27,4879.1068,4936.9367,4874.2603,4927.6603,2631273103,
CI005006.WI,基础化工(中信),2015-03-30,4938.0392,4972.6897,4926.2556,4965.1294,2971326489,
CI005006.WI,基础化工(中信),2015-03-31,4966.9289,5017.0411,4931.8267,4958.9972,3392476466,
CI005006.WI,基础化工(中信),2015-04-01,4957.3194,5095.9152,4957.3194,5089.7647,3197075521,
CI005006.WI,基础化工(中信),2015-04-02,5109.8639,5193.5302,5103.9223,5193.33,3748370785,
CI005006.WI,基础化工(中信),2015-04-03,5174.5357,5301.5676,5151.8985,5297.8502,3667960914,
CI005006.WI,基础化工(中信),2015-04-07,5323.497,5404.7493,5320.5155,5404.7493,3708029740,
CI005006.WI,基础化工(中信),2015-04-08,5409.7358,5413.8046,5215.5476,5309.491,3927819921,
CI005006.WI,基础化工(中信),2015-04-09,5301.1483,5301.1483,5043.3198,5215.4035,3497001659,
CI005006.WI,基础化工(中信),2015-04-10,5194.0702,5383.9211,5170.1666,5383.8648,3059714860,
CI005006.WI,基础化工(中信),2015-04-13,5409.9906,5530.4428,5397.7887,5515.8195,3626303523,
CI005006.WI,基础化工(中信),2015-04-14,5521.1594,5561.9472,5459.8951,5523.142,3778094693,
CI005006.WI,基础化工(中信),2015-04-15,5516.6293,5516.6293,5302.8757,5313.8384,3331989865,
