代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005009.WI,轻工制造(中信),2015-01-05,2532.7037,2570.8713,2519.4514,2570.8713,754530679,
CI005009.WI,轻工制造(中信),2015-01-06,2563.9553,2620.8983,2545.5668,2619.9058,828406830,
CI005009.WI,轻工制造(中信),2015-01-07,2619.2322,2644.9121,2613.2233,2642.6633,893055341,
CI005009.WI,轻工制造(中信),2015-01-08,2648.0394,2663.7467,2626.342,2644.9015,787698622,
CI005009.WI,轻工制造(中信),2015-01-09,2638.2995,2667.8851,2626.46,2626.46,647406849,
CI005009.WI,轻工制造(中信),2015-01-12,2613.7111,2613.7111,2573.0153,2592.0429,596392622,
CI005009.WI,轻工制造(中信),2015-01-13,2590.0352,2634.3888,2589.9666,2626.4747,533075402,
CI005009.WI,轻工制造(中信),2015-01-14,2625.6729,2641.4518,2605.619,2615.4694,535191667,
CI005009.WI,轻工制造(中信),2015-01-15,2613.6748,2641.6069,2613.133,2641.075,486856602,
CI005009.WI,轻工制造(中信),2015-01-16,2641.9132,2673.4522,2637.9953,2673.4522,579495994,
CI005009.WI,轻工制造(中信),2015-01-19,2616.466,2677.6133,2559.847,2595.6303,801125603,
CI005009.WI,轻工制造(中信),2015-01-20,2609.9588,2709.287,2609.9588,2709.287,808815745,
CI005009.WI,轻工制造(中信),2015-01-21,2723.3147,2789.0525,2722.6517,2785.8399,1142985384,
CI005009.WI,轻工制造(中信),2015-01-22,2781.0625,2813.8364,2774.1275,2811.0594,919815219,
CI005009.WI,轻工制造(中信),2015-01-23,2817.1959,2822.5805,2795.3953,2811.2925,1079587263,
CI005009.WI,轻工制造(中信),2015-01-26,2814.0724,2868.0949,2813.1583,2867.2397,1088325861,
CI005009.WI,轻工制造(中信),2015-01-27,2866.472,2873.1102,2809.2317,2861.4821,1161386268,
CI005009.WI,轻工制造(中信),2015-01-28,2846.5871,2875.7223,2830.0959,2839.1192,950475521,
CI005009.WI,轻工制造(中信),2015-01-29,2820.2369,2842.9984,2808.609,2832.5378,772630162,
CI005009.WI,轻工制造(中信),2015-01-30,2832.0431,2848.8667,2807.759,2808.3177,654068140,
CI005009.WI,轻工制造(中信),2015-02-02,2777.18,2814.0968,2764.2147,2798.6439,523117336,
CI005009.WI,轻工制造(中信),2015-02-03,2804.0227,2847.7145,2804.0227,2844.8594,528270104,
CI005009.WI,轻工制造(中信),2015-02-04,2849.9096,2860.3672,2839.7981,2841.788,538481396,
CI005009.WI,轻工制造(中信),2015-02-05,2850.2581,2883.194,2845.6957,2846.478,633224988,
CI005009.WI,轻工制造(中信),2015-02-06,2842.3662,2842.3662,2778.9195,2792.1069,577722514,
CI005009.WI,轻工制造(中信),2015-02-09,2776.3324,2786.3902,2738.6231,2741.0295,417606610,
