代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005030.WI,综合金融(中信),2017-01-03,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-04,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-05,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-06,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-09,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-10,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-11,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-12,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-13,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-16,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-17,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-18,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-19,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-20,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-23,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-24,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-25,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-01-26,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-03,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-06,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-07,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-08,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-09,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-10,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-13,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-14,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-15,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-16,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-17,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-20,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-21,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-22,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-23,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-24,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-27,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-02-28,0,0,0,1808.3716,0,
CI005030.WI,综合金融(中信),2017-03-01,0,0,0,1802.1309,0,
CI005030.WI,综合金融(中信),2017-03-02,0,0,0,1756.2648,0,
CI005030.WI,综合金融(中信),2017-03-03,0,0,0,1765.2112,0,
CI005030.WI,综合金融(中信),2017-03-06,0,0,0,1804.2488,0,
CI005030.WI,综合金融(中信),2017-03-07,0,0,0,1812.4004,0,
CI005030.WI,综合金融(中信),2017-03-08,0,0,0,1861.0453,0,
CI005030.WI,综合金融(中信),2017-03-09,0,0,0,1840.6407,0,
CI005030.WI,综合金融(中信),2017-03-10,0,0,0,1820.9662,0,
CI005030.WI,综合金融(中信),2017-03-13,0,0,0,1825.2126,0,
CI005030.WI,综合金融(中信),2017-03-14,0,0,0,1817.0812,0,
CI005030.WI,综合金融(中信),2017-03-15,0,0,0,1789.011,0,
CI005030.WI,综合金融(中信),2017-03-16,0,0,0,1806.7473,0,
CI005030.WI,综合金融(中信),2017-03-17,0,0,0,1805.2747,0,
CI005030.WI,综合金融(中信),2017-03-20,0,0,0,1799.3498,0,
CI005030.WI,综合金融(中信),2017-03-21,0,0,0,1793.25,0,
CI005030.WI,综合金融(中信),2017-03-22,0,0,0,1777.9698,0,
CI005030.WI,综合金融(中信),2017-03-23,0,0,0,1760.672,0,
CI005030.WI,综合金融(中信),2017-03-24,0,0,0,1755.0414,0,
CI005030.WI,综合金融(中信),2017-03-27,0,0,0,1774.4469,0,
CI005030.WI,综合金融(中信),2017-03-28,0,0,0,1759.3925,0,
CI005030.WI,综合金融(中信),2017-03-29,0,0,0,1748.3893,0,
CI005030.WI,综合金融(中信),2017-03-30,0,0,0,1680.2895,0,
CI005030.WI,综合金融(中信),2017-03-31,0,0,0,1652.6639,0,
CI005030.WI,综合金融(中信),2017-04-05,0,0,0,1683.9587,0,
CI005030.WI,综合金融(中信),2017-04-06,0,0,0,1720.6892,0,
CI005030.WI,综合金融(中信),2017-04-07,0,0,0,1708.4551,0,
CI005030.WI,综合金融(中信),2017-04-10,0,0,0,1678.0343,0,
CI005030.WI,综合金融(中信),2017-04-11,0,0,0,1661.0526,0,
CI005030.WI,综合金融(中信),2017-04-12,0,0,0,1633.3961,0,
CI005030.WI,综合金融(中信),2017-04-13,0,0,0,1651.0922,0,
CI005030.WI,综合金融(中信),2017-04-14,0,0,0,1613.2228,0,
CI005030.WI,综合金融(中信),2017-04-17,0,0,0,1587.9759,0,
CI005030.WI,综合金融(中信),2017-04-18,0,0,0,1556.1989,0,
CI005030.WI,综合金融(中信),2017-04-19,0,0,0,1535.7131,0,
CI005030.WI,综合金融(中信),2017-04-20,0,0,0,1485.48,0,
CI005030.WI,综合金融(中信),2017-04-21,0,0,0,1459.0265,0,
CI005030.WI,综合金融(中信),2017-04-24,0,0,0,1407.3682,0,
CI005030.WI,综合金融(中信),2017-04-25,0,0,0,1422.9477,0,
CI005030.WI,综合金融(中信),2017-04-26,0,0,0,1448.0642,0,
CI005030.WI,综合金融(中信),2017-04-27,0,0,0,1493.59,0,
CI005030.WI,综合金融(中信),2017-04-28,0,0,0,1506.3885,0,
CI005030.WI,综合金融(中信),2017-05-02,0,0,0,1498.1395,0,
CI005030.WI,综合金融(中信),2017-05-03,0,0,0,1486.6787,0,
CI005030.WI,综合金融(中信),2017-05-04,0,0,0,1487.6243,0,
CI005030.WI,综合金融(中信),2017-05-05,0,0,0,1466.387,0,
CI005030.WI,综合金融(中信),2017-05-08,0,0,0,1404.7034,0,
CI005030.WI,综合金融(中信),2017-05-09,0,0,0,1429.4023,0,
CI005030.WI,综合金融(中信),2017-05-10,0,0,0,1421.0332,0,
CI005030.WI,综合金融(中信),2017-05-11,0,0,0,1416.0284,0,
CI005030.WI,综合金融(中信),2017-05-12,0,0,0,1413.7344,0,
CI005030.WI,综合金融(中信),2017-05-15,0,0,0,1397.3817,0,
