指标名称,中信行业指数:家电,中信行业指数:房地产,中信行业指数:建筑,中信行业指数:煤炭,中信行业指数:电力设备及新能源,中信行业指数:汽车,中信行业指数:基础化工,中信行业指数:银行,中信行业指数:电子,中信行业指数:非银行金融,中信行业指数:石油石化,中信行业指数:钢铁,中信行业指数:建材,中信行业指数:电力及公用事业,中信行业指数:有色金属,中信行业指数:计算机,中信行业指数:食品饮料,中信行业指数:国防军工,中信行业指数:医药,中信行业指数:消费者服务,中信行业指数:农林牧渔,中信行业指数:传媒,中信行业指数:交通运输,中信行业指数:机械,中信行业指数:纺织服装,中信行业指数:通信,中信行业指数:轻工制造,中信行业指数:综合金融,中信行业指数:商贸零售,中信行业指数:综合
单位,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点
指标ID,M0331615,M0331622,M0331606,M0331601,M0331610,M0331612,M0331605,M0331620,M0331624,M0331621,M0331600,M0331604,M0331607,M0331603,M0331602,M0331626,M0331618,M0331611,M0331617,M0331614,M0331619,M0331627,M0331623,M0331609,M0331616,M0331625,M0331608,M0331629,M0331613,M0331628
2015-01-05,6209.8105,6067.4823,4117.8426,1991.8007,4692.1354,5410.4732,3545.8883,5929.7783,3393.9177,10661.6828,2543.7518,1871.9054,4537.592,3176.6083,4839.1735,4054.0681,6991.1464,7331.3392,6917.435,4561.7877,3938.436,4162.0351,2100.4829,4979.0606,3133.367,2980.1821,2570.8713,,5016.1621,4276.5233
2015-01-06,6399.3503,5875.063,4105.9158,1988.4309,4825.561,5564.1394,3600.8596,5861.9902,3485.0633,10462.7045,2512.4722,1843.8431,4529.6758,3193.1359,4791.9932,4224.6766,6984.7957,7658.5993,7147.4341,4718.5282,3998.5047,4351.701,2163.3049,5076.7778,3169.4617,3062.166,2619.9058,,5031.5008,4294.3189
2015-01-07,6370.1157,5883.7885,4128.2088,1989.1665,4847.2706,5534.8588,3617.334,5784.2024,3464.6757,10681.1308,2542.4927,1853.424,4517.2691,3191.6389,4876.7168,4222.3358,6874.8322,7554.1919,7081.6089,4695.0648,4012.811,4306.322,2153.111,5132.9225,3184.8083,3054.8213,2642.6633,,5058.076,4304.8869
2015-01-08,6348.6917,5720.449,3949.0778,1960.2027,4839.5318,5514.8535,3630.4167,5571.0736,3466.5528,10316.3444,2498.9833,1800.362,4459.8023,3111.0724,4746.3853,4270.5741,6890.6739,7493.9531,7077.3377,4635.086,4043.8295,4323.724,2113.3234,5133.3856,3176.9915,3062.3553,2644.9015,,5000.6503,4265.672
2015-01-09,6256.1167,5651.4337,3950.7259,1908.0821,4766.0305,5453.2624,3591.2243,5633.1738,3466.7226,10398.9247,2470.5571,1777.7953,4432.9585,3051.0857,4684.1937,4319.1611,6835.5849,7346.4806,7040.7859,4606.8806,3988.432,4328.9567,2083.8566,5144.7654,3151.0016,3030.9109,2626.46,,4922.7989,4196.1775
2015-01-12,6342.3545,5517.0657,3809.3414,1853.272,4708.8806,5509.5742,3573.0389,5560.222,3448.3461,10370.0989,2411.1466,1719.7238,4339.2824,2957.6319,4604.7274,4427.5936,6766.0241,7090.8226,7040.6465,4626.5932,3946.2401,4416.4095,2035.9391,5007.1608,3092.3931,3004.2132,2592.0429,,4840.8194,4059.2655
2015-01-13,6527.9961,5530.8057,3834.6704,1850.9576,4808.82,5605.9558,3626.7131,5526.0989,3545.4166,10161.4899,2425.7135,1727.7979,4376.2447,2971.6602,4605.4483,4618.4843,6765.2551,7234.8882,7140.6665,4676.494,3980.041,4489.0182,2044.242,5085.5581,3114.5125,3076.586,2626.4747,,4887.9684,4103.8937
2015-01-14,6405.7512,5552.8914,3802.8516,1816.4282,4822.6306,5514.3385,3601.3629,5621.0258,3519.3167,10207.0296,2403.9759,1705.5964,4357.7949,2959.0064,4486.4198,4578.4831,6654.1543,7295.111,7125.8404,4647.5673,3983.9044,4439.3381,2006.9633,5036.0199,3089.7117,3043.4458,2615.4694,,4863.9592,4099.8016
2015-01-15,6478.2923,5762.454,3939.3487,1874.0941,4844.9058,5562.7676,3621.5957,5829.4377,3523.1673,10705.4549,2486.9808,1745.9213,4416.6845,3031.4948,4543.9358,4550.3648,6716.5028,7366.8956,7135.8111,4665.5744,4013.2496,4473.1639,2054.6069,5160.5669,3135.2193,3072.6006,2641.075,,4925.5593,4199.8864
2015-01-16,6480.4831,5763.2348,3977.5768,1881.229,4940.2305,5601.2097,3677.2373,5892.145,3580.1089,10640.4421,2515.4466,1763.2876,4435.8314,3049.6055,4613.3702,4807.9292,6766.3659,7462.4556,7198.367,4731.9634,4085.8478,4664.6501,2062.5129,5263.6587,3166.6358,3139.2803,2673.4522,,4966.5277,4298.7908
2015-01-19,6136.0458,5321.8105,3674.4332,1710.5152,4770.7962,5284.1049,3537.9972,5304.6428,3485.209,9607.5743,2343.6534,1622.0042,4177.074,2835.0394,4378.7314,4726.0797,6424.8821,7120.0908,7076.0116,4597.6415,3961.7101,4606.8668,1908.0624,5012.8127,3028.3543,3023.8181,2595.6303,,4688.6767,4049.5512
2015-01-20,6440.0873,5512.9382,3768.9604,1739.0416,4945.3662,5460.3168,3673.5032,5320.4243,3643.5913,9193.5897,2407.4956,1670.7444,4344.3465,2904.6436,4489.5714,5048.4828,6579.3727,7362.9687,7317.8615,4748.4677,4099.7626,4779.8211,1975.9957,5241.249,3138.1276,3183.6501,2709.287,,4839.596,4208.0872
2015-01-21,6564.9767,5794.826,3899.9288,1802.4839,5072.1248,5613.1008,3762.0523,5607.073,3705.1505,9976.8421,2489.2754,1731.7834,4476.7206,3001.2378,4666.9745,5086.3668,6733.9332,7632.8555,7444.8195,4894.7566,4190.0842,4888.8544,2050.262,5398.502,3246.8917,3246.5406,2785.8399,,5002.8784,4382.5512
2015-01-22,6544.2576,5911.1456,3894.0463,1820.7107,5108.5402,5669.8497,3805.655,5583.4593,3773.9908,9990.1705,2505.6249,1769.1961,4510.2087,3024.5563,4824.1281,5110.9506,6737.0639,8104.0387,7520.3158,4952.0731,4286.0153,4910.7106,2058.2466,5496.3011,3295.6177,3313.965,2811.0594,,5115.6521,4550.2618
2015-01-23,6482.1316,5954.9792,3889.2591,1806.4285,5088.7297,5619.4729,3812.5152,5617.3883,3712.1173,10236.8521,2510.6927,1763.8353,4474.9033,3010.965,4761.1836,4936.8279,6676.9456,7896.3707,7442.8783,4950.7362,4228.4723,4774.6185,2059.2823,5425.3879,3284.7151,3266.334,2811.2925,,5084.152,4523.1761
2015-01-26,6558.7044,6048.8267,3949.7101,1826.9627,5194.2591,5693.1623,3902.597,5581.8906,3793.6371,10125.2116,2550.1922,1821.2359,4575.7867,3056.7064,4851.7696,5130.1082,6807.9752,8046.85,7582.037,5049.4734,4305.8205,4925.5574,2108.231,5512.1874,3415.2965,3340.1781,2867.2397,,5258.0297,4698.4781
2015-01-27,6558.1297,5928.1296,4053.2108,1804.086,5209.1887,5788.4769,3942.0711,5436.4107,3818.2097,9998.3481,2532.6203,1822.3222,4582.8071,3043.9668,4839.6901,5185.3696,6783.5513,8132.8139,7604.1686,5042.0688,4350.2848,4903.8487,2092.665,5553.136,3486.6087,3351.755,2861.4821,,5307.6979,4650.1244
2015-01-28,6484.1163,5840.5314,4010.1421,1771.3951,5171.1691,5721.7855,3914.4673,5360.3685,3800.2067,9898.5394,2495.597,1803.3934,4543.5109,3014.0331,4760.8309,5153.2967,6703.4165,7910.4355,7567.5324,5008.9757,4325.1167,4914.5085,2082.3207,5480.7839,3452.6854,3301.3585,2839.1192,,5296.1089,4644.6893
2015-01-29,6399.1443,5813.007,3970.8692,1768.4556,5165.1707,5650.0424,3891.0616,5249.2379,3774.3916,9665.7856,2456.5045,1816.5432,4520.9175,3034.8274,4716.2057,5147.856,6631.1746,7796.3808,7473.3301,4984.7483,4298.662,4840.8202,2077.2899,5443.9072,3421.7882,3269.2001,2832.5378,,5267.0565,4656.2702
2015-01-30,6440.0385,5830.8685,3832.4254,1736.6811,5071.5754,5559.4857,3858.7604,5227.7581,3719.4279,9468.0144,2422.1887,1788.3663,4467.4423,3022.3506,4674.0177,4977.3912,6619.1966,7709.9863,7411.6967,4920.4619,4296.316,4764.8319,2026.9647,5305.6992,3357.6021,3238.8541,2808.3177,,5196.8178,4532.7635
2015-02-02,6332.6671,5755.9584,3694.8481,1699.678,4990.5099,5511.0862,3849.6094,5065.5085,3727.6151,9149.7591,2400.2892,1762.8583,4407.4905,2938.6413,4618.8,5067.5241,6525.6499,7745.1275,7410.4127,4928.0374,4247.0538,4785.4449,1981.1322,5173.2194,3343.4909,3235.0101,2798.6439,,5149.5229,4521.8671
2015-02-03,6430.3335,5819.0849,3806.7809,1740.0108,5062.6652,5621.9467,3901.8636,5199.5797,3809.5666,9604.1156,2458.4777,1781.7611,4474.5152,2979.3071,4675.7017,5311.7892,6624.8602,7840.5891,7490.4317,4999.1197,4251.7366,4948.4868,2015.9189,5264.0305,3399.9999,3302.8933,2844.8594,,5292.2052,4619.0965
2015-02-04,6381.6075,5802.7253,3839.4483,1735.1456,5051.0653,5592.5792,3867.8107,5094.4313,3783.7329,9428.7581,2434.113,1818.9128,4450.5071,2972.4805,4639.6101,5344.2579,6593.0382,7837.133,7415.6222,5048.7676,4210.1062,4957.1508,2007.7599,5275.1874,3379.8198,3289.0384,2841.788,,5244.8204,4565.3917
2015-02-05,6330.2389,5748.887,3745.6622,1703.0732,4997.463,5538.9213,3834.9173,5086.4449,3766.9774,9374.8886,2377.1119,1764.8041,4410.6988,2917.337,4558.3728,5472.3509,6523.0196,7648.1216,7373.2296,4983.9743,4187.7499,5084.0347,1990.9899,5197.7642,3354.9458,3335.7941,2846.478,,5191.3565,4518.2415
2015-02-06,6216.2802,5554.2882,3671.8213,1650.177,4914.4351,5459.6646,3756.5858,5014.089,3676.7891,9388.4789,2323.3145,1723.512,4331.4621,2824.6959,4440.33,5335.2683,6420.1881,7414.8998,7276.7493,4912.1236,4117.061,5012.5364,1920.5404,5074.5056,3302.1558,3235.8511,2792.1069,,5074.1649,4432.4228
2015-02-09,6224.2921,5492.1811,3714.5169,1652.1599,4873.1302,5480.4789,3734.4813,5060.5147,3644.4023,9775.6521,2321.5227,1720.4966,4310.9103,2799.4229,4444.9431,5273.8486,6562.4173,7373.3632,7238.6027,4871.5627,4095.6325,4910.025,1907.8512,5056.7714,3286.1148,3224.1233,2741.0295,,5049.6615,4375.014
2015-02-10,6352.2404,5603.0834,3809.0194,1673.0859,4931.9209,5582.5945,3784.8984,5148.0107,3715.6388,9890.0375,2343.2643,1740.3373,4381.0047,2861.5648,4501.2016,5426.8087,6617.3734,7474.583,7307.107,4923.7805,4115.6803,5021.7969,1958.4432,5143.0434,3323.8915,3299.0772,2759.2907,,5124.7915,4431.1693
2015-02-11,6465.23,5653.375,3822.1266,1679.8183,4970.3397,5628.7649,3819.8367,5135.1673,3786.6621,9990.0404,2337.1843,1757.5494,4420.8082,2871.1169,4522.35,5630.4655,6635.2446,7586.0375,7431.5029,5000.1991,4180.3595,5118.7027,1979.4699,5170.6891,3383.0316,3399.1041,2795.249,,5225.6704,4506.4307
2015-02-12,6537.0484,5689.2173,3860.3146,1677.8903,5018.8594,5658.923,3865.8598,5120.3734,3821.3689,9952.2037,2353.5526,1757.5222,4455.836,2888.1929,4528.6869,5657.2896,6693.9612,7554.9212,7481.9696,5045.9605,4214.0494,5215.2925,1993.4544,5250.0926,3402.2136,3463.9501,2837.0915,,5281.1374,4548.9698
2015-02-13,6572.2205,5849.8975,3898.5807,1701.8093,5106.8414,5723.0121,3917.722,5155.6083,3872.0016,9931.0041,2378.0949,1801.4002,4509.5095,2954.216,4617.258,5716.4533,6718.6249,7701.3598,7633.3895,5161.4758,4275.3277,5392.2631,2006.9258,5309.8704,3476.8138,3499.8171,2880.5904,,5364.9713,4625.5445
2015-02-16,6676.712,5872.2568,3939.6235,1716.7126,5214.1669,5831.9507,3992.1758,5126.3745,4000.9405,9919.8263,2398.0572,1816.9132,4559.4763,2986.7399,4669.2772,5980.345,6747.2257,7856.3653,7782.9305,5282.4707,4325.9833,5713.5422,2030.546,5379.8431,3536.1726,3661.0378,2916.7355,,5482.2372,4772.4448
2015-02-17,6823.4038,5969.3245,3986.4581,1716.7998,5229.5167,5960.977,4030.2886,5149.4901,4001.9453,10030.4433,2409.0154,1833.5966,4589.4137,3006.8222,4678.5415,6001.0085,6724.4076,7824.4985,7834.3592,5279.6253,4353.9108,5725.1846,2087.9824,5404.9504,3548.1932,3666.322,2931.0965,,5505.8206,4835.8641
2015-02-25,6792.5729,5875.8966,3995.8776,1707.1852,5233.0265,5958.6813,4020.3306,5086.3024,3989.0191,9752.6439,2453.3259,1835.39,4571.2454,3062.616,4633.2678,5862.7312,6679.0572,7912.194,7827.6517,5226.6597,4387.3278,5531.6344,2068.8898,5397.7856,3543.2816,3610.2082,2943.9283,,5437.8546,4820.557
2015-02-26,6797.6847,6024.4945,4213.509,1758.9928,5296.6325,6004.3223,4069.3645,5201.4895,4004.3411,10180.0802,2479.4344,1861.3762,4633.6741,3103.0533,4793.7158,5873.9161,6778.4311,7983.2857,7832.9704,5253.3896,4450.986,5572.4303,2106.8935,5494.9023,3578.3245,3636.9128,2955.0092,,5519.7262,4870.0198
2015-02-27,6846.8363,6028.3576,4239.1452,1763.7069,5369.8488,6022.4454,4116.8684,5181.0582,4051.003,10122.631,2522.7032,1887.6938,4652.0939,3115.9482,4820.8342,6007.7659,6822.4048,8181.3602,7876.8309,5285.2697,4481.1442,5689.9123,2126.9436,5536.2961,3617.4172,3747.5274,2984.4195,,5533.3975,4903.1667
2015-03-02,7000.8517,6102.3776,4254.4527,1799.8146,5524.6541,6131.2114,4206.5037,5182.1394,4135.5362,10186.9881,2534.3286,1949.1786,4760.4229,3226.9982,4949.6475,6248.7836,6826.6625,8245.1136,8009.915,5365.2368,4557.9256,5762.0276,2139.682,5640.7132,3683.3514,3797.0512,3043.2489,,5650.0798,4964.403
2015-03-03,6841.3951,5946.6562,4225.8916,1755.6989,5511.7284,6030.8097,4186.688,5019.7448,4082.5344,9762.0785,2474.9107,1921.6824,4754.5179,3208.0138,4970.948,6159.8551,6733.1316,8205.7838,7983.9699,5350.6161,4520.5385,5621.5611,2111.2915,5582.988,3694.7951,3723.0207,3051.4666,,5602.9148,4865.0499
2015-03-04,6997.9495,6004.9368,4201.1625,1777.8067,5585.2127,6129.0316,4277.8714,4998.257,4156.079,9750.6062,2515.0991,1933.4673,4828.9086,3206.8326,4974.1458,6274.9999,6813.6234,8258.3073,8264.4704,5477.6956,4657.85,5817.0427,2122.6311,5659.1308,3759.9225,3814.6252,3109.4849,,5741.2377,5013.0818
2015-03-05,6866.9539,5963.2571,4185.3495,1751.6455,5577.7068,6163.1961,4306.8541,4885.103,4192.3402,9694.8653,2491.3169,1916.6404,4815.7509,3171.7444,4962.4446,6256.3789,6788.4476,8117.7989,8323.7556,5475.065,4683.6214,5822.965,2105.1523,5728.282,3791.8896,3812.051,3111.5311,,5822.9787,5016.7825
2015-03-06,6719.4902,5955.6742,4128.2614,1772.3023,5512.2456,6055.9765,4283.435,4919.2461,4110.4172,9626.1995,2480.0771,1911.2565,4768.2857,3139.6433,5038.8675,6071.6001,6785.0352,8019.4656,8121.5874,5437.0804,4650.6867,5625.5203,2098.5856,5733.5803,3770.6539,3706.0286,3071.8765,,5764.6902,4968.2761
2015-03-09,6814.6251,6051.7409,4183.9736,1790.3086,5592.0091,6126.1209,4332.8558,5205.8995,4170.3672,9552.2261,2530.3218,1923.1062,4838.7713,3181.079,5035.2886,6237.1932,6899.9813,8107.1434,8256.1026,5503.6884,4738.1921,5733.9639,2124.827,5829.8311,3842.0257,3775.9605,3146.2305,,5802.344,4983.2815
2015-03-10,6866.8399,6048.3784,4170.4319,1797.0246,5673.0111,6161.7625,4393.9562,5081.5796,4239.8503,9496.248,2525.3143,1927.39,4887.0522,3201.9705,5053.716,6355.87,6875.7963,8084.5712,8396.6895,5570.5253,4812.462,5895.5361,2162.2755,5832.6308,3881.6187,3833.2188,3201.2155,,5878.9781,5025.3227
2015-03-11,6981.7627,6078.537,4151.2475,1794.299,5701.445,6192.1146,4387.3281,5130.8237,4227.5455,9537.7312,2514.5069,1915.1694,4867.0064,3176.7598,5023.1883,6345.0445,6913.1949,8023.1015,8313.2056,5569.5041,4752.8228,5918.0424,2176.6486,5808.5037,3889.5063,3830.0417,3199.0481,,5888.5383,4974.5538
2015-03-12,6948.4237,6161.1799,4180.1907,1817.698,5682.3836,6219.1127,4351.1231,5386.3501,4193.5023,9832.8339,2539.9627,1934.1345,4867.7489,3182.8061,5020.7562,6345.7704,6938.539,8023.5399,8287.0876,5555.865,4744.2749,5879.385,2188.7046,5781.0963,3869.1762,3821.6904,3188.2768,,5868.4894,4971.2213
2015-03-13,7036.7388,6171.146,4243.0601,1865.6098,5720.8915,6272.5454,4398.5328,5400.999,4249.2845,9845.7489,2552.5533,1973.262,4929.6301,3219.2805,5047.1634,6592.2769,6944.6612,8089.3532,8403.0181,5623.072,4802.0116,5963.5898,2247.4,5854.2976,3910.4489,3913.2709,3247.265,,5958.271,5006.7241
2015-03-16,7214.5797,6357.6761,4339.8567,1902.9259,5898.4944,6418.6402,4522.4807,5476.1905,4371.3164,10192.547,2596.316,2030.8853,5074.826,3298.2157,5157.8844,6982.0808,7099.0236,8329.1322,8696.8015,5766.0945,4951.9814,6203.6649,2334.7327,5990.2216,4030.5169,4078.7665,3365.1946,,6181.4016,5150.1992
2015-03-17,7262.6543,6429.884,4469.3901,1925.8193,5977.6016,6529.7211,4566.538,5515.0895,4442.1379,10421.8036,2638.488,2076.6572,5138.5741,3346.0442,5249.6198,7016.1688,7201.0483,8497.2012,8738.283,5795.3619,5026.9502,6209.8531,2445.3525,6104.8281,4080.8368,4119.4387,3417.7059,,6244.7608,5256.5867
2015-03-18,7502.2257,6598.7451,4550.5524,1973.2841,6108.2396,6626.0051,4655.7914,5637.091,4547.1491,10654.5209,2675.489,2164.0204,5255.321,3408.7655,5377.9487,7185.8395,7323.6327,8637.8488,8874.4001,5990.3701,5119.7544,6363.7482,2505.8822,6278.8711,4154.9618,4213.8081,3484.4097,,6397.2697,5337.3683
2015-03-19,7517.3062,6581.5474,4753.0032,1982.6586,6205.5335,6656.6601,4721.7287,5568.0548,4553.1727,10521.7385,2700.2821,2152.3722,5303.893,3448.0334,5458.3446,7257.7352,7289.836,8659.2553,8858.479,6087.6744,5156.3571,6357.2622,2489.0166,6382.3662,4214.3579,4296.3257,3508.8115,,6415.4572,5303.8471
2015-03-20,7510.8826,6728.066,4747.6449,1972.764,6260.2271,6684.6079,4740.44,5615.0459,4598.7504,11069.7909,2695.0634,2161.9547,5349.6994,3464.6074,5441.6249,7554.8987,7338.1514,8669.14,8968.1058,6277.936,5193.1754,6441.9644,2484.8886,6396.6202,4294.6346,4384.4374,3550.4065,,6472.5504,5384.5798
2015-03-23,7660.4779,6888.3911,4941.8643,2011.7065,6432.9984,6845.3377,4831.9317,5683.8331,4721.7868,11215.206,2730.6527,2221.3293,5464.6968,3567.0486,5603.3867,8021.0476,7486.0923,8733.2958,9156.2277,6650.9481,5299.9616,6671.9838,2537.1797,6543.6121,4426.515,4575.1027,3667.1779,,6638.331,5527.5178
2015-03-24,7628.0753,6869.5425,5013.4463,1997.3333,6493.4392,6892.5497,4850.5844,5642.0273,4732.9888,10971.6361,2703.6378,2297.3456,5454.3844,3588.2296,5679.5503,8359.3833,7475.8217,8796.3309,9226.8475,6793.4242,5325.044,6791.8248,2596.998,6576.1043,4430.9157,4693.3985,3689.793,,6734.0216,5475.6225
2015-03-25,7681.8289,6852.4768,5042.798,1984.2718,6592.1589,6988.9044,4907.2906,5485.6513,4821.9852,10829.9755,2702.3378,2255.7813,5480.6877,3568.9246,5624.3124,8404.9881,7503.444,8850.8819,9371.5007,6950.7777,5455.8433,6805.161,2575.8997,6742.7594,4488.3635,4733.4334,3700.5437,,6830.8728,5451.911
2015-03-26,7602.7146,6840.9295,4976.2562,2003.8465,6510.5651,6931.9501,4880.7903,5523.8369,4717.5927,10879.8561,2784.491,2246.4314,5484.1927,3533.9001,5626.6984,7948.6144,7674.6448,9089.1575,9206.3362,6802.8842,5465.2672,6524.7893,2546.45,6882.7662,4464.066,4558.2184,3636.3293,,6781.8785,5487.1745
2015-03-27,7676.358,7091.4413,5109.3311,2017.6815,6660.8291,6958.0551,4927.6603,5532.593,4774.5784,10876.8725,2778.5712,2249.3121,5538.7386,3557.6094,5663.6266,8062.7254,7644.9802,9028.6565,9321.1691,6884.1541,5504.0894,6616.254,2548.4113,6872.4089,4517.8021,4633.1639,3715.6345,,6860.5659,5550.3267
2015-03-30,7802.3371,7453.3253,5414.8499,2073.1447,6819.7796,7055.6073,4965.1294,5751.8076,4797.1134,11226.2191,2846.9382,2278.2881,5692.8925,3621.7642,5695.4786,7846.7942,7707.9973,9172.5514,9412.2679,6842.7207,5524.8706,6583.0309,2619.431,6997.2109,4534.8084,4617.5419,3734.8303,,6958.2047,5609.2345
2015-03-31,7880.1062,7316.2663,5315.6275,2036.8386,6838.0914,7010.6709,4958.9972,5681.4861,4876.834,11187.427,2807.6077,2262.4967,5682.6396,3595.6124,5655.6453,8021.5131,7639.5288,9180.461,9493.9496,6994.0509,5529.1796,6669.9887,2579.0758,6933.4333,4543.512,4649.0037,3764.3441,,6889.4381,5625.8341
2015-04-01,8129.4568,7341.8524,5406.7761,2075.1261,7192.4684,7242.0223,5089.7647,5725.2813,5022.6479,11497.3426,2855.8956,2295.4739,5824.3519,3671.6068,5771.5441,8298.656,7719.9895,9304.4807,9773.5163,7205.7745,5667.2337,6841.4297,2624.8785,7080.8809,4665.1017,4836.207,3857.0572,,7017.6931,5810.0011
2015-04-02,8240.0469,7365.9674,5403.7153,2112.4851,7422.1928,7373.4665,5193.33,5690.1728,5180.636,11368.1673,2917.5038,2322.0523,5962.1606,3741.8603,5924.0149,8522.6766,7790.0346,9310.4424,9935.3081,7362.0907,5738.3135,6950.2537,2635.131,7222.2079,4758.4058,4926.7079,3990.1262,,7224.274,5825.0166
2015-04-03,8273.806,7456.4669,5420.8985,2127.3459,7540.6323,7522.3188,5297.8502,5729.3525,5291.8374,11696.9786,2929.7909,2388.1382,6114.061,3813.5461,5971.8942,8660.1303,7866.5574,9580.3807,10089.8905,7443.0055,5862.3741,7036.3913,2675.0789,7365.3232,4874.4324,4942.7669,4116.934,,7342.1668,5946.9713
2015-04-07,8374.167,7653.2715,5518.5953,2187.9781,7656.4199,7632.9737,5404.7493,5928.5438,5389.8267,11935.8848,3013.2999,2430.1435,6239.3604,3892.9627,6194.5328,8857.9406,8060.1792,9624.5728,10386.5655,7520.1851,5959.2323,7135.6789,2774.9315,7617.9793,4986.3504,5096.1667,4224.1991,,7489.2921,6046.6855
2015-04-08,8291.6434,7723.6709,5641.4363,2159.1576,7572.8127,7555.2354,5309.491,6088.4468,5301.0874,12398.3421,3052.5773,2430.384,6174.5908,3825.1164,6086.3741,8631.0662,8109.7654,9324.6303,10262.7776,7357.8167,5876.6724,6956.8838,2745.5864,7696.049,4995.5873,5048.9708,4204.0871,,7423.3518,6039.0262
2015-04-09,8136.5776,7948.3903,5484.6769,2148.9654,7394.4048,7391.7068,5215.4035,6029.3165,5240.8613,12328.4126,3014.151,2423.7638,6094.2451,3777.8463,5936.0362,8704.9719,8006.4884,9082.1571,10251.8794,7217.87,5771.9886,6934.738,2735.0256,7690.9068,4967.579,4940.2731,4148.4163,,7376.9425,5984.4346
2015-04-10,8354.0307,8009.6828,5597.7341,2204.2674,7619.6819,7551.2118,5383.8648,6231.742,5385.7806,12531.9907,3067.4927,2469.227,6205.8648,3840.0034,6085.816,8938.3368,8199.9614,9357.6376,10652.5379,7458.9029,5960.1298,7093.0144,2799.6371,7833.1244,5098.4387,5117.8377,4243.7239,,7608.5262,6092.837
2015-04-13,8418.7185,8124.9687,5793.0403,2239.6674,7786.9027,7702.1265,5515.8195,6418.4819,5507.0969,12451.1622,3131.079,2517.2197,6407.2202,3940.8348,6154.4009,9085.0647,8340.0725,9470.3085,11103.6674,7695.4041,6062.3584,7103.1369,2879.7115,8140.9043,5229.1284,5259.8288,4354.352,,7787.4385,6192.7629
2015-04-14,8362.0092,8063.3869,5977.8584,2229.5595,7803.3437,7699.3082,5523.142,6355.3813,5504.0866,12432.5441,3141.0189,2532.7136,6433.0689,4047.4593,6080.9912,8941.9595,8382.2129,9634.6842,11145.8958,7844.9444,6091.8574,7018.4462,2928.6398,8353.9349,5201.9364,5252.4586,4345.2861,,7753.5136,6161.3453
2015-04-15,8084.4471,7787.1923,6035.5126,2166.9805,7470.8401,7444.8651,5313.8384,6480.5233,5195.3631,12086.1562,3082.3228,2438.7199,6188.5611,3917.5571,5930.2878,8389.461,8139.5358,9265.2425,10682.5559,7500.5912,5876.3521,6698.6376,2917.8512,8278.6214,4986.2181,5055.0739,4161.269,,7440.5875,5915.7645
2015-04-16,8308.0147,7930.6632,6055.1729,2242.2129,7679.9203,7630.7801,5392.8852,6667.0687,5227.1926,12448.3816,3171.0948,2460.7386,6249.0776,4035.186,6042.893,8506.9695,8608.7121,9606.2434,10864.7205,7633.8872,5963.7393,6791.9594,2945.8052,8567.8335,5078.9318,5176.0921,4180.843,,7519.9206,5976.0529
2015-04-17,8538.9414,8038.5884,6370.1046,2316.4132,7799.8993,7708.6549,5399.9327,6665.5601,5221.7685,12492.1569,3291.3014,2531.6235,6368.3616,4078.888,6202.835,8449.2362,8619.3317,10135.4156,10764.8609,7712.4652,6021.6151,6877.4446,3082.2138,8921.9845,5089.4643,5225.1689,4204.3094,,7610.2029,6062.2545
2015-04-20,8364.851,7901.3811,6647.5806,2310.4088,7741.4501,7505.434,5229.4074,6395.5986,5124.1717,11878.9392,3227.229,2550.12,6242.4765,4011.0361,6227.041,8186.2198,8501.473,10520.2546,10400.2653,7463.6306,5944.506,6840.7785,3123.7986,8814.8261,5022.4791,5188.0315,4100.5881,,7340.8382,5932.6244
2015-04-21,8901.4823,8126.7693,6487.0026,2378.4378,7965.7841,7798.1413,5432.0873,6493.3117,5350.5089,12388.0409,3302.4885,2671.1756,6431.8575,4143.4487,6372.8528,8691.449,9022.7864,10684.1707,10845.1753,7794.0266,6136.6687,7234.1597,3148.9733,8793.599,5218.8637,5425.8372,4265.3578,,7598.9843,6176.5886
2015-04-22,9047.6493,8395.9135,6605.5591,2445.6395,8296.0626,7981.885,5621.0362,6619.5851,5472.8561,13069.8867,3374.1403,2744.2128,6620.3851,4304.2395,6557.2445,8968.912,9154.2081,10968.8615,11097.1962,8004.3256,6318.0681,7529.0108,3216.7014,8895.508,5383.2558,5531.7881,4401.3317,,7860.2696,6469.8439
2015-04-23,8999.3673,8436.047,6594.8677,2516.2305,8406.0159,8167.1284,5700.7558,6521.6376,5535.1353,12880.0104,3393.1286,2859.4906,6728.8415,4298.8275,6835.869,9048.3059,9104.7207,10849.7165,11176.2138,8056.7887,6346.3993,7761.9153,3202.5086,9016.551,5428.3666,5698.8105,4440.2057,,7994.8328,6674.6533
2015-04-24,8989.086,8385.6321,6662.1977,2464.3852,8374.3152,8183.7885,5732.8595,6333.2939,5558.7034,12424.7364,3428.5654,2818.7288,6691.6825,4280.2271,6756.2527,9156.0427,9094.6985,10976.4258,11227.1243,8176.2651,6347.3253,7911.8017,3249.1863,9164.7943,5403.3194,5720.1734,4418.627,,7958.897,6880.7322
2015-04-27,9126.5209,8478.8444,7010.3687,2561.9875,8462.924,8235.6815,5806.9038,6528.5791,5563.5784,12565.6775,3652.2241,2867.6276,6767.6476,4367.1528,6808.2428,9185.7901,9132.171,11471.1369,11293.8795,8283.7776,6399.9894,8002.5748,3375.5877,9296.4331,5444.7297,5776.6959,4421.9882,,8067.1809,6950.8987
