指标名称,中信行业指数:家电,中信行业指数:房地产,中信行业指数:建筑,中信行业指数:煤炭,中信行业指数:电力设备及新能源,中信行业指数:汽车,中信行业指数:基础化工,中信行业指数:银行,中信行业指数:电子,中信行业指数:非银行金融,中信行业指数:石油石化,中信行业指数:钢铁,中信行业指数:建材,中信行业指数:电力及公用事业,中信行业指数:有色金属,中信行业指数:计算机,中信行业指数:食品饮料,中信行业指数:国防军工,中信行业指数:医药,中信行业指数:消费者服务,中信行业指数:农林牧渔,中信行业指数:传媒,中信行业指数:交通运输,中信行业指数:机械,中信行业指数:纺织服装,中信行业指数:通信,中信行业指数:轻工制造,中信行业指数:综合金融,中信行业指数:商贸零售,中信行业指数:综合
单位,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点,点
指标ID,M0331615,M0331622,M0331606,M0331601,M0331610,M0331612,M0331605,M0331620,M0331624,M0331621,M0331600,M0331604,M0331607,M0331603,M0331602,M0331626,M0331618,M0331611,M0331617,M0331614,M0331619,M0331627,M0331623,M0331609,M0331616,M0331625,M0331608,M0331629,M0331613,M0331628
2016-07-13,8539.2602,6829.8488,3928.6788,1660.5573,6751.3472,7201.7566,5494.0144,5831.4482,5520.7178,7634.4722,2190.9859,1398.7584,5629.2521,2946.4186,5581.1189,6977.0459,9184.9058,8923.3549,9918.7323,7658.115,6011.4036,5181.9656,2052.9753,6834.251,5052.3109,5475.0391,4175.3756,,5654.3158,6005.8965
2016-07-14,8503.0933,6835.8571,3922.4228,1642.128,6759.4408,7209.4431,5510.5541,5821.9882,5516.0512,7631.9358,2190.1233,1386.8711,5625.5985,2946.9357,5503.6905,7037.2024,9183.8457,8962.3156,9916.43,7634.567,6008.4762,5194.5991,2050.7108,6833.4758,5068.911,5532.023,4191.1396,,5660.2168,6063.5726
2016-07-15,8636.1685,6850.4846,3918.2849,1639.7264,6735.6671,7215.6928,5508.4274,5836.9502,5497.574,7586.5,2201.0314,1398.0943,5597.7903,2949.8578,5478.8675,6932.9407,9178.0849,8781.9425,9928.701,7648.5713,6016.5023,5136.8487,2047.8078,6795.4051,5051.842,5526.96,4185.7765,,5656.1886,6164.3726
2016-07-18,8575.1963,6806.619,3866.0228,1610.1142,6706.145,7216.945,5478.0029,5897.5962,5454.4301,7477.3224,2179.6785,1379.3457,5585.4673,2932.0618,5431.7246,6893.7167,9096.1746,8639.5532,9886.7239,7570.4634,6064.2403,5099.8308,2042.2425,6748.1774,5062.6953,5545.9273,4212.5747,,5630.5964,6215.2299
2016-07-19,8494.6286,6778.3987,3876.7985,1617.2839,6749.5005,7211.9095,5508.6778,5854.7665,5510.358,7495.0986,2183.8152,1377.0095,5588.1477,2948.618,5429.1909,6974.5237,8913.8971,8676.5432,9857.5444,7575.8243,6075.6118,5152.1391,2040.2982,6788.9453,5091.977,5568.9788,4224.5935,,5638.8433,6269.2598
2016-07-20,8493.8709,6768.028,3879.1834,1607.8659,6745.105,7220.9674,5520.2016,5819.6498,5526.4615,7462.9048,2176.9572,1372.2998,5588.6919,2934.9391,5356.4574,6972.5242,8917.4464,8632.1522,9885.1026,7574.1971,6087.7264,5177.1681,2034.3665,6794.8199,5084.4327,5558.0087,4240.026,,5644.1128,6287.266
2016-07-21,8571.2513,6782.6059,3897.0053,1614.0081,6757.7626,7229.1474,5514.4734,5846.9611,5537.2023,7519.4599,2177.4846,1388.5982,5605.0032,2943.2189,5334.3168,6982.7253,8989.6732,8627.4675,9913.4887,7575.7565,6084.0335,5165.7969,2046.4763,6783.9555,5082.991,5623.3426,4254.7029,,5689.6299,6336.3249
2016-07-22,8444.0764,6756.9243,3849.3684,1602.6958,6721.2686,7156.4285,5448.7776,5802.9519,5504.6618,7445.4006,2156.3192,1378.1571,5573.7471,2909.7974,5249.0986,6949.2244,8819.9773,8627.0333,9819.083,7535.3386,5991.1339,5125.0675,2017.9715,6719.9365,5021.89,5600.9693,4208.4636,,5645.0813,6363.7596
2016-07-25,8415.2006,6804.9365,3858.9395,1604.6673,6735.4402,7131.9063,5470.8161,5815.3302,5522.8421,7436.824,2163.3598,1377.4284,5630.0979,2925.1118,5188.195,6927.7086,8888.1002,8566.2363,9871.5279,7582.6266,5990.2707,5143.8436,2013.5472,6716.2708,5015.8066,5588.7017,4232.9252,,5673.0453,6351.4832
2016-07-26,8613.9384,6870.0447,3894.653,1634.8297,6816.7925,7262.6134,5537.6839,5849.8925,5586.3515,7525.649,2188.1816,1393.2017,5685.2675,2965.4586,5296.4701,7008.4478,9115.3202,8661.5254,10030.1386,7642.8108,6071.1881,5198.8222,2045.7761,6794.8362,5074.074,5667.7818,4285.4291,,5736.1387,6379.42
2016-07-27,8286.4853,6646.1117,3790.8475,1573.4491,6488.7217,6993.3444,5285.5261,5860.0611,5304.07,7415.0328,2138.3966,1335.7753,5425.5549,2893.3084,5047.8731,6563.6255,8852.774,8261.3369,9750.9099,7410.5991,5841.2259,4937.801,2017.894,6466.8586,4863.4038,5376.5266,4089.1612,,5513.2065,6111.1897
2016-07-28,8366.2669,6725.1709,3778.6898,1589.2183,6455.5143,7025.5869,5288.8694,5812.3965,5257.6043,7321.1428,2155.6778,1329.2641,5435.5373,2911.0814,5061.67,6437.4031,8979.5899,8242.4907,9759.3312,7356.4374,5854.4426,4893.046,2028.6963,6411.912,4843.4487,5318.9852,4109.6566,,5575.0078,6018.036
2016-07-29,8430.3828,6663.0067,3776.0249,1578.7691,6401.4483,6979.5987,5262.16,5829.8573,5191.2747,7277.5784,2148.1917,1322.3982,5385.0215,2898.357,4971.7411,6382.7547,8954.6711,8055.1153,9768.964,7366.6307,5822.9918,4837.4396,2012.7447,6361.2613,4812.8331,5256.616,4078.9129,,5545.7892,5921.5856
2016-08-01,8247.1472,6587.1238,3714.2498,1585.6342,6289.5452,6859.3791,5168.457,5860.2695,5094.519,7220.8199,2128.9274,1315.3314,5308.62,2876.9479,4958.0928,6268.4478,8715.5452,7860.6338,9559.9959,7278.6356,5744.0201,4758.3929,1990.6211,6258.0575,4734.378,5173.9895,4012.8279,,5467.7468,5715.5764
2016-08-02,8274.5054,6682.965,3766.5379,1599.7456,6356.2137,6915.2459,5223.2179,5844.3953,5140.3693,7249.722,2140.9113,1327.2245,5347.9106,2893.1137,4986.3931,6323.002,8728.3561,7930.4962,9622.2943,7310.5758,5797.6174,4786.5749,2010.9814,6326.6179,4783.4386,5239.1104,4049.1196,,5529.3648,5826.206
2016-08-03,8340.3634,6788.3073,3794.4943,1599.9172,6381.9606,6946.9926,5242.4943,5816.6866,5178.1009,7237.9491,2143.6066,1334.5019,5431.047,2899.5891,5011.5636,6328.7354,8769.6073,7957.04,9660.6548,7326.8798,5825.9726,4784.8636,2027.2658,6341.2661,4805.1566,5240.5521,4061.2837,,5571.5709,5869.272
2016-08-04,8320.1753,6938.2795,3813.3056,1596.5646,6418.4495,7000.4686,5285.6904,5802.0776,5235.7724,7252.4417,2153.7505,1345.8229,5449.7602,2908.7831,5031.8368,6412.5203,8777.7022,8004.1398,9676.1837,7353.842,5837.6927,4808.7287,2023.526,6385.8744,4821.5723,5298.8356,4084.5648,,5589.759,5917.1238
2016-08-05,8282.5589,7026.6558,3799.274,1595.6635,6387.1752,6940.8887,5249.7975,5848.4529,5189.02,7265.3042,2148.1707,1340.6864,5444.1805,2899.8694,5010.8795,6347.9326,8768.0577,7907.7486,9652.1597,7281.6403,5832.4556,4764.3453,2009.8658,6346.0976,4802.5288,5250.4038,4071.3438,,5617.6494,5883.1268
2016-08-08,8327.5359,7179.1138,3865.3507,1679.7861,6455.7168,7031.9714,5298.6906,5850.7115,5254.5587,7312.6996,2170.3519,1371.104,5539.8523,2928.9602,4995.2633,6418.9127,8850.7411,8264.4702,9736.5731,7294.4693,5881.643,4823.8128,2021.0767,6412.0343,4852.6951,5327.4481,4104.2487,,5679.2873,5947.1642
2016-08-09,8407.0386,7210.2612,3957.3291,1679.7394,6528.6577,7083.1343,5357.784,5869.3271,5344.167,7366.074,2191.892,1377.4361,5609.2207,2961.5242,5026.4312,6484.4737,8992.4545,8226.0478,9832.4675,7360.2963,5942.6229,4887.7398,2034.0857,6474.5522,4886.1353,5375.3718,4154.8352,,5709.2412,6093.6811
2016-08-10,8332.1198,7107.9083,3933.4504,1688.2913,6493.2125,7051.7208,5337.3021,5882.7158,5320.5461,7339.3454,2187.0303,1390.1749,5596.3962,2950.4118,5114.5718,6439.1329,8932.4518,8176.1177,9811.3961,7344.4288,5894.5059,4859.624,2019.5688,6456.6483,4878.6974,5348.2448,4157.924,,5704.716,6045.2001
2016-08-11,8262.3772,7001.1293,3875.6631,1657.1298,6393.7229,6963.1011,5247.3263,5949.6875,5226.6089,7388.2172,2170.5014,1370.8635,5505.363,2922.5508,4988.3498,6298.2253,8919.561,7994.1021,9686.0771,7307.9055,5820.5987,4806.8568,1997.1204,6353.0714,4798.8527,5260.5361,4099.7545,,5635.2667,5980.7514
2016-08-12,8300.7068,7363.2804,3948.0784,1675.6149,6468.3245,7039.2724,5292.976,6094.1965,5266.348,7559.774,2193.8982,1386.0292,5570.0701,2963.8853,5025.2957,6375.077,8954.7466,8082.8825,9770.135,7382.3311,5861.7059,4846.139,2022.3367,6412.7141,4847.6139,5314.8345,4129.2625,,5736.3626,6059.2512
2016-08-15,8495.414,7740.4756,4071.4004,1701.002,6628.195,7187.008,5409.1339,6228.1925,5394.5654,7922.429,2241.3347,1409.8323,5684.6114,3020.5148,5113.6258,6621.2422,9113.8543,8293.4275,9956.1688,7542.6265,5963.7621,5021.6995,2074.7687,6556.8272,4951.1146,5444.779,4204.8867,,5861.2155,6206.4099
2016-08-16,8553.6341,7869.3174,4111.1569,1726.8323,6700.2638,7204.4205,5451.6807,6107.7189,5418.1029,7827.442,2246.7009,1431.7802,5720.027,3022.4088,5171.0237,6638.0946,9061.3031,8324.6921,10003.4956,7565.434,6004.502,5041.368,2076.1419,6618.8926,4972.3762,5456.1856,4227.8162,,5875.1909,6173.6915
2016-08-17,8579.6388,7731.1218,4144.165,1715.1931,6739.6354,7220.2135,5493.8519,6092.8823,5445.2755,7803.8047,2244.767,1452.9128,5758.1279,3030.4605,5137.7208,6667.9752,9088.9872,8426.6078,10023.8124,7545.117,6026.1888,5074.748,2073.9339,6630.6434,4987.0168,5482.3843,4241.917,,5933.5174,6304.2855
2016-08-18,8541.0452,7865.8739,4143.8939,1696.0377,6742.7238,7187.2544,5484.2656,6060.7831,5448.6819,7778.883,2231.7321,1449.4763,5762.7927,3025.4368,5137.1459,6651.7302,9030.0468,8367.9424,9977.3509,7562.3583,6026.077,5060.0661,2081.8966,6629.2759,4986.3263,5485.3735,4252.4979,,5969.1755,6286.8092
2016-08-19,8499.4046,7771.0949,4216.1996,1684.044,6770.8573,7199.6726,5498.0998,6072.465,5471.8708,7798.0923,2236.2217,1445.3869,5796.1825,3034.8719,5155.5267,6643.7545,9003.2576,8382.6089,9993.874,7533.5927,6057.4242,5059.9477,2075.1823,6664.7066,4996.2675,5475.4922,4266.4951,,5969.7519,6412.0423
2016-08-22,8386.719,7711.6052,4144.6216,1674.7402,6666.3316,7116.3787,5444.124,6140.4178,5380.8042,7686.8832,2212.751,1427.6872,5716.7612,3008.6236,5049.1645,6534.1974,8991.2357,8212.3669,9949.041,7500.8343,5986.7162,4971.4055,2050.0316,6557.4316,4945.3026,5397.7163,4214.0131,,5884.234,6315.0166
2016-08-23,8413.4893,7689.6782,4143.471,1652.5654,6681.3742,7118.854,5472.2714,6147.8831,5405.0595,7746.3787,2236.8331,1425.4699,5728.5003,3033.0625,5056.3499,6551.2076,8967.4836,8223.1696,10009.2959,7556.8937,6006.1966,4980.1499,2054.985,6581.8337,4957.2642,5395.2065,4225.1391,,5875.8356,6134.581
2016-08-24,8376.8169,7625.339,4134.7521,1647.2538,6703.6003,7130.2447,5482.3042,6136.5748,5458.0358,7681.0423,2233.5776,1432.1112,5729.9865,3038.5321,5044.2475,6589.4857,8936.9713,8289.3835,10012.5805,7577.7764,6010.9465,4995.0754,2053.0378,6604.0853,4961.152,5443.3271,4243.0157,,5866.3302,6158.3469
2016-08-25,8341.1431,7480.1381,4069.6853,1640.0758,6634.6638,7057.809,5478.2275,6129.1732,5430.4171,7687.5847,2220.2715,1439.4256,5693.6571,3015.6677,4972.3806,6522.2956,8872.8275,8227.8253,9985.9404,7525.6651,5990.5915,4961.7168,2029.9854,6543.4978,4919.1227,5400.3154,4217.1934,,5810.6083,6084.1425
2016-08-26,8343.1559,7439.5989,4113.7493,1640.1477,6648.9076,7063.6381,5489.457,6121.9909,5455.0552,7661.0796,2224.3567,1444.4015,5712.1143,3037.9439,4993.6014,6545.061,8862.4828,8272.2423,10066.4688,7546.1316,5992.2406,4963.0998,2029.1668,6557.4274,4933.3222,5438.379,4236.7492,,5808.1766,6150.4244
2016-08-29,8328.5393,7483.3894,4167.452,1644.5052,6673.042,7065.8771,5489.8906,6083.4823,5457.8122,7677.7592,2223.013,1445.4978,5720.1446,3065.3668,4980.2612,6558.695,8793.6347,8300.5343,10105.2241,7545.5306,6009.2379,4955.0159,2029.8439,6573.9702,4939.3656,5440.5837,4253.7111,,5828.7502,6212.8567
2016-08-30,8332.1828,7448.329,4144.1483,1655.1038,6681.1496,7073.7363,5491.9233,6135.061,5460.8472,7703.7224,2232.0208,1441.1586,5726.1453,3059.3219,4980.0613,6552.8235,8804.1857,8417.3748,10071.9859,7556.0059,6023.7995,4956.0253,2022.4778,6585.4677,4935.1319,5439.0177,4256.7869,,5819.6274,6202.3377
2016-08-31,8375.55,7651.6638,4161.1483,1663.3274,6694.0269,7058.4851,5493.7962,6152.4525,5446.3088,7753.703,2233.3474,1434.4052,5731.0096,3055.658,5004.4132,6553.7579,8861.9311,8365.5763,10083.8801,7581.6697,6035.8451,4973.1506,2021.3099,6573.8875,4945.7452,5411.6583,4254.7873,,5844.2112,6231.1164
2016-09-01,8328.4899,7425.6163,4116.8644,1632.2829,6638.3448,7013.8517,5459.9012,6135.4048,5420.057,7684.4802,2215.8818,1415.505,5689.4917,3036.7069,4984.148,6523.1102,8797.8471,8246.6631,9997.7736,7531.3435,6002.7061,4937.8228,2017.5681,6524.991,4919.3082,5381.7474,4224.6406,,5780.2028,6210.3807
2016-09-02,8466.6942,7445.5588,4114.5347,1639.894,6614.7937,7012.7269,5430.7287,6145.0516,5391.6811,7748.0983,2211.8841,1411.2485,5672.9102,3040.3587,4985.0086,6473.5205,8720.3594,8163.445,9976.9098,7514.7236,5963.3608,4931.547,2018.8814,6504.6122,4921.687,5357.2932,4221.6411,,5789.226,6179.5978
2016-09-05,8669.0612,7429.3455,4128.0033,1667.2264,6631.3417,7042.4511,5465.9649,6150.6132,5439.733,7758.7719,2221.2286,1429.8312,5735.4173,3047.7421,5044.3964,6469.8897,8739.71,8195.0971,9984.9366,7536.9355,5975.0889,4928.6756,2015.0719,6522.3208,4945.8595,5400.2279,4260.6127,,5813.8278,6213.058
2016-09-06,8870.476,7472.7879,4203.6264,1681.9962,6744.3562,7153.3526,5551.0419,6120.5054,5569.8878,7806.0174,2241.0161,1439.3311,5825.9922,3112.7548,5084.7744,6599.2631,8829.8267,8281.2349,10094.9166,7635.8142,6050.7719,5007.8979,2030.9876,6631.1385,5001.0913,5506.6895,4320.2791,,5869.846,6328.686
2016-09-07,8828.9404,7473.6915,4274.279,1657.5927,6742.2712,7163.5434,5543.9785,6130.8616,5539.3756,7805.9242,2245.3253,1441.9921,5867.9668,3123.6038,5076.9505,6570.082,8770.4133,8301.2262,10104.8836,7670.4145,6027.2921,4969.1281,2031.3276,6649.3635,4993.9609,5485.8858,4330.5801,,5863.6348,6314.5932
2016-09-08,8816.2261,7504.4627,4275.3348,1680.9861,6770.8605,7187.8431,5591.6421,6133.8693,5524.1738,7805.4566,2248.0677,1452.1435,5942.5418,3131.1916,5067.2415,6597.4696,8751.7781,8306.4783,10139.038,7655.2403,6047.3747,4982.8615,2036.7755,6662.3491,5016.8562,5521.2799,4342.6412,,5862.9449,6345.8942
2016-09-09,8738.6811,7422.9395,4232.6292,1664.5229,6734.9876,7131.3264,5578.3894,6108.1242,5484.2357,7778.4235,2243.2782,1445.275,5902.251,3098.2406,5013.0989,6515.1177,8684.6254,8262.7016,10063.7007,7759.9687,6001.8342,4944.655,2029.1085,6649.2359,4987.3906,5469.0275,4320.1815,,5808.6677,6298.362
2016-09-12,8547.8868,7335.546,4150.4724,1607.7697,6550.9485,6952.8582,5423.2085,6023.9962,5298.0265,7637.8176,2196.3053,1397.4288,5729.9841,3044.7052,4778.8141,6274.7568,8441.6218,8004.619,9816.191,7684.7517,5827.0467,4791.3392,1986.6947,6459.7122,4855.9924,5315.3656,4195.9387,,5625.6006,6044.6601
2016-09-13,8577.6202,7366.6691,4148.005,1612.1189,6592.1857,6985.1286,5477.6191,6026.9987,5394.8104,7588.4395,2202.564,1405.4209,5834.1076,3050.0989,4790.5579,6304.3695,8497.5152,8047.103,9837.7155,7746.0018,5866.6714,4797.5237,1986.1832,6504.3157,4892.161,5316.5055,4233.4473,,5662.7283,6143.987
2016-09-14,8427.9379,7342.702,4094.6261,1598.7162,6541.1682,6937.7144,5431.5218,5973.2325,5391.0702,7520.5262,2186.1385,1402.2099,5770.3586,3026.6826,4802.5352,6287.6952,8488.4006,7947.3535,9798.0138,7638.6212,5825.5803,4795.1444,1970.1388,6474.4726,4877.9484,5284.2861,4210.224,,5638.8668,6142.5643
2016-09-19,8620.3416,7398.4108,4137.8314,1621.8183,6614.2509,7015.0021,5490.4109,6009.2087,5455.0727,7579.705,2189.9746,1427.4445,5857.2593,3051.5138,4845.3851,6356.679,8562.8158,8003.9811,9899.7221,7787.7191,5896.8389,4846.7146,1982.9165,6566.5541,4922.2389,5352.189,4265.1463,,5712.7143,6210.9407
2016-09-20,8580.8598,7417.4732,4166.3849,1640.5304,6602.4182,7006.4761,5503.56,6001.7841,5435.8821,7565.7419,2185.4109,1423.8532,5862.3546,3047.1846,4846.0113,6340.9276,8542.144,7934.5169,9905.9591,7753.3584,5901.326,4822.4035,1981.8663,6569.6969,4908.718,5325.7672,4272.308,,5700.5139,6202.156
2016-09-21,8579.4487,7491.5154,4158.4028,1636.7692,6607.0887,7028.8422,5492.3257,6016.6097,5451.5093,7597.9311,2187.2654,1437.4868,5854.031,3041.9099,4876.0579,6364.6326,8530.299,7966.0398,9927.5519,7779.6851,5887.4913,4825.3736,1990.9335,6578.4327,4915.7452,5344.9211,4296.486,,5729.7442,6203.0706
2016-09-22,8612.4306,7716.1581,4194.7957,1646.0883,6630.498,7082.1031,5527.7112,6049.2559,5482.2624,7635.3483,2202.9703,1439.5835,5895.0434,3056.3748,4871.7783,6379.7158,8630.2296,7983.5552,9975.148,7848.909,5919.0917,4842.9056,2002.0054,6607.6594,4932.7062,5389.045,4318.0611,,5765.6707,6271.3442
2016-09-23,8577.674,7569.9006,4208.6683,1646.6372,6590.2742,7067.8514,5486.3914,6052.3182,5438.8406,7593.1459,2199.9556,1439.9486,5861.0516,3047.8599,4827.3488,6361.0906,8605.6827,7959.1452,9961.933,7842.7371,5885.5175,4818.5212,2001.0169,6595.4011,4924.046,5360.3375,4295.5057,,5771.1759,6176.132
2016-09-26,8471.9771,7414.8634,4092.8053,1628.1072,6433.8034,6931.9299,5364.9992,6020.2437,5279.1969,7460.4807,2165.0914,1403.7864,5704.4843,2992.8761,4700.3903,6208.9756,8390.763,7708.936,9769.6858,7618.3912,5756.6021,4720.2298,1962.7403,6441.4956,4839.0212,5244.1016,4204.7565,,5633.5791,6018.6326
2016-09-27,8579.1268,7560.2457,4083.977,1630.0749,6456.7067,6979.3292,5390.261,6044.6134,5312.905,7511.0292,2173.3033,1412.0856,5748.5521,2997.5819,4740.3377,6283.3848,8447.9835,7767.9548,9842.7133,7622.1581,5786.266,4754.886,1966.9923,6495.0559,4868.2088,5311.8614,4243.8297,,5698.7537,6078.6519
2016-09-28,8565.7163,7555.4215,4042.355,1626.668,6457.8484,6997.7509,5391.8328,6013.2463,5320.6611,7486.2095,2164.6026,1421.4884,5735.1271,2989.4996,4713.4088,6250.1953,8411.394,7766.0061,9828.6833,7562.1202,5777.9494,4730.9077,1965.2262,6484.7612,4866.5022,5299.2597,4237.4341,,5712.7594,6056.4825
2016-09-29,8590.8948,7586.757,4050.3424,1659.6955,6467.7228,7015.6169,5421.5866,6035.9185,5335.6117,7539.7096,2197.9885,1421.2904,5747.7806,2996.1006,4718.2695,6266.9567,8487.6452,7768.5577,9874.4716,7565.5479,5804.0955,4742.35,1966.5873,6504.5474,4892.4529,5310.4696,4253.0539,,5745.4088,6056.7682
2016-09-30,8696.624,7630.8093,4065.7827,1670.4034,6506.4494,7058.2382,5457.7349,6035.0007,5349.7744,7541.4025,2206.1355,1422.6556,5783.254,3003.2441,4754.2484,6282.6843,8595.8612,7822.0914,9930.8765,7572.3792,5838.0236,4759.7946,1967.8884,6532.0543,4916.4125,5343.9877,4277.0485,,5768.9235,6101.1148
2016-10-10,8767.2491,7543.8306,4145.3573,1689.5306,6645.2696,7225.9555,5598.8207,6079.9122,5481.1421,7657.0594,2244.6634,1460.9945,5861.0084,3056.1759,4796.2404,6537.1496,8741.5598,8010.2964,10172.978,7661.8392,5954.1663,4868.1826,2001.5208,6675.0173,4998.8299,5520.8993,4348.6055,,5861.9595,6220.5738
2016-10-11,8797.0099,7614.2921,4168.549,1709.5874,6693.5926,7247.1307,5644.2296,6074.6191,5525.8231,7675.5624,2258.3424,1483.5862,5903.1174,3077.2764,4826.6623,6543.0212,8810.0449,8130.4626,10206.2078,7720.2436,5977.0151,4873.609,2028.6082,6718.9144,5029.9719,5584.8982,4391.566,,5916.9151,6256.6772
2016-10-12,8788.1393,7637.8633,4168.7532,1704.2923,6702.1235,7229.7254,5649.0214,6050.2647,5535.4654,7659.2627,2258.0976,1470.8635,5900.1173,3079.6139,4814.7308,6544.9687,8789.2595,8121.988,10219.8757,7724.3603,5983.4808,4858.8952,2019.9914,6755.8494,5020.2884,5576.6065,4395.4955,,5923.653,6301.6904
2016-10-13,8744.6811,7661.2398,4237.7628,1700.0779,6705.9136,7234.9263,5638.4581,6038.3061,5559.248,7648.6801,2243.1307,1479.6718,5890.3522,3100.2553,4816.8476,6552.6599,8774.1017,8150.2836,10204.7328,7729.6929,5972.8247,4857.7117,2027.8555,6804.2931,5034.5602,5559.5883,4401.158,,5934.5738,6273.0928
2016-10-14,8754.9605,7649.2632,4279.3402,1705.3009,6699.7735,7215.0366,5639.3211,6048.909,5525.6196,7630.3836,2255.5952,1477.1264,5882.0026,3100.8876,4799.368,6535.7035,8794.0989,8121.324,10197.0171,7724.6562,5993.2219,4820.9944,2033.5993,6803.7774,5051.0692,5558.2111,4398.4012,,5919.9953,6254.8301
2016-10-17,8677.0252,7553.4619,4243.6717,1704.1908,6645.4832,7147.1655,5586.5416,6012.3954,5448.9898,7528.7894,2243.9379,1475.7023,5841.007,3061.8045,4826.4134,6444.6477,8736.6198,8004.4302,10149.623,7650.4228,5932.5539,4773.3013,2025.6043,6731.1701,5023.4125,5468.8991,4368.6702,,5847.9127,6173.4018
2016-10-18,8784.8779,7628.9476,4389.3488,1729.0381,6780.7859,7263.4074,5681.0337,6043.6998,5541.1919,7678.9988,2268.6366,1488.714,5927.0179,3103.9944,4904.9141,6558.5192,8884.2891,8125.1606,10269.857,7723.2457,6016.1016,4842.2809,2054.8039,6873.9787,5084.3621,5551.6069,4428.1182,,5934.4882,6256.5438
2016-10-19,8749.983,7620.6888,4406.3921,1737.8244,6762.1278,7269.5741,5676.3533,6038.2328,5523.9857,7635.4296,2272.3875,1484.8383,5925.8177,3102.1961,4924.9748,6538.5721,8893.8282,8170.2214,10243.9686,7767.5961,6016.4826,4834.6972,2057.3731,6867.0506,5061.4319,5543.8441,4415.5061,,5932.0143,6264.2971
2016-10-20,8781.982,7637.9251,4422.7912,1734.4828,6782.0787,7283.954,5696.5845,6049.2448,5596.7056,7629.0974,2274.0126,1488.9575,5924.2484,3106.0306,4934.7786,6579.5651,8875.7692,8160.1884,10208.464,7771.474,6034.4108,4853.4731,2052.6171,6864.4975,5104.5729,5565.5026,4421.8595,,5958.8096,6227.1527
2016-10-21,8814.9059,7587.018,4522.8388,1730.9032,6742.4229,7262.941,5665.4228,6073.8736,5561.742,7666.801,2269.7363,1488.2953,5929.1389,3094.6941,4905.604,6544.8644,8830.7157,8130.4575,10157.735,7750.0355,6021.9837,4832.1014,2062.1399,6888.4461,5084.8209,5521.0736,4393.2007,,5912.6728,6182.8984
2016-10-24,8879.339,7635.3664,4583.269,1830.1817,6787.4825,7326.1444,5711.7665,6140.8986,5586.213,7799.3616,2301.4789,1513.8385,6016.3362,3120.0956,4964.9597,6603.1867,8966.5803,8207.7677,10225.7316,7819.3451,6063.8349,4874.0272,2083.5841,6960.5544,5118.752,5560.361,4431.0849,,5982.169,6236.8572
2016-10-25,8928.5277,7663.3335,4571.0634,1880.4035,6801.8424,7368.1055,5738.5456,6127.3288,5584.1457,7772.6815,2297.1953,1536.628,6056.1052,3124.5742,5048.6442,6633.1238,9087.3389,8172.4129,10228.6989,7864.1631,6090.1166,4880.4784,2078.1669,6946.8298,5150.808,5565.2512,4471.8928,,6009.7539,6279.9704
2016-10-26,8857.2235,7694.7193,4524.1363,1834.055,6761.3612,7332.8997,5697.1357,6082.3366,5547.5202,7753.1113,2291.7608,1525.938,6025.7525,3110.401,5020.8377,6570.6671,9241.2006,8121.104,10230.4234,7858.5739,6115.9241,4837.7721,2063.4682,6897.6992,5125.2633,5535.0251,4435.0555,,6007.3706,6247.104
2016-10-27,8842.1324,7664.9558,4497.3769,1817.7572,6760.0741,7330.3518,5695.2188,6068.3661,5536.6364,7744.6706,2283.7007,1526.9649,6012.4628,3116.0546,5002.679,6572.0855,9185.2263,8153.4901,10194.4814,7835.308,6105.5508,4846.6475,2058.5896,6911.0151,5136.5909,5514.8445,4445.2691,,6009.5595,6239.9537
2016-10-28,8816.394,7618.5783,4427.8397,1817.1094,6688.7294,7275.7903,5630.2832,6097.8323,5482.1809,7794.4874,2272.0517,1508.9794,5975.3786,3089.2688,4957.8707,6516.4357,9132.8374,8079.8891,10125.0649,7748.236,6055.3033,4826.0878,2042.537,6839.9477,5098.8562,5477.8404,4404.718,,5946.149,6172.5615
2016-10-31,8834.3169,7630.8559,4410.3373,1814.0325,6645.884,7300.2632,5628.1378,6076.7368,5480.438,7798.9485,2267.6268,1506.3244,5989.4921,3083.2135,5005.9736,6505.8527,9159.5809,8050.3197,10130.8123,7729.983,6036.3259,4805.5953,2042.8062,6833.0138,5114.8313,5449.4608,4397.5705,,5925.2041,6161.8391
2016-11-01,8934.481,7732.5642,4463.5025,1818.3594,6715.6531,7363.6183,5684.0005,6105.7192,5538.5502,7871.8958,2279.5481,1515.411,6080.9472,3109.7566,5048.6545,6567.943,9232.2863,8088.3289,10227.3402,7772.5098,6134.8238,4841.7672,2052.5492,6914.435,5157.8941,5484.2455,4437.7667,,5988.9179,6217.5794
2016-11-02,8878.6038,7664.5402,4377.3667,1791.9891,6667.6041,7314.9077,5656.0559,6071.8984,5505.6453,7816.1232,2257.558,1499.1769,6067.1846,3074.741,5100.6212,6512.1375,9147.4747,8032.6512,10194.688,7713.8673,6059.4131,4791.5268,2039.5803,6859.31,5131.6898,5435.3315,4407.735,,5967.2982,6168.3358
2016-11-03,8901.9417,7698.4134,4531.5174,1804.7097,6716.6615,7360.7257,5701.8301,6102.2128,5524.0212,7962.6048,2267.365,1505.1478,6089.957,3089.1243,5113.1438,6544.0273,9174.9146,8063.2934,10237.3628,7736.3948,6055.7812,4814.6811,2068.1813,6919.909,5170.2708,5461.706,4429.6514,,6022.6328,6188.7013
