代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005284.WI,风电(中信),2015-01-05,2665.1705,2721.51,2645.7015,2686.6342,174744687,
CI005284.WI,风电(中信),2015-01-06,2688.7049,2733.55,2659.3895,2705.5014,146962648,
CI005284.WI,风电(中信),2015-01-07,2691.366,2708.8509,2664.7622,2685.6091,129954358,
CI005284.WI,风电(中信),2015-01-08,2724.9769,2798.4602,2724.9769,2737.4868,161610045,
CI005284.WI,风电(中信),2015-01-09,2749.7655,2788.1639,2685.3757,2686.7718,161125933,
CI005284.WI,风电(中信),2015-01-12,2653.3467,2670.7631,2611.6827,2641.5768,97748744,
CI005284.WI,风电(中信),2015-01-13,2643.876,2671.1685,2635.812,2654.4595,66557720,
CI005284.WI,风电(中信),2015-01-14,2662.859,2708.4321,2654.0726,2695.2959,94444256,
CI005284.WI,风电(中信),2015-01-15,2697.3321,2733.5938,2694.8132,2700.9127,71206144,
CI005284.WI,风电(中信),2015-01-16,2701.7559,2750.9424,2701.7559,2740.3086,86082521,
CI005284.WI,风电(中信),2015-01-19,2675.9974,2726.8427,2562.9077,2603.7597,114972521,
CI005284.WI,风电(中信),2015-01-20,2615.8611,2673.0986,2615.8611,2673.0986,86122149,
CI005284.WI,风电(中信),2015-01-21,2684.4249,2759.4922,2668.9474,2759.1405,121902967,
CI005284.WI,风电(中信),2015-01-22,2770.2168,2793.0119,2742.3,2777.5274,123328876,
CI005284.WI,风电(中信),2015-01-23,2777.5941,2797.5828,2762.3331,2796.0986,128206794,
CI005284.WI,风电(中信),2015-01-26,2804.1148,2898.2447,2801.6475,2894.1554,166100834,
CI005284.WI,风电(中信),2015-01-27,2898.0215,2941.476,2847.8,2929.2589,149633797,
CI005284.WI,风电(中信),2015-01-28,2943.3989,2967.0391,2907.723,2934.405,145988207,
CI005284.WI,风电(中信),2015-01-29,2911.121,2923.6232,2875.9109,2911.4716,143840750,
CI005284.WI,风电(中信),2015-01-30,2909.2575,2947.5817,2900.2742,2916.7425,134722565,
CI005284.WI,风电(中信),2015-02-02,2883.4096,2892.4704,2840.9805,2847.3649,108989390,
CI005284.WI,风电(中信),2015-02-03,2850.2858,2885.9022,2850.2858,2882.0216,101326358,
CI005284.WI,风电(中信),2015-02-04,2892.2892,2904.4741,2857.6843,2861.2479,107572822,
CI005284.WI,风电(中信),2015-02-05,2859.527,2872.7396,2809.1118,2824.7474,136957870,
CI005284.WI,风电(中信),2015-02-06,2815.5009,2816.1965,2740.8914,2758.1956,122923080,
CI005284.WI,风电(中信),2015-02-09,2760.1717,2791.9257,2748.0912,2764.8624,80769658,
CI005284.WI,风电(中信),2015-02-10,2778.6822,2788.5958,2755.1652,2786.0037,72856986,
CI005284.WI,风电(中信),2015-02-11,2794.0374,2831.4631,2794.0374,2817.9353,98951934,
CI005284.WI,风电(中信),2015-02-12,2821.8973,2870.4286,2821.8973,2860.5891,123858507,
CI005284.WI,风电(中信),2015-02-13,2875.8678,2931.0242,2875.8678,2905.6716,144818472,
CI005284.WI,风电(中信),2015-02-16,2906.7741,2961.3509,2901.4442,2953.1544,121271495,
CI005284.WI,风电(中信),2015-02-17,2964.6765,2972.998,2930.6836,2962.6018,107867394,
CI005284.WI,风电(中信),2015-02-25,2965.0838,2998.5085,2944.2065,2984.3922,111181517,
CI005284.WI,风电(中信),2015-02-26,2981.3202,3012.6887,2965.2739,3012.5871,104519127,
CI005284.WI,风电(中信),2015-02-27,3029.4591,3082.891,3029.4591,3063.3129,152693760,
