代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005227.WI,供热或其他(中信),2015-01-05,5680.0802,5701.0429,5541.5732,5614.2617,63967956,
CI005227.WI,供热或其他(中信),2015-01-06,5575.7009,5745.6409,5519.4501,5741.7064,61391217,
CI005227.WI,供热或其他(中信),2015-01-07,5704.2082,5876.0172,5674.423,5821.6334,61664933,
CI005227.WI,供热或其他(中信),2015-01-08,5817.5177,5850.1453,5692.4808,5710.1746,44321708,
CI005227.WI,供热或其他(中信),2015-01-09,5702.3652,5757.3279,5643.9786,5693.7648,47568275,
CI005227.WI,供热或其他(中信),2015-01-12,5656.6758,5756.6769,5619.9742,5697.1347,42510482,
CI005227.WI,供热或其他(中信),2015-01-13,5687.5009,5765.3713,5665.9582,5763.8641,27682706,
CI005227.WI,供热或其他(中信),2015-01-14,5763.8641,5802.2043,5621.2075,5672.5261,23465140,
CI005227.WI,供热或其他(中信),2015-01-15,5642.6348,5765.5228,5626.6926,5754.1298,22384779,
CI005227.WI,供热或其他(中信),2015-01-16,5758.9852,5846.4196,5698.7263,5733.824,27158499,
CI005227.WI,供热或其他(中信),2015-01-19,5492.8566,5549.6652,5321.5198,5391.603,32851458,
CI005227.WI,供热或其他(中信),2015-01-20,5262.2598,5458.7696,5262.2598,5418.6232,38433768,
CI005227.WI,供热或其他(中信),2015-01-21,5532.0157,5665.2721,5515.0548,5646.5849,38373367,
CI005227.WI,供热或其他(中信),2015-01-22,5660.7597,5692.1345,5583.4749,5684.493,52741109,
CI005227.WI,供热或其他(中信),2015-01-23,5680.4194,5733.9985,5602.2277,5644.3835,34318312,
CI005227.WI,供热或其他(中信),2015-01-26,5638.5945,5700.4022,5587.0208,5697.1409,35653575,
CI005227.WI,供热或其他(中信),2015-01-27,5682.5356,5856.854,5682.5356,5806.6582,50352947,
CI005227.WI,供热或其他(中信),2015-01-28,5770.4965,5851.0412,5736.723,5779.2425,42273258,
CI005227.WI,供热或其他(中信),2015-01-29,5751.9346,5830.1656,5703.8999,5828.3313,32894255,
CI005227.WI,供热或其他(中信),2015-01-30,5832.2571,5900.3282,5759.6464,5767.2494,46176815,
CI005227.WI,供热或其他(中信),2015-02-02,5694.0343,5694.0343,5574.1117,5614.7114,20271094,
CI005227.WI,供热或其他(中信),2015-02-03,5613.1468,5681.8111,5592.442,5681.8111,28423740,
CI005227.WI,供热或其他(中信),2015-02-04,5671.6005,5700.1471,5595.9721,5607.7664,22321559,
CI005227.WI,供热或其他(中信),2015-02-05,5657.5714,5657.5714,5565.2952,5565.2952,22260401,
CI005227.WI,供热或其他(中信),2015-02-06,5546.9938,5553.5913,5363.6434,5403.4005,18614437,
CI005227.WI,供热或其他(中信),2015-02-09,5372.7941,5499.4061,5365.4588,5434.8903,14270129,
CI005227.WI,供热或其他(中信),2015-02-10,5418.4191,5547.8932,5412.2483,5535.7019,15035423,
CI005227.WI,供热或其他(中信),2015-02-11,5552.9276,5552.9276,5484.5555,5508.1741,10062923,
CI005227.WI,供热或其他(中信),2015-02-12,5508.1741,5525.6879,5422.8856,5470.9862,20179508,
CI005227.WI,供热或其他(中信),2015-02-13,5476.4766,5662.9044,5476.4766,5655.8228,27601942,
CI005227.WI,供热或其他(中信),2015-02-16,5671.1589,5789.367,5671.1589,5777.0767,30288232,
CI005227.WI,供热或其他(中信),2015-02-17,5785.2801,5812.8589,5748.6479,5804.9239,24264538,
CI005227.WI,供热或其他(中信),2015-02-25,5812.9066,5818.0214,5739.3817,5766.8027,24829797,
CI005227.WI,供热或其他(中信),2015-02-26,5778.6746,5862.1918,5718.1498,5857.5696,22025579,
CI005227.WI,供热或其他(中信),2015-02-27,5847.2509,5940.2481,5838.1002,5903.2039,26359707,
CI005227.WI,供热或其他(中信),2015-03-02,5980.7884,6099.7078,5980.7884,6043.3702,48597385,
CI005227.WI,供热或其他(中信),2015-03-03,6048.2132,6125.3008,5993.731,6039.5177,55415370,
CI005227.WI,供热或其他(中信),2015-03-04,6006.7042,6186.8259,5946.6888,6184.9958,34410248,
CI005227.WI,供热或其他(中信),2015-03-05,6211.7953,6373.4978,6159.4678,6371.7615,41373393,
CI005227.WI,供热或其他(中信),2015-03-06,6351.4227,6540.174,6280.0252,6454.224,41857104,
CI005227.WI,供热或其他(中信),2015-03-09,6418.193,6573.1427,6350.6063,6498.605,30861327,
CI005227.WI,供热或其他(中信),2015-03-10,6513.0401,6592.8967,6482.9521,6581.4234,30282606,
CI005227.WI,供热或其他(中信),2015-03-11,6566.9982,6658.5122,6542.6104,6600.0088,46843396,
CI005227.WI,供热或其他(中信),2015-03-12,6607.4198,6607.4198,6456.9658,6467.7406,30618651,
CI005227.WI,供热或其他(中信),2015-03-13,6460.6408,6521.4991,6428.9749,6497.0634,34392766,
CI005227.WI,供热或其他(中信),2015-03-16,6525.6995,6770.9291,6496.4173,6727.9812,47239655,
CI005227.WI,供热或其他(中信),2015-03-17,6734.0264,7051.6216,6734.0264,7041.5089,78717749,
CI005227.WI,供热或其他(中信),2015-03-18,6983.7589,7123.5186,6957.4161,7110.1311,69177489,
CI005227.WI,供热或其他(中信),2015-03-19,7097.6529,7144.1598,6977.2343,7133.5482,51897443,
CI005227.WI,供热或其他(中信),2015-03-20,7126.7812,7267.4603,7088.6693,7246.8759,47751894,
CI005227.WI,供热或其他(中信),2015-03-23,7266.1869,7534.9794,7197.4708,7497.3293,56677291,
CI005227.WI,供热或其他(中信),2015-03-24,7549.4873,7624.8296,7122.9181,7392.7164,62016472,
CI005227.WI,供热或其他(中信),2015-03-25,7387.6262,7424.6365,7161.5643,7336.6052,40867486,
CI005227.WI,供热或其他(中信),2015-03-26,7351.798,7371.2193,7200.9074,7347.8882,47181499,
CI005227.WI,供热或其他(中信),2015-03-27,7336.393,7419.5205,7305.0084,7358.5206,27573242,
