代码,简称,日期,开盘价,最高价,最低价,收盘价,成交量(股),
CI005357.WI,航运(中信),2015-01-05,1456.2642,1506.4977,1451.2637,1502.043,617376947,
CI005357.WI,航运(中信),2015-01-06,1524.7085,1611.429,1524.7085,1578.9996,849992612,
CI005357.WI,航运(中信),2015-01-07,1594.9091,1600.1661,1530.022,1556.6012,645704962,
CI005357.WI,航运(中信),2015-01-08,1561.1444,1577.3512,1496.9807,1501.2877,737261954,
CI005357.WI,航运(中信),2015-01-09,1479.7498,1505.3523,1447.0853,1461.4694,614937166,
CI005357.WI,航运(中信),2015-01-12,1437.8872,1437.8872,1375.7589,1395.5084,459583098,
CI005357.WI,航运(中信),2015-01-13,1418.1969,1428.8107,1388.4903,1398.3026,334892663,
CI005357.WI,航运(中信),2015-01-14,1395.1161,1395.729,1348.0556,1365.5519,341825775,
CI005357.WI,航运(中信),2015-01-15,1356.2531,1416.1915,1352.9605,1415.5543,362422943,
CI005357.WI,航运(中信),2015-01-16,1421.8431,1425.8746,1395.2456,1408.8825,343732168,
CI005357.WI,航运(中信),2015-01-19,1339.9047,1356.9544,1278.9549,1282.645,473350037,
CI005357.WI,航运(中信),2015-01-20,1276.7472,1310.77,1276.7472,1308.3769,408481393,
CI005357.WI,航运(中信),2015-01-21,1317.1577,1382.693,1315.1734,1371.1553,557367185,
CI005357.WI,航运(中信),2015-01-22,1370.2407,1375.4882,1352.9793,1375.0962,390305583,
CI005357.WI,航运(中信),2015-01-23,1378.5678,1399.6796,1365.3158,1375.4205,438487345,
CI005357.WI,航运(中信),2015-01-26,1375.7072,1398.6427,1361.5817,1397.6189,370292059,
CI005357.WI,航运(中信),2015-01-27,1398.6575,1398.7048,1351.08,1378.7186,371608152,
CI005357.WI,航运(中信),2015-01-28,1367.3253,1367.3253,1348.7782,1353.7122,292494245,
CI005357.WI,航运(中信),2015-01-29,1339.7242,1357.9473,1328.9306,1348.0132,300857543,
CI005357.WI,航运(中信),2015-01-30,1357.5557,1364.3064,1325.4349,1326.4029,249974950,
CI005357.WI,航运(中信),2015-02-02,1294.3849,1311.6597,1281.9359,1292.6478,293252792,
CI005357.WI,航运(中信),2015-02-03,1294.1178,1312.9767,1284.7835,1311.4199,255151169,
CI005357.WI,航运(中信),2015-02-04,1315.0661,1325.4106,1300.5263,1302.6734,279754816,
CI005357.WI,航运(中信),2015-02-05,1315.682,1317.5501,1293.5549,1295.9927,358235089,
CI005357.WI,航运(中信),2015-02-06,1290.2615,1290.2615,1228.1422,1237.8013,350335339,
CI005357.WI,航运(中信),2015-02-09,1224.0504,1227.3848,1196.6322,1216.8624,256103659,
CI005357.WI,航运(中信),2015-02-10,1212.2797,1245.7823,1212.2797,1245.7823,213057451,
